variant,split,start_ts,end_ts,nobs_5m,years,cum_log_return,gross_cum_log_return,cost_cum_log_return,total_return_pct,cagr,annual_log_return,annual_vol,sharpe_0rf,max_drawdown,avg_gross_exposure,p95_gross_exposure,avg_short_exposure,active_short_fraction,annual_turnover
INV_VOL_30D_DAILY,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5725959079271723,0.5733647902899229,0.0007688823627506917,77.2863272992839,0.47721711159923613,0.390159987735865,0.29152258614947557,1.3383525197454649,-0.30518524865698604,1.0,1.0000000000000002,0.0,0.0,3.049342610267818
LS_MINVAR_G125_B25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5575195963574082,0.5592152912535551,0.0016956948961468214,74.63355068201662,0.46211960881730646,0.3798871697577293,0.20373939252299741,1.8645739788138855,-0.21229066460837764,1.144198102923652,1.2500000000000002,0.07209905146182606,0.8228423852291562,7.710287989789416
LS_MINVAR_G150_B25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5607156475889459,0.5624769069175456,0.0017612593285997495,75.19258132616824,0.46530721089497945,0.38206492075461296,0.20251469911681838,1.8866034042014057,-0.209891487078802,1.1593367294124888,1.318986028028906,0.07966836470624432,0.8228423852291562,7.898827141132023
LS_MINVAR_G200_B25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5607156475889459,0.5624769069175456,0.0017612593285997495,75.19258132616824,0.46530721089497945,0.38206492075461296,0.20251469911681838,1.8866034042014057,-0.209891487078802,1.1593367294124888,1.318986028028906,0.07966836470624432,0.8228423852291562,7.898827141132023
MINVAR_30D_SHRINK25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.613208880182192,0.6145358295414273,0.0013269493592352921,84.63466081472268,0.5186673094734637,0.4178331801872349,0.21860515660682384,1.911360128337394,-0.2403113006226234,1.0,1.0,0.0,0.0,7.998748956615095
MINVAR_CAP40_SHRINK25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5937732114037831,0.5954600018554909,0.0016867904517077763,81.08081030296403,0.4986878347951306,0.40458994846440743,0.2496900702553971,1.6203685955575646,-0.2660490352935557,1.0,1.0000000000000002,0.0,0.0,4.835547232009551
MINVAR_CAP50_SHRINK25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5749667994839621,0.5763082955190933,0.0013414960351310998,77.707152624291,0.47960548022027283,0.39177548482187957,0.2256488782716377,1.7362172939776703,-0.2320981492612456,1.0,1.0000000000000002,0.0,0.0,4.48832651188729
MINVAR_CAP60_SHRINK25,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5693012137373334,0.5705606676632825,0.0012594539259491236,76.70318423333057,0.47390453040574715,0.3879150226096657,0.221492844444187,1.7513659350174389,-0.23783040390684895,1.0,1.0000000000000002,0.0,0.0,5.5195775314668305
FVD_20D_T1P5_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,-0.2818503103851741,-0.03375579499769883,0.2480945153874753,-24.561340007868036,-0.17473391951728784,-0.19204942284920382,0.16538757073059787,-1.1612083181391897,-0.27534794204100776,0.7525344023435995,1.0000000000000002,0.37626720117179974,0.7525344023435995,730.4694330602824
FVD_20D_T2P5_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,-0.20497109495260166,-0.06211050722204946,0.1428605877305521,-18.532913582896875,-0.13035034777816132,-0.1396648470339494,0.1366421187311095,-1.0221214976092998,-0.2422100576855164,0.3935165555255753,1.0000000000000002,0.19675827776278765,0.3935165555255753,426.8092554651201
FVD_60D_T2P5_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.07692257813571877,0.16174309977198686,0.08482052163626808,7.995846075842474,0.053812059596368526,0.052414122641373045,0.1409289259480156,0.37191883986050545,-0.096087714159105,0.3980264425856686,1.0000000000000002,0.1990132212928343,0.3980264425856686,244.91075940486337
FVD_120D_T2P5_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,-0.0397267070057454,-0.0018852099419149754,0.03784149706383043,-3.8947947941503447,-0.02670621195532669,-0.027069301934514213,0.13979896120126611,-0.1936302079923399,-0.13459610862324245,0.4669467679142736,1.0000000000000002,0.2334733839571368,0.4669467679142736,126.56229012429056
FVD_20D_RANK_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,-0.10796149824300366,0.11955812348400428,0.22751962172700785,-10.233784266465063,-0.07092301109915143,-0.07356367072709398,0.16552783317621397,-0.44441873801840437,-0.21592634307411873,1.0,1.0000000000000002,0.5,1.0,688.5560646606216
FVD_60D_RANK_DN,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.06887635763832584,0.19603238115715887,0.1271560235188331,7.130374243448132,0.04805024080327976,0.04693152444756587,0.16822492893497576,0.27898079520489133,-0.108985877083559,1.0,1.0000000000000002,0.5,1.0,384.60347246919895
BLEND_MINVAR_FVD20_T2P5_10,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5936553806241776,0.609268388756468,0.015613008132290506,81.05947466693641,0.4985675122560919,0.4045096599836667,0.21992824838838426,1.8392801422640317,-0.24503814146013425,1.0195022165022503,1.1,0.009751108251125112,0.30070731989361293,50.67967450312711
BLEND_MINVAR_FVD20_T2P5_20,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5738282533006214,0.6037273202059671,0.02989906690534572,77.50493995999065,0.4784580596753914,0.39099969310073884,0.2220856708902344,1.7605804621856491,-0.24982843143622258,1.0411394050566156,1.2,0.020569702528307914,0.3071155995837027,93.36060004963915
BLEND_MINVAR_FVD60_T2P5_10,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.6215419440558905,0.6313509455787525,0.009809001522862099,86.17966159128024,0.5273149056423737,0.42351123001915564,0.22113249230169046,1.9151922253078955,-0.24102614020924595,1.0173073384849647,1.0999999999999999,0.008653669242482367,0.26664225417260917,32.489824897101435
BLEND_MINVAR_FVD60_T2P5_20,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.6295836936657773,0.6478747473522661,0.01829105368648891,87.68290807696654,0.5357068778848106,0.4289907818038104,0.224517653216274,1.9107218325971496,-0.2418592541856326,1.0367977858184618,1.2,0.01839889290923093,0.2909551709517018,56.98090083758779
BLEND_MINVAR_FVD20_RANK_10,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.6038016080756837,0.6278805196076198,0.02407891153193608,82.90589654723398,0.5089637813513377,0.4114231777424217,0.22053617975963313,1.8655586497908878,-0.23736596857301862,1.0447211930969655,1.1,0.022360596548482735,0.7949639594495626,76.85435542267726
BLEND_MINVAR_FVD20_RANK_20,2025_2026,2025-01-01 23:00:00+00:00,2026-06-21 23:55:00+00:00,103772,1.4675925925925926,0.5939918592339647,0.6408227329386016,0.04683087370463687,81.12040755799347,0.49891113195264203,0.40473893247487813,0.22367996680901278,1.8094554387182156,-0.23451311048622836,1.0934942674543544,1.2000000000000002,0.04674713372717721,0.8230158424237752,145.70996188873943
