strategy,split,cost_bps,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,annual_turnover
hf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.058264586025246,0.2895218715487889,0.35015566029243383,0.06063378874364492,0.029541540912447376,0.029113597242258968,0.03084996126019826,0.9437158444610594,2.9760073576218415,-0.0469909254729699,0.5075059706584784,0.07749600196650247,121.9436511177166
hf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.05539068823036619,0.23411658141223898,0.2889518595184961,0.05483527810625713,0.023821484078090857,0.023542179464745072,0.03018974564463047,0.7798071484889197,2.4591213817697986,-0.05116288639868871,0.5063317098179954,0.06661272050572897,110.28197579082067
hf_event_60D_agree_120D_state_hold,full,0.5,704270,9.944558521560575,0.1511011401877121,0.14772418268295923,0.186212600384012,0.03848841770105274,0.014965655868948345,0.014854775338963688,0.039690939775610015,0.3742611140714766,1.1802322019765779,-0.06894071399567225,0.5022271087054578,0.015360631634683687,77.40598563044676
hf_event_60D_agree_120D_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.14948670254305876,0.11062913750987524,0.14871702275392606,0.038087885244050775,0.011186698472349118,0.011124590123334553,0.04091732340827299,0.27187971247125353,0.8573725125539606,-0.08470622284231999,0.5018379733850056,0.011998018579069077,76.6004547340604
hf_event_60D_pure_state_hold,full,0.5,704270,9.944558521560575,0.15939909409743422,0.09965131151506984,0.13499902854045404,0.03534771702538418,0.01007106253488729,0.010020687323526536,0.03847122542567455,0.26047226758831105,0.821399141859215,-0.08166568779716266,0.5027169071797613,0.010259529882847946,71.08956510989921
hf_event_60D_pure_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.1577874962727363,0.08740137271333583,0.1226000219015683,0.03519864918823246,0.008827599495482601,0.008788864032912357,0.038174833470451044,0.23022665022796535,0.7260196053933337,-0.09052703006400353,0.5024881889763779,0.009268960888640649,70.78976731228252
hf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.14740795433569512,0.08754442861077913,0.12333195955167531,0.03578753094089619,0.008842111932142393,0.008803249377131827,0.040816064814813244,0.2156809926942514,0.680149882959563,-0.08768670170830672,0.5013822665318114,0.009858346925856486,71.9740969160291
hf_event_60D_pure_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.15572578698510514,0.07734403501881099,0.11046757784758063,0.03312354282876965,0.007807846737387723,0.007777523240586609,0.03763836218088877,0.20663819544559564,0.6516334271816581,-0.08887127469753109,0.5019558141019211,0.008383470409199255,66.6164169217874
hf_event_252D_pure_state_hold,full,0.5,704270,9.944558521560575,0.09293026822099479,0.03580753718258481,0.053642756377889365,0.017835219195304577,0.0036072069913189292,0.0036007166235636594,0.040920207430823356,0.08799360632887215,0.2774877855398865,-0.0946447872074625,0.48519435276861017,0.0067469650994048435,35.8693031101108
hf_event_252D_pure_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.09219191503258693,0.02883935712220337,0.04627414736195143,0.017434790239748088,0.002904222925485714,0.0029000138175744455,0.040776242586737475,0.07112018257704006,0.22427745371336025,-0.10147870633720812,0.4849833661902415,0.00569698082833344,35.06398037066826
hf_event_252D_pure_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.09121359705794653,0.02318488804959302,0.03941276390438897,0.01622787585479597,0.002334134371806729,0.002331414511697667,0.040538650212697654,0.057510906245403635,0.18136060884679087,-0.10404077493994346,0.4847522533040676,0.00478445929257819,32.636694368307396
hf_event_120D_agree_60D_carry_state_hold,full,0.5,704270,9.944558521560575,0.05997699745836114,-0.0008963853478043161,0.04247443954708664,0.04337082489489094,-9.013421236955117e-05,-9.013827470177616e-05,0.032095372920769034,-0.002808450767164863,-0.008856447834013464,-0.09565375743873517,0.49947916666666664,0.0038696407187944837,87.22523941280978
hf_event_120D_carry_tailwind_state_hold,full,0.5,704270,9.944558521560575,0.07897539296008634,-0.0036580132012324143,0.04665209542266917,0.05031010862390156,-0.0003677730381645508,-0.00036784068325421967,0.03453835461362067,-0.010650208655543674,-0.03358542669929034,-0.07451633294398374,0.49971233369291623,0.002970617773983803,101.18118067247597
hf_event_120D_agree_60D_carry_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.057963565109972026,-0.04484699824124878,-0.003049483211619991,0.04179751502962878,-0.004499548841699859,-0.00450970228029902,0.03132345596229234,-0.1439720535859092,-0.45401578587279023,-0.10522951830872462,0.4978442996423497,-0.006857531752465655,84.06107709861331
hf_event_120D_carry_tailwind_exhaust_30m_flip5_hold_state,full,0.5,704270,9.944558521560575,0.07648913058912064,-0.06655589122820782,-0.01833479503152,0.0482210961966878,-0.006670348210757018,-0.0066926944101047305,0.03364880027816192,-0.19889845565900582,-0.6272261623400638,-0.09092346249834449,0.4983942527242013,-0.008716090721356312,96.97986309224432
hf_event_120D_agree_60D_carry_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.055982790691070185,-0.06870521432510392,-0.029665264163946572,0.03903995016115733,-0.006885013915373826,-0.0069088249796253574,0.031165024124391972,-0.2216852119879483,-0.699084184952788,-0.10518480595869273,0.4968422654526086,-0.01341177894535073,78.51520020022141
hf_event_120D_carry_tailwind_exhaust_60m_confirm15_hold_state,full,0.5,704270,9.944558521560575,0.07433086742300538,-0.09484532831205436,-0.050043919506609906,0.044801408805444434,-0.0094920727954773,-0.0095374096402995,0.03337860709779851,-0.2857342013210773,-0.901062634951674,-0.10497339515063775,0.4975644233891765,-0.014626589779133269,90.10235840698509
hf_event_20D_agree_60D_carry_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.029715876013460745,-0.5287173934899306,-0.09741126912870364,0.431306124361227,-0.05177788182398503,-0.05316650229807892,0.0233719403137981,-2.274800533642087,-7.1735821380715254,-0.41471429156422035,0.474197247706422,-0.15331819128231602,867.4213609907807
hf_event_252D_pure_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.04159626279693868,-0.9548040821438876,-0.3715652637742412,0.5832388183696464,-0.09154753671464402,-0.09601271691184664,0.028433113993967533,-3.3767921773259526,-10.648712134976323,-0.6165351679153195,0.46765659668885473,-0.22645641991598825,1172.9808158001972
hf_event_120D_agree_60D_carry_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.02882985218737132,-0.6958472237170248,-0.2843646659749627,0.411482557742062,-0.06758068917096643,-0.06997266115015302,0.0201326347260279,-3.475583901579005,-10.960251779006711,-0.5042341169477087,0.4658195429472025,-0.24913048686282158,827.5531927333642
hf_event_120D_carry_tailwind_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.03760489584960314,-0.8499924334830202,-0.3167082393457332,0.5332841941372868,-0.08192217838765745,-0.08547311895647963,0.022182331780333627,-3.8532071291196828,-12.151086403820868,-0.5743852356199151,0.46597945929617884,-0.22699734764837903,1072.5145676021418
hf_event_60D_pure_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.07433654706291622,-1.4414551106843065,-0.43463966506847457,1.0068154456158318,-0.1349337024991541,-0.14494913047764965,0.027628965440923352,-5.246274269211489,-16.544122806576212,-0.7647350671140938,0.47005902240559283,-0.18320519772133284,2024.8569977902544
hf_event_60D_agree_120D_confirm_30m_momo_exit,full,0.5,704270,9.944558521560575,0.07355559657517713,-1.568810602448243,-0.541537576852722,1.027273025595521,-0.14594158087520176,-0.15775568106386423,0.028686102793110232,-5.499376551831699,-17.34228070519535,-0.7920331833619413,0.46757909773565237,-0.2137591045406158,2066.000262089691
hf_event_20D_agree_60D_carry_state_hold,full,1.0,704270,9.944558521560575,0.061254916438297814,0.2819401713624149,0.40648685385669825,0.1245466824942834,0.02875692080884365,0.028351200382716508,0.03240859630734376,0.8748049472384014,2.7586968839674864,-0.048435544967240896,0.5074640704682429,0.07885080537656862,125.24103732132151
