feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,GC,1,1,decile,9607,-0.029151738928626263,0.0,7.514733833177925,-0.3802285807697405,0.4489434787134381,-0.003879277639870607,,
md_rolling,GC,1,2,decile,9436,0.045003742825077235,0.0,7.5262739508584815,0.5808481066675026,0.43959304790165327,0.005979551517646245,,
md_rolling,GC,1,3,decile,9297,-0.018260252827806245,0.0,8.096847339076858,-0.21745142141682466,0.4355168333871141,-0.0022552299757065872,,
md_rolling,GC,1,4,decile,9331,-0.0502907060960846,0.0,8.150407546328465,-0.5960360152444781,0.43414425034830134,-0.006170330233208914,,
md_rolling,GC,1,5,decile,9402,-0.0052117001536494826,0.0,8.117315200145361,-0.06225541529660546,0.43809827696234843,-0.0006420472810463432,,
md_rolling,GC,1,6,decile,9503,0.1295208558239537,0.0,7.901758059207861,1.5978880247614982,0.43491528990844996,0.016391397313541382,,
md_rolling,GC,1,7,decile,9671,-0.02267305474575029,0.0,7.878435031426233,-0.2830125994298466,0.4360459104539344,-0.0028778627551423485,,
md_rolling,GC,1,8,decile,9824,0.04158293593505495,0.0,7.78268738613366,0.5295777619742784,0.435871335504886,0.00534300478381579,,
md_rolling,GC,1,9,decile,10081,-0.13800494098782648,0.0,8.154643222032341,-1.6991881799586497,0.4371590120027775,-0.016923479940233632,,
md_rolling,GC,1,10,decile,10331,-0.00815357597917267,0.0,8.05640522945245,-0.10286745626536636,0.4534894976284968,-0.001012061303640113,,
md_rolling,GC,2,1,decile,9513,0.002809557231258273,0.0,10.585039714787493,0.025888336187453013,0.48712288447387786,0.0002654271790150461,,
md_rolling,GC,2,2,decile,9321,0.060315548632093506,0.0,10.662155678527029,0.5461545009972808,0.4880377641883918,0.005656975048072648,,
md_rolling,GC,2,3,decile,9195,-0.08758711083120492,0.0,11.24858183923101,-0.7466521074473913,0.48069603045133225,-0.00778650251943161,,
md_rolling,GC,2,4,decile,9225,-0.12368257227874092,0.0,11.300992748937272,-1.0511751850922837,0.4843360433604336,-0.010944398870654248,,
md_rolling,GC,2,5,decile,9292,-0.0008778844511010869,0.0,11.549628430292604,-0.007326962098833429,0.48288850624192853,-7.60097570583789e-05,,
md_rolling,GC,2,6,decile,9414,0.12090220232463474,0.0,11.191163341685561,1.048204631602218,0.4878903760356915,0.010803363210175878,,
md_rolling,GC,2,7,decile,9569,0.05930230656423535,0.0,11.080008755949143,0.5235579508825815,0.47706134392308497,0.0053521895036765564,,
md_rolling,GC,2,8,decile,9739,-0.10041402851720607,0.0,11.067097253337394,-0.8954015615843599,0.488961905739809,-0.009073203769572479,,
md_rolling,GC,2,9,decile,10005,-0.19239497463476496,0.0,11.461554437891005,-1.6790311332586922,0.4798600699650175,-0.01678611532818988,,
md_rolling,GC,2,10,decile,10272,0.0966218283407232,0.0,11.34392320236146,0.8632557482027662,0.4953271028037383,0.008517496691145572,,
md_rolling,GC,5,1,decile,9198,0.06347596424677492,0.22398523503497358,16.436903182605235,0.3703701798246671,0.502283105022831,0.0038617958347500606,,
md_rolling,GC,5,2,decile,9037,0.18603702602843422,0.5934542003771526,16.77954017597286,1.0539778260316741,0.5137766958061304,0.011087134932030281,,
