,kmeans_3,dbscan,spectral_3
69774,2,0,1
69820,2,0,0
69866,2,0,0
69913,2,0,1
69959,0,0,0
70005,0,0,0
70051,2,-1,1
70098,2,0,1
70144,2,-1,1
70190,0,0,2
70237,0,0,0
70283,0,0,0
70329,0,0,0
70376,0,0,0
70422,2,-1,1
70468,2,0,1
70514,2,0,1
70561,2,0,1
70607,0,0,0
70653,2,0,1
70700,2,-1,1
70746,2,0,0
70792,2,-1,1
70839,2,0,1
70885,2,0,0
70931,2,0,1
70977,2,-1,1
71024,2,-1,1
71070,2,0,0
71116,0,0,0
71163,2,0,1
71209,0,0,2
71255,0,0,2
71302,2,0,0
71348,2,-1,1
71394,0,0,0
71440,1,-1,0
71487,2,0,1
71533,2,0,1
71579,2,0,0
71626,0,0,0
71672,2,0,1
71718,2,0,1
71765,2,-1,1
71811,2,0,1
71857,0,0,0
71903,2,-1,1
71950,0,0,0
71996,2,-1,1
72042,2,-1,1
72089,2,-1,1
72135,2,0,1
72181,1,-1,0
72228,2,0,1
72274,2,0,1
72320,2,-1,1
72366,2,0,1
72413,2,-1,1
72459,2,0,1
72505,2,0,1
72552,2,-1,1
72598,2,-1,1
72644,2,-1,1
72691,2,0,1
72737,2,0,1
72783,2,0,1
72829,2,-1,0
72876,0,0,0
72922,2,-1,1
72968,2,0,1
73015,2,-1,1
73061,2,0,1
73107,2,0,1
73154,0,0,0
73200,2,0,1
73246,2,-1,1
73292,0,0,0
73339,2,0,1
73385,2,0,0
73431,2,0,1
73478,2,0,1
73524,2,0,0
73570,0,0,0
73617,0,0,2
73663,2,0,1
73709,0,0,2
73755,1,-1,0
73802,0,0,0
73848,0,0,0
73894,2,-1,0
73941,2,0,1
73987,2,0,1
74033,0,0,0
74080,0,0,0
74126,2,0,1
74172,0,0,2
74218,0,0,0
74265,0,0,0
74311,2,0,1
74357,2,0,1
74404,0,0,0
74450,0,0,0
74496,0,0,0
74543,0,0,0
74589,0,0,0
74635,0,0,0
74681,0,0,0
74728,2,0,0
74774,2,-1,1
74820,0,0,0
74867,0,0,0
74913,0,0,0
74959,2,-1,0
75006,2,-1,1
75052,0,0,2
75098,0,0,2
75144,0,0,0
75191,0,0,0
75237,2,0,1
75283,1,-1,0
75330,0,0,0
75376,0,0,0
75422,0,0,0
75469,2,0,1
75515,2,0,0
75561,0,0,0
75607,0,0,0
75654,0,0,0
75700,2,0,1
75746,2,0,1
75793,0,0,0
75839,2,0,1
75885,0,-1,0
75932,1,-1,0
75978,0,0,0
76024,0,0,0
76070,0,0,2
76117,1,-1,0
76163,2,-1,0
76209,2,0,1
76256,0,0,0
76302,2,0,1
76348,0,0,0
76395,0,0,0
76441,2,0,1
76487,2,0,0
76533,0,0,0
76580,0,0,0
76626,2,0,1
76672,0,0,0
76719,0,0,0
76765,0,0,0
76811,0,0,0
76858,0,0,0
76904,0,0,0
76950,0,0,0
76996,0,0,0
77043,2,0,1
77089,1,-1,0
77135,0,0,0
77182,2,0,1
77228,0,0,0
77274,2,0,1
77321,2,-1,1
77367,2,0,1
77413,2,0,0
77459,2,0,1
77506,2,0,1
77552,2,0,1
77598,2,0,1
77645,2,0,1
77691,2,0,1
77737,2,0,0
77784,2,0,1
77830,2,-1,1
77876,2,0,1
77922,2,-1,1
77969,2,0,1
78015,2,0,1
78061,2,0,1
78108,2,0,1
78154,2,0,1
78200,2,-1,1
78247,1,-1,0
78293,2,0,1
78339,2,0,1
78385,2,-1,1
78432,0,0,0
78478,2,0,1
78524,0,0,0
78571,2,0,1
78617,0,0,0
78663,0,0,0
78710,0,0,0
78756,2,-1,0
78802,0,0,0
78848,0,0,0
78895,0,0,0
78941,0,0,0
78987,2,0,1
79034,0,0,0
79080,2,-1,0
79126,0,0,0
79173,0,0,0
79219,0,0,0
79265,0,0,0
79311,0,0,0
79358,0,0,0
79404,0,0,0
79450,2,0,1
79497,2,0,1
79543,0,0,0
79589,0,0,0
79636,2,-1,1
79682,2,-1,0
79728,0,0,0
79774,0,0,0
79821,0,0,0
79867,1,0,0
79913,0,0,0
79960,2,0,1
80006,2,0,0
80052,0,0,0
80099,2,0,0
80145,2,0,1
80191,2,0,1
80237,0,0,0
80284,2,0,1
80330,0,0,2
80376,0,0,0
80423,0,0,0
80469,0,0,0
80515,2,-1,1
80562,0,0,0
80608,2,0,1
80654,0,0,0
80700,0,0,0
80747,0,0,0
80793,2,0,1
80839,0,0,0
80886,0,0,0
80932,2,0,1
80978,2,0,0
81025,2,0,1
81071,0,0,0
81117,1,-1,0
81163,2,0,1
81210,2,0,1
81256,2,0,1
81302,2,0,1
81349,0,0,0
81395,1,-1,0
81441,1,-1,0
81488,0,0,0
81534,0,0,0
81580,2,0,1
81626,0,0,2
81673,2,-1,1
81719,2,0,1
81765,0,0,0
81812,0,0,2
81858,1,-1,0
81904,2,0,1
81951,0,0,0
81997,2,0,1
82043,1,0,0
82089,2,0,1
82136,0,0,0
82182,2,-1,0
82228,1,-1,1
82275,2,0,1
82321,2,0,1
82367,0,0,0
82414,0,0,0
82460,2,0,0
82506,2,0,1
82552,0,0,0
82599,2,0,1
82645,2,0,1
82691,0,0,0
82738,0,0,0
82784,0,0,0
82830,0,0,0
82876,2,0,0
82923,0,0,0
82969,0,0,0
83015,0,0,0
83062,0,0,0
83108,0,0,0
83154,0,0,0
83201,2,0,1
83247,0,0,0
83293,2,0,0
83339,0,0,0
83386,1,0,0
83432,0,0,0
83478,0,0,0
83525,0,0,0
83571,0,0,2
83617,2,0,1
83664,0,0,0
83710,2,-1,1
83756,0,0,0
83802,0,0,0
83849,0,0,0
83895,2,-1,0
83941,2,0,1
83988,2,0,0
84034,1,-1,0
84080,0,0,0
84127,0,0,0
84173,0,0,0
84219,1,-1,0
84265,2,0,1
84312,0,0,0
84358,0,0,0
84404,0,-1,0
84451,2,0,1
84497,2,-1,0
84543,1,-1,0
84590,0,0,0
84636,2,0,0
84682,1,0,0
84728,0,0,2
84775,0,0,0
84821,2,-1,1
84867,0,0,0
84914,0,0,0
84960,1,-1,0
85006,0,0,0
85053,0,0,0
85099,0,0,2
85145,0,0,0
85191,0,0,2
85238,0,0,0
85284,0,0,0
85330,0,0,0
85377,0,0,0
85423,0,0,2
85469,0,0,0
85516,0,0,2
85562,2,0,1
85608,0,0,0
85654,0,0,0
85701,2,0,1
85747,2,0,1
85793,2,0,1
85840,0,0,0
85886,2,0,1
85932,0,0,0
85979,1,-1,0
86025,0,0,0
86071,0,0,0
86117,0,0,0
86164,2,0,1
86210,2,0,1
86256,1,-1,0
86303,1,-1,0
86349,0,0,0
86395,0,0,0
86442,0,0,0
86488,1,-1,0
86534,1,-1,0
86580,1,-1,0
86627,2,0,0
86673,2,0,1
86719,0,0,0
86766,2,0,1
86812,0,0,0
86858,0,0,0
86905,0,0,0
86951,0,0,0
86997,1,-1,0
87043,0,0,0
87090,0,0,0
87136,1,-1,0
87182,1,-1,0
87229,2,0,0
87275,0,0,0
87321,0,0,0
87368,0,0,2
87414,0,0,0
87460,0,0,2
87506,2,0,1
87553,2,0,1
87599,2,0,1
87645,0,0,0
87692,0,0,0
87738,0,0,0
87784,0,0,0
87831,0,0,0
87877,0,0,0
87923,0,0,0
87969,0,0,0
88016,0,0,0
88062,1,-1,0
88108,0,0,0
88155,2,0,1
88201,2,0,1
88247,2,-1,1
88294,1,-1,0
88340,0,0,0
88386,0,0,0
88432,0,0,0
88479,0,0,0
88525,0,0,0
88571,0,0,0
88618,0,0,0
88664,0,0,2
88710,0,0,0
88757,0,0,0
88803,0,0,0
88849,0,0,0
88895,0,0,0
88942,0,0,2
88988,0,0,0
89034,1,-1,0
89081,1,-1,0
89127,0,0,0
89173,0,0,0
89220,0,0,0
89266,0,-1,0
89312,2,0,1
89358,2,0,1
89405,0,0,0
89451,1,0,0
89497,0,0,0
89544,0,0,0
89590,2,0,1
89636,0,0,0
89683,0,0,0
89729,2,0,1
89775,2,0,1
89821,0,0,0
89868,0,0,0
89914,1,-1,0
89960,0,0,0
90007,0,0,0
90053,1,-1,0
90099,0,0,0
90146,2,0,1
90192,0,0,0
90238,1,-1,0
90284,0,0,2
90331,0,0,0
90377,2,0,1
90423,0,0,0
90470,1,0,0
90516,0,0,2
90562,0,0,2
90609,0,0,2
90655,0,0,2
90701,0,0,2
90747,0,0,2
90794,0,0,0
90840,0,0,2
90886,0,0,0
90933,0,0,0
90979,2,0,1
91025,2,0,1
91072,0,0,0
91118,0,0,2
91164,0,0,0
91210,0,0,2
91257,1,-1,0
91303,1,0,0
91349,0,0,0
91396,0,0,2
91442,0,0,2
91488,0,0,0
91535,1,-1,0
91581,0,0,0
91627,2,0,1
91673,0,0,0
91720,0,0,0
91766,1,-1,0
91812,0,0,0
91859,0,0,0
91905,2,0,1
91951,0,0,2
91998,1,-1,0
92044,0,0,2
92090,2,0,0
92136,0,0,0
92183,0,0,0
92229,0,0,0
92275,2,0,1
92322,0,0,0
92368,1,0,0
92414,0,0,2
92461,0,0,0
92507,1,-1,0
92553,0,0,2
92599,0,0,0
92646,0,0,2
92692,0,0,2
92738,0,0,0
92785,0,0,0
92831,2,0,0
92877,1,-1,0
92924,0,0,0
92970,2,0,1
93016,0,0,0
93062,0,0,0
93109,0,0,0
93155,0,0,0
93201,0,0,2
93248,0,0,0
93294,1,-1,0
93340,0,0,0
93387,0,0,0
93433,0,0,2
93479,0,0,0
93525,0,0,0
93572,0,0,0
93618,0,0,2
93664,0,0,0
93711,0,0,0
93757,0,0,0
93803,0,0,2
93850,0,0,2
93896,0,0,0
93942,0,0,0
93988,0,0,0
94035,0,0,2
94081,0,0,2
94127,0,0,0
94174,0,0,0
94220,0,0,2
94266,0,0,0
94313,0,0,0
94359,0,0,0
94405,0,0,2
94451,0,0,2
94498,0,0,2
94544,0,0,2
94590,0,0,2
94637,0,0,0
94683,1,-1,0
94729,0,0,0
94776,0,0,0
94822,0,0,0
94868,0,0,0
94914,0,0,0
94961,0,0,2
95007,0,0,0
95053,0,0,0
95100,0,0,0
95146,1,-1,0
95192,0,0,0
95239,0,0,0
95285,0,0,0
95331,0,0,0
95377,0,0,0
95424,0,0,0
95470,0,0,2
95516,0,0,0
95563,0,0,0
95609,0,0,2
95655,0,0,0
95702,0,0,2
95748,0,0,2
95794,0,-1,0
95840,0,0,0
95887,0,0,0
95933,0,0,0
95979,0,0,2
96026,0,0,2
96072,0,0,2
96118,0,0,2
96165,0,0,2
96211,0,0,2
96257,1,0,0
96303,1,-1,0
96350,0,0,0
96396,0,0,0
96442,0,0,0
96489,0,0,0
96535,0,0,0
96581,0,0,0
96628,0,0,0
96674,0,0,0
96720,0,0,2
96766,0,0,0
96813,0,0,0
96859,2,-1,1
96905,0,0,2
96952,0,0,2
96998,0,0,0
97044,0,0,0
97091,0,0,0
97137,0,0,2
97183,0,0,2
97229,0,0,0
97276,0,0,0
97322,0,-1,0
97368,0,0,0
97415,0,0,2
97461,1,-1,0
97507,0,-1,0
97554,0,0,0
97600,0,0,0
97646,0,0,2
97692,0,0,0
97739,0,0,2
97785,0,0,0
97831,1,0,0
97878,0,0,2
97924,0,0,0
97970,0,0,0
98017,0,0,0
98063,0,0,2
98109,2,0,1
98155,0,0,0
98202,0,0,2
98248,0,0,0
98294,2,0,0
98341,1,-1,0
98387,0,0,0
98433,0,0,0
98480,0,0,2
98526,0,0,2
98572,0,-1,0
98618,0,0,0
98665,0,0,0
98711,0,0,0
98757,0,0,0
98804,1,-1,0
98850,0,0,2
98896,1,-1,0
98943,0,0,0
98989,1,-1,0
99035,2,0,1
99081,0,0,2
99128,0,0,0
99174,0,0,2
99220,0,0,2
99267,0,0,0
99313,0,0,2
99359,0,0,0
99405,0,0,0
99452,0,0,0
99498,0,0,0
99544,0,0,0
99591,0,0,0
99637,0,0,2
99683,0,0,0
99730,1,-1,0
99776,1,0,0
99822,0,0,2
99868,2,0,0
99915,1,-1,0
99961,0,0,0
100007,0,0,0
100054,0,0,2
100100,0,0,0
100146,0,0,0
100193,0,0,0
100239,1,-1,0
100285,1,-1,0
100331,0,0,2
100378,1,-1,0
100424,2,0,1
100470,1,-1,0
100517,2,-1,0
100563,0,0,0
100609,0,0,2
100656,0,0,0
100702,0,0,2
100748,0,0,0
100794,0,0,0
100841,0,0,0
100887,0,0,0
100933,0,0,0
100980,0,0,2
101026,0,0,0
101072,0,0,0
101119,2,0,1
101165,0,0,0
101211,0,0,0
101257,2,0,0
101304,0,0,2
101350,1,-1,0
101396,0,0,0
101443,0,0,2
101489,0,0,0
101535,0,0,0
101582,0,0,0
101628,0,0,2
101674,2,0,0
101720,0,0,0
101767,0,0,0
101813,0,0,0
101859,0,0,0
101906,0,0,2
101952,0,0,0
101998,0,0,0
102045,0,0,2
102091,0,0,2
102137,0,0,0
102183,0,0,2
102230,0,0,2
102276,0,0,0
102322,0,0,0
102369,0,0,2
102415,0,0,0
102461,2,0,0
102508,0,0,2
102554,0,0,0
102600,0,0,0
102646,0,0,0
102693,1,-1,0
102739,0,0,0
102785,0,0,0
102832,0,0,0
102878,2,-1,1
102924,0,0,0
102971,0,0,0
103017,0,0,0
103063,0,0,0
103109,0,0,0
103156,0,0,2
103202,0,0,2
103248,0,0,2
103295,0,0,0
103341,1,0,0
103387,0,0,0
103434,0,0,0
103480,0,0,0
103526,0,0,0
103572,2,-1,1
103619,2,0,1
103665,0,0,0
103711,0,0,0
103758,0,0,0
103804,1,-1,0
103850,0,0,0
103897,0,0,0
103943,0,0,0
103989,0,0,0
104035,0,0,2
104082,0,0,0
104128,0,0,0
104174,1,0,0
104221,0,0,0
104267,0,0,0
104313,0,0,2
104360,0,0,0
104406,0,0,0
104452,0,0,0
104498,0,0,0
104545,0,0,0
104591,1,-1,0
104637,2,0,0
104684,0,0,0
104730,0,0,2
104776,0,0,2
104823,0,0,0
104869,1,-1,0
104915,1,0,0
104961,0,0,2
105008,0,0,0
105054,0,0,0
105100,1,-1,0
105147,0,0,0
105193,0,0,2
105239,0,0,0
105286,2,0,0
105332,0,0,0
105378,1,-1,0
105424,2,0,1
105471,0,0,0
105517,1,-1,0
105563,0,0,0
105610,0,0,0
105656,1,-1,0
105702,0,0,0
105749,2,0,1
105795,2,0,1
105841,2,-1,1
105887,0,0,0
105934,2,0,1
105980,0,0,0
106026,0,0,0
106073,0,0,0
106119,1,-1,0
106165,0,0,0
106212,1,-1,0
106258,0,0,0
106304,0,0,0
106350,0,-1,0
106397,2,0,0
106443,0,0,0
106489,1,-1,0
106536,0,0,0
106582,0,0,0
106628,0,0,0
106675,2,0,1
106721,0,0,0
106767,2,0,0
106813,0,0,0
106860,0,0,0
106906,1,-1,0
106952,2,0,1
106999,2,0,1
107045,2,0,0
107091,1,-1,0
107138,0,0,0
107184,1,-1,0
107230,2,0,1
107276,2,0,1
107323,2,0,1
107369,0,-1,0
107415,1,-1,0
107462,1,-1,0
107508,1,-1,0
107554,0,0,0
107601,2,0,0
107647,0,0,0
107693,2,0,1
107739,1,-1,0
107786,1,-1,0
107832,1,-1,0
107878,0,0,0
107925,1,-1,0
107971,0,0,0
108017,0,0,0
108064,2,0,1
108110,0,0,0
108156,1,-1,0
108202,1,0,0
108249,2,0,0
108295,2,0,0
108341,0,0,0
108388,0,0,0
108434,0,0,0
108480,1,-1,0
108527,0,0,0
108573,2,0,0
108619,1,-1,0
108665,2,0,1
108712,0,0,0
108758,0,0,0
108804,0,0,0
108851,1,-1,0
108897,0,0,0
108943,2,0,0
108990,0,0,0
109036,0,0,0
109082,0,0,2
109128,0,0,0
109175,1,-1,0
109221,0,0,0
109267,1,0,0
109314,1,-1,0
109360,1,0,0
109406,0,0,0
109453,0,0,0
109499,0,0,0
109545,0,0,0
109591,0,0,2
109638,0,0,0
109684,2,-1,0
109730,0,0,0
109777,0,0,0
109823,0,0,0
109869,0,0,0
109916,0,0,2
109962,0,0,0
110008,0,0,0
110054,0,0,0
110101,0,0,2
110147,0,0,0
110193,0,0,2
110240,0,0,2
110286,0,0,0
110332,0,0,0
110379,0,0,0
110425,0,0,0
110471,0,0,0
110517,0,0,0
110564,0,0,0
110610,0,0,0
110656,0,0,0
110703,0,0,0
110749,0,0,2
110795,0,0,0
110842,0,0,0
110888,0,0,0
110934,0,-1,0
110980,0,0,2
111027,0,0,0
111073,0,0,0
111119,1,-1,0
111166,0,0,0
111212,1,-1,0
111258,0,0,0
111305,0,0,0
111351,1,-1,0
111397,0,0,2
111443,0,0,0
111490,0,0,0
111536,0,0,0
111582,2,0,0
111629,0,-1,0
111675,1,-1,0
111721,1,0,0
111768,1,-1,0
111814,0,0,0
111860,0,0,0
111906,0,0,0
111953,2,-1,1
111999,0,0,0
112045,0,0,0
112092,0,0,0
112138,2,0,1
112184,2,0,1
112231,0,0,0
112277,0,0,0
112323,0,0,0
112369,0,0,0
112416,0,0,0
112462,2,0,1
112508,0,0,0
112555,0,0,0
112601,0,0,0
112647,0,0,0
112694,0,0,0
112740,1,-1,0
112786,2,0,0
112832,0,0,2
112879,0,0,0
112925,0,0,0
112971,2,0,0
113018,0,0,0
113064,0,0,0
113110,1,0,0
113157,0,0,0
113203,2,0,1
113249,0,0,0
113295,0,-1,0
113342,0,0,2
113388,0,0,0
113434,0,0,0
113481,0,0,0
113527,1,-1,0
113573,0,0,2
113620,2,0,1
113666,0,0,0
113712,0,0,0
113758,0,0,0
113805,0,0,0
113851,0,0,0
113897,0,0,0
113944,0,0,0
113990,2,0,0
114036,1,-1,0
114083,1,-1,0
114129,0,0,0
114175,2,0,1
114221,0,-1,0
114268,0,0,0
114314,1,-1,0
114360,0,0,0
114407,2,0,0
114453,0,0,0
114499,0,0,0
114546,0,-1,0
114592,0,0,2
114638,0,0,0
114684,1,-1,0
114731,1,-1,0
114777,0,0,0
114823,1,-1,0
114870,1,-1,0
114916,1,-1,0
114962,1,-1,0
115009,0,0,0
115055,1,-1,0
115101,0,0,0
115147,0,0,0
115194,0,0,0
115240,0,0,0
115286,0,0,0
115333,1,0,0
115379,1,0,0
115425,0,0,2
115472,0,0,0
115518,0,0,0
115564,0,0,0
115610,0,0,0
115657,1,0,0
115703,0,0,2
