,tsne1,tsne2
29817,-17.188698,-16.273832
29863,14.324137,-1.1994811
29910,-10.075464,-34.20833
29956,33.091473,-9.090097
30002,37.570404,5.5494976
30049,37.426678,-8.781748
30095,16.60004,33.816017
30141,16.515018,0.16434589
30187,43.71817,13.666252
30234,9.468864,-13.596123
30280,-14.154484,-16.573788
30326,37.99013,18.396128
30373,3.4731045,5.7711687
30419,38.238277,-3.826918
30465,-35.527992,-22.248407
30512,23.777775,-13.869774
30558,44.86118,14.747732
30604,-32.81873,-29.93972
30650,14.308124,-16.639582
30697,39.136196,-8.502696
30743,-27.38722,-16.248991
30789,52.345043,-3.3043742
30836,37.566963,-14.208261
30882,44.075665,2.0530818
30928,34.614365,-7.500832
30975,48.393726,13.281753
31021,-14.666333,8.785623
31067,38.38607,13.939149
31113,-16.813543,-12.824824
31160,-10.891985,7.140388
31206,37.897694,15.155744
31252,9.388128,-12.498195
31299,48.79943,12.839618
31345,30.189962,-19.668072
31391,-21.699572,2.1935377
31438,50.594494,-4.798574
31484,33.25651,-11.184177
31530,52.384853,8.4914255
31576,39.393063,-10.942685
31623,38.467804,15.035727
31669,43.449448,4.482257
31715,32.876465,-19.79491
31762,8.974193,14.743713
31808,18.432951,30.17529
31854,22.653967,-16.10646
31901,-26.886353,27.45818
31947,52.728325,8.147125
31993,23.215155,-8.350947
32039,-21.715307,4.406591
32086,17.932774,-2.6299531
32132,-28.905119,16.755718
32178,8.066217,-5.440966
32225,16.0629,7.9632525
32271,19.920774,-8.392077
32317,-10.317279,-16.512121
32364,26.001043,4.413572
32410,18.016382,17.713732
32456,-11.186998,-18.518667
32502,-19.017277,-11.486008
32549,-30.586351,-20.981268
32595,18.412815,-9.090987
32641,-1.2927281,-32.64471
32688,31.312342,-17.15488
32734,26.947927,0.025042946
32780,10.5746,-7.660999
32827,21.249046,29.737028
32873,18.187826,17.80976
32919,3.159641,-10.268521
32965,22.941715,27.738214
33012,8.391316,7.1360445
33058,10.555686,-8.440154
33104,6.6347113,1.9605591
33151,35.167145,-8.34844
33197,-10.741608,7.849337
33243,54.117847,-1.0326748
33289,46.900417,13.320131
33336,39.457916,-13.481886
33382,31.025078,-20.50696
33428,40.229412,-13.123265
33475,48.6843,1.7673774
33521,0.55538285,7.392447
33567,35.14499,-9.204574
33614,-13.823284,3.9423835
33660,28.707998,-17.939426
33706,12.172613,-23.900543
33752,23.57429,29.54797
33799,40.840458,-9.891646
33845,22.938972,18.24002
33891,5.2726154,-2.7036622
33938,-21.906013,26.12416
33984,20.721914,18.959017
34030,33.264114,-15.511759
34077,26.47338,4.967204
34123,8.627664,-7.72131
34169,22.57385,30.772419
34215,37.392296,6.8596325
34262,20.859821,19.938381
34308,47.32378,14.191239
34354,48.50396,-3.662389
34401,54.628635,-1.1778469
34447,22.83841,-15.755238
34493,50.717228,-1.9966031
34540,44.807182,5.789161
34586,41.522755,3.7344306
34632,41.122913,-0.23440376
34678,38.441017,-11.438278
34725,35.036915,-9.851664
34771,26.406908,-0.035583686
34817,20.247335,-13.968988
34864,-20.37057,-12.136906
34910,39.043907,5.173105
34956,16.719078,-19.930668
35003,33.81039,-17.056353
35049,30.581474,-20.80528
35095,29.95201,11.166811
35141,-17.617458,23.010204
35188,37.138866,8.1974
35234,-37.05962,13.343342
35280,49.194122,12.495386
35327,38.867928,14.675024
35373,-0.99499124,25.50857
35419,-3.8683887,24.47475
35466,44.668167,4.6506944
35512,-8.62678,-23.987904
35558,32.939934,-7.9284973
35604,-11.562688,13.431299
35651,33.214848,-14.572888
35697,32.322224,-4.2286334
35743,29.296385,16.700464
35790,40.121815,18.326927
35836,39.392525,-4.1920333
35882,23.966307,1.052215
35929,6.3527503,-22.892775
35975,35.574974,0.76789063
36021,23.387533,29.947252
36067,15.829733,1.5907154
36114,9.124064,18.908905
36160,5.7521086,-17.284166
36206,48.00374,8.905044
36253,-4.6256003,20.788506
36299,-40.241966,20.321133
36345,32.92403,-4.0149965
36392,44.558563,11.605095
36438,-3.0766604,31.981173
36484,28.685246,-7.0880737
36530,6.572205,22.859692
36577,38.34174,3.556321
36623,-30.351736,-17.228449
36669,39.715054,4.1600294
36716,-8.359557,-33.822685
36762,32.29851,-1.7211758
36808,15.566818,0.8292992
36855,20.098824,-7.4858575
36901,12.703032,-16.493818
36947,58.072533,6.3965683
36993,20.125057,7.6700077
37040,51.4615,-0.42206252
37086,-10.237149,20.83224
37132,23.226896,-18.32108
37179,9.455903,-11.194008
37225,27.427513,-1.055699
37271,-2.095137,4.846952
37318,9.825181,-10.906063
37364,15.767974,-1.7481631
37410,3.5705454,26.935219
37456,6.377985,11.431687
37503,34.669346,-2.2825856
37549,38.36204,-9.759542
37595,55.739567,7.860133
37642,45.33941,14.412522
37688,24.846874,19.721039
37734,-10.7188835,32.263424
37781,1.9874995,27.658304
37827,39.101612,17.956558
37873,38.102978,-13.832912
37919,22.25493,-18.055843
37966,-15.598256,-0.12663163
38012,14.125593,-21.525059
38058,3.1411896,-19.940714
38105,16.002882,-26.109354
38151,12.275782,-22.697838
38197,30.192083,13.238658
38244,-9.117791,29.446877
38290,10.872057,24.067142
38336,25.380085,-19.792904
38382,41.45644,13.23357
38429,-26.256327,7.7394886
38475,33.831146,-13.898503
38521,-6.356372,35.15025
38568,-18.302563,17.88235
38614,21.41247,18.399118
38660,46.801956,3.491101
38707,17.883888,-26.788551
38753,46.36624,3.3459797
38799,16.535093,34.105507
38845,30.314371,-14.380467
38892,10.763342,7.25596
38938,57.267403,3.736321
38984,39.541084,3.5392728
39031,39.322353,-9.301238
39077,50.473,6.7999334
39123,34.211937,0.60570353
39170,5.696193,19.482962
39216,34.828205,7.0765567
39262,26.920385,17.378841
39308,-21.783606,3.8592942
39355,20.398575,26.691507
39401,13.528969,-5.615904
39447,6.53462,-3.076943
39494,35.37585,-1.3772639
39540,10.672159,-25.7277
39586,0.97593325,3.8113534
39633,38.34627,-3.3570895
39679,-6.395362,37.857304
39725,25.185488,12.957055
39771,16.87166,-16.90787
39818,-3.5092819,28.544436
39864,-3.396989,9.418393
39910,14.080167,24.845812
39957,50.234695,8.298907
40003,18.129372,-14.02432
40049,9.857464,14.588697
40096,27.618528,16.340487
40142,-28.349764,12.321301
40188,-15.7697525,-11.858527
40234,-35.057716,21.665524
40281,26.946701,20.04028
40327,-7.725888,35.23265
40373,-28.104311,27.207512
40420,23.641432,10.355026
40466,28.726767,3.1789625
40512,10.474652,-3.7108173
40559,-2.6314843,9.092633
40605,17.611544,31.410704
40651,-22.08177,26.099588
40697,20.688456,11.614339
40744,-27.076935,12.763672
40790,0.5490022,8.349832
40836,25.674343,19.024136
40883,29.870955,-9.316316
40929,50.346233,0.39692497
40975,58.436787,3.1960266
41022,29.187666,-19.402618
41068,-25.01348,-30.20021
41114,23.436369,25.105236
41160,-3.8398957,-23.167885
41207,-20.56018,19.708912
41253,7.527262,7.630424
41299,-20.255411,13.7386465
41346,5.4399247,-21.576466
41392,50.06314,-3.0311456
41438,34.23564,-0.5216431
41485,32.861294,-16.229004
41531,8.057002,24.140282
41577,-26.556355,-3.0071516
41623,22.248505,-14.365788
41670,24.296871,-12.240722
41716,-24.632431,-2.1868687
41762,30.335821,-16.254179
41809,43.521,4.063442
41855,12.289456,-9.705076
41901,14.771326,-26.751183
41948,17.20724,-27.40271
41994,-5.2552004,13.452256
42040,-9.292205,-11.534195
42086,16.540747,32.20778
42133,-16.127743,-8.36408
42179,30.745174,3.6876838
42225,35.723026,-10.470726
42272,-8.211983,-20.452469
42318,18.061447,-18.376375
42364,-2.9418244,-32.581726
42411,53.31256,-2.3088017
42457,3.4025364,22.321304
42503,4.6714644,-3.7794075
42549,-46.70076,-22.21994
42596,37.757915,16.504889
42642,26.085535,-9.874477
42688,29.0437,-13.824858
42735,-13.332947,-20.726248
42781,14.336886,-5.3394666
42827,-30.612453,-23.039886
42874,-14.751899,8.579867
42920,49.222145,11.305748
42966,27.44171,-21.753714
43012,-40.94972,-25.739967
43059,-24.230244,1.6424253
43105,-21.010015,2.5322752
43151,14.671252,7.0781536
43198,13.331206,7.760275
43244,28.939468,3.7088768
43290,39.986965,-0.6245061
43337,-5.5996685,-25.568588
43383,-24.39089,1.6865592
43429,38.5933,16.68875
43475,-22.674452,3.0138047
43522,-34.953674,12.686229
43568,-6.6390114,-32.587795
43614,41.36652,8.012291
43661,44.00297,6.2774463
43707,35.523617,-10.9065895
43753,19.88238,32.804672
43800,-8.421689,-28.557364
43846,-13.1441765,15.193982
43892,16.849644,-16.22058
43938,6.0618033,3.3135617
43985,6.8021216,-21.85065
44031,57.24007,5.1555653
44077,-4.904379,-24.51452
44124,51.08821,2.4227016
44170,20.780401,8.921261
44216,-8.544979,-32.82594
44263,-11.146858,-19.425663
44309,3.4653723,5.4097342
44355,9.472919,18.33668
44401,41.015972,-1.1525621
44448,-23.566153,15.649356
44494,7.672989,-1.8392907
44540,-9.99685,7.771613
44587,28.493164,-15.408571
44633,-24.458935,-20.791418
44679,-7.58751,-27.248152
44726,-9.06239,8.806745
44772,-19.847654,8.803322
44818,34.12968,-17.319498
44864,-19.25627,-10.909908
44911,-25.12181,23.005575
44957,27.331423,5.693947
45003,41.716934,-6.311045
45050,31.163675,-8.011449
45096,-25.418392,-5.2498927
45142,12.865402,-8.55734
45189,-7.643663,-29.376568
45235,-7.8815475,-33.96016
45281,21.310984,30.292164
45327,-25.74384,8.271403
45374,-28.41547,11.800122
45420,-5.14799,9.440116
45466,-19.417627,12.908993
45513,25.487709,-2.6108863
45559,34.488365,-7.183798
45605,-1.9269344,30.239325
45652,38.186516,17.820885
45698,-28.982695,-2.305751
45744,14.11287,-17.534422
45790,22.104342,29.227268
45837,-22.287226,2.4573195
