variant,base_variant,detector,target_months,min_volume,cost_multiplier,net_return,net_return_baseline,net_delta,sharpe,sharpe_baseline,sharpe_delta,tstat,tstat_baseline,tstat_delta,cost_return,cost_return_baseline,cost_delta,event_count,event_count_baseline,hazard_exit_count,hazard_exit_fraction,event_tstat,event_tstat_baseline,active_fraction,active_fraction_baseline
quantile_band_target3m_minv1000_lb252_entry0p1_contango_only_costx3p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb252_entry0p1_contango_only_costx3p0,quantile_band,3,1000.0,3.0,-0.003917571518546643,-0.0043131887198811,0.00039561720133445694,-0.4630950749067351,-0.5034021267141766,0.040307051807441485,-0.8010970470935406,-0.8708232478882493,0.0697262007947087,0.012754415665606771,0.0125623234613488,0.00019209220425797126,28,27,1,0.03571428571428571,0.047633353014572395,-0.0362206606676213,0.4328125,0.4828125
rank_pct_target3m_minv1000_lb252_entry0p1_both_costx3p0_hazardexp_minh8_tail4,rank_pct_target3m_minv1000_lb252_entry0p1_both_costx3p0,rank_pct,3,1000.0,3.0,-0.012699450799230044,-0.0130950680005645,0.0003956172013344552,-0.6907191174800082,-0.7110271291817791,0.02030801170177088,-1.194858411084871,-1.2299887527537092,0.035130341668838216,0.020358101105617157,0.0201660089013592,0.00019209220425795565,40,37,1,0.025,-0.9381161883814182,-1.0507776526741324,0.6703125,0.6796875
quantile_band_target3m_minv1000_lb252_entry0p1_both_costx3p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb252_entry0p1_both_costx3p0,quantile_band,3,1000.0,3.0,-0.013137276848196867,-0.0135328940495313,0.00039561720133443265,-0.7147943287278126,-0.7350701777982107,0.020275849070398144,-1.2365055407647827,-1.271580245070117,0.035074704305334325,0.020806783102252147,0.0206146908979942,0.00019209220425794524,41,37,1,0.024390243902439025,-1.0029768995933492,-1.133546885755722,0.6734375,0.6828125
rank_pct_target3m_minv1000_lb252_entry0p1_contango_only_costx3p0_hazardexp_minh8_tail4,rank_pct_target3m_minv1000_lb252_entry0p1_contango_only_costx3p0,rank_pct,3,1000.0,3.0,-0.00371923165389789,-0.0041148488552323,0.00039561720133440966,-0.44044962327834425,-0.4811031030071326,0.040653479728788355,-0.7619232242381428,-0.832248702373207,0.07032547813506418,0.012754415665606771,0.0125623234613488,0.00019209220425797126,28,27,1,0.03571428571428571,0.0817611675538037,-0.0024774754419563,0.43125,0.48125
rank_pct_target3m_minv10_lb126_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p05_backwardation_only_costx1p0,rank_pct,3,10.0,1.0,0.02611862741448954,0.0257578795617323,0.0003607478527572379,1.3878339512572486,1.3675386524094664,0.02029529884778225,2.4029761198849027,2.367835663468652,0.03514045641625074,0.018193531212250424,0.0183257203749422,-0.00013218916269177455,97,95,4,0.041237113402061855,3.5989429798521484,3.5501766262382124,0.524731182795699,0.5311827956989247
mad_z_target1m_minv500_lb126_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target1m_minv500_lb126_entry2p0_contango_only_costx3p0,mad_z,1,500.0,3.0,-0.01655533672648615,-0.0168427402860449,0.0002874035595587521,-1.8986505140649885,-1.9297521780820128,0.0311016640170243,-3.284429920975551,-3.3382319425339784,0.05380202155842717,0.027903450878436244,0.029133778453153,-0.0012303275747167566,49,49,1,0.02040816326530612,-0.8953030209717677,-0.9252009692215472,0.36228287841191065,0.3647642679900744
rank_pct_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,3,10.0,1.0,0.03516445610557166,0.0348784369803878,0.00028601912518386174,1.6691707915734104,1.6541935401177557,0.014977251455654761,2.890099026995782,2.8641665459833043,0.02593248101247747,0.026868182065810556,0.0267800559573493,8.812610846125474e-05,150,142,9,0.06,4.4247974793007,4.394671948861143,0.5935483870967742,0.6
curve_md_target6m_minv10_lb252_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target6m_minv10_lb252_md2p5_comp1p25_both_costx1p0,curve_md,6,10.0,1.0,0.022982682368666747,0.0227556400402822,0.00022704232838454894,0.9693969120448815,0.959603945532096,0.009792966512785495,1.6769364343966526,1.6599958168414812,0.0169406175551714,0.024576354726075847,0.0243560394549228,0.00022031527115304664,157,149,7,0.044585987261146494,2.3783320397546697,2.228345256184799,0.6732329084588644,0.6801853997682503
quantile_band_target3m_minv10_lb126_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p05_backwardation_only_costx1p0,quantile_band,3,10.0,1.0,0.030720061524061166,0.0305343551143752,0.00018570640968596647,1.594806024699164,1.5825122745075684,0.01229375019159562,2.761339560636179,2.7400534492051447,0.021286111431034094,0.019092320108165306,0.0191804462166265,-8.812610846119229e-05,103,100,6,0.05825242718446602,3.962206083710693,3.937696072897333,0.5376344086021505,0.5451612903225806
mad_z_target1m_minv500_lb252_entry1p5_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv500_lb252_entry1p5_backwardation_only_costx1p0,mad_z,1,500.0,1.0,0.011919884338836114,0.0117738697407222,0.00014601459811391417,0.7433192112912632,0.7331195761134155,0.010199635177847721,1.2858500499778693,1.2682059460667,0.01764410391116944,0.012261705743404336,0.0123938949060961,-0.00013218916269176414,77,73,7,0.09090909090909091,4.2641961418150425,4.231454424783183,0.6898263027295285,0.6985111662531017
mad_z_target1m_minv500_lb126_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv500_lb126_entry2p0_both_costx1p0,mad_z,1,500.0,1.0,0.011922409677801834,0.0117982470545703,0.00012416262323153467,0.6998582845311602,0.6923419910498552,0.007516293481305003,1.2106680366548406,1.197665781093875,0.013002255560965681,0.017653136419115263,0.0176971994733458,-4.406305423053716e-05,107,89,2,0.018691588785046728,2.3103783122751085,2.702333519930172,0.7109181141439206,0.7121588089330024
rank_pct_target3m_minv500_lb252_entry0p05_contango_only_costx3p0_hazardexp_minh8_tail4,rank_pct_target3m_minv500_lb252_entry0p05_contango_only_costx3p0,rank_pct,3,500.0,3.0,-0.013477450010968985,-0.0136010511274245,0.0001236011164555146,-1.1619611452397736,-1.1673768453504618,0.00541570011068826,-2.010048676238844,-2.01941716578171,0.009368489542866065,0.02105658481952482,0.0202493288279084,0.0008072559916164207,33,31,2,0.06060606060606061,-0.8487715083783418,-0.908954033326138,0.42181340341655715,0.4323258869908016
mad_z_target3m_minv10_lb126_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb126_entry2p0_contango_only_costx3p0,mad_z,3,10.0,3.0,0.004990624642131032,0.0048847401396593,0.00010588450247173229,0.3470762775221447,0.3372331082362561,0.009843169285888631,0.6009479778965762,0.5839049442421916,0.017043033654384532,0.04802469446826671,0.0474095306809083,0.0006151637873584095,71,70,1,0.014084507042253521,4.8715275943588985,4.837506071949676,0.34623655913978496,0.3483870967741935
