variant,base_variant,detector,target_months,min_volume,lookback,side_mode,cost_multiplier,entry_level,exit_level,md_entry,component_entry,hazard_exit,hazard_min_history_events,hazard_min_tail_events,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,hazard_exit_count,hazard_exit_fraction,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
rank_pct_target3m_minv10_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p1_both_costx1p0,rank_pct,3,10.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.13033511179448348,0.06401998183420378,0.07155477177526003,0.02386792729763811,0.009186078471344984,2.5982716533602037,4.498798094932268,-0.009384060926352656,0.37526881720430105,0.7505376344086021,0.13376344086021508,0.8655913978494624,311,21,0.06752411575562701,0.7556270096463023,0.0002943827271532404,7.350304626534622,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p1_both_costx1p0,quantile_band,3,10.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.1293977746607976,0.0641406777742215,0.07054948750721361,0.023532603024666462,0.009266431169368025,2.539554073682435,4.397131075145574,-0.009384060926352656,0.3787096774193549,0.7574193548387098,0.13462365591397848,0.8688172043010752,313,22,0.07028753993610223,0.7476038338658147,0.00028921190950027706,7.270340935747716,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p05_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p05_both_costx1p0,quantile_band,3,10.0,126,both,1.0,0.05,0.25,,1.25,True,8,4,0.10923010888528285,0.04538904323260802,0.06798393080923021,0.02267683171513364,0.00841492516347812,2.6948346271163603,4.665992822940552,-0.009171619941029616,0.2956989247311828,0.5913978494623656,0.09419354838709677,0.8150537634408602,219,13,0.0593607305936073,0.7671232876712328,0.00037357904751937875,7.334620554076772,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry1p5_both_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb126_entry1p5_both_costx1p0,mad_z,1,10.0,126,both,1.0,1.5,0.25,,1.25,True,8,4,0.14073936712728854,0.08229656575871765,0.06464597717784368,0.021563418414801284,0.00769680367715974,2.8016069162307873,4.850864551128917,-0.005285537048369846,0.32505353319057817,0.6501070663811563,0.17130620985010706,0.8522483940042827,400,19,0.0475,0.79,0.00021386226799982325,8.753185846053373,934,311.54657534246576
rank_pct_target1m_minv10_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb126_entry0p1_both_costx1p0,rank_pct,1,10.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.1506046664232577,0.09375481588598233,0.06393729839993127,0.021327030356689404,0.007620677803050951,2.798573946814953,4.845613092139901,-0.005307568575485148,0.3471092077087795,0.694218415417559,0.1910064239828694,0.8468950749464668,446,26,0.05829596412556054,0.7847533632286996,0.00019842648508790057,8.894786084637449,934,311.54657534246576
rank_pct_target3m_minv10_lb126_entry0p05_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p05_both_costx1p0,rank_pct,3,10.0,126,both,1.0,0.05,0.25,,1.25,True,8,4,0.10388176423318549,0.04421263220164284,0.06381199718809802,0.02128523467849571,0.008303239658760722,2.563485525319954,4.438567377195286,-0.009171619941029616,0.2879569892473119,0.5759139784946238,0.09118279569892475,0.7989247311827957,212,11,0.05188679245283019,0.7735849056603774,0.00036376275002302747,7.166160912995795,930,310.2123287671233
quantile_band_target1m_minv10_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb126_entry0p1_both_costx1p0,quantile_band,1,10.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.1518069570632869,0.09544053285249778,0.06335134477555192,0.02113157870252999,0.00770472942049768,2.7426762900085095,4.748828650210286,-0.005307568575485149,0.352676659528908,0.705353319057816,0.19443254817987154,0.8479657387580299,454,28,0.06167400881057269,0.7775330396475771,0.00019360754705299708,8.713892975651579,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry1p5_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb126_entry1p5_both_costx1p0,mad_z,3,10.0,126,both,1.0,1.5,0.25,,1.25,True,8,4,0.1099095294018236,0.053661393727899145,0.061797062780502635,0.020613129845277252,0.008693118241443533,2.371200905447979,4.105634644605105,-0.00914549558411869,0.31935483870967746,0.6387096774193549,0.11268817204301075,0.8365591397849462,262,27,0.10305343511450382,0.732824427480916,0.00029845680057222554,6.809109304728967,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb126_entry2p0_both_costx1p0,mad_z,1,10.0,126,both,1.0,2.0,0.25,,1.25,True,8,4,0.11324343721044444,0.05715897650080598,0.05918298834482054,0.019741174879402468,0.007123868009700794,2.771131476961714,4.798097609708984,-0.005285537048369846,0.2541755888650964,0.5083511777301928,0.11349036402569593,0.7633832976445396,265,9,0.033962264150943396,0.8264150943396227,0.00027938332096098567,8.489878103473165,934,311.54657534246576
mad_z_target1m_minv10_lb252_entry1p5_both_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb252_entry1p5_both_costx1p0,mad_z,1,10.0,252,both,1.0,1.5,0.25,,1.25,True,8,4,0.13266337860913213,0.0806850085888849,0.058167293587003226,0.019402378066349705,0.007698019575935152,2.520437610603596,4.364031723286155,-0.0052317533171533995,0.33683083511777306,0.6736616702355461,0.16402569593147753,0.8511777301927195,383,31,0.08093994778067885,0.7806788511749347,0.000205168827827091,7.785046881572999,934,311.54657534246576
quantile_band_target1m_minv10_lb126_entry0p05_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb126_entry0p05_both_costx1p0,quantile_band,1,10.0,126,both,1.0,0.05,0.25,,1.25,True,8,4,0.11716595964020049,0.0652336539891285,0.056835308743642725,0.01895807901243425,0.006912862774673111,2.742435316652257,4.748411414978306,-0.005183009750476782,0.26081370449678803,0.5216274089935761,0.1323340471092077,0.7665952890792291,309,19,0.061488673139158574,0.8187702265372169,0.00024009150820968514,8.08311520657899,934,311.54657534246576
rank_pct_target1m_minv10_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb252_entry0p05_both_costx1p0,rank_pct,1,10.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.11433122033264641,0.062359264197172165,0.05657718929222579,0.018871980263913672,0.006992761111461967,2.6987880699914446,4.672838043012845,-0.005343228524277947,0.2728051391862955,0.545610278372591,0.12419700214132762,0.7890792291220556,290,21,0.07241379310344828,0.7965517241379311,0.0002503084642492131,7.734935234529369,934,311.54657534246576
rank_pct_target1m_minv10_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb252_entry0p1_both_costx1p0,rank_pct,1,10.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.14001536476559376,0.09152279255233747,0.05633699620936795,0.018791861064357665,0.007836250667117885,2.3980678850934676,4.152153689944107,-0.005609895293994178,0.3518201284796575,0.703640256959315,0.1910064239828694,0.8447537473233405,446,58,0.13004484304932734,0.7443946188340808,0.00017850756021045165,7.677491904324724,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb126_entry2p0_both_costx1p0,mad_z,3,10.0,126,both,1.0,2.0,0.25,,1.25,True,8,4,0.08335257252893516,0.02967080632783336,0.056198175982256515,0.018745555961204745,0.007763787152389757,2.4144860740334315,4.180581093610628,-0.008688072048969864,0.22709677419354837,0.45419354838709675,0.0632258064516129,0.7204301075268817,147,5,0.034013605442176874,0.7755102040816326,0.0004435703997941955,6.283587734104143,930,310.2123287671233
quantile_band_target1m_minv10_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb252_entry0p05_both_costx1p0,quantile_band,1,10.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.11448682087028683,0.06303816082545305,0.05618843586685473,0.018742307032300173,0.007035771706168096,2.663859462050088,4.612360627319227,-0.005343228524277947,0.2768736616702356,0.5537473233404712,0.12676659528907924,0.7944325481798715,296,22,0.07432432432432433,0.793918918918919,0.0002441445803656981,7.629054246234429,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb252_entry0p1_both_costx1p0,quantile_band,1,10.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.1392189514474873,0.0917585875703323,0.055304787873266675,0.0184475559549869,0.007858138297884603,2.3475733380707933,4.064724505372011,-0.005609895293994178,0.3578158458244112,0.7156316916488225,0.18886509635974308,0.854389721627409,441,50,0.11337868480725624,0.746031746031746,0.000177417451894488,7.545114753694787,934,311.54657534246576
rank_pct_target1m_minv10_lb126_entry0p05_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb126_entry0p05_both_costx1p0,rank_pct,1,10.0,126,both,1.0,0.05,0.25,,1.25,True,8,4,0.11356915848584868,0.0634902075715585,0.05491792327210826,0.018318512762682686,0.0068555290128652704,2.672078657723667,4.626591818961699,-0.005183009750476782,0.25674518201284796,0.5134903640256959,0.12805139186295503,0.7623126338329764,299,17,0.056856187290969896,0.8127090301003345,0.00023949762021187144,7.883629307699137,934,311.54657534246576
quantile_band_target3m_minv10_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb252_entry0p05_both_costx1p0,quantile_band,3,10.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.09446505301893435,0.04376259230635498,0.054501640534251196,0.018179656808342694,0.008335183797876785,2.181074496878351,3.7764387641192476,-0.00871160001043271,0.28860215053763444,0.5772043010752689,0.08645161290322581,0.8096774193548387,201,23,0.11442786069651742,0.7164179104477612,0.0003332881294366087,5.87120393266144,930,310.2123287671233
curve_md_target1m_minv10_lb126_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target1m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,1,10.0,126,both,1.0,1.25,0.25,2.5,1.25,True,8,4,0.1155769084152172,0.06516581700457028,0.054397041532880316,0.01814476659350186,0.006904290932791179,2.628042006069771,4.550344208627524,-0.004468769448637261,0.21349036402569596,0.4269807280513919,0.15117773019271952,0.6734475374732334,353,12,0.0339943342776204,0.7903682719546742,0.0002166331055786158,9.036391821094984,934,311.54657534246576
rank_pct_target3m_minv10_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb252_entry0p05_both_costx1p0,rank_pct,3,10.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.09368142714456261,0.04291380709151335,0.054343044513915556,0.01812675525909375,0.00823048066558229,2.202393273930535,3.813351330003041,-0.009046347552577133,0.28172043010752695,0.5634408602150539,0.08430107526881721,0.8021505376344086,196,22,0.11224489795918367,0.7142857142857143,0.00034023330430764826,5.842945880512207,930,310.2123287671233
curve_md_target1m_minv10_lb126_md3p0_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target1m_minv10_lb126_md3p0_comp1p25_both_costx1p0,curve_md,1,10.0,126,both,1.0,1.25,0.25,3.0,1.25,True,8,4,0.10118752556004472,0.050513853101921524,0.053288225481815304,0.0177749080887973,0.006646904202699879,2.674163422060059,4.630201500733355,-0.004468769448637261,0.18394004282655246,0.3678800856531049,0.11820128479657388,0.6316916488222698,276,7,0.025362318840579712,0.8188405797101449,0.0002558618230399114,9.061824417962832,934,311.54657534246576
quantile_band_target3m_minv10_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb252_entry0p1_both_costx1p0,quantile_band,3,10.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.10563890887026264,0.06267055523421629,0.04926462524664801,0.016432789380217524,0.009089002614173195,1.8079859889788765,3.130451703294168,-0.009552087309486763,0.36516129032258066,0.7303225806451613,0.1243010752688172,0.8698924731182796,289,33,0.11418685121107267,0.7162629757785467,0.00023117823952889708,5.543428160047309,930,310.2123287671233
mad_z_target1m_minv10_lb252_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb252_entry2p0_both_costx1p0,mad_z,1,10.0,252,both,1.0,2.0,0.25,,1.25,True,8,4,0.10149436280007568,0.05633173391548978,0.049240770253622536,0.016424832269530256,0.0071838191660548965,2.2863649390203404,3.958744736595364,-0.005285537048369846,0.2528907922912206,0.5057815845824412,0.10663811563169165,0.7537473233404711,249,12,0.04819277108433735,0.7951807228915663,0.00025656415847796754,7.007072627206854,934,311.54657534246576
rank_pct_target3m_minv10_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb252_entry0p1_both_costx1p0,rank_pct,3,10.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.1059297301105247,0.0630540352210747,0.04917196650005169,0.016401881976387107,0.009073657176328754,1.8076373900455631,3.1298481189018057,-0.009552087309486763,0.3634408602150538,0.7268817204301076,0.12430107526881722,0.8666666666666667,289,33,0.11418685121107267,0.7162629757785467,0.0002315210812134399,5.543554384575009,930,310.2123287671233
mad_z_target3m_minv10_lb252_entry1p5_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb252_entry1p5_both_costx1p0,mad_z,3,10.0,252,both,1.0,1.5,0.25,,1.25,True,8,4,0.09128350213642805,0.04887157122263219,0.04742746515714191,0.015819983240772682,0.008414487448574521,1.8800887561431572,3.2552946122865793,-0.008833679609964454,0.3165591397849463,0.6331182795698926,0.09333333333333335,0.8344086021505376,217,26,0.11981566820276497,0.7050691244239631,0.0002795176632493043,5.345683974210342,930,310.2123287671233
curve_md_target3m_minv10_lb126_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target3m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,3,10.0,126,both,1.0,1.25,0.25,2.5,1.25,True,8,4,0.09205187215393743,0.04844727159507184,0.04684447097209472,0.015625518742061733,0.007914136985363668,1.9743806268402255,3.4185570208615164,-0.009029632594635165,0.21913978494623657,0.43827956989247313,0.11483870967741937,0.6913978494623656,267,28,0.10486891385767791,0.7153558052434457,0.00024315006380003644,6.014980743118303,930,310.2123287671233
mad_z_target3m_minv10_lb252_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb252_entry2p0_both_costx1p0,mad_z,3,10.0,252,both,1.0,2.0,0.25,,1.25,True,8,4,0.07409945606538937,0.030711586011399845,0.04620929672448635,0.015413648975907435,0.007804238092001676,1.975035717029752,3.4196912819742216,-0.006969440436610467,0.2313978494623656,0.4627956989247312,0.05548387096774195,0.7591397849462366,129,7,0.05426356589147287,0.7364341085271318,0.00042484701887197116,5.6865991650593495,930,310.2123287671233
curve_md_target3m_minv10_lb126_md3p0_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target3m_minv10_lb126_md3p0_comp1p25_both_costx1p0,curve_md,3,10.0,126,both,1.0,1.25,0.25,3.0,1.25,True,8,4,0.08060336452386115,0.03683383795318461,0.04574291185916685,0.01525808087357141,0.0077103474636559905,1.9789096335143024,3.4263988054458663,-0.00891223971717857,0.18752688172043014,0.3750537634408603,0.08688172043010754,0.6430107526881721,202,20,0.09900990099009901,0.7128712871287128,0.00029563880714852595,5.646024490030005,930,310.2123287671233
curve_md_target1m_minv10_lb252_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target1m_minv10_lb252_md2p5_comp1p25_both_costx1p0,curve_md,1,10.0,252,both,1.0,1.25,0.25,2.5,1.25,True,8,4,0.10549642009539492,0.06533935175873996,0.04435994041310098,0.014796774644643957,0.006989096280012125,2.11712273687812,3.6657089812327928,-0.005043271541393884,0.21755888650963598,0.43511777301927196,0.14346895074946467,0.6648822269807281,335,23,0.06865671641791045,0.764179104477612,0.0001983460710419877,7.445962600602577,934,311.54657534246576
curve_md_target1m_minv10_lb252_md3p0_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target1m_minv10_lb252_md3p0_comp1p25_both_costx1p0,curve_md,1,10.0,252,both,1.0,1.25,0.25,3.0,1.25,True,8,4,0.09147196422340911,0.0504151724905251,0.044022809376058174,0.014684320661739953,0.0066167352484779555,2.219269792473226,3.8425723121011823,-0.004695022381582979,0.18051391862955035,0.3610278372591007,0.10877944325481798,0.6059957173447538,254,14,0.05511811023622047,0.7677165354330708,0.00024112587391434968,7.438114847322088,934,311.54657534246576
curve_md_target3m_minv10_lb252_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target3m_minv10_lb252_md2p5_comp1p25_both_costx1p0,curve_md,3,10.0,252,both,1.0,1.25,0.25,2.5,1.25,True,8,4,0.08456111804733918,0.04779237302132819,0.04010949243747004,0.013378988230854734,0.007965406403217601,1.679636612822458,2.9082201563381376,-0.009530401751581586,0.22881720430107527,0.45763440860215054,0.09634408602150538,0.7247311827956989,224,27,0.12053571428571429,0.7053571428571429,0.00025076849465071894,5.0747148062145415,930,310.2123287671233
curve_md_target3m_minv10_lb252_md3p0_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target3m_minv10_lb252_md3p0_comp1p25_both_costx1p0,curve_md,3,10.0,252,both,1.0,1.25,0.25,3.0,1.25,True,8,4,0.07501971846095266,0.03729757627678065,0.040017009398029546,0.01334813943619205,0.007681744095031477,1.7376443775086925,3.008658161318956,-0.008731875958702623,0.1909677419354839,0.3819354838709678,0.07311827956989247,0.6634408602150538,170,16,0.09411764705882353,0.7,0.0003093177128555591,5.102602749159966,930,310.2123287671233
rank_pct_target3m_minv10_lb126_entry0p05_contango_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p05_contango_only_costx1p0,rank_pct,3,10.0,126,contango_only,1.0,0.05,0.25,,1.25,True,8,4,0.061434544895123844,0.026019100989392422,0.03769336977360847,0.012573062383388582,0.005457214351290347,2.303934127200942,3.9891650470406472,-0.0024904049533642086,0.14623655913978495,0.2924731182795699,0.04946236559139785,0.546236559139785,115,7,0.06086956521739131,0.782608695652174,0.0004061500961389014,7.392827075365777,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p05_contango_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p05_contango_only_costx1p0,quantile_band,3,10.0,126,contango_only,1.0,0.05,0.25,,1.25,True,8,4,0.0612826665417347,0.026296723124442714,0.03726386928516904,0.012429797494436524,0.005465700495684188,2.2741453733608905,3.9375870725618367,-0.002490404953364212,0.14903225806451614,0.2980645161290323,0.04989247311827956,0.5580645161290323,116,7,0.0603448275862069,0.7758620689655172,0.0003995908698302304,7.30363852060618,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p1_contango_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p1_contango_only_costx1p0,quantile_band,3,10.0,126,contango_only,1.0,0.1,0.25,,1.25,True,8,4,0.07130179644286093,0.03750641502972434,0.03677420405489716,0.012266463955297891,0.005882186383311967,2.0853579189701312,3.61070953492566,-0.0034492790624463285,0.2010752688172043,0.4021505376344086,0.07010752688172042,0.6591397849462366,163,12,0.0736196319018405,0.7484662576687117,0.0003079095101054227,6.6085688868842185,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry1p5_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb126_entry1p5_backwardation_only_costx1p0,mad_z,1,10.0,126,backwardation_only,1.0,1.5,0.25,,1.25,True,8,4,0.06596915166059547,0.03133214695859226,0.036464449534847884,0.01216314172840474,0.005418532241610147,2.2447299722609744,3.8866555426508547,-0.005760064303195761,0.16638115631691652,0.33276231263383305,0.07751605995717344,0.5877944325481799,181,10,0.055248618784530384,0.8453038674033149,0.0002558196027584715,7.698244275694352,934,311.54657534246576
rank_pct_target3m_minv10_lb126_entry0p1_contango_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p1_contango_only_costx1p0,rank_pct,3,10.0,126,contango_only,1.0,0.1,0.25,,1.25,True,8,4,0.07063807312909351,0.037151799768393216,0.03639031566968837,0.012138413514478244,0.005867276279255758,2.0688327831765156,3.5820969572797967,-0.003449279062446328,0.20000000000000004,0.4000000000000001,0.069247311827957,0.656989247311828,161,12,0.07453416149068323,0.7515527950310559,0.0003087132575408822,6.549838319033468,930,310.2123287671233
rank_pct_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,1,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.07171465424802828,0.03761216691233885,0.035748941773124765,0.011924475783227232,0.005292400945220491,2.253131595027035,3.901202599131809,-0.005751745629426867,0.16937901498929334,0.33875802997858667,0.08565310492505353,0.5920770877944326,200,17,0.085,0.83,0.00024329291583157417,7.728197279598095,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry2p0_contango_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb126_entry2p0_contango_only_costx1p0,mad_z,3,10.0,126,contango_only,1.0,2.0,0.25,,1.25,True,8,4,0.05030761054907894,0.015803176893636105,0.03516665374593908,0.01173024683169338,0.004715709509565362,2.4874829138435484,4.306972051788203,-0.0020128002551982986,0.09978494623655913,0.19956989247311827,0.030107526881720425,0.34838709677419355,70,0,0.0,0.8285714285714286,0.0005901767533405331,8.069031566659977,930,310.2123287671233
rank_pct_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,3,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.05969703866538999,0.026868182065810556,0.03516445610557166,0.011729513783159864,0.0070271501528631885,1.6691707915734104,2.890099026995782,-0.008903211671164335,0.17526881720430107,0.35053763440860214,0.06451612903225806,0.5935483870967742,150,9,0.06,0.7666666666666667,0.0002924976406236496,4.4247974793007,930,310.2123287671233
quantile_band_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0,quantile_band,1,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.07084558747460576,0.03778546271109869,0.034706579200942396,0.011576783610177362,0.005355052850706826,2.1618430168526377,3.7431402652534658,-0.0057517456294268665,0.17280513918629553,0.34561027837259106,0.08650963597430407,0.6006423982869379,202,17,0.08415841584158416,0.8267326732673267,0.00023546563082171905,7.574938867296439,934,311.54657534246576
mad_z_target1m_minv10_lb252_entry1p5_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target1m_minv10_lb252_entry1p5_backwardation_only_costx1p0,mad_z,1,10.0,252,backwardation_only,1.0,1.5,0.25,,1.25,True,8,4,0.06391976642745889,0.031047745411380313,0.03410316021952606,0.011375506182814514,0.005393269175293977,2.109204234590137,3.651998427541525,-0.005760064303195761,0.1708779443254818,0.3417558886509636,0.07751605995717345,0.6092077087794433,181,13,0.0718232044198895,0.8453038674033149,0.00024504800182508776,7.047189667211539,934,311.54657534246576
quantile_band_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0,quantile_band,3,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.05809597821793668,0.026634262744497157,0.033775283452316465,0.011266139069368577,0.007101373591072716,1.5864732259025878,2.7469116699639273,-0.008903211671164334,0.17763440860215055,0.3552688172043011,0.06451612903225806,0.6,150,10,0.06666666666666667,0.7533333333333333,0.0002823901995958302,4.276687836298528,930,310.2123287671233
rank_pct_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0,rank_pct,1,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,0.05768464595466575,0.025240487847535607,0.03357925120844865,0.011200750231859243,0.004968541746981961,2.2543335252567633,3.90328369077623,-0.00588993287611273,0.1453961456102784,0.2907922912205568,0.0595289079229122,0.5471092077087795,139,12,0.08633093525179857,0.841726618705036,0.00029895044096130174,7.0106224617863235,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0,quantile_band,1,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,0.057757507550893164,0.025650299145277708,0.033242301506933976,0.011088356735532085,0.005014202956488575,2.211389692789224,3.828928250903648,-0.00588993287611273,0.14839400428265528,0.29678800856531057,0.06124197002141328,0.5588865096359743,143,14,0.0979020979020979,0.8391608391608392,0.00028921703850506766,6.830927394336021,934,311.54657534246576
quantile_band_target1m_minv10_lb126_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb126_entry0p05_backwardation_only_costx1p0,quantile_band,1,10.0,126,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,0.05760536410614841,0.02658028649028606,0.032457940653000034,0.010826724039733572,0.005066128688167756,2.137080344014953,3.7002647386534915,-0.005760064303195761,0.1404710920770878,0.2809421841541756,0.06124197002141328,0.5149892933618844,143,12,0.08391608391608392,0.8461538461538461,0.0002869666969789687,6.933905101319227,934,311.54657534246576
rank_pct_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0,rank_pct,1,10.0,252,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.06657940165924084,0.03576998337130906,0.03215810278954794,0.010726709629116335,0.005358001549897705,2.0019982318446936,3.4663757424413073,-0.00588993287611273,0.17944325481798717,0.35888650963597435,0.08779443254817987,0.6295503211991434,205,29,0.14146341463414633,0.7902439024390244,0.00021534990520218498,6.8935292874184135,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0,quantile_band,1,10.0,252,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.06612985939117554,0.035621593980788006,0.03185694991200367,0.01062625658023684,0.005371477015743525,1.9782746066104027,3.4252992830684423,-0.00588993287611273,0.18008565310492505,0.3601713062098501,0.08822269807280513,0.6316916488222698,206,29,0.1407766990291262,0.7912621359223301,0.00021248244171671426,6.865977308276478,934,311.54657534246576
curve_md_target6m_minv10_lb126_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target6m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,6,10.0,126,both,1.0,1.25,0.25,2.5,1.25,True,8,4,0.05412787765749265,0.02763053066160521,0.03175136556887291,0.01061041745108036,0.0077533785326897075,1.3684895437962739,2.367317192337597,-0.007506408015192256,0.18702201622247974,0.3740440324449595,0.08852838933951332,0.6338354577056778,191,5,0.02617801047120419,0.6387434554973822,0.00019652369330215875,3.9634441258952955,863,288.39043915828
