split,gross_return,cost_return,net_return,sharpe,tstat,max_drawdown,events,bars
full,0.13033511179448348,0.06401998183420378,0.07155477177526003,2.5982716533602037,4.498798094932268,-0.009384060926352656,311,930
2023,0.00992275889492496,0.006242739843042576,0.0043311373335300435,2.4625829396881946,1.7761210221545871,-0.0008307299428073562,38,163
2024,0.03343939635955247,0.02177238185321071,0.014090624259514406,1.3435868801853768,1.341285822014044,-0.009384060926352654,89,310
2025,0.050891446538163305,0.024900208318519405,0.027846514497377295,2.93051232047378,2.921472158099153,-0.003674522958589826,121,311
2026,0.03608151000184275,0.01110465181943108,0.025286495684838275,5.545439223950272,3.794363140738456,-0.0017438512193764452,63,146
