ts,md_signed_flow_ewma,md_notional_share_ewma,md_signed_flow_ewma_q950,md_signed_flow_ewma_q990,md_signed_flow_ewma_q995,md_notional_share_ewma_q950,md_notional_share_ewma_q990,md_notional_share_ewma_q995,complex_trades,complex_notional,complex_signed_notional_ratio,signed_share_GC,signed_share_SI,signed_share_HG,signed_share_PL,signed_share_PA,notional_share_GC,notional_share_SI,notional_share_HG,notional_share_PL,notional_share_PA
2023-06-22 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,170827.0,46986521490.0,-0.012251353670062883,-0.009675932066960082,-0.0007384947618943222,-0.00030091209248186464,-0.000615226219845882,-0.000920788528880732,0.6645932556775017,0.1282836957037315,0.16587031776035396,0.032810376808338614,0.0084423540500742
2023-06-23 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,166894.0,47690276122.5,0.007625321702183021,0.0005863547513998773,0.0013020107042472074,0.006108038916607763,-0.00023617885899985335,-0.00013490381107197374,0.706825197728231,0.12266880852132353,0.1418209205819429,0.023077145898108234,0.00560792727039426
2023-06-25 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,4329.0,1325372525.0,-0.015259083479190125,-0.047670423830462307,0.013045747270187301,0.010955353854192804,0.004937215670741326,0.003473023556150751,0.7222735283425314,0.11693482177774886,0.13274515027388242,0.021968585775535072,0.006077913830302164
2023-06-26 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,153632.0,41541664202.5,-0.0009711201579057635,7.96275272910451e-05,-0.002206500431787799,0.0007805227143030224,6.475498879599803e-05,0.00031047504349197,0.6517237103941226,0.16604786802414334,0.14768041447725147,0.02760004159705763,0.006947965507424955
2023-06-27 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,165065.0,47128609110.0,0.0007508189965337174,-0.0012309985610776278,0.0002451828139682606,0.00227326887050582,-0.00020459271304813605,-0.0003320414138145992,0.7054718114510466,0.13105035967822562,0.13614168858716824,0.023294761732466498,0.004041378551092997
2023-06-28 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,152127.0,41712782300.0,-0.011679424702389129,-0.016108240279143402,-0.0009709709534288246,0.007371251881224907,-0.001463871543279912,-0.0005075938077618955,0.6860135812613967,0.12401358683762508,0.15063020622338108,0.029178538637064256,0.010164087040532897
2023-06-29 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,174390.0,52010025122.5,-0.0002753599900455422,-0.009356492500317577,0.0022070821871289703,0.007440373256666465,-0.0004992570170624032,-6.706591646099815e-05,0.7277154362232062,0.1149536932719831,0.12833515791963074,0.024520465756289158,0.00447524682889082
2023-06-30 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,148968.0,44106557930.0,0.006559919059183769,5.4185139629189874e-05,0.0017262591681000848,0.004926099659484356,-0.00048002544278340155,0.0003334005347535402,0.7416116764747959,0.11315363937310081,0.11795156251495774,0.020376060322510867,0.00690706131463476
2023-07-02 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,2215.0,683534877.5,-0.014701590702663154,-0.005655468546299597,-0.015796706730594006,0.007700484895885946,-0.0029239766188814556,0.00197407629722596,0.8038686511647681,0.07528957437874119,0.09156604814214472,0.022628296681174106,0.006647429633171864
2023-07-03 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,127710.0,37802091425.0,-0.01634337160222346,-0.010700460338352827,-0.0010326492140639546,-0.004573318723462666,-3.0808745127519094e-05,-6.134581216494161e-06,0.7325661164790964,0.13514886961045966,0.10954703083600618,0.017679239158657212,0.005058743915780581
2023-07-04 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,55524.0,15698523132.5,0.014106560574576394,0.012827790123970121,0.0004291836845500151,0.0005898444982273558,0.0004715010410550159,-0.00021175877322611577,0.7062636068641662,0.16437939436848487,0.10117929559957604,0.02278500480465499,0.005392698363117821
2023-07-05 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,148711.0,46564906287.5,-0.024349603765966777,-0.012581707700274516,-0.00642343234094069,-0.004363864951115521,-0.0008732421740300061,-0.0001073565996060419,0.7409129301579076,0.14413459856573754,0.09676355482561219,0.01378026911593406,0.004408647334808619
2023-07-06 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,175991.0,54169148400.0,0.014014163918441812,0.007903114644497531,0.004231133066880556,0.0022995067982276053,-0.00035475940766312657,-6.483118350075446e-05,0.7586644070261958,0.12590927080182784,0.09525260092514211,0.016564227544695904,0.0036094937021383926
2023-07-07 00:00:00+00:00,,,5.026037976466823,7.512633186458115,9.163043729637334,3.5759965986948616,5.282363292700108,6.515125007227306,154692.0,48874789610.0,-0.008298714290874674,-0.010336159890019013,-0.0028780793968107275,0.0030118671849971774,0.0017838496225907334,0.00011980818836715602,0.7745754930524396,0.11046234711351835,0.09472248396242253,0.015664712955477417,0.004574962916142157
