method,observations,annualized_sharpe,per_obs_sharpe,skew,excess_kurtosis,n_trials,expected_max_sharpe_per_obs,probabilistic_sharpe_ratio,deflated_sharpe_ratio,fixed_universe_annualized_sharpe,fixed_universe_total_return
mahalanobis,12754,-3.9541854268617262,-0.00670528462716037,-2.111579290776912,77.11028186355496,1,0.0,0.22294142608505657,0.22294142608505657,-3.9541854268617262,-0.05010692895973112
zscore,12754,7.138102591741664,0.012104391779493727,1.934831952584303,68.8851880897131,1,0.0,0.916421611076834,0.916421611076834,7.138102591741664,0.06830497176580685
zscore_mahalanobis,12754,6.020235749828599,0.010208776237700345,0.009567072604922422,86.84285006008615,1,0.0,0.8752557884028119,0.8752557884028119,6.020235749828599,0.03328298065874358
