ts,BASE_MINVAR_cum_log_return,BASE_MINVAR_gross_cum_log_return,BASE_MINVAR_cost_cum_log_return,VOL_TARGET_16_cum_log_return,VOL_TARGET_16_gross_cum_log_return,VOL_TARGET_16_cost_cum_log_return,VOL_TARGET_14_cum_log_return,VOL_TARGET_14_gross_cum_log_return,VOL_TARGET_14_cost_cum_log_return,VOL_TARGET_12_cum_log_return,VOL_TARGET_12_gross_cum_log_return,VOL_TARGET_12_cost_cum_log_return,VOL_TARGET_10_cum_log_return,VOL_TARGET_10_gross_cum_log_return,VOL_TARGET_10_cost_cum_log_return,TSMOM_20D_HALF_cum_log_return,TSMOM_20D_HALF_gross_cum_log_return,TSMOM_20D_HALF_cost_cum_log_return,TSMOM_60D_HALF_cum_log_return,TSMOM_60D_HALF_gross_cum_log_return,TSMOM_60D_HALF_cost_cum_log_return,TSMOM_60D_FLAT_cum_log_return,TSMOM_60D_FLAT_gross_cum_log_return,TSMOM_60D_FLAT_cost_cum_log_return,DD_SOFT_cum_log_return,DD_SOFT_gross_cum_log_return,DD_SOFT_cost_cum_log_return,DD_HARD_cum_log_return,DD_HARD_gross_cum_log_return,DD_HARD_cost_cum_log_return,VOL12_DD_SOFT_cum_log_return,VOL12_DD_SOFT_gross_cum_log_return,VOL12_DD_SOFT_cost_cum_log_return,VOL12_DD_HARD_cum_log_return,VOL12_DD_HARD_gross_cum_log_return,VOL12_DD_HARD_cost_cum_log_return,VOL10_DD_HARD_cum_log_return,VOL10_DD_HARD_gross_cum_log_return,VOL10_DD_HARD_cost_cum_log_return,VOL14_TSMOM60_HALF_cum_log_return,VOL14_TSMOM60_HALF_gross_cum_log_return,VOL14_TSMOM60_HALF_cost_cum_log_return,VOL12_TSMOM60_HALF_cum_log_return,VOL12_TSMOM60_HALF_gross_cum_log_return,VOL12_TSMOM60_HALF_cost_cum_log_return,VOL12_TSMOM60_DD_SOFT_cum_log_return,VOL12_TSMOM60_DD_SOFT_gross_cum_log_return,VOL12_TSMOM60_DD_SOFT_cost_cum_log_return,VOL12_TSMOM60_DD_HARD_cum_log_return,VOL12_TSMOM60_DD_HARD_gross_cum_log_return,VOL12_TSMOM60_DD_HARD_cost_cum_log_return,VOL_TARGET_12_DAILY_cum_log_return,VOL_TARGET_12_DAILY_gross_cum_log_return,VOL_TARGET_12_DAILY_cost_cum_log_return,VOL14_TSMOM60_HALF_DAILY_cum_log_return,VOL14_TSMOM60_HALF_DAILY_gross_cum_log_return,VOL14_TSMOM60_HALF_DAILY_cost_cum_log_return,VOL12_TSMOM60_DD_SOFT_DAILY_cum_log_return,VOL12_TSMOM60_DD_SOFT_DAILY_gross_cum_log_return,VOL12_TSMOM60_DD_SOFT_DAILY_cost_cum_log_return,VOL12_TSMOM60_DD_HARD_DAILY_cum_log_return,VOL12_TSMOM60_DD_HARD_DAILY_gross_cum_log_return,VOL12_TSMOM60_DD_HARD_DAILY_cost_cum_log_return,VOL10_DD_HARD_DAILY_cum_log_return,VOL10_DD_HARD_DAILY_gross_cum_log_return,VOL10_DD_HARD_DAILY_cost_cum_log_return,BASE_MINVAR_gross_exposure,VOL_TARGET_16_gross_exposure,VOL_TARGET_14_gross_exposure,VOL_TARGET_12_gross_exposure,VOL_TARGET_10_gross_exposure,TSMOM_20D_HALF_gross_exposure,TSMOM_60D_HALF_gross_exposure,TSMOM_60D_FLAT_gross_exposure,DD_SOFT_gross_exposure,DD_HARD_gross_exposure,VOL12_DD_SOFT_gross_exposure,VOL12_DD_HARD_gross_exposure,VOL10_DD_HARD_gross_exposure,VOL14_TSMOM60_HALF_gross_exposure,VOL12_TSMOM60_HALF_gross_exposure,VOL12_TSMOM60_DD_SOFT_gross_exposure,VOL12_TSMOM60_DD_HARD_gross_exposure,VOL_TARGET_12_DAILY_gross_exposure,VOL14_TSMOM60_HALF_DAILY_gross_exposure,VOL12_TSMOM60_DD_SOFT_DAILY_gross_exposure,VOL12_TSMOM60_DD_HARD_DAILY_gross_exposure,VOL10_DD_HARD_DAILY_gross_exposure,BASE_MINVAR_scale,VOL_TARGET_16_scale,VOL_TARGET_14_scale,VOL_TARGET_12_scale,VOL_TARGET_10_scale,TSMOM_20D_HALF_scale,TSMOM_60D_HALF_scale,TSMOM_60D_FLAT_scale,DD_SOFT_scale,DD_HARD_scale,VOL12_DD_SOFT_scale,VOL12_DD_HARD_scale,VOL10_DD_HARD_scale,VOL14_TSMOM60_HALF_scale,VOL12_TSMOM60_HALF_scale,VOL12_TSMOM60_DD_SOFT_scale,VOL12_TSMOM60_DD_HARD_scale,VOL_TARGET_12_DAILY_scale,VOL14_TSMOM60_HALF_DAILY_scale,VOL12_TSMOM60_DD_SOFT_DAILY_scale,VOL12_TSMOM60_DD_HARD_DAILY_scale,VOL10_DD_HARD_DAILY_scale
2021-01-03,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,0.0022739705014731657,0.0022739705014731657,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,0.01184810037401895,0.011848871190778392,7.708167594419868e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-05,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,0.024210368743939125,0.024212508803917284,2.140059978158828e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,0.01578134962849378,0.015784764398151626,3.4147696578446403e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-07,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.016685785172709394,0.016701874502522147,1.608932981274328e-05,0.016125620024361378,0.016151871000460165,2.6250976098778313e-05,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01500288735871507,0.015049461627385925,4.65742686708483e-05,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01500288735871507,0.015049461627385925,4.65742686708483e-05,0.016125620024361378,0.016151871000460165,2.6250976098778313e-05,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01556465410189668,0.015601066724281501,3.641262238481325e-05,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,0.01690591963030718,0.01691223433856387,6.314708256688663e-06,1.0,0.9530187661249797,0.8338914203593574,0.7147640745937348,0.5956367288281125,1.0,1.0,1.0,1.0,1.0,0.7147640745937348,0.7147640745937348,0.5956367288281125,0.8338914203593574,0.7147640745937348,0.7147640745937348,0.7147640745937348,1.0,1.0,1.0,1.0,1.0,1.0,0.9530187661249798,0.8338914203593575,0.7147640745937348,0.5956367288281125,1.0,1.0,1.0,1.0,1.0,0.7147640745937348,0.7147640745937348,0.5956367288281125,0.8338914203593575,0.7147640745937348,0.7147640745937348,0.7147640745937348,1.0,1.0,1.0,1.0,1.0
2021-01-08,-0.006975020332185178,-0.00696690927805704,8.111054128142021e-06,-0.005823203318173599,-0.005785915843898399,3.728747427520497e-05,-0.0035582651673528743,-0.0035134658148494153,4.479935250343208e-05,-0.0012974101124299618,-0.001245098881698304,5.231123073165942e-05,0.0009593630009155709,0.0010191861098754475,5.9823108959886835e-05,-0.004543782964438679,-0.004489404662493997,5.437830194468707e-05,-0.004543782964438679,-0.004489404662493997,5.437830194468707e-05,-0.002143805471552564,-0.002043159921791336,0.00010064554976123211,-0.006975020332185178,-0.00696690927805704,8.111054128142021e-06,-0.006975020332185178,-0.00696690927805704,8.111054128142021e-06,-0.0012974101124299618,-0.001245098881698304,5.231123073165942e-05,-0.0012974101124299618,-0.001245098881698304,5.231123073165942e-05,0.0009593630009155709,0.0010191861098754475,5.9823108959886835e-05,-0.0020712372108140946,-0.0020061359297136715,6.510128110039863e-05,-0.0003700775544568081,-0.00030697427747297326,6.310327698383854e-05,-0.0003700775544568081,-0.00030697427747297326,6.310327698383854e-05,-0.0003700775544568081,-0.00030697427747297326,6.310327698383854e-05,-0.00016690889606402236,-0.00013568983989279207,3.1219056171230794e-05,-0.0030098811545498268,-0.0029896893390335584,2.0191815516265358e-05,-0.00016690889606402236,-0.00013568983989279207,3.1219056171230794e-05,-0.00016690889606402236,-0.00013568983989279207,3.1219056171230794e-05,0.0026724385689964694,0.002714684865822664,4.224629682619623e-05,1.0,0.8444208188871679,0.738868216526272,0.633315614165376,0.5277630118044799,0.5,0.5,0.0,1.0,1.0,0.633315614165376,0.633315614165376,0.5277630118044799,0.5,0.5,0.5,0.5,0.715013827839277,0.8341827991458232,0.715013827839277,0.715013827839277,0.5958448565327308,1.0,0.8444208188871678,0.7388682165262719,0.6333156141653759,0.5277630118044799,0.5,0.5,0.0,1.0,1.0,0.6333156141653759,0.6333156141653759,0.5277630118044799,0.5,0.5,0.5,0.5,0.7150138278392769,0.8341827991458232,0.7150138278392769,0.7150138278392769,0.5958448565327308
2021-01-10,-0.011773392403478229,-0.011760769789259341,1.2622614218892162e-05,-0.009871348977371547,-0.009829779661330506,4.1569316041046856e-05,-0.007100007733804841,-0.0070514617697562685,4.8545964048543716e-05,-0.004332859616132181,-0.004277337004076143,5.5522612056040854e-05,-0.0015699034386332956,-0.0015074041785697679,6.249926006353802e-05,-0.006941732831459112,-0.006885098749469055,5.663408199006214e-05,-0.006941732831459112,-0.006885098749469055,5.663408199006214e-05,-0.002143805471552564,-0.002043159921791336,0.00010064554976123211,-0.011773392403478229,-0.011760769789259341,1.2622614218892162e-05,-0.011773392403478229,-0.011760769789259341,1.2622614218892162e-05,-0.004332859616132181,-0.004277337004076143,5.5522612056040854e-05,-0.004332859616132181,-0.004277337004076143,5.5522612056040854e-05,-0.0015699034386332956,-0.0015074041785697679,6.249926006353802e-05,-0.004469187077834529,-0.00440183001668873,6.735706114577369e-05,-0.002768027421477241,-0.002702668364448031,6.535905702921361e-05,-0.002768027421477241,-0.002702668364448031,6.535905702921361e-05,-0.002768027421477241,-0.002702668364448031,6.535905702921361e-05,-0.0032095311448021974,-0.0031703276196313455,3.920352517085183e-05,-0.005436830233400373,-0.005385383426008617,5.144680739175364e-05,-0.0025828307342596027,-0.0025313839268678497,5.144680739175364e-05,-0.0025828307342596027,-0.0025313839268678497,5.144680739175364e-05,0.00013719535239408,0.00018609537338662555,4.89000209925471e-05,1.0,0.8418395946688635,0.7366096453352555,0.6313796960016476,0.5261497466680396,0.5,0.5,0.0,1.0,1.0,0.6313796960016476,0.6313796960016476,0.5261497466680396,0.5,0.5,0.5,0.5,0.6332654576299785,0.5,0.5,0.5,0.5277212146916488,1.0,0.8418395946688634,0.7366096453352555,0.6313796960016476,0.5261497466680396,0.5,0.5,0.0,1.0,1.0,0.6313796960016476,0.6313796960016476,0.5261497466680396,0.5,0.5,0.5,0.5,0.6332654576299785,0.5,0.5,0.5,0.5277212146916488
2021-01-11,-0.020913353973221277,-0.020896770611068163,1.6583362153119546e-05,-0.017576068870833135,-0.01752296682876588,5.310204206721959e-05,-0.013835406049635344,-0.01377676895031387,5.863709932144482e-05,-0.010100717591529279,-0.010036545434953626,6.41721565756704e-05,-0.006372001918571783,-0.006302294704741892,6.970721382989601e-05,-0.011490955111690054,-0.011432340655732884,5.861445595717583e-05,-0.011490955111690054,-0.011432340655732884,5.861445595717583e-05,-0.002143805471552564,-0.002043159921791336,0.00010064554976123211,-0.020913353973221277,-0.020896770611068163,1.6583362153119546e-05,-0.021921682034040053,-0.021698356112389024,0.00022332592165103416,-0.010100717591529279,-0.010036545434953626,6.41721565756704e-05,-0.010100717591529279,-0.010036545434953626,6.41721565756704e-05,-0.006372001918571783,-0.006302294704741892,6.970721382989601e-05,-0.009018409358065475,-0.008949071922952561,6.933743511288739e-05,-0.007317249701708186,-0.007249910270711863,6.73394309963273e-05,-0.007317249701708186,-0.007249910270711863,6.73394309963273e-05,-0.007317249701708186,-0.007249910270711863,6.73394309963273e-05,-0.008962928159778415,-0.008921166691179042,4.1761468599371094e-05,-0.009986052513631324,-0.009932625332272453,5.342718135886733e-05,-0.007132053014490545,-0.007078625833131678,5.342718135886733e-05,-0.007132053014490545,-0.007078625833131678,5.342718135886733e-05,-0.004652702915075221,-0.004601671274558909,5.103164051631315e-05,0.9999999999999999,0.8295104311375586,0.7258216272453638,0.6221328233531689,0.5184440194609741,0.49999999999999994,0.49999999999999994,0.0,0.9999999999999999,0.7499999999999999,0.6221328233531689,0.6221328233531689,0.5184440194609741,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.6315850565773323,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5263208804811104,1.0,0.8295104311375587,0.7258216272453639,0.622132823353169,0.5184440194609742,0.5,0.5,0.0,1.0,0.75,0.622132823353169,0.622132823353169,0.5184440194609742,0.5,0.5,0.5,0.5,0.6315850565773324,0.5,0.5,0.5,0.5263208804811105
2021-01-12,-0.009470630082139213,-0.009452137598183207,1.8492483956013002e-05,-0.008003821907299057,-0.007943646738563943,6.017516873504511e-05,-0.005455493748866986,-0.005390667663711175,6.482608515579198e-05,-0.0029143387525443114,-0.002844861750967785,6.947700157653954e-05,-0.00038035539894389124,-0.0003062274809466094,7.412791799728686e-05,-0.005756012991348896,-0.005696443974490283,5.9569016858622556e-05,-0.005756012991348896,-0.005696443974490283,5.9569016858622556e-05,-0.002143805471552564,-0.002043159921791336,0.00010064554976123211,-0.009470630082139213,-0.009452137598183207,1.8492483956013002e-05,-0.012630500766087465,-0.012009877092301773,0.0006206236737857021,-0.0029143387525443114,-0.002844861750967785,6.947700157653954e-05,-0.0029143387525443114,-0.002844861750967785,6.947700157653954e-05,-0.00038035539894389124,-0.0003062274809466094,7.412791799728686e-05,-0.0032834672377243107,-0.003213175241709953,7.029199601433411e-05,-0.0015823075813670136,-0.0015140135894692443,6.829399189777403e-05,-0.0015823075813670136,-0.0015140135894692443,6.829399189777403e-05,-0.0015823075813670136,-0.0015140135894692443,6.829399189777403e-05,-0.0018291426129076148,-0.0017862549010896473,4.2887711817967286e-05,-0.004251110393290159,-0.004196728651029846,5.438174226031406e-05,-0.001397110894149372,-0.0013427291518890588,5.438174226031406e-05,-0.001397110894149372,-0.0013427291518890588,5.438174226031406e-05,0.0012950403397703073,0.0013470105163021148,5.197017653180998e-05,1.0,0.8450689988671618,0.7394353740087667,0.6338017491503714,0.5281681242919761,0.5,0.5,0.0,1.0,1.0,0.6338017491503714,0.6338017491503714,0.5281681242919761,0.5,0.5,0.5,0.5,0.6223130541662819,0.5,0.5,0.5,0.518594211805235,1.0,0.8450689988671618,0.7394353740087667,0.6338017491503714,0.5281681242919761,0.5,0.5,0.0,1.0,1.0,0.6338017491503714,0.6338017491503714,0.5281681242919761,0.5,0.5,0.5,0.5,0.622313054166282,0.5,0.5,0.5,0.518594211805235
2021-01-13,-0.014732474390258573,-0.014711599161358153,2.0875228900428884e-05,-0.012549842863792876,-0.01248287864263001,6.696422116280268e-05,-0.009430348479518636,-0.009359581973488552,7.076650603007981e-05,-0.006318859748759239,-0.006244290957861902,7.456879089735779e-05,-0.0032153751358004828,-0.0031370040600358544,7.837107576463522e-05,-0.008377949153448732,-0.008317188764117911,6.0760389330830495e-05,-0.008377949153448732,-0.008317188764117911,6.0760389330830495e-05,-0.002143805471552564,-0.002043159921791336,0.00010064554976123211,-0.014732474390258573,-0.014711599161358153,2.0875228900428884e-05,-0.017892345074206836,-0.017269338655476727,0.000623006418730118,-0.006318859748759239,-0.006244290957861902,7.456879089735779e-05,-0.006318859748759239,-0.006244290957861902,7.456879089735779e-05,-0.0032153751358004828,-0.0031370040600358544,7.837107576463522e-05,-0.005905403399824136,-0.005833920031337569,7.148336848654205e-05,-0.004204243743466836,-0.00413475837909686,6.948536436998197e-05,-0.004204243743466836,-0.00413475837909686,6.948536436998197e-05,-0.004204243743466836,-0.00413475837909686,6.948536436998197e-05,-0.005155127497325199,-0.005110034626659826,4.5092870665373024e-05,-0.006873046555389988,-0.006817473440657468,5.5573114732522e-05,-0.0040190470562491976,-0.003963473941516676,5.5573114732522e-05,-0.0040190470562491976,-0.003963473941516676,5.5573114732522e-05,-0.001474609974831546,-0.0014208021659268997,5.3807808904648107e-05,1.0,0.8712987406427607,0.7623863980624157,0.6534740554820704,0.5445617129017255,0.5,0.5,0.0,1.0,1.0,0.6534740554820704,0.6534740554820704,0.5445617129017255,0.5,0.5,0.5,0.5,0.6335486387542562,0.5,0.5,0.5,0.5279571989618802,1.0,0.8712987406427606,0.7623863980624156,0.6534740554820704,0.5445617129017254,0.5,0.5,0.0,1.0,1.0,0.6534740554820704,0.6534740554820704,0.5445617129017254,0.5,0.5,0.5,0.5,0.633548638754256,0.5,0.5,0.5,0.5279571989618801
