variant,split,start_ts,end_ts,nobs_5m,years,cum_log_return,gross_cum_log_return,cost_cum_log_return,total_return_pct,cagr,annual_log_return,annual_vol,sharpe_0rf,max_drawdown,calmar,avg_scale,p10_scale,p50_scale,p90_scale,risk_off_fraction,annual_turnover
BASE_MINVAR,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.8463720859510708,0.8498080545694495,0.003435968618378818,133.1174192575225,0.1676032293984401,0.154953125837129,0.16344910231131013,0.9480206599238493,-0.2423658640621087,0.6915298490858849,1.0,1.0,1.0,1.0,0.0,5.338748144551705
VOL_TARGET_16,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.7976555628132523,0.8019611278453418,0.004305565032089341,122.03293990178787,0.15723569965178186,0.14603414367145512,0.142530600432875,1.0245809898221128,-0.23664215433629388,0.6644450144260142,0.941784464251941,0.7724169974930466,1.0,1.0,0.29478481456917754,7.228207183756865
VOL_TARGET_14,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.7519831117809249,0.7565905764398371,0.004607464658912094,112.12024298361763,0.14759961288210738,0.13767246779677195,0.1343865770808527,1.0244510336321933,-0.23201607697689042,0.6361611436814734,0.9018758048013308,0.6758648728064158,1.0,1.0,0.45804548609946244,8.148992448222993
VOL_TARGET_12,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6830202700755852,0.6883714873953206,0.005351217319735404,97.9848388035789,0.13320149221706287,0.12504680579039137,0.1206438556427354,1.0364954362922096,-0.2074185221915278,0.6421870660811391,0.8200374340335129,0.5793127481197848,0.8720771725540248,1.0,0.8243832950970702,10.30841898405754
VOL_TARGET_10,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.5839317101208001,0.588850393290047,0.0049186831692469585,79.3074438832735,0.11282936685584914,0.10690575133626168,0.10217005323748576,1.0463511366463536,-0.17564088048567483,0.6423867071484616,0.6990818911397185,0.4827606234331541,0.7267309771283541,0.9000596519469413,0.9577938751441925,9.779827817675725
TSMOM_20D_HALF,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6846912697294871,0.7737134605981013,0.08902219086861417,98.31594796530015,0.1335482202376295,0.1253527310730688,0.13755424656255943,0.9112967007969368,-0.19068321448742742,0.7003669441834112,0.7977318885273146,0.5,1.0,1.0,0.4045362229453707,202.0392422841231
TSMOM_60D_HALF,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.7307364019427205,0.7709049052860407,0.040168503343320325,107.66092638485227,0.14314431549812584,0.13378263712084085,0.14267552064003844,0.937670572503928,-0.21487841196253088,0.6661642469839475,0.8169846426995404,0.5,1.0,1.0,0.36603071460091924,98.94252742387992
TSMOM_60D_FLAT,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6035204279847639,0.6804219731343732,0.0769015451496093,82.85447428041068,0.11682745702092172,0.1104920381651237,0.13504106625555842,0.8182106467970497,-0.2428841353628739,0.4810007736667489,0.6339692853990808,0.0,1.0,1.0,0.36603071460091924,192.54698117802252
DD_SOFT,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.7410346395864653,0.7596881569850517,0.018653517398586596,109.81051745628892,0.14530162498261817,0.13566803024757507,0.13875607358395992,0.9777448059993115,-0.19695507066722162,0.7377399550586949,0.818218181536659,0.5,0.75,1.0,0.5253043202246176,44.11203609739752
DD_HARD,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6420662868147025,0.6746639414753328,0.03259765466063032,90.04036040817503,0.12473672183033856,0.1175489832285517,0.11993896907245759,0.9800733167677801,-0.16875844175589017,0.7391435979882462,0.6941894643396309,0.5,0.75,1.0,0.7207995809064704,74.38274832854174
VOL12_DD_SOFT,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6302867549138116,0.6427429573870368,0.01245620247322536,87.81490705279899,0.12231374252605133,0.11539239593173632,0.11179715149368227,1.0321586408063108,-0.1816809806748988,0.673233610208877,0.7403361916917742,0.5,0.75,0.9379244887917176,0.9619306173113499,29.00935634135023
VOL12_DD_HARD,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.568881951393414,0.5852556651005729,0.01637371370715864,76.62911477048418,0.10976741077201808,0.10415045352267345,0.10102924770911594,1.0308940815093874,-0.1656479930766548,0.6626546373020193,0.6317622475979165,0.4835659648943941,0.616327100354631,0.8952553642130525,0.9832801294441591,40.45602457524546
VOL10_DD_HARD,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.5126336811440068,0.5224284738178738,0.009794792673867186,66.96828214988568,0.09839779181925767,0.09385256510840324,0.09269595191327519,1.0124774941219672,-0.15672541067618762,0.6278355972699196,0.6041851520112267,0.47573262331448546,0.5950356385083806,0.7639218964354716,0.9974193748177433,23.17165514585362
VOL14_TSMOM60_HALF,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6898885038018565,0.7243119196541108,0.03442341585225412,99.34932539328254,0.13462731086294627,0.12630423653808648,0.11792428804548491,1.071062107997373,-0.17955123098530934,0.7497988742497751,0.7442613578590237,0.5,0.7712452312075938,1.0,0.6855404990412978,85.29966600860098
VOL12_TSMOM60_HALF,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6298177430760702,0.6594592042165993,0.029641461140529228,87.72684029187796,0.12221737772043367,0.11530652961889475,0.10696087451476616,1.0780253073096973,-0.1686339096593673,0.7247497135499444,0.6884311616331685,0.5,0.6610673410350804,0.9744275953061472,0.9212522225634382,74.15123473294932
VOL12_TSMOM60_DD_SOFT,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6234837878413733,0.6492327859593674,0.025748998117994047,86.54154465660086,0.12091679132659418,0.11414691415092258,0.10391285593084233,1.0984869304996427,-0.16142901198467496,0.7490400259531617,0.6622303531855426,0.5,0.6610673410350804,0.9207327004615481,0.9726969855717246,62.31463832631447
VOL12_TSMOM60_DD_HARD,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.5589853597867678,0.5838145704374155,0.02482921065064786,74.88970984264806,0.10775848798335674,0.10233859343177723,0.09712032152600715,1.0537299694212061,-0.16173896641529495,0.6662493916689608,0.6035253519362613,0.5,0.5,0.8882694770920024,0.984193670758678,59.61347490317936
VOL_TARGET_12_DAILY,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6787395793290288,0.6818575280910361,0.0031179487620072435,97.13913831868032,0.13231374394979134,0.12426310034578704,0.12123421995525427,1.0249837083263347,-0.20803341208231663,0.6360216016523162,0.8201707714451967,0.5795637504187149,0.8715129665001266,1.0,0.8240813619507462,5.50733788721937
VOL14_TSMOM60_HALF_DAILY,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6877336369421412,0.6928724590331299,0.005138822090988964,98.92021664064653,0.13417977584709295,0.1259097252336399,0.11881581939888122,1.0597050617556527,-0.1642374367573446,0.8169865439713307,0.7451142833456308,0.5,0.7719072589366974,1.0,0.6860514628273846,10.744625467189568
VOL12_TSMOM60_DD_SOFT_DAILY,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.6281092808125226,0.6322620536919814,0.004152772879458943,87.40638988604249,0.12186642107379679,0.1149937457115498,0.10519689109591142,1.0931287466157746,-0.15127673005312936,0.8055860344878986,0.6664126611219238,0.5,0.661634793374312,0.9258981084305584,0.9679486352363723,8.507641165677947
VOL12_TSMOM60_DD_HARD_DAILY,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.5990339923161748,0.6028796255947099,0.003845633278535115,82.03594695288679,0.11591050166705762,0.10967066510443976,0.10167323638431343,1.0786581504093855,-0.15024157489152523,0.7714941869502184,0.6381544607505442,0.5,0.5834551915486966,0.88968522524194,0.9835872238408477,7.679508183205865
VOL10_DD_HARD_DAILY,full,2021-01-03 23:00:00+00:00,2026-06-21 23:55:00+00:00,387503,5.462116891018328,0.5397315995208313,0.5425396973920354,0.002808097871204041,71.5546346924814,0.10386055430689853,0.09881363037256541,0.09575945222725536,1.0318942733513334,-0.15281769659375521,0.6796369571188964,0.6286769839535935,0.48296979201559576,0.6531250446839487,0.7696371995916799,0.9971200222966016,5.233434531837886
