root,time_bin,time_utc,signal_window,horizon,n,ic,ic_tstat,ic_p_value,signed_mean,signed_tstat,signed_p_value,quintile_spread_mean,quintile_spread_tstat,quintile_spread_p_value,split_date,train_n,train_mean,train_tstat,test_n,test_mean,test_tstat,ic_q_value,signed_q_value,quintile_spread_q_value
PL,1080,18:00,60,120,2514,-0.11282138598232894,-5.6909266016666775,1.2635181612477312e-08,-0.00020607196168055488,-2.4517633927202196,0.014215810325671494,-0.0005278359640660717,-3.255585580165578,0.0011315878775270604,2023-09-20 00:00:00+00:00,704,-0.00041442726574639715,-2.6685791234733482,303,-0.0007913334017461076,-1.9768118885916226,1.1068097213041402e-07,0.12016802165919185,0.025830761254942602
HG,300,05:00,60,15,2474,-0.034833141793323294,-1.73292798802141,0.08310846897019702,-6.844761465600107e-05,-3.466850312149225,0.0005265950536157543,-0.00012106051610147827,-3.2280337346017864,0.0012464427399829518,2024-01-17 00:00:00+00:00,693,-0.00014049291098330684,-3.25139097842703,297,-7.571826137721165e-05,-1.0238360565398554,0.14698700094197112,0.01331251981337024,0.028182904868695822
HG,1170,19:30,5,60,2413,-0.1314284490168117,-6.509859875472887,7.522093937765892e-11,-0.00013333641380421424,-4.245174024403308,2.1842383462030536e-05,-0.00021870399161657788,-3.227159318101082,0.0012502582566519403,2024-01-24 00:00:00+00:00,676,-0.00014620655608260218,-1.9607811813132878,290,-0.00038769801375784535,-2.696569012230681,9.063369310314804e-10,0.0014957885383491798,0.028182904868695822
PA,1140,19:00,5,5,2118,-0.10475323782405059,-4.845306630233377,1.2641628412114147e-06,-9.31021054510525e-05,-3.5750126265213917,0.00035021099418248617,-0.0001825490200268129,-3.222640385471079,0.0012701490746785946,2024-02-09 00:00:00+00:00,593,-0.00019477515760216464,-3.1656846601852644,255,-0.00015411725695942631,-1.2558392455394007,7.897368326736435e-06,0.010353232123099727,0.028512475078884634
SI,1230,20:30,5,60,2362,-0.2764643173491938,-13.975288137565412,2.206189190792593e-44,-0.00015460758615708507,-3.448801078596429,0.0005630813443900997,-0.00031933181920049743,-3.2200908533566546,0.0012814997597050714,2024-01-18 00:00:00+00:00,662,-0.00014969880946170416,-1.9766635311872027,284,-0.0007147439757043042,-2.5695759858244798,3.315412089496647e-42,0.01397371593188275,0.028648403719026595
PA,630,10:30,15,60,2236,-0.15662512244124469,-7.495426800873181,6.608297613568567e-14,-0.0004166874642894073,-4.0105461525626955,6.057845705534135e-05,-0.0006345455182840577,-3.2124338471452503,0.0013161545538085927,2024-03-07 00:00:00+00:00,627,-0.0005698130488644956,-2.3629639885511367,269,-0.000785427519496197,-2.2933382351395846,1.217942773365102e-12,0.0031212328825656827,0.02914073527171302
PA,1200,20:00,60,5,2181,-0.009691187134702496,-0.4524035353884846,0.6509783005208318,-0.00011742496497237445,-4.583951966500742,4.56269093923642e-06,-0.00016584046884108455,-3.211715261811966,0.00131945079188185,2024-03-25 00:00:00+00:00,611,-0.00021863761002506726,-3.4919352488448543,263,-4.318247164179393e-05,-0.47579195065246943,0.7384761178061858,0.0005037583261483476,0.02914073527171302
PA,1080,18:00,60,30,2275,-0.01972239805815592,-0.9404677740157353,0.3469776722156218,-0.000192583191389382,-2.9090325316385544,0.003625491319089102,-0.000438179810842445,-3.2109749604863227,0.0013228546088808668,2024-01-02 00:00:00+00:00,637,-0.0005476557018384596,-3.480725245034734,273,-0.0001827360651850777,-0.6808340368828505,0.4594099869521571,0.049281175970532776,0.02914073527171302
PA,1020,17:00,5,rest,2517,-0.09992399637684946,-5.036372681086441,4.7443642435910936e-07,-0.0002711145141941035,-1.687054582791842,0.09159285698062102,-0.0009810942249543063,-3.210494389063579,0.0013250685539448065,2023-07-07 00:00:00+00:00,705,-0.0006875492650459909,-1.9524238807863077,303,-0.0016640948742459314,-2.76938243751394,3.2244988137974646e-06,0.3483329196504988,0.02914073527171302
PL,180,03:00,60,5,2528,-0.21169455026563747,-10.886355423415427,1.3389180155946695e-27,-6.652612301916688e-05,-3.114875661585883,0.0018402246328657142,-0.00014835140727307496,-3.2045530685499317,0.0013527235048819187,2024-05-07 00:00:00+00:00,708,-0.00011759282936643994,-2.6710541812891706,304,-0.00021998651634510651,-1.9112632420012825,9.286598031239951e-26,0.03044530661713613,0.02962847838628008
PL,780,13:00,15,5,2537,-0.15297878397927656,-7.794035579635599,6.490225907073043e-15,-0.00010983944500497717,-2.6135173377898777,0.008961553669594554,-0.0002528917652207263,-3.2023218496251653,0.0013632459237319747,2023-10-30 00:00:00+00:00,711,-0.00023626400898736386,-2.4610742887312016,305,-0.000291653518276204,-2.105973650318686,1.3556803921724003e-13,0.09057176458557095,0.02973855019108864
PL,1170,19:30,15,60,2465,-0.08769111199343049,-4.368818880556363,1.2492031313087548e-05,-0.00015432412591397408,-3.3058948136484863,0.0009467362091948231,-0.0003094789024799823,-3.199877837924434,0.0013748584800242962,2023-07-12 00:00:00+00:00,690,-0.0002847281388903256,-3.0077535660688492,296,-0.0003671749392261415,-1.5623401507490504,6.454812741528522e-05,0.01904030814774719,0.029752839827101002
PA,1230,20:30,5,15,1540,-0.1044880390524834,-4.120297194029892,3.783840051990834e-05,-0.0001054066149581366,-2.8217864815533447,0.004775696168549583,-0.00026485349435226974,-3.1998690966477303,0.0013749001768530963,2024-09-10 00:00:00+00:00,431,-0.00035455445332998925,-3.9253887808981967,185,-5.5874503436609716e-05,-0.31487544424393255,0.00017636893928344916,0.05994551339177087,0.029752839827101002
PL,1080,18:00,30,15,2514,-0.11180740393591863,-5.639128953583385,1.7091251049281877e-08,-9.286865471945615e-05,-2.5579987509185953,0.010527647040575499,-0.00023657560164742415,-3.198382279682644,0.0013820094482477035,2023-06-28 00:00:00+00:00,704,-0.000200437889816467,-2.4793821864228067,302,-0.0003208171550546885,-2.019522044677303,1.4746996519396323e-07,0.09870809443589852,0.029787534322789147
HG,1260,21:00,30,5,2406,-0.11094877001851104,-5.473678860446611,4.407875514565146e-08,-1.5463957408197644e-05,-2.851806177676854,0.004347159837712826,-3.7585223394308315e-05,-3.196048493362266,0.0013932369343051853,2024-01-29 00:00:00+00:00,674,-3.7956221042582574e-05,-3.563077621369695,290,-3.672297368762952e-05,-1.21226079034185,3.569851277514587e-07,0.056670204149461174,0.029910364343615287
PA,630,10:30,60,30,2236,-0.145626812134841,-6.957248839193384,3.4698177698176046e-12,-0.0002508763689073566,-3.336032076941934,0.000849833575748473,-0.0004887213643040775,-3.1821767365857645,0.0014617259037048407,2024-02-01 00:00:00+00:00,627,-0.0005561224407107932,-2.9736860844650357,269,-0.00033161922710329386,-1.2373863581564055,5.0461597136325915e-11,0.017889492781319995,0.03125666853376754
PL,1350,22:30,30,rest,1630,-0.11743110966977754,-4.77117865152462,1.8315100043376964e-06,-0.00021285703298378522,-2.841560692196496,0.004489330598176944,-0.0005031211617851412,-3.179082875778421,0.0014774184264944765,2024-05-16 00:00:00+00:00,456,-0.00047538325510630914,-2.7238336597849586,196,-0.0005676542507930362,-1.6904159750047707,1.1070915221750768e-05,0.058103537167792506,0.031427290760790504
PA,1020,17:00,30,15,2517,-0.1547817204648672,-7.85695514195291,3.935837255621684e-15,-0.00022400218298948294,-3.6485212983753335,0.000263754040391309,-0.0003955752765307188,-3.178317712988244,0.001481323316820994,2023-08-18 00:00:00+00:00,705,-0.00044081984075228437,-2.8107138064364268,303,-0.0002903032706686604,-1.4821114893800094,8.585838529400529e-14,0.008493508086410605,0.031427290760790504
PA,1080,18:00,60,rest,2275,-0.09674256426680992,-4.63403372885665,3.586085276618078e-06,-0.00035824975765581145,-2.325721499968458,0.020033412757536742,-0.000941678514596992,-3.174304916474983,0.0015019581715576928,2024-01-02 00:00:00+00:00,637,-0.0008436643873434615,-2.604042176844496,273,-0.00117037814485523,-1.8336435838221223,2.0639065262238085e-05,0.14846679865516954,0.03161709614057245
PA,300,05:00,5,15,968,-0.15840294004021716,-4.9862020266312275,6.157775586837008e-07,-0.0001695033523399489,-2.9889134167417293,0.0027997145677814573,-0.00039472499976313003,-3.165038412770757,0.001550624783534072,2025-02-21 00:00:00+00:00,271,-0.0004499117251220932,-3.392389065906789,117,-0.00026689933675219825,-0.9615193482462416,4.0675904670071075e-06,0.04082602644662449,0.0325150390655788
PA,60,01:00,30,60,1186,-0.17214540389285435,-6.01317033883051,1.8192969109997733e-09,-0.0003944597487492101,-2.556116087543747,0.01058477998353001,-0.0009743931543846638,-3.162876731929707,0.0015621846349185454,2025-06-02 00:00:00+00:00,333,-0.0005945417528811418,-2.0288455620992982,143,-0.001858942222221537,-2.4380823061255046,1.812596001566993e-08,0.0987137278728702,0.03251858963070462
PL,180,03:00,5,120,2528,-0.13293121827448956,-6.7408569513780305,1.5745517063022142e-11,-0.0001512071843211068,-2.4709300570095847,0.01347621732670402,-0.0003796199475583775,-3.1618005912003984,0.0015679689658484217,2024-04-17 00:00:00+00:00,708,-0.00033559023301763674,-2.7852407789259224,304,-0.0004821628353703659,-1.6922825455490786,2.0981095396785663e-10,0.11665013717995,0.03251858963070462
PA,510,08:30,15,30,2319,-0.1791542605436418,-8.765447062105519,1.8603693324460077e-18,-0.000332372425668641,-3.531358873870688,0.0004134304112532758,-0.0005866751782012652,-3.160734323527637,0.0015737196727017206,2024-01-09 00:00:00+00:00,649,-0.0007874281099327407,-3.3283178843206014,279,-0.00011969075994417694,-0.4299199146134288,5.817686756377399e-17,0.011518946079714812,0.03251858963070462
HG,270,04:30,30,60,2460,-0.05649967726185745,-2.8056351598601244,0.005021751565384043,-0.00014422718123761302,-3.702012443662664,0.00021389612482772488,-0.00024303781893867052,-3.1605274914365626,0.0015748374275868042,2024-02-13 00:00:00+00:00,688,-0.0002084386128826215,-2.2906235430356703,296,-0.00032345759517705475,-2.25084534867304,0.013482717602346239,0.007232362720737448,0.03251858963070462
PA,600,10:00,5,60,2257,-0.13680058988192148,-6.557880983866362,5.457773888197134e-11,-0.00021587590026741997,-2.162931716992166,0.030546431878776613,-0.000582609001405923,-3.156748304753155,0.001595389903296999,2024-04-29 00:00:00+00:00,632,-0.0006538098625460932,-2.8537358929201373,272,-0.0004171717064037628,-1.3672523460125106,6.695364339035486e-10,0.19171252490044255,0.03278803267519678
PL,1260,21:00,30,60,2448,-0.024845793002568253,-1.229179131347609,0.21900465142154757,-0.00010325000084153045,-2.856048496953609,0.004289496084641306,-0.0002009645501379745,-3.155905388932133,0.0016000075094735583,2023-10-27 00:00:00+00:00,686,-0.00024486789036095853,-4.524949359089952,294,-9.852342295101173e-05,-0.5771855170417187,0.3223986841334891,0.05637721846786641,0.03278803267519678
PL,1380,23:00,60,30,1590,-0.1836340536287074,-7.4443589260103495,9.741631064637959e-14,-9.666138171868536e-05,-2.256097273766185,0.024064539839636027,-0.0002908964437761587,-3.152420446459808,0.0016192293687588308,2023-10-22 00:00:00+00:00,445,-0.0003585593500097948,-3.3266731381524473,191,-0.0001332524999333939,-0.7528863222945651,1.7336257914372157e-12,0.1654246004224027,0.03305672032069915
PL,60,01:00,60,30,2535,-0.2372632619871943,-12.29220233917726,9.975085146313626e-35,-0.00022887495161311633,-3.173860987008228,0.0015042571689712638,-0.00050087635141487,-3.1490807979355786,0.0016378490453448915,2023-10-09 00:00:00+00:00,709,-8.210370728468001e-05,-0.813348475406739,305,-0.0014743511208847216,-3.1387726398215863,9.467580814308196e-33,0.02633667082244187,0.033186379533018215
PL,240,04:00,5,60,2512,-0.1302648356229668,-6.58234185508723,4.630952773246394e-11,-0.00012192756513207144,-3.044443649329331,0.0023311109625781296,-0.0002521320647381345,-3.1438235145913245,0.001667559767886386,2023-12-15 00:00:00+00:00,704,-0.0001382285730980643,-1.5790280100946839,303,-0.000516779121221994,-3.01251699886847,5.719966781566893e-10,0.036239397435481845,0.03366230725472145
GC,300,05:00,5,5,2394,-0.07719413968645064,-3.7867161872476816,0.00015265128754524964,-2.9321693128834753e-05,-3.6920208239953953,0.00022247924353454394,-4.976625168735575e-05,-3.1386619333386565,0.0016972113007071804,2024-04-15 00:00:00+00:00,670,-3.225862122162847e-05,-2.0582425146620573,288,-9.04958086735963e-05,-2.377966738815603,0.0006130983412173724,0.007429708071122733,0.03413350608485445
SI,1260,21:00,15,5,2362,-0.1368973922321872,-6.713659748879139,1.8980260802924472e-11,-3.582223114028173e-05,-3.7886045277643565,0.00015149585031433107,-6.45148974498963e-05,-3.1310830648394132,0.0017416289178888973,2023-09-20 00:00:00+00:00,662,-5.6757630251813905e-05,-3.3669198304564145,284,-8.259697803134187e-05,-1.4662216808535296,2.486276294039259e-10,0.00553778750135494,0.03477868804142922
HG,1320,22:00,15,rest,809,-0.1118746471445876,-3.1981836462228066,0.0013829617845221762,-0.0001617552645757725,-3.2951171110395108,0.0009838067064813524,-0.0002852970243895787,-3.1309954328241454,0.0017421486985632754,2022-12-13 00:00:00+00:00,226,-0.0003319982898522371,-3.343461430797759,98,-0.00017759818771038681,-0.9052223507825261,0.004411256013096275,0.019424796649869038,0.03477868804142922
GC,210,03:30,60,120,2404,0.14239073750297015,7.050439218447846,1.783539099222602e-12,7.735821067596947e-05,2.2940035531476273,0.021790294647753106,0.00020320272226868427,3.12849870709693,0.0017570178399004888,2024-08-05 00:00:00+00:00,673,0.00010716631873147299,1.6501891435033558,289,0.00042684458932938733,2.7729597988775767,2.7180131061392332e-11,0.1571806587257924,0.034837469736942815
HG,1230,20:30,5,120,2403,0.14185648503603165,7.021979395513751,2.1874680109159627e-12,-8.920862939287696e-05,-2.8486129644516143,0.004391026180366195,-0.000193143939703465,-3.1283391328790566,0.0017579721327514583,2023-07-17 00:00:00+00:00,673,-0.00019100657018291013,-3.112680007887932,289,-0.0001981212742617121,-1.339442621687984,3.2566859901001125e-11,0.05710445104755076,0.034837469736942815
PA,90,01:30,60,15,1379,-0.2271807913828165,-8.656560124374566,4.862146344422619e-18,-0.0001934028280853194,-2.5089971882266964,0.01210744481414003,-0.0005184108142028804,-3.1270730766881023,0.0017655603636521568,2025-04-17 00:00:00+00:00,386,-0.00032521504481232416,-2.019692300772359,166,-0.000967649169532728,-2.3985024854940975,1.406642338145795e-16,0.1084458219279761,0.034860151705686744
SI,30,00:30,30,30,2437,0.08659303078621823,4.289106253314578,1.7939354156713893e-05,0.00017263863251957724,3.0940952504461543,0.001974140953714891,0.0003733670493248112,3.1182064074175466,0.0018195532515961124,2024-04-01 00:00:00+00:00,683,0.0003320123435180118,2.7064883349591375,293,0.00046976726798025155,1.6875805738643348,8.928418214151073e-05,0.0322661708749171,0.03579557487685443
PA,1020,17:00,30,30,2517,-0.16811815050517845,-8.552821098618482,1.2011599427320066e-17,-0.0002631382053833945,-3.6022292879965176,0.0003154998896214336,-0.0004494475573354349,-3.1150034607336847,0.0018394275173781562,2023-08-18 00:00:00+00:00,705,-0.00036862611005202835,-2.052160377323964,303,-0.0006374974594304899,-2.69986537763842,3.366982015637386e-16,0.009535499457273496,0.03600532101630483
PA,750,12:30,60,rest,2436,-0.04902121415752477,-2.4214014640810015,0.015460791950374135,-0.0008592803685752717,-2.3243941734122933,0.020104377565303106,-0.0019886439026485583,-3.1137262915334265,0.0018474078196805855,2024-03-11 00:00:00+00:00,683,-0.0018238113489152346,-2.426984159669053,293,-0.0023728781490644627,-1.9627239886726386,0.03585207220382515,0.14878889552433625,0.03600532101630483
PA,630,10:30,60,5,2236,-0.18240539083016397,-8.768535075842768,1.8100578997590887e-18,-8.541497166135128e-05,-2.2307528165874237,0.02569750694128801,-0.00024451190018225593,-3.11328365682074,0.001850181006013446,2024-02-01 00:00:00+00:00,627,-0.0002466930278909327,-2.4398650910151813,269,-0.00023942800771630676,-2.1036724299734644,5.693263510288762e-17,0.17163396611403475,0.03600532101630483
PA,1140,19:00,15,120,2118,-0.11165574956598451,-5.168483282748173,2.360013934781522e-07,-0.0002744546496814652,-2.8957340202779185,0.0037827286601898173,-0.0005870214706871381,-3.1115786429298193,0.0018608990042347283,2023-12-15 00:00:00+00:00,593,-0.0006455274368847464,-3.08537806279725,255,-0.00045096641988250384,-1.136953311538211,1.6933256481655217e-06,0.05116140512906728,0.03600561652846945
PA,240,04:00,60,30,1072,-0.09432128724665934,-3.09914648525823,0.001940790366208975,-0.0001777829430098877,-2.5444702480681456,0.010944363476667,-0.000436676458517133,-3.1105505190566762,0.001867389497644348,2025-06-03 00:00:00+00:00,301,-0.00027772370568818775,-1.6896416712884517,129,-0.0008075662151180051,-3.033044431515988,0.005928670740367337,0.10069558913055862,0.03600561652846945
HG,990,16:30,5,5,2504,-0.07748709332962578,-3.8875927088199087,0.00010124332331349817,-2.153222105811657e-05,-1.2657390663484613,0.20560651687777398,-9.58351224764058e-05,-3.1091300785944895,0.0018763908814469455,2023-10-04 00:00:00+00:00,701,-7.260796881358326e-05,-2.0477861571664024,301,-0.00014992892552503903,-2.462284843654714,0.0004293642168340336,0.5261863777604103,0.03600561652846945
PA,390,06:30,5,30,1837,-0.11094126966447919,-4.781898905748975,1.736470068218311e-06,-0.0001637753449840832,-2.310014368842294,0.020887358632958652,-0.00047161084472015284,-3.108441416491476,0.0018807692892398725,2024-09-26 00:00:00+00:00,515,-0.0005152858195596749,-3.1645642758026957,221,-0.00036983431964162863,-1.1066051768072651,1.0543550021392886e-05,0.15311735800041507,0.03600561652846945
PA,600,10:00,15,5,2257,-0.12990043844692348,-6.221273962757834,4.931342173589336e-10,-0.00012051466281724062,-3.2997159351148393,0.0009678273862901969,-0.00022290693282803566,-3.107249496597611,0.0018883695162093888,2024-02-15 00:00:00+00:00,632,-0.0002379505547044035,-2.736165546687469,272,-0.00018795263493882804,-1.4826995229241597,5.29336530934887e-09,0.019320834538117955,0.03600561652846945
PL,840,14:00,15,5,2538,-0.1109465655898027,-5.621833385013484,1.8894144888754336e-08,-0.00011448791243649462,-2.5666229108979413,0.010269422287692643,-0.0002589297328344996,-3.105455671938361,0.0018998609505588115,2023-11-03 00:00:00+00:00,711,-0.00028794426767449443,-2.8437372424730074,305,-0.00019129257128946246,-1.305226289256815,1.6140827460110167e-07,0.09737350093048586,0.03600561652846945
PA,720,12:00,30,rest,2299,-0.06677340701561951,-3.2074093454819317,0.0013393626609428692,-0.0003125837854010614,-0.7954579758479607,0.4263471470141422,-0.0023034010144118394,-3.1049176130619824,0.0019033203143578256,2024-03-01 00:00:00+00:00,644,-0.0024507031772598897,-2.7992790481951886,276,-0.001959695967766389,-1.4039666410712575,0.004295170121932972,0.7314673357979512,0.03600561652846945
SI,1230,20:30,5,5,2362,-0.14285413743008868,-7.0117440666678,2.3536546320221834e-12,-4.975088586173063e-05,-3.532752319275473,0.00041125756949946375,-9.770129386520052e-05,-3.104899130591736,0.0019034392471612318,2024-01-18 00:00:00+00:00,662,-7.815081384469998e-05,-2.7261674067175585,284,-0.00014327318743411372,-1.7731665617600902,3.479035945147545e-11,0.011518946079714812,0.03600561652846945
HG,1350,22:30,30,rest,1608,-0.11480066592878792,-4.63124790394598,3.6346836170193906e-06,-0.00010347975103073831,-2.5870970696159996,0.009678832149249405,-0.0002539377882678957,-3.1026852971928855,0.0019177345100862722,2023-09-27 00:00:00+00:00,450,-0.00024043322372382405,-2.4824065572723732,194,-0.0002852628091175465,-1.8627117026672997,2.0890425966603158e-05,0.09451711539248966,0.0361496296152151
PA,600,10:00,30,120,2257,-0.16768206068879174,-8.077053209507117,6.635059974220715e-16,-0.0004938709586317437,-3.370352508671045,0.0007507208168121079,-0.000901035356714413,-3.098648914324413,0.0019440524408508807,2024-01-26 00:00:00+00:00,632,-0.0011623111476138448,-3.3273491146808154,272,-0.00029395337197749824,-0.5612882184898194,1.5674967013333655e-14,0.016497836462767847,0.03651848508681689
PA,240,04:00,15,60,1072,-0.12682884974138814,-4.182454978204543,2.883781367031015e-05,-0.0002474032832178796,-2.6705329141665524,0.007573094646206288,-0.0005832775140374195,-3.0973855304728906,0.0019523578155607505,2025-05-22 00:00:00+00:00,301,-0.000552701178056945,-2.6101592293968587,129,-0.0006546222979918599,-1.6851286974704138,0.00013829847798566426,0.08113816079290143,0.0365475978622272
GC,1260,21:00,30,5,2322,-0.16984542859254592,-8.30145334920515,1.0284543576244906e-16,-1.3207726268352384e-05,-2.917091152076898,0.003533125044775277,-2.847087591698211e-05,-3.0754852143057114,0.002101603483131669,2024-02-02 00:00:00+00:00,651,-3.139144622014959e-05,-3.2288977469006728,279,-2.1656211876258e-05,-1.0339339573367579,2.6369374761841203e-15,0.04863665774105407,0.03920577532324941
HG,1350,22:30,30,30,1608,-0.09736669689955883,-3.9205919429511895,8.833172614433831e-05,-6.118721985789584e-05,-2.552281150170022,0.010702012012379206,-0.0001516009986586001,-3.0737565943391867,0.0021138181998009405,2023-09-27 00:00:00+00:00,450,-0.00013191121238450787,-2.2434590775297143,194,-0.00019727318331499958,-2.174370366396497,0.00038165431717654305,0.09914021401878682,0.03929813216812058
PA,510,08:30,30,15,2319,-0.11123360804628993,-5.387689337755711,7.136927475086278e-08,-0.00021959842745048562,-3.3059636173221563,0.0009465037680437612,-0.00041497952572013425,-3.0697064935965312,0.002142692274064991,2024-01-25 00:00:00+00:00,649,-0.0004058133958457938,-2.3693165267251897,279,-0.00043630145506940663,-2.088918259513092,5.571540785024065e-07,0.01904030814774719,0.03953788937469376
PL,1230,20:30,5,5,2449,-0.12507104045356005,-6.2358746774812746,4.492606676850838e-10,-5.0088507843892514e-05,-3.5693010458689622,0.00035793492561626605,-9.373683261831063e-05,-3.0690842136827166,0.002147160560013938,2023-06-26 00:00:00+00:00,686,-8.72055436646821e-05,-3.2225945425179985,294,-0.00010897650684344386,-1.3628679365364305,4.850970834674011e-09,0.010524064932521737,0.03953788937469376
HG,240,04:00,30,120,2464,-0.08439140744113549,-4.202370030000163,2.641349057111821e-05,-0.0002691896063706893,-3.9575745294720495,7.571466715265331e-05,-0.0003869789088404142,-3.0684584764866725,0.002151662284168266,2024-05-20 00:00:00+00:00,690,-0.00036838383214438526,-2.4759358874920023,296,-0.00043032554032777895,-1.8125072944799698,0.0001278148336223162,0.0035618812982248214,0.03953788937469376
PA,1020,17:00,60,30,2517,-0.15157192090710697,-7.690148020822452,1.4696489935377017e-14,-0.00021092435691492215,-2.86419705966983,0.004180678363883875,-0.0004476603168931921,-3.067863912295738,0.0021559477570304362,2023-10-24 00:00:00+00:00,705,-0.00030670466142038746,-1.6896462186144305,303,-0.0007756264459635792,-3.2496613694218492,2.9230886231760904e-13,0.05516456085027259,0.03953788937469376
PL,1110,18:30,60,15,2496,-0.18672410740883064,-9.491935638189117,2.267833853695752e-21,-0.00010473988413014167,-3.1653778279359894,0.0015488168915762407,-0.00021366920065187502,-3.0646607185910515,0.0021791705341534543,2023-10-19 00:00:00+00:00,700,-0.00024770793705302426,-3.4245428392482458,300,-0.00013424548238252676,-0.8395858560687673,1.0224150957078349e-19,0.02677028557005579,0.039828758749223606
PA,1110,18:30,5,15,2089,-0.03606812307489664,-1.648797955663397,0.09918903392614034,-0.0001898720269571953,-3.580274653542749,0.0003432332418485016,-0.00036099941320757615,-3.061766615666335,0.00220034938451446,2024-02-01 00:00:00+00:00,585,-0.000407835020222132,-2.8529899145637154,251,-0.0002518407275362009,-1.2099183534715252,0.1694084614927517,0.010259070930388916,0.0400804382835799
PL,1260,21:00,60,15,2448,-0.15798611199100568,-7.91290287088561,2.5145553946370763e-15,-4.982618406475953e-05,-2.7927638377944177,0.005225983020495692,-0.00012524956013598641,-3.0595241158191855,0.002216889387977808,2023-10-06 00:00:00+00:00,686,-0.00011177414444324552,-3.4680987160238352,294,-0.0001566921967523818,-1.3745812538371234,5.621382101234125e-14,0.06380846775115838,0.04024621338577162
PA,660,11:00,60,30,2184,-0.14078308601487502,-6.642398218455062,3.0861977754339386e-11,-0.00026306993496844414,-3.078338715173035,0.0020815817208788864,-0.0005322141800466265,-3.056114720265281,0.0022422544620843087,2024-04-26 00:00:00+00:00,611,-0.0005056264103204607,-2.5389757731693297,263,-0.0005939827249237647,-1.705597859160396,3.9010116740882263e-10,0.03318715874649445,0.04057055732400037
PL,1170,19:30,5,60,2465,-0.04755088635283774,-2.362557391499225,0.01814933102013782,-0.0001518451728825838,-3.300368932344687,0.0009655780354076659,-0.00029232664940141213,-3.05089806175022,0.0022815802226982657,2023-06-29 00:00:00+00:00,690,-0.0002580225060510184,-2.768955544348044,296,-0.00037229238896820826,-1.5902628892256065,0.041168922775239244,0.019320834538117955,0.04114449668265873
PL,1080,18:00,60,30,2514,-0.04054284703418096,-2.033673754144781,0.04198450009279915,-0.00013274757672955832,-2.738025065941443,0.006180936470026583,-0.00029550121596332,-3.0413346605866227,0.0023553188270408767,2023-09-20 00:00:00+00:00,704,-0.00036695415549896235,-3.66935074769555,303,-0.00012948514522704213,-0.5773969262516502,0.083352713945704,0.0718634298540062,0.04233313905080114
PA,660,11:00,60,15,2184,-0.1305848040547562,-6.152545435259622,7.624911715407031e-10,-0.00025086176305090356,-3.871130564156169,0.00010833174490367946,-0.0004185598572028335,-3.0341658353120686,0.0024120180248550726,2024-04-26 00:00:00+00:00,611,-0.0004111238915212623,-2.672980032779089,263,-0.00043583504743644575,-1.51499827358055,7.978872800841788e-09,0.004406576991946661,0.043185593186039824
HG,1170,19:30,5,30,2413,-0.0753894801133727,-3.7123340310352955,0.00020535671969098404,-9.75279389641883e-05,-3.897189618773047,9.73154233995445e-05,-0.00015718971164097994,-3.033329617286283,0.0024187125204011214,2024-01-24 00:00:00+00:00,676,-0.00012681498370978564,-2.1735652712831595,290,-0.00022799424985300528,-2.1437651381186105,0.0007956354350652028,0.004178384449139172,0.043185593186039824
PL,420,07:00,15,30,2534,-0.059589928186075024,-3.003842558339241,0.002665932434145768,-0.00015031311685490307,-2.6891231214071123,0.007163999081835291,-0.0003228049264841304,-3.031574865486688,0.0024328158244815387,2024-05-20 00:00:00+00:00,709,-0.00020305629764432056,-1.8711242783209343,305,-0.0006011714112297866,-2.4244388387074722,0.007817178573836642,0.07845594136179944,0.043294518455411594
PA,420,07:00,5,5,1893,-0.14642025423841232,-6.436547005458721,1.222219973016119e-10,-0.00011727459921187497,-2.8277621735680993,0.004687461564756693,-0.0002505920749196212,-3.029628301347076,0.0024485487876872093,2024-08-20 00:00:00+00:00,530,-0.00027169720958519143,-2.764659165577482,228,-0.00020153189346018148,-1.314178324677691,1.4500460644774569e-09,0.059653828187101014,0.04343163587340263
PA,540,09:00,15,30,2393,-0.13280468516278338,-6.551899165477863,5.680989883817314e-11,-0.00018935163081682866,-2.238633526557447,0.02517977093431561,-0.00048147151605742533,-3.020475745971198,0.0025237792038480932,2023-11-01 00:00:00+00:00,670,-0.0005129557011748051,-2.7066016274709446,288,-0.0004082270576246321,-1.3837774080449339,6.937732566919112e-10,0.16922057236602167,0.044222797748430534
PA,660,11:00,5,5,2184,-0.11178141076483374,-5.254450757416511,1.4846686069182485e-07,-0.00011974475112350709,-3.43017266796169,0.0006031972700634777,-0.00022620771535953707,-3.0204720674069696,0.002523809860667687,2024-06-03 00:00:00+00:00,611,-0.0002687746475268758,-3.039517205352791,263,-0.00012731647751070064,-0.9057510973163146,1.1063439619046452e-06,0.014699537076772138,0.044222797748430534
PA,360,06:00,15,15,1512,-0.09028475484900873,-3.5227367547258144,0.00042711536708186403,-0.00019712041863992937,-3.003883217121971,0.002665576201978793,-0.00040531825749159456,-3.02022744797204,0.002525849261416827,2024-12-09 00:00:00+00:00,424,-0.00036173293310985704,-2.5007862607652696,182,-0.0005068576945127853,-1.7238949384518942,0.001548722611201665,0.039617492452487,0.044222797748430534
