root,time_bin,time_utc,signal_window,horizon,n,ic,ic_tstat,ic_p_value,signed_mean,signed_tstat,signed_p_value,quintile_spread_mean,quintile_spread_tstat,quintile_spread_p_value,split_date,train_n,train_mean,train_tstat,test_n,test_mean,test_tstat,ic_q_value,signed_q_value,quintile_spread_q_value
PA,600,10:00,60,60,2257,-0.15885594003223857,-7.640588582976033,2.1623096782459067e-14,-0.0003058507211406208,-2.9255088464984356,0.0034389339826032296,-0.0007280056261370578,-3.8419592942917875,0.00012205608171916498,2023-12-28 00:00:00+00:00,632,-0.0009001743042312742,-3.9983047954712667,272,-0.00032796663880049596,-0.9368134316920871,4.1928657201829234e-13,0.0480851029721829,0.005627596412695995
PA,420,07:00,60,60,1893,-0.13315317524398113,-5.842272372601076,5.149352202114813e-09,-0.0003365442098807178,-2.53818713338692,0.011142838442099857,-0.0010079162418928727,-3.8405757350516527,0.0001227460955079718,2024-09-11 00:00:00+00:00,531,-0.0011345257870546157,-3.534075243110057,228,-0.000713049274871445,-1.5761117459839011,4.836457537055753e-08,0.1018289796820274,0.005627596412695995
PA,510,08:30,5,15,2319,-0.1576590423629577,-7.6850661117610315,1.529180057234479e-14,-0.00016967372791538572,-2.7313532068166526,0.006307483264477371,-0.000500524533823902,-3.82709488535194,0.00012966454162215285,2024-03-05 00:00:00+00:00,649,-0.00045843930936486906,-2.769461175647629,279,-0.00059842170469814,-2.95227465811095,3.030353153713748e-13,0.07244901159410314,0.005894833362822243
PA,750,12:30,5,rest,2436,-0.10050730779496156,-4.983823366670729,6.233999208899461e-07,-0.0010404536635518198,-2.92509630820469,0.0034434963431402093,-0.0024916092470585196,-3.8190921354698033,0.00013394373052767834,2024-02-26 00:00:00+00:00,683,-0.001968147537960587,-2.584961392788399,293,-0.003711828862464281,-2.9617016582571276,4.107909344719377e-06,0.0480851029721829,0.006038629851289498
GC,1260,21:00,15,60,2322,-0.1379518350696576,-6.708783366565597,1.9625376460848118e-11,-6.874506689168506e-05,-3.640796429565044,0.0002717959791289053,-0.00013619934143330032,-3.814529450985785,0.00013644266525699312,2024-02-26 00:00:00+00:00,651,-0.00014521703126084415,-4.099049003513281,279,-0.00011515806516903137,-1.3430969542110847,2.5522424676247193e-10,0.008649507335808104,0.006100453049920105
PA,1020,17:00,15,15,2517,-0.12082959911870325,-6.10430190223225,1.032509608769868e-09,-0.00016493481783930674,-2.689904337179311,0.007147250423689819,-0.00045693117308007663,-3.803939254712897,0.00014241311688762464,2023-07-19 00:00:00+00:00,705,-0.0005766985615926788,-3.7804563874149784,303,-0.0001782644770359033,-0.9743793890726128,1.053939053480186e-08,0.07843128761087612,0.006315204609524994
PA,510,08:30,30,5,2319,-0.14627927219094244,-7.117749100627841,1.097038342832398e-12,-0.00013492023661668183,-3.336882719907184,0.0008472369119664244,-0.00031622763628158523,-3.783251243596023,0.00015479302222774533,2024-01-25 00:00:00+00:00,649,-0.00027347956690791533,-2.6373713388873696,279,-0.000415666693713527,-3.004647608082838,1.715311397318865e-11,0.017889492781319995,0.006702592324243329
PL,1350,22:30,60,30,1630,-0.13099626246060664,-5.3314421104294185,9.743588270500541e-08,-0.00020891443251959968,-5.250678554124509,1.5153992895530117e-07,-0.000316820595674606,-3.783134278076658,0.0001548658115583024,2024-05-30 00:00:00+00:00,456,-0.0002168827523340548,-2.5200413181134853,196,-0.0005493290475281331,-2.8450347310544735,7.476994687008215e-07,5.1239438478011206e-05,0.006702592324243329
PL,1260,21:00,60,5,2448,-0.1787642341964124,-8.985897419355714,2.5663129539064367e-19,-3.442641971679825e-05,-3.8387457072104487,0.00012366442392266336,-7.447432717227781e-05,-3.779049330068858,0.00015742823779016507,2023-10-06 00:00:00+00:00,686,-9.076816186950345e-05,-4.357528202442467,294,-3.645537954541801e-05,-0.8252191282146443,9.074348418714917e-18,0.004883390754902253,0.006759418781307881
SI,1260,21:00,15,15,2362,-0.1881738558765609,-9.307729919157463,1.3059357885136239e-20,-7.499539124131594e-05,-4.249423657912049,2.143212348460537e-05,-0.000155434246739231,-3.761545729296238,0.00016886653929574388,2023-09-20 00:00:00+00:00,662,-9.819065029759658e-05,-3.989125262915294,284,-0.00028886826379684354,-2.3125170116762295,5.607232234808496e-19,0.0014957885383491798,0.007193448642440744
PL,1260,21:00,30,5,2448,-0.15143708862793298,-7.57701850670236,3.535863600296394e-14,-2.3963689688569992e-05,-2.6710701993816195,0.007560983244198957,-7.012099148623851e-05,-3.757760518482887,0.0001714408390169955,2023-10-27 00:00:00+00:00,686,-9.011254611290917e-05,-4.482361525777921,294,-2.3474030690673634e-05,-0.5756502119299914,6.735571154085737e-13,0.08113816079290143,0.007246054211577701
PA,240,04:00,15,30,1072,-0.14842519026901319,-4.909494129705246,9.131163303181142e-07,-0.00017294661941425092,-2.566106862261633,0.010284713760822316,-0.0004967968320425941,-3.745223997751275,0.00018023289424922955,2025-05-22 00:00:00+00:00,301,-0.00040121026026273914,-2.6305227772610174,129,-0.0007198321661955891,-2.7442965359879157,5.818562246196699e-06,0.09737350093048586,0.00750046121452563
PL,1350,22:30,30,15,1630,-0.09497706397625494,-3.849582544544935,0.00011831930591172183,-0.00013725030943516502,-4.470631843023434,7.798884876886527e-06,-0.00023897100020304026,-3.743237938916055,0.00018166405450666074,2024-05-16 00:00:00+00:00,456,-0.00020582545744409685,-2.8492204264896217,196,-0.00031608512009119433,-2.4321912139904875,0.0004927693956754543,0.0007671266760719293,0.007502309426572784
SI,1380,23:00,5,5,1580,-0.17363912862997657,-7.00404511127451,2.486759853242865e-12,-6.642877505692773e-05,-3.378788532472302,0.0007280598773611186,-0.00016643409573341357,-3.7346149773538047,0.00018800258655263206,2023-10-26 00:00:00+00:00,442,-0.00011535516845376726,-2.580106410648767,190,-0.0002852598107734329,-2.7077281088637024,3.6558072842510595e-11,0.016209069697628194,0.007705257524619238
HG,1260,21:00,60,rest,2406,-0.06902559044100999,-3.392457686512194,0.0006926862970897846,-0.000158835914801032,-4.37705994380103,1.202908999339049e-05,-0.00026644546101811775,-3.714772126061138,0.00020338689240278728,2024-01-31 00:00:00+00:00,674,-0.0002521711111746659,-3.4791195991755193,290,-0.0002996210189301403,-1.7733742098972676,0.002380834096096401,0.00101683401350379,0.008273105924053227
PL,1260,21:00,5,120,2448,-0.09583173096009281,-4.761469340812561,1.9218849956283736e-06,-0.0001692716653541914,-3.7980236514469476,0.00014585440899000287,-0.00034654392404299977,-3.711751793993335,0.00020582977412675866,2023-03-21 00:00:00+00:00,686,-0.0003561334238806238,-5.017310356995822,294,-0.00032416842442187704,-1.2287710260140345,1.1565105527759013e-05,0.005441878294040796,0.008309993119595257
PA,660,11:00,60,5,2184,-0.14113260769764047,-6.6592240056230425,2.752771081632453e-11,-0.00017090013304524096,-4.595731715393842,4.312332656785437e-06,-0.0002836348689603999,-3.7044598190831866,0.00021184168263835103,2024-04-26 00:00:00+00:00,611,-0.00029204107048875317,-3.168475628263742,263,-0.0002641056327101191,-1.9180322954790245,3.5041156592074283e-10,0.00048809638073470915,0.008489359282025771
HG,1260,21:00,5,60,2406,-0.12764053519329413,-6.3099042631578275,2.792081290193588e-10,-7.993059408577625e-05,-3.509313724919385,0.00044926463305410973,-0.0001849722889025497,-3.6992505251093157,0.00021623707484174338,2022-11-30 00:00:00+00:00,674,-0.00010171053210408433,-2.665126680893175,290,-0.0003784840960824313,-2.701634996861042,3.0889897300505746e-09,0.011914321886385948,0.008601783638925234
PA,630,10:30,15,30,2236,-0.20630716089432086,-9.965536932181642,2.1570514306286197e-23,-0.0003184517511167614,-4.34603896983253,1.3861795257737121e-05,-0.0005403555865894846,-3.695536673439927,0.00021942280342699885,2024-03-07 00:00:00+00:00,627,-0.0004848686116064283,-2.67747376201732,269,-0.0006696876806949727,-2.7527771017407243,1.132975557252508e-21,0.0011192882439456393,0.008664798295912874
HG,1320,22:00,5,60,809,-0.1523960329023627,-4.380392851409873,1.1846553473321585e-05,-8.435133347822638e-05,-3.8594515331654504,0.00011364179207210864,-0.00014058451361497859,-3.6880239084435846,0.00022600241914231607,2022-03-08 00:00:00+00:00,226,-0.00015819712535097646,-3.435359638535435,98,-9.996767430543248e-05,-1.4693028349409494,6.162485989487478e-05,0.004588075336642595,0.008842801386886938
PA,600,10:00,60,30,2257,-0.09326723714714528,-4.4483562840009485,8.652991531273615e-06,-0.00022766468776172507,-2.71691727423527,0.0065893075261853175,-0.0005809318218336433,-3.686679146719048,0.00022719951807343518,2023-12-28 00:00:00+00:00,632,-0.0006819349647694768,-3.4390018303261423,272,-0.0003462480485415596,-1.391050312296124,4.69535448186462e-05,0.07457772744071667,0.008842801386886938
PA,1020,17:00,30,60,2517,-0.1963451791806492,-10.042138532998155,9.94933746601761e-24,-0.0003276567607030615,-3.4420462063817103,0.0005773316251617785,-0.0006862653353449369,-3.6827198594978374,0.00023075870077927458,2023-08-18 00:00:00+00:00,705,-0.0006279772262366976,-2.818309502268343,303,-0.000821886183270048,-2.414992007926424,5.382591569115527e-22,0.014197109509660098,0.008917175508684825
HG,1200,20:00,5,15,2413,-0.182512423555331,-9.114809588488393,7.880873978756994e-20,-7.008367192347407e-05,-4.404623415081239,1.0596779947055845e-05,-0.0001128971045646553,-3.667149627493679,0.00024526928663728525,2023-02-09 00:00:00+00:00,676,-9.261976309586894e-05,-3.085397957594459,290,-0.00016016428674706765,-2.1355865545185506,2.9815054702849886e-18,0.0009320376146508936,0.00941068681352988
PL,840,14:00,60,5,2538,-0.07481937207485147,-3.7783977647446476,0.00015784062634381464,-0.00010684097632752268,-2.3908152911520317,0.01681100797521369,-0.00027382416932639013,-3.65662797147017,0.00025555485711240407,2023-10-20 00:00:00+00:00,711,-0.0002438672881229132,-2.773936576563271,305,-0.0003436580792794133,-2.4139872881172746,0.0006306630638995844,0.13281928836276333,0.009736280119564126
PA,600,10:00,30,60,2257,-0.17147500276822777,-8.265226713888167,1.3942950636989973e-16,-0.0003713243809014945,-3.8399450979523273,0.00012306182780651555,-0.0006725174215175473,-3.649932842248328,0.00026230888060489683,2024-01-26 00:00:00+00:00,632,-0.0009071657448697835,-4.09738861193925,272,-0.00012730514078735148,-0.38523102203280957,3.541378542071162e-15,0.004883390754902253,0.00992371359491253
PA,1170,19:30,5,120,1795,-0.10450481300962948,-4.449497867286393,8.607128457088077e-06,-0.00025813794822258576,-3.039291579149916,0.0023713522038982344,-0.0006561943499297892,-3.642897696366035,0.0002695860033210526,2024-05-20 00:00:00+00:00,502,-0.0006127475660478799,-3.3890029333286797,216,-0.0007571678939516339,-1.7720153333092248,4.6751571237797685e-05,0.03644606654286775,0.010128196374770103
PL,1260,21:00,15,5,2448,-0.11716049384365725,-5.834595540208986,5.392120434625718e-09,-3.579152506776085e-05,-4.030628153276946,5.562798896008897e-05,-6.530820714251853e-05,-3.6387302772522134,0.00027398557186663984,2023-06-02 00:00:00+00:00,686,-8.379484488086758e-05,-4.6551798540884715,294,-2.2172719086370768e-05,-0.5209931250587776,5.055696975966228e-08,0.0030094742027408136,0.010160377005796448
HG,1320,22:00,30,rest,809,-0.12237231493812235,-3.5026465322154214,0.0004606603251406105,-0.00018266309119593382,-3.709450972851122,0.00020770917211585394,-0.0003568888114164536,-3.638529978505608,0.00027419871401964535,2022-11-17 00:00:00+00:00,226,-0.00038205306039627173,-3.8644030287208455,98,-0.00029885697193238306,-1.2910833845433587,0.001660341345110395,0.0071120672224479105,0.010160377005796448
PA,600,10:00,60,5,2257,-0.19205964171191317,-9.293316836469803,1.4955362860730704e-20,-0.00014806086728418004,-3.9957314060019886,6.449482372698492e-05,-0.00026304725726966133,-3.6299180619631115,0.00028351120321925996,2023-12-28 00:00:00+00:00,632,-0.00023807931152752815,-2.67377610963559,272,-0.0003210610135528532,-2.6004391817006063,6.370749061145914e-19,0.003201073361128334,0.010382655506033265
PA,1200,20:00,60,30,2181,-0.13549319683677594,-6.383658249095435,1.7290673565647523e-10,-0.00019697373717953885,-4.256328732565326,2.0781109070529236e-05,-0.00033560585635785263,-3.6278272635788955,0.0002858163716289037,2024-03-25 00:00:00+00:00,611,-0.00044604756704684826,-4.423771405794441,263,-7.902834597391217e-05,-0.3980798741075911,1.9945105328390853e-09,0.0014792868430468838,0.010382655506033265
PL,1350,22:30,30,5,1630,-0.17841949559037107,-7.316350209324349,2.5480615289594105e-13,-9.87545764108528e-05,-4.780514647966795,1.74847017955427e-06,-0.00015708107649863492,-3.6277021780490326,0.00028595483741200676,2024-05-16 00:00:00+00:00,456,-0.00014218590234930088,-2.7691265023871083,196,-0.00019173515513177944,-2.378040536218307,4.307816522397004e-12,0.0002866431415572303,0.010382655506033265
PA,1080,18:00,5,60,2275,-0.06950294243009043,-3.3216541736402725,0.00089485529471429,-0.0003002753086022529,-3.8070615984684646,0.00014062772742477186,-0.0005555669324427505,-3.6199368500647315,0.00029467492399678705,2023-08-24 00:00:00+00:00,637,-0.0006417836867424522,-3.524451597365355,273,-0.00035439450574344653,-1.2431668908550115,0.0029929238294774587,0.005357718347662082,0.010627942258817453
PA,1320,22:00,30,60,651,-0.13616916142496155,-3.501589736319539,0.00046249119342750306,-0.00018644850093376138,-3.280530262610733,0.0010361214862222201,-0.0003548016722186319,-3.5958928559615475,0.0003232808475897412,2024-03-06 00:00:00+00:00,183,-0.0004536887699188085,-3.828820163817095,79,-0.0001257340914701216,-0.7120024480357731,0.0016647221267084443,0.020309482755297866,0.011582446261327813
PA,540,09:00,60,5,2393,-0.11578392061279208,-5.699920337392354,1.1986342689934827e-08,-0.000146168452777719,-3.6304628175399625,0.0002829134607703649,-0.0002825612022485574,-3.5876980522839554,0.0003336103094795375,2024-02-02 00:00:00+00:00,670,-0.0002640524357278999,-2.6367144810899377,288,-0.0003256197910292537,-2.712855666083508,1.0595770253684218e-07,0.008898615248649268,0.01179628610643332
PA,630,10:30,30,5,2236,-0.19723087862267863,-9.50894224445892,1.9261100423128928e-21,-0.00011934918924916689,-3.13081985156752,0.0017431905707383703,-0.0002618552212009626,-3.5857267004284985,0.0003361408490288706,2024-02-01 00:00:00+00:00,627,-0.00027701754585721713,-2.983257629807299,269,-0.00022651404068248096,-2.0366215567614714,8.830724855010805e-20,0.029197092841159702,0.011808584371728506
HG,1260,21:00,5,rest,2406,-0.1291944265579493,-6.388016766158196,1.6805091796757732e-10,-0.0001361402630391036,-3.9108592003078533,9.196837586591627e-05,-0.00025092315592919,-3.582433594092147,0.00034040816615623954,2022-11-30 00:00:00+00:00,674,-0.0001444216147863996,-1.9733177516842162,290,-0.0004984474274127787,-3.149415639176067,1.9509773952888265e-09,0.004005361984965627,0.011838036379135955
HG,1260,21:00,15,15,2406,-0.088090592400343,-4.335991143893151,1.4510478607701205e-05,-2.7641532876766237e-05,-3.7766098463359423,0.0001589774637889356,-4.847697931050836e-05,-3.581707714294235,0.00034135557766085193,2023-04-28 00:00:00+00:00,674,-5.804870415506952e-05,-3.66191121228137,290,-2.623097053383862e-05,-1.0159745858659421,7.343469529248224e-05,0.005772268987235849,0.011838036379135955
GC,1260,21:00,15,30,2322,-0.16638565011509934,-8.127485164716086,4.382882469711029e-16,-3.249688006139351e-05,-3.2958643600515733,0.0009811937619410194,-7.468077900983857e-05,-3.5788309643563987,0.0003451345983290987,2024-02-26 00:00:00+00:00,651,-6.908711035531503e-05,-4.050838833737393,279,-8.773267253706016e-05,-1.5359330052622577,1.049176732793658e-14,0.019424796649869038,0.011892854630321172
PL,1260,21:00,5,15,2448,-0.1013018465579232,-5.035997198560457,4.753675106034046e-07,-5.6071565503464266e-05,-3.1719995281153865,0.0015139325300310752,-0.00013606237407678978,-3.5730609444062598,0.0003528326023841897,2023-03-21 00:00:00+00:00,686,-0.00013803389874017573,-5.019355286260436,294,-0.0001314621498622226,-1.19883046076077,3.226773189917715e-06,0.026420564475703602,0.0120476671760581
PL,1380,23:00,5,rest,1590,-0.12214669468935657,-4.90423392006575,9.37926643310276e-07,-0.00022166692240493393,-3.3831115316760467,0.0007166952017921205,-0.0004848296945459732,-3.5721362059021926,0.00035408116099690164,2023-08-10 00:00:00+00:00,445,-0.0004988841542154795,-3.0422202024385343,191,-0.00045208501102277776,-1.8677587593630454,5.962612385791532e-06,0.016058100323383246,0.0120476671760581
PA,510,08:30,30,30,2319,-0.15356832583458485,-7.480782910312756,7.388113639064381e-14,-0.0003727995274903319,-3.909348606860671,9.254533236981578e-05,-0.0006835570278573739,-3.5542702284428698,0.0003790295461832284,2024-01-25 00:00:00+00:00,649,-0.0008481459076265981,-3.4235407357234524,279,-0.0003006961569963468,-1.0857990954982926,1.3412649257496075e-12,0.004005361984965627,0.012650300167127215
PL,270,04:30,5,5,2516,-0.12076922869102515,-6.099993755349998,1.0607260914307094e-09,-5.390177752369663e-05,-3.885492258478763,0.00010212274747342195,-9.950843411017937e-05,-3.5534863804474917,0.00038016088142133527,2024-01-31 00:00:00+00:00,705,-7.3630344408907e-05,-2.4740006894715116,303,-0.0001597198309398725,-2.5650698355473414,1.080702100685525e-08,0.004249877414086251,0.012650300167127215
GC,660,11:00,15,5,2406,-0.07653027863265528,-3.7633626579956236,0.00016764381364816987,-4.314353591467768e-05,-3.5026724432524072,0.0004606155200752312,-9.243126377639838e-05,-3.552752534995526,0.0003812229074358721,2024-03-05 00:00:00+00:00,674,-6.883757543755118e-05,-3.0377217264820318,290,-0.0001472662497777191,-2.1473437513128437,0.000663948046732503,0.01203830900293237,0.012650300167127215
PA,1020,17:00,5,15,2517,-0.09593380599359529,-4.833351641145713,1.3425333861591527e-06,-0.00020522927645205452,-3.382493190211721,0.0007183105874785113,-0.0004184814887112246,-3.552084278422597,0.0003821924244902077,2023-07-07 00:00:00+00:00,705,-0.0005249397917058436,-3.521394953759209,303,-0.00017078147679305163,-0.9380729168892017,8.338812421493705e-06,0.016058100323383246,0.012650300167127215
SI,630,10:30,60,5,2440,-0.18786674806424955,-9.444288811775463,3.578259481554093e-21,-5.089942345624208e-05,-2.620275616141915,0.008785872705470038,-0.00014218284706323176,-3.551196394521307,0.00038348414554692484,2024-01-25 00:00:00+00:00,683,-0.00012232644289731243,-2.6337970487569744,293,-0.00018846927725204706,-2.418057417112474,1.5738523410737921e-19,0.08982939664375056,0.012650300167127215
HG,1260,21:00,15,30,2406,-0.10533726509091149,-5.19364415003827,2.0621713333742074e-07,-3.820162265725163e-05,-3.7708340622481242,0.00016270283930652587,-7.070932804888457e-05,-3.5453136130171563,0.0003921462140209454,2023-04-28 00:00:00+00:00,674,-7.736742955357962e-05,-3.3766923240212936,290,-5.523498179314504e-05,-1.3968475587129223,1.4954888624067644e-06,0.005868111082601915,0.012760981748028248
PL,180,03:00,5,15,2528,-0.18010354376839502,-9.202363186176129,3.5016253942843214e-20,-0.00013165517263140166,-4.6047950293277236,4.128723106242059e-06,-0.00021196461054612853,-3.544438510023022,0.0003934502674784172,2024-04-17 00:00:00+00:00,708,-0.00014647690789343956,-2.5608970988899804,304,-0.00036448202330304885,-2.4665800618491684,1.4471040171149842e-18,0.0004864442968954743,0.012760981748028248
PL,1260,21:00,5,60,2448,-0.08390135822704901,-4.164196529603601,3.124508994668023e-05,-0.00014028987667426266,-3.951663309537324,7.760988173711272e-05,-0.00027416785552464225,-3.543902954223117,0.0003942503349481249,2023-03-21 00:00:00+00:00,686,-0.0002450757968446183,-5.00106803904339,294,-0.00034204932577803154,-1.47829566863705,0.00014866836993099387,0.003619564312049826,0.012760981748028248
PA,1200,20:00,30,60,2181,-0.10627640261178584,-4.989212751467589,6.062584941263104e-07,-0.00023364062306634008,-3.6110834906049747,0.00030492047376941625,-0.0004637074633080745,-3.541985507591761,0.000397127292142453,2024-02-22 00:00:00+00:00,611,-0.0005137688523577383,-3.8094005725969726,263,-0.0003474051488238749,-1.1495853686608701,4.0145146306283225e-06,0.009372839563025807,0.012760981748028248
PA,630,10:30,30,30,2236,-0.11724764878655235,-5.5802230745723325,2.4021031088077117e-08,-0.0002666159595955769,-3.5587832998537996,0.0003725767700640303,-0.0005261307260343097,-3.5399967801872805,0.00040013191371123197,2024-02-01 00:00:00+00:00,627,-0.0006030055721706177,-3.3236983637620687,269,-0.000346946605114365,-1.347087187178323,2.0337054489279688e-07,0.010778825272975422,0.012760981748028248
HG,690,11:30,15,5,2496,-0.07653444656440425,-3.833371018440091,0.00012639908968867762,-5.649777686775984e-05,-3.014093515089848,0.0025774834523435057,-0.00011525813266064188,-3.539430044953389,0.0004009920327476529,2023-10-10 00:00:00+00:00,700,-0.00014561163934267478,-3.7675148597302126,300,-4.44332837358985e-05,-0.7367010755655762,0.0005204102551109178,0.03884174227626286,0.012760981748028248
HG,1170,19:30,5,5,2413,-0.11211452019867653,-5.539967735735401,3.025273786841118e-08,-4.5861453525109916e-05,-4.2584411327774045,2.058574125816408e-05,-8.319226976674258e-05,-3.53634671989106,0.0004057018540414532,2024-01-24 00:00:00+00:00,676,-8.00478653466575e-05,-3.021881310362597,290,-9.052198489769953e-05,-1.873338399390923,2.5078078432247885e-07,0.0014792868430468838,0.012835362750668195
SI,1260,21:00,60,15,2362,-0.2016862354718611,-10.003452384288622,1.4717479371333192e-23,-6.263044572570022e-05,-3.5352278021748944,0.00040742375801843884,-0.00014508681220173897,-3.530999952934663,0.00041399182159967664,2024-04-04 00:00:00+00:00,662,-6.179902545597051e-05,-2.369843499249826,284,-0.0003392294700387063,-2.7803279976592314,7.80603562734437e-22,0.011518946079714812,0.01299376511624586
SI,1320,22:00,60,60,794,-0.2745224751576762,-8.03442435671993,9.401926197105274e-16,-0.00013885622013328996,-3.355658078293535,0.0007917639242072634,-0.0003244092383806667,-3.5300301793601836,0.0004155122671183981,2024-01-12 00:00:00+00:00,222,-0.0002623335198535211,-4.581454277053348,96,-0.000467959337474691,-1.704177171886722,2.183022348769937e-14,0.017188216999812815,0.01299376511624586
PL,1260,21:00,60,60,2448,-0.127407443035992,-6.352970303563026,2.1119650073123001e-10,-0.00012313206936177742,-3.4068978316214285,0.0006570571727714465,-0.0002851427348896665,-3.526625543952733,0.0004208915687881249,2023-10-06 00:00:00+00:00,686,-0.0002582417615786201,-4.686693222796092,294,-0.0003479116726154415,-1.4671854136895939,2.390320227941327e-09,0.015256134354907835,0.013086341305423882
PL,1350,22:30,15,5,1630,-0.18072507659095605,-7.414065068127547,1.2248577622527244e-13,-9.69734286676164e-05,-4.711843284555463,2.454861374671838e-06,-0.0001556460379761874,-3.522997417871269,0.0004266955174414878,2024-06-17 00:00:00+00:00,456,-0.0001673810581145761,-3.2056055149492746,196,-0.00012834415438891568,-1.5483966616161147,2.158462701559361e-12,0.00037945142962784697,0.013190987139191139
SI,1230,20:30,5,120,2362,-0.2851319212477565,-14.451570102723768,2.4503566068636935e-47,-0.0002372579086227613,-3.9892513594694643,6.628215578246444e-05,-0.0004871709030538844,-3.5199404965238754,0.0004316436234114134,2024-01-18 00:00:00+00:00,662,-0.00023258976284757385,-1.994056385823904,284,-0.0010805959552249323,-2.917199926747255,4.734439015404494e-45,0.0032587674331950103,0.013268136378725832
PA,1260,21:00,15,60,1909,-0.11242738757950435,-4.940941172251626,7.77463650597033e-07,-0.00019048534071546585,-4.010654792261551,6.055058728082361e-05,-0.0003347510385925694,-3.5145532864878968,0.00044049428720521224,2024-05-13 00:00:00+00:00,534,-0.00043193119862023515,-4.346438751114535,230,-0.00010912405835442377,-0.5048508297228694,5.01918657485674e-06,0.0031212328825656827,0.013426649658240692
PA,1020,17:00,5,30,2517,-0.1044026916158804,-5.2645417241938715,1.4053948047814277e-07,-0.0002555201985329485,-3.533934659055026,0.0004094222807454033,-0.00047903075596419535,-3.5137886972133283,0.0004417640737831503,2023-07-07 00:00:00+00:00,705,-0.0005817307350281549,-3.43573445620083,303,-0.00024007535913221024,-1.069381440890301,1.0501637974955143e-06,0.011518946079714812,0.013426649658240692
GC,1350,22:30,30,15,1579,-0.19260230217877852,-7.7944548473285495,6.468713914403189e-15,-6.648544313499185e-05,-3.5183275947679706,0.0004342758966820857,-0.0001507482641592586,-3.5115857990433326,0.00044544165114900313,2024-06-02 00:00:00+00:00,442,-0.0001181245320188209,-2.5467302381346424,190,-0.0002266413673491189,-2.423663176302835,1.3556803921724003e-13,0.0116746002672523,0.013462789568246408
PA,1260,21:00,60,60,1909,-0.1285547538704013,-5.660856135734881,1.506196591307384e-08,-0.0001673422171691169,-3.467423192762095,0.0005254738895292954,-0.00033373758878737754,-3.5090329259090107,0.0004497392245367513,2024-09-10 00:00:00+00:00,534,-0.00042361201537571396,-4.400543073761886,230,-0.00012507261575184854,-0.5606613862751931,1.3071791171501213e-07,0.01331251981337024,0.013517162248576802
HG,1200,20:00,5,5,2413,-0.18911323980765873,-9.456465184077546,3.1852924339039387e-21,-4.634926949165883e-05,-4.622238332834337,3.796215049285865e-06,-7.02560515088226e-05,-3.506590578075143,0.0004538869284035445,2023-02-09 00:00:00+00:00,676,-5.9567503024828416e-05,-2.9249401415560814,290,-9.517142659565041e-05,-2.02736195869848,1.424167939456224e-19,0.0004864442968954743,0.013566454600349036
PA,540,09:00,5,15,2393,-0.08726133218049767,-4.283230345272997,1.8419930192411847e-05,-0.00019108051385224154,-3.2491384687753473,0.0011575511600409637,-0.0004232596456816566,-3.4943265877955727,0.0004752592489200744,2024-01-17 00:00:00+00:00,670,-0.0005482711227088093,-3.8150115452543463,288,-0.00013243433454209998,-0.5904075663405044,9.150764218636188e-05,0.02182004103073733,0.014127211739876936
PA,1320,22:00,60,60,651,-0.12385432574505938,-3.179730820905874,0.001474119157701745,-0.00020258947402660384,-3.4760949110448314,0.0005087721970637703,-0.0003683791276845971,-3.492197364793312,0.00047906412548494255,2024-03-01 00:00:00+00:00,183,-0.0004496002018233051,-3.5878898631265783,79,-0.00018023410784429882,-0.9250609460639821,0.004663733709454059,0.013044822683009464,0.01416249682444557
PL,1260,21:00,15,120,2448,-0.0992676856840306,-4.933856576045936,8.062165080703354e-07,-0.00020581397468349646,-4.610384819416573,4.019242784582034e-06,-0.00031044113346780967,-3.4868566620412818,0.0004887332238687026,2023-06-02 00:00:00+00:00,686,-0.000403341678469006,-5.644182848802743,294,-9.36731951316849e-05,-0.3817906373125696,5.19241822459585e-06,0.0004864442968954743,0.014369819245270006
PL,60,01:00,60,60,2535,-0.21790527738483897,-11.236961928645005,2.6846290201155534e-29,-0.0003155212108582888,-3.530233497857106,0.0004151930657198499,-0.0006561879003274035,-3.4811702962327673,0.0004992279758138128,2023-10-09 00:00:00+00:00,709,-0.00022741032322016617,-1.5816586881029004,305,-0.0016529200385865224,-3.1404230377367606,2.1677377610186784e-27,0.011518946079714812,0.01459904513055528
PL,1080,18:00,60,15,2514,-0.058062544474256274,-2.9150041534110183,0.003556838089815708,-9.145792712941925e-05,-2.4953858668988866,0.012582022446924022,-0.0002545994313958095,-3.4636096158283647,0.0005329793903932054,2023-09-20 00:00:00+00:00,704,-0.000311853797722394,-3.921108204228169,303,-0.00012157278488123677,-0.7609629007232573,0.009998639291120345,0.11140546880173316,0.015464989178580055
HG,1410,23:30,60,rest,2448,-0.16311683276287575,-8.17679142232984,2.915019652104e-16,-8.479011789772615e-05,-4.067871545691292,4.7444521898917415e-05,-0.00014777860473294942,-3.462814431061667,0.000534556927244819,2023-08-13 00:00:00+00:00,686,-0.000121566079230107,-2.6583352992293494,294,-0.00020894116423958176,-2.220002914507942,7.12957518414432e-15,0.00270184066813835,0.015464989178580055
PL,210,03:30,15,5,2519,-0.18000687335443258,-9.180859088046837,4.276657468883603e-20,-4.059882525966121e-05,-2.3910528484149762,0.016800134411488907,-0.00011776348087037263,-3.4580169508769236,0.0005441671450979916,2024-03-12 00:00:00+00:00,705,-7.595059736192466e-05,-2.345417682630003,303,-0.00021505088309299909,-2.5463714906192285,1.739602774936864e-18,0.13281928836276333,0.01565927795202199
