root,time_bin,time_utc,signal_window,horizon,n,ic,ic_tstat,ic_p_value,signed_mean,signed_tstat,signed_p_value,quintile_spread_mean,quintile_spread_tstat,quintile_spread_p_value,split_date,train_n,train_mean,train_tstat,test_n,test_mean,test_tstat,ic_q_value,signed_q_value,quintile_spread_q_value
GC,90,01:30,60,15,2428,0.008958714781789508,0.4412742008284682,0.6590145010895059,3.4068413003890784e-05,1.5034629548229823,0.13271970290315888,7.248513589134944e-05,1.57091667243398,0.11620200538261868,2024-05-20 00:00:00+00:00,680,7.883826488719979e-05,1.7233640028022974,292,5.769017795580752e-05,0.5206902031233106,0.7446258251658786,0.420136683853768,0.4196614480106589
GC,870,14:30,15,15,2484,0.054897431172207314,2.7391027396025116,0.006160711806698993,5.283876556072256e-05,1.6049940406403143,0.10849511616191829,9.494389952401075e-05,1.5704498705329109,0.11631048807727197,2024-04-22 00:00:00+00:00,695,6.97562166805986e-05,1.1017786250955723,299,0.00015349052018010255,1.1202325007241618,0.01607788271791681,0.3743186796708765,0.41977300900469733
HG,510,08:30,5,120,2496,0.03696637460392527,1.8473620688408128,0.06469468274609869,0.00016379488869014088,2.011064287632813,0.04431866671853038,0.00022521037416241684,1.569487879943275,0.11653430138076137,2023-10-31 00:00:00+00:00,700,0.0003417650607841733,2.026320709462604,300,-4.675056128834824e-05,-0.17210590608573928,0.11949410503803137,0.24072689452535076,0.42005750723007385
PA,1140,19:00,15,rest,2118,-0.060190625820704224,-2.773797959120727,0.005540607646456604,-0.00021629897714394513,-1.6869004079722154,0.09162250363450274,-0.00040508306887003336,-1.5694436238501814,0.11654460598009997,2023-12-15 00:00:00+00:00,593,-0.0004846548588682192,-2.0177788410856414,255,-0.00022003965134484034,-0.33718033147677623,0.014643227829667918,0.3483329196504988,0.42005750723007385
HG,630,10:30,5,5,2492,0.02940761160320001,1.4680718094904932,0.14208471810693168,1.6869711130730827e-05,1.1456864409991072,0.2519249161158962,4.287068633813976e-05,1.567208560651795,0.11706595012404428,2024-02-07 00:00:00+00:00,698,6.464597043043809e-05,2.0898591432680083,300,-7.793141316607687e-06,-0.14000449697200282,0.2271508052477838,0.5727520321884456,0.42133141530891755
PA,1230,20:30,30,15,1540,-0.1038802493851138,-4.0960678796872285,4.202267619008562e-05,-0.00010945506016483905,-2.7304941802430087,0.006323944966492988,-0.00013077044524034974,-1.5669494706676277,0.11712650292705001,2024-11-04 00:00:00+00:00,431,-0.00023130593670111216,-2.628224098575364,185,0.00010345007810877784,0.5536214219404699,0.0001933186039016694,0.07248419972187937,0.42133141530891755
PL,780,13:00,60,120,2537,-0.0484734160569422,-2.443449871799491,0.014547590426112096,-0.00026953063717074366,-1.4344764274377677,0.15143635127931457,-0.0005075104409973889,-1.566927276870905,0.1171316910581538,2023-08-08 00:00:00+00:00,711,-0.0004010948890528841,-1.0485381581522524,305,-0.0007555807932352343,-1.2425206624861258,0.03407033082479066,0.4525650919784666,0.42133141530891755
SI,1200,20:00,5,5,2381,-0.2057945273964742,-10.25717938200277,1.0986912034659148e-24,-4.503483171148181e-05,-2.322016203954125,0.020232063133424936,-6.834401453465935e-05,-1.5661701386176436,0.1173087915151253,2023-09-14 00:00:00+00:00,667,-0.0001023011802990412,-2.722130416621388,287,1.0573858513573024e-05,0.09128555095337088,6.323318522075105e-23,0.14932532271736548,0.4216880811274604
SI,630,10:30,5,60,2440,0.0027408484779992805,0.13533293764547308,0.8923486441462989,-5.688978448224096e-05,-0.7701186580883633,0.4412295091675769,-0.0002430627656759982,-1.565635158916287,0.1174340540628962,2023-11-13 00:00:00+00:00,683,-0.00011269732657612134,-0.8773073193275535,293,-0.0005469521680828783,-1.2971905365174243,0.9280288667496112,0.7425331966782646,0.4217495304538868
HG,270,04:30,5,15,2460,-0.08763839824159551,-4.361738305925597,1.2903315073439327e-05,-2.1384566906873784e-05,-1.5102547062935918,0.13097844431424427,-4.20677016619496e-05,-1.5654313567952691,0.117481800812201,2023-10-09 00:00:00+00:00,688,-6.236669901051685e-05,-2.0147068935781016,296,5.113751634720213e-06,0.096610252080027,6.65461721137338e-05,0.41804919394693896,0.4217495304538868
PL,540,09:00,60,120,2534,0.08090610225001751,4.084502855659031,4.417128328057945e-05,0.0001863144091960804,1.5078590605510416,0.1315906024915044,0.00040404656786548047,1.5647425917167765,0.11764327742346647,2024-02-28 00:00:00+00:00,709,0.0005463906688454115,1.6709534548840617,305,7.31548708334442e-05,0.18329890721014114,0.00020234262705159594,0.4184486865312046,0.42178616832816007
GC,1140,19:00,5,5,2374,-0.05291576731198263,-2.5807820092043414,0.009857680619000126,-1.7505352422072417e-05,-1.3723744237287825,0.16994690791212205,-4.2329647049809885e-05,-1.5647227364925351,0.11764793493663467,2023-12-04 00:00:00+00:00,665,-4.3627093096490716e-05,-1.5083398883958423,285,-3.930227294088795e-05,-0.6561713237055192,0.024218915598905853,0.47736904039697836,0.42178616832816007
PL,1020,17:00,30,rest,2534,-0.060254060428547196,-3.0374418209237395,0.0023859545752948587,-0.00031592364727577054,-2.3623693546279156,0.01815854047010439,-0.00037320311228165344,-1.5638844023013339,0.11784471814906393,2023-09-22 00:00:00+00:00,709,0.00010561596822053867,0.4416438774034899,305,-0.0014862612371211753,-2.6462455217308167,0.007104025455335821,0.13993974920692984,0.4222118709843946
HG,660,11:00,30,rest,2488,0.045358652274775625,2.263903572153627,0.02358004620491759,0.0003305459118469486,1.5365486962866386,0.12440386419094555,0.0006343840378072871,1.562703747130023,0.11812229264264493,2024-01-04 00:00:00+00:00,697,0.00034358055707859697,0.8496923302400777,299,0.001312277101579518,1.3531319161444286,0.05175174440917004,0.40764682330285607,0.422483381094981
HG,960,16:00,60,5,2510,0.04493013456495489,2.252372868290245,0.02429871880749468,1.654398926853821e-05,0.829284358309979,0.4069435197265816,5.906420120717509e-05,1.5626804110071721,0.11812778417798361,2023-10-09 00:00:00+00:00,702,5.383867178848281e-05,1.339728728530498,302,7.121096164400284e-05,0.8461489339257724,0.05313533556713026,0.7136351512871334,0.422483381094981
HG,810,13:30,15,30,2505,-0.03396226183268363,-1.7001124216866998,0.08910978122588782,-6.1003109712229866e-05,-0.9350021961174426,0.3497871676526591,-0.00018529404704728408,-1.562384854638324,0.11819735283352331,2023-09-14 00:00:00+00:00,701,-6.397096881771006e-05,-0.46236064979810576,301,-0.00046784380730951466,-2.0550991306431614,0.15564049602895386,0.6649089631445416,0.422483381094981
PL,990,16:30,30,5,2536,-0.09857285922892699,-4.986328788333211,6.153738850048663e-07,-4.949713219672254e-05,-1.8583166215533478,0.06312406480392543,-8.197957323186766e-05,-1.5622269404590954,0.11823453616216792,2023-12-13 00:00:00+00:00,711,-9.660913213316161e-05,-1.7832444107282228,305,-4.787591297344143e-05,-0.39565301109174295,4.0675904670071075e-06,0.2862541413153702,0.422483381094981
GC,30,00:30,30,30,2397,0.039130872357897827,1.9164833251073523,0.055303603686235915,6.157791253908471e-05,2.182884386047238,0.029044325164567602,9.440488626518232e-05,1.561902475145544,0.11831096531587731,2024-04-16 00:00:00+00:00,672,0.00011899768788259644,2.218108573441752,288,3.702168249121606e-05,0.23427040733590687,0.10468596778955085,0.1868368598576822,0.422483381094981
HG,1230,20:30,30,rest,2403,0.08421857254836461,4.141423267782959,3.451573439802906e-05,-7.80866114834643e-05,-1.9719150963624639,0.04861929964767924,-0.00012075804286661919,-1.5603019511755878,0.11868854252551317,2024-01-05 00:00:00+00:00,674,-0.00010245782179535275,-1.3836553930633426,289,-0.00016343745117815408,-0.8522358426278307,0.0001629407705875543,0.25315727728002374,0.4233929454109886
HG,1290,21:30,60,120,805,-0.06548467561876364,-1.8596475212318078,0.06293541128485121,-3.289355118450213e-05,-0.6465052565093455,0.5179521940032334,-0.00015728690880487754,-1.5601594763224902,0.11872219929546575,2024-02-21 00:00:00+00:00,225,-0.0002330359531754795,-2.075407635243735,97,1.8419637415590858e-05,0.08769638967991839,0.11704385529427468,0.7935772782660699,0.4233929454109886
GC,1140,19:00,60,30,2374,0.017789023592097036,0.8665191806959929,0.386205512518618,1.710216450925177e-05,0.6286055017335489,0.5296073575667379,9.130072641636239e-05,1.5594057712571285,0.11890037120997055,2023-10-27 00:00:00+00:00,665,3.158296683977583e-05,0.5220494157035114,285,0.00023064216542839768,1.7135291785300317,0.4978463371434955,0.7963245704380356,0.42374901728981595
SI,180,03:00,5,60,2448,-0.1697229081010734,-8.517569098989808,1.6293713944449494e-17,-0.00015744360702046696,-2.531323576020811,0.011363296639164345,-0.0001897756590411443,-1.558095713626477,0.1192105606535514,2024-05-02 00:00:00+00:00,686,-8.900369312670881e-05,-0.72733416615826,294,-0.00042491024617482713,-1.472460894094127,4.474568144135622e-16,0.10314670271456225,0.4245748078576123
GC,450,07:30,30,5,2425,-0.12867415570473217,-6.3869489678193085,1.6922808012255464e-10,-3.9814981191520915e-07,-0.03178669303284202,0.974642158696507,-3.871391003991554e-05,-1.5542597306122918,0.12012247491637648,2023-11-07 00:00:00+00:00,679,-2.237799411412512e-05,-0.9225286538845335,291,-7.683104720009321e-05,-1.2642640050894254,1.9604366455310935e-09,0.9916761081055633,0.42754117716947154
PL,900,15:00,60,15,2537,0.047006137731868534,2.36932089787415,0.017820783948089815,0.00011958197239989878,1.8657201761609004,0.062080525345583726,0.00018976417519284795,1.553656790750255,0.12026630505224864,2023-12-05 00:00:00+00:00,711,0.00021656211883573818,1.5614310135358276,305,0.00012729421476630713,0.5146689772568094,0.04050858872233861,0.28466038388561643,0.42769058829290485
PA,690,11:30,30,rest,2192,-0.06844167870651156,-3.210423127126288,0.0013253971415732575,-0.0008635009345518463,-2.0714308070803957,0.03831855441007766,-0.0012038551264191314,-1.5534211020927802,0.12032256476558247,2024-04-08 00:00:00+00:00,614,-0.0013370864770658076,-1.4544084323039315,264,-0.0008939913033242106,-0.6201158546722761,0.0042554293981669575,0.21936865540584138,0.42769058829290485
HG,120,02:00,60,30,2490,0.08387596665325833,4.198515828886379,2.6867007617332748e-05,3.5948339071543685e-05,0.8789298439870051,0.37943931592293845,0.00012623130606319617,1.5524499690439804,0.12055459502585397,2023-09-27 00:00:00+00:00,697,4.1888058349145586e-05,0.5172004334814839,299,0.00032284416110230405,1.664115460606045,0.0001297772421515805,0.6893105101219265,0.4282339849572357
PL,300,05:00,60,120,2510,0.018289412557227495,0.9160858415808953,0.35962187319460126,0.00019790909653725705,1.9981453993651188,0.04570089901097596,0.00031572233957388686,1.5517363214369833,0.12072532810638058,2023-10-27 00:00:00+00:00,702,0.00013829430943728936,0.8641204052251372,302,0.0007281543831364413,1.28894687375622,0.4714209677690314,0.24413670078101654,0.42855907155873946
HG,630,10:30,15,120,2492,0.04795713746749977,2.3958129898146345,0.016583548953410628,0.00010185990374781449,1.2461879865080518,0.21269538847492847,0.00022685322208785527,1.5512664545761912,0.12083784234301169,2023-10-24 00:00:00+00:00,698,0.0001690993035732967,1.052294568508649,300,0.0003612273391650615,1.1593759925966387,0.03799957638202097,0.5330630194270324,0.42861156293440195
PL,660,11:00,15,5,2534,-0.20892052823213308,-10.749890298609456,5.933214047856148e-27,-5.038259918875606e-05,-1.8432185224466378,0.06529711158421618,-8.986963585067229e-05,-1.550825106272393,0.12094360225252582,2023-12-20 00:00:00+00:00,709,-7.901700494595321e-05,-1.1902782388871334,305,-0.00011509755490459302,-0.9964949740722622,4.0631250631521213e-25,0.2929165619159283,0.42861156293440195
PA,900,15:00,30,120,2525,-0.0425920251053546,-2.141318136414346,0.03224839154143333,-8.958826231718547e-05,-0.4648505406374586,0.6420384915453046,-0.0005755431684732929,-1.550682491654846,0.12097779234765837,2024-01-05 00:00:00+00:00,707,-0.0005479165629813732,-1.211669943398872,303,-0.0006400052479544388,-0.9890363893840044,0.06717897506320922,0.860187780653575,0.42861156293440195
GC,1230,20:30,5,rest,2317,-0.07982140484109104,-3.852856512057766,0.00011674781195381412,-7.406637329508216e-05,-1.71487403745007,0.08636832360697204,-0.00013986980214712586,-1.550208976248566,0.12109136606551514,2024-03-05 00:00:00+00:00,649,6.940600083573191e-06,0.10608623204098548,279,-0.00048137500303502436,-1.866930787751014,0.0004873500483565852,0.33691558169054797,0.428733174354998
PA,30,00:30,5,30,1202,-0.1542860196490654,-5.409395373877595,6.323788182259546e-08,-0.0001891725125429318,-1.8679499023254622,0.061769054203849955,-0.000353626822435242,-1.5491207162541745,0.1213527037843925,2025-03-21 00:00:00+00:00,337,-0.0001239861286708054,-0.701903840872918,145,-0.0008873434693222429,-1.3916423041257808,4.972629951456997e-07,0.28415865922009204,0.42937745420115336
PA,390,06:30,15,rest,1837,-0.10489120830224148,-4.518137590311502,6.238594155289278e-06,-0.000712958135620202,-1.4253083019308437,0.15406810139481422,-0.0014370516013121216,-1.5470498602558014,0.12185122302896208,2024-07-04 00:00:00+00:00,515,-0.0019192165586273816,-1.8488875220098706,221,-0.00031345452883538484,-0.16239668677401675,3.4580731946839135e-05,0.4548972509774401,0.43085955332463066
HG,930,15:30,5,5,2508,0.046701449004426666,2.34042651584982,0.01926172852015007,5.3459106089089164e-05,2.3857126200688015,0.01704606562751924,6.256149842203509e-05,1.5458104424075203,0.12215035435698313,2023-08-15 00:00:00+00:00,702,1.4622325446712695e-05,0.3207069001134422,302,0.00017399626474215538,2.1049931818568814,0.0433469015366106,0.1338639267776822,0.43142364173524844
SI,1260,21:00,30,15,2362,-0.10814394973024123,-5.284607751487138,1.259743842216156e-07,-2.853279765893083e-05,-1.6049257583240752,0.1085101441048193,-6.202246266450451e-05,-1.5457281166976578,0.12217024383334577,2024-03-20 00:00:00+00:00,662,-6.222533105751122e-05,-2.674117779446562,284,-6.154957929770716e-05,-0.5032197046172441,9.466328520237425e-07,0.3743186796708765,0.43142364173524844
HG,930,15:30,5,15,2508,0.020853438485686656,1.0441494379475467,0.29641625582356407,5.500754270762208e-05,1.5214049927226367,0.12815823674032847,0.00010139479762964361,1.5451022534357919,0.12232153201997287,2023-08-15 00:00:00+00:00,702,8.809956680664712e-05,1.1181224010852422,302,0.00013229960570164208,1.1144240284910099,0.4082515132396847,0.41194802598414243,0.43167611756559243
SI,600,10:00,30,30,2438,-0.04105405382603118,-2.0279674766994957,0.042563567478730815,-7.509438689333726e-05,-1.6428256095980278,0.1004190199429614,-0.00014654377065087133,-1.5429120740339926,0.1228521108810334,2024-03-04 00:00:00+00:00,683,-0.00013438846576081784,-1.290375886547054,293,-0.00017487849160618374,-0.8607459034097635,0.0841626096710284,0.3638760200210457,0.4332659190784815
PL,240,04:00,60,rest,2512,-0.05932580723372601,-2.977461304168914,0.002906463312855008,-0.000509737101037444,-1.4412858902637076,0.14950393180163948,-0.0010020792078247796,-1.5420723265602325,0.12305601886111714,2024-05-20 00:00:00+00:00,704,-0.0013334604212484511,-1.896947245267049,302,-0.00022958790236032682,-0.16220281360284655,0.008408538247350585,0.4495921462183822,0.43351000422742
PL,1020,17:00,5,60,2534,-0.04735773574995431,-2.385669814792843,0.017048049615042766,-0.00011526121402687911,-1.6439729015305597,0.10018179998885891,-0.0002085924682403032,-1.541967121424053,0.12308158345532663,2023-05-16 00:00:00+00:00,709,-0.00012789639322685102,-0.8248538684334459,305,-0.00039617777048468874,-1.4722965258071377,0.03898138141055848,0.36350337889988377,0.43351000422742
PA,750,12:30,60,120,2436,-0.01749696996105293,-0.8633554237418519,0.38794208009003456,-7.747422117622887e-05,-0.29602988736014935,0.7672072569565229,-0.0007085842910324188,-1.5412099362514293,0.12326569999435626,2024-03-11 00:00:00+00:00,683,-0.0008419014599014356,-1.4995791048584064,293,-0.000397814235272902,-0.49941743566683905,0.4994931169335274,0.9168952227464506,0.4338760162455871
HG,1080,18:00,15,rest,2480,-0.037488618503882874,-1.8674779392407772,0.06183487473397332,-0.00017059530079148187,-1.6964956681509222,0.08979204984431667,-0.0003517840422140401,-1.5394685480542827,0.12368995055215808,2023-10-18 00:00:00+00:00,694,-0.00023082089156683828,-1.6150590269471208,298,-0.000633490171573631,-0.9254006657118163,0.11527452526216253,0.34501064606374515,0.43494958247150356
PL,1290,21:30,15,15,829,-0.1898845081744966,-5.561813412537012,2.669856669234349e-08,-8.409871346080185e-05,-2.348616325126131,0.018843312266944603,-0.0001210309265234549,-1.5390496393570448,0.12379217822048652,2023-12-01 00:00:00+00:00,232,-0.0001904996635322398,-3.7621807771402125,100,4.0136543336926066e-05,0.17209741706981765,2.242845431763638e-07,0.14297660499883633,0.43494958247150356
PA,600,10:00,15,30,2257,-0.08802185911549128,-4.196167206464661,2.7146986468669402e-05,-0.0001481694665086731,-1.7945363546048996,0.07272760137448997,-0.00023738358521261836,-1.5389688711411278,0.12381189593458697,2024-02-15 00:00:00+00:00,632,-0.00036509721249769375,-1.8730749944903033,272,5.936278406740975e-05,0.2476165300927114,0.00013077933819724086,0.3096029477993524,0.43494958247150356
SI,330,05:30,5,15,2428,0.07369860988768412,3.6398823061162178,0.00027276268532897593,7.78656212991243e-05,1.631259232671606,0.1028356315955732,0.000163308032927488,1.538463471535749,0.12393533335965926,2024-06-03 00:00:00+00:00,680,5.2293949814530286e-05,0.5619286942086227,292,0.00042183397990286896,1.5126567234409574,0.00103192036897186,0.36648067302118975,0.4351006836312502
PL,660,11:00,30,15,2534,0.05549486908489201,2.7967552234883,0.005161862368727901,-7.744603257877349e-05,-1.6918088761613075,0.09068242065310089,-0.00014286355928336394,-1.5367620719198645,0.12435158450330652,2024-02-08 00:00:00+00:00,709,1.5181362343489783e-06,0.015020980902939646,305,-0.0004784918285360147,-2.3951084446099977,0.013783650254105599,0.3462580955401035,0.43608496448577355
PA,960,16:00,30,15,2508,-0.07551728069319154,-3.7912182055071573,0.00014991017247793453,-0.00010589276372695484,-1.5720871116556354,0.1159303500798601,-0.00020740617710555937,-1.5363647537998784,0.12444894615029696,2024-01-02 00:00:00+00:00,702,-0.00021871505092248202,-1.3393305493263106,302,-0.0001811186624715206,-0.7551744982153028,0.0006035581015526553,0.3902820124032627,0.43608496448577355
PA,120,02:00,30,30,1453,-0.023044071157420947,-0.8780277783371313,0.37992864412233973,-0.00012374191614303334,-1.495644325349255,0.13474636580197094,-0.00024798697482305844,-1.5363297753541811,0.12445752036340746,2025-03-20 00:00:00+00:00,407,-0.0001761456919228408,-1.0442074518797468,175,-0.000415069272768136,-1.1309942887153994,0.4916082192542114,0.42407087782935593,0.43608496448577355
PA,840,14:00,60,rest,2523,0.045729591637567325,2.298467243611474,0.0215352101501984,0.0005653660248924509,1.9362880111627077,0.05283243631624418,0.0008272156615907501,1.5357088771636171,0.1246097968878857,2024-02-05 00:00:00+00:00,707,0.0004095320809612318,0.6298902381230558,303,0.0018018106830596263,1.877444056479209,0.04778732030868472,0.26270540484455973,0.4363359230831467
PA,660,11:00,30,15,2184,-0.0826069301393702,-3.8719587979013315,0.00010796420546352813,-0.00017512184248175196,-2.7052094029029563,0.006826134394034127,-0.00020780769819757575,-1.534851973456402,0.12482019284147355,2024-04-17 00:00:00+00:00,611,-0.0002606568603373808,-1.7544232373177975,263,-8.502884623019585e-05,-0.2942438064786734,0.0004545419078269939,0.07614306612726728,0.43678993743361705
PA,900,15:00,30,rest,2525,-0.05776371768120762,-2.9062938115705808,0.0036573785096420206,-0.0002540553802903688,-1.0807261821576277,0.279818932983895,-0.0006931904063238961,-1.5341841563275656,0.124984354260091,2024-01-05 00:00:00+00:00,707,-0.0003373834739970396,-0.6503716409070456,303,-0.0015234065817532278,-1.7006437593803987,0.010230826130901413,0.6006666574612755,0.4370816784402665
SI,390,06:30,5,120,2457,0.06497668963136287,3.2262800285897377,0.0012541059091950265,0.00015862824043307814,1.4382896745645002,0.15035188034783312,0.00034095522045231953,1.5338506338146667,0.12506640307200922,2023-12-18 00:00:00+00:00,688,0.00030687752396730297,1.373129137192533,296,0.000420162839309385,0.7983794545674818,0.0040505749067134885,0.4508889538147323,0.43708607275166017
PL,180,03:00,60,60,2528,-0.09757396450875605,-4.927514576304999,8.328221230251791e-07,-0.00011209902164183512,-2.281745983582504,0.022504341533522425,-0.0001513039462220189,-1.5331391920125075,0.12524156291929847,2024-05-07 00:00:00+00:00,708,-0.00017582977755707075,-1.8433916929189411,304,-9.418457587591136e-05,-0.38865795402538844,5.3383503383486e-06,0.15915240065686265,0.4374156587433213
SI,660,11:00,60,30,2442,0.05707850912044766,2.824074473035499,0.004741736569417096,-0.00012291741686238326,-2.183314453024375,0.02901266092052996,-0.00017635287330831028,-1.5323816876626377,0.12542827367835896,2023-11-21 00:00:00+00:00,684,-0.00022294639602774344,-2.304806002935277,294,-6.795161636922092e-05,-0.21919079449841294,0.012818454826088403,0.1868368598576822,0.4377851358709174
PA,90,01:30,30,15,1379,-0.18327806798908755,-6.9182611498413955,4.5722086682814715e-12,-0.00011732535544800417,-1.533633181256064,0.12511992049348336,-0.00025515573261143817,-1.5315654925788666,0.1256296933286435,2025-06-13 00:00:00+00:00,386,-9.553741140834164e-05,-0.6029792525752736,166,-0.0006263164072162289,-1.5154639522312026,6.526556436781731e-11,0.40857784236976574,0.43792919884667814
HG,270,04:30,5,5,2460,-0.08636932672514677,-4.298098757955179,1.722694092544035e-05,-1.1326029040445282e-05,-1.2279866969660362,0.21945196187682947,-2.789314369401743e-05,-1.5315583995382833,0.1256314448447402,2023-10-09 00:00:00+00:00,688,-3.344741234667836e-05,-1.6324166471018031,296,-1.4983221960805535e-05,-0.40030901998183904,8.589654415357815e-05,0.5400455288094497,0.43792919884667814
PL,420,07:00,60,rest,2534,-0.01842235150255867,-0.927151325962672,0.35384797054768097,-0.00029337559122095643,-0.873157596227964,0.38257718392486295,-0.0009683399369607165,-1.5306812807864256,0.1258481823781657,2024-04-25 00:00:00+00:00,709,-0.001400131017493825,-2.0768346250137704,305,3.539736172116508e-05,0.025230431233625603,0.4660412408713744,0.6915793222548388,0.43818443815999714
HG,420,07:00,30,rest,2494,0.032694405373497396,1.6329756173335919,0.10247412487796875,0.00015892785632154593,0.6287627313916159,0.5295044023284265,0.0007111619443051783,1.5306065680871865,0.12586665746776998,2023-09-13 00:00:00+00:00,698,0.0004825325216185268,1.036771294400629,300,0.001243106401089454,1.1261706948723653,0.17402609107363276,0.7963245704380356,0.43818443815999714
GC,1410,23:30,5,5,2393,-0.06600797411452008,-3.2347027739959158,0.0012176942036258858,-1.823738214388117e-05,-1.7902528188098477,0.073413277385938,-3.493000035187783e-05,-1.5296895939297168,0.12609358061681522,2024-01-14 00:00:00+00:00,670,-2.0453427268761047e-05,-0.8490931743146396,288,-6.860813912162866e-05,-1.3375048201718278,0.00394002729761725,0.3112584879764299,0.438438827190355
GC,960,16:00,60,120,2472,-0.10916624835553226,-5.458083906121754,4.813002173189686e-08,-1.4948730964185146e-05,-0.26200604912732756,0.7933167785321315,-0.00016697653104714302,-1.5296563467887812,0.12610181425290062,2024-03-05 00:00:00+00:00,693,-4.2234652388673366e-05,-0.4064655790348378,297,-0.0004580409145835722,-1.6905842086203295,3.8689958034110257e-07,0.9300745399517208,0.438438827190355
HG,1260,21:00,60,30,2406,-0.034214789452558084,-1.6785545368896306,0.09323889324262284,-2.7442516160416748e-05,-2.6906232790136753,0.007131867938149891,-3.3221532131521246e-05,-1.5275571093488833,0.12662253768595605,2024-01-31 00:00:00+00:00,674,-2.080694480647027e-05,-0.8319176433701005,290,-6.207474543181215e-05,-1.4434713465918398,0.16157027944990057,0.07842155598656689,0.43996655676366236
PL,1200,20:00,60,5,2454,-0.0517477591389352,-2.5658664280018515,0.01029184518981009,-2.802774921437307e-05,-1.787492039965902,0.07385799751927875,-4.887047527030706e-05,-1.526958225005076,0.12677139960726125,2023-12-22 00:00:00+00:00,687,-8.338399157042454e-05,-2.727157282824435,295,3.150506946928855e-05,0.3979938303482903,0.025113075597360146,0.3124095125717733,0.4402010730906825
GC,630,10:30,60,120,2413,-0.02983133682193189,-1.4654285491984584,0.1428040330790782,-2.8225242796487127e-05,-0.46301431917434427,0.6433541033325392,-0.0001676579009919543,-1.5262458191942905,0.12694865640513392,2024-03-19 00:00:00+00:00,676,2.271651747625009e-05,0.19449372632380124,290,-0.0006114272350764583,-2.5178252867166773,0.2280985588892274,0.860187780653575,0.4404453277928469
GC,300,05:00,5,rest,2394,-0.061674663070834565,-3.0221424075853873,0.002509924383790725,4.512018723279545e-06,0.023948083751432522,0.9808940199787499,-0.0005475595710040438,-1.52602126885924,0.12700456771845492,2024-04-15 00:00:00+00:00,670,0.0001252371856669335,0.32174752903970516,288,-0.0021127464702038867,-2.740720482589285,0.0074079055735449114,0.9930562619875597,0.4404453277928469
HG,840,14:00,15,rest,2506,0.03632773897362667,1.8190401715904052,0.06890530156864266,0.00019706824693321376,1.1295597670497113,0.25866177206581553,0.0004222339250847518,1.524718766946192,0.1273292587759021,2023-11-03 00:00:00+00:00,702,0.0001906669257143314,0.598005135359818,302,0.0009605121818994375,1.7599884479974663,0.1258108948654596,0.5797878030108427,0.4412884625096927
HG,480,08:00,5,15,2493,0.02737624053000264,1.3668582411756784,0.1716697432111307,2.0601070755471033e-05,0.5100782396267529,0.6099966494769975,0.00011186023681379395,1.5231332064559098,0.12772538259023053,2023-12-14 00:00:00+00:00,698,0.0001544033703880531,1.8194515166142597,300,1.2876546031017622e-05,0.08945041365454104,0.26578728334041735,0.8432555608549142,0.4423779256166115
GC,90,01:30,60,120,2428,-0.03661319524212701,-1.80457242421491,0.07114161646931687,-4.681522028114302e-05,-0.8905123992330429,0.3731908135829959,-0.00015722465957059126,-1.5225779659386458,0.1278643258268949,2024-05-20 00:00:00+00:00,680,-4.267294789562585e-05,-0.41928508633494754,292,-0.0004239889196355792,-1.7054769178929183,0.12897994138706576,0.6826312830919471,0.44257581748144675
HG,570,09:30,60,60,2492,0.027957151621954918,1.3956045751204593,0.1628336039627929,5.411658017545141e-05,1.0618208102211524,0.2883170405971702,0.00013743415431912703,1.5219493547930203,0.1280217711429434,2023-10-02 00:00:00+00:00,698,4.3489010244596346e-05,0.4178510741422002,300,0.0003560131895325351,2.006740285672143,0.2544569027841449,0.6075364071170346,0.4427426938495351
HG,870,14:30,30,5,2509,-0.07037819064205669,-3.5325920444932093,0.00041150694687103277,-6.461467501382165e-05,-2.357322117442745,0.018407271927097273,-7.665643417521059e-05,-1.521600033087025,0.12810932926595095,2023-10-19 00:00:00+00:00,702,-7.152712880713875e-05,-1.249131608300054,302,-8.857952148774846e-05,-0.8700493989513982,0.0015001702038896815,0.1406544366180738,0.4427426938495351
PA,660,11:00,15,60,2184,-0.007844921107560243,-0.3664623125244488,0.7140201298307574,-0.00011138381369764091,-0.9536448009441274,0.34026346994455425,-0.00035007212890099415,-1.5214057313762388,0.12815805149138113,2024-05-15 00:00:00+00:00,611,-0.0004537416196565459,-1.5940217597870168,263,-0.00010922779866661349,-0.2842346556214175,0.7901102275280011,0.6567339894398996,0.4427426938495351
GC,840,14:00,15,30,2490,0.014593030347303209,0.7279757649939136,0.4666284218019056,5.234038806550836e-05,1.1805859749898524,0.2377672378503397,0.0001294581741602228,1.520353502662355,0.128422153937539,2024-03-07 00:00:00+00:00,697,0.00014082835789410315,1.4718771343147161,299,0.00010295309702806694,0.5866515205444643,0.5762291170847544,0.5569544125933766,0.4432983271658817
HG,600,10:00,30,15,2485,-0.05157068718150049,-2.5731763928555793,0.010076983455190815,-4.6123223419019185e-05,-1.7115123696018693,0.08698656970519902,-7.466574946496217e-05,-1.520017161130977,0.1285066625995426,2023-10-02 00:00:00+00:00,695,-0.00010657777849443712,-1.8065759489410842,299,-4.889595803966481e-07,-0.005514002438781149,0.024634650019241894,0.33783010919248146,0.4432983271658817
