root,time_bin,time_utc,horizon,n,mean,tstat,p_value,split_date,train_n,train_mean,train_tstat,test_n,test_mean,test_tstat,q_value
SI,1080,18:00,rest,2440,0.0005469434655734598,3.5930971438297714,0.0003267706932722237,2023-07-31 00:00:00+00:00,1708,0.0005540014794816295,4.034976398658134,732,0.0005304747664543975,1.3474589159341672,0.009069553935718861
HG,390,06:30,30,2492,-0.00015537213779309654,-3.585988512714141,0.00033580374069207427,2023-07-12 00:00:00+00:00,1744,-0.00020236019880967462,-3.973788190631709,748,-4.5817086438935916e-05,-0.5587035217684728,0.00913386174682442
SI,1110,18:30,rest,2424,0.0005344645706135621,3.5803603779633026,0.0003431206504962536,2023-08-04 00:00:00+00:00,1696,0.0005053219003655962,3.8865909879150102,728,0.0006023573848176145,1.5277155745853621,0.009149884013233429
PL,1230,20:30,rest,2449,0.00026744656896597103,3.570622696526103,0.00035613358287632686,2023-06-27 00:00:00+00:00,1714,0.000265133875928336,3.7459061646995435,735,0.0002728397061993131,1.4567176666868356,0.009314262936765471
GC,990,16:30,rest,2468,0.0002999408708992153,3.5629468285199852,0.0003667149783411763,2023-07-17 00:00:00+00:00,1727,0.00021303347764057396,2.4939712295189347,741,0.0005024902206396656,2.546210026719577,0.009410044727245277
SI,660,11:00,15,2442,0.00014648126980195707,3.516214879399019,0.0004377465456135303,2023-07-31 00:00:00+00:00,1709,9.670876480182855e-05,2.5663411967487,733,0.0002625265781856128,2.4450366348447723,0.011024727815451874
SI,1200,20:00,60,2381,0.00018462187866997233,3.5052041624469603,0.00045625725648627705,2023-07-25 00:00:00+00:00,1666,0.00010030441604414816,2.0870339755142533,715,0.00038108746291420047,2.8274117695179397,0.011085603024712893
SI,600,10:00,60,2438,-0.0002345403863774874,-3.5050823856181172,0.0004564660068999426,2023-08-01 00:00:00+00:00,1706,-0.00022998729844491195,-3.145856251614636,732,-0.0002451518180892001,-1.7054792380335173,0.011085603024712893
HG,1230,20:30,rest,2403,0.0001425337938483457,3.49237296895994,0.00047874925276100017,2023-07-17 00:00:00+00:00,1682,0.00013134361656888576,3.0008330570786343,721,0.00016863903404813987,1.8755096762224117,0.011422789188683512
PL,1170,19:30,rest,2465,0.00032050071019119604,3.4811081716462513,0.0004993437846159513,2023-07-05 00:00:00+00:00,1725,0.00030986508325636056,3.584370119782483,740,0.0003452932189244275,1.4927789300868108,0.011708750811684375
PA,1260,21:00,rest,1909,0.0003270184508570596,3.4609855952846122,0.0005382016094806664,2024-02-12 00:00:00+00:00,1336,0.00039503071306782917,4.3366031627485135,573,0.00016844186741275222,0.7248709186963032,0.012406003201588243
HG,690,11:30,15,2496,0.00010113123327719242,3.4275289314018584,0.0006091013961065546,2023-07-11 00:00:00+00:00,1747,0.0001476102237487792,4.264040914774207,749,-7.2783746718891675e-06,-0.13009368329889376,0.01380629831174857
HG,30,00:30,30,2474,0.00014501776671813383,3.373624401999505,0.0007418551664700975,2023-07-20 00:00:00+00:00,1731,0.0001515161435929305,2.9015957668720933,743,0.0001298782103651419,1.7211589089589199,0.016431046256878183
GC,1290,21:30,rest,775,0.0002172680227320975,3.3709618129128067,0.0007490624028870936,2023-11-21 00:00:00+00:00,542,0.0001631529967903423,3.2047274879664074,233,0.00034314932771248936,1.920027755450008,0.016431046256878183
GC,1020,17:00,rest,2470,0.00027335955160870515,3.3366166465324443,0.0008480483328171211,2023-07-17 00:00:00+00:00,1729,0.00022580341455403428,2.798778940139296,741,0.00038432387140293717,1.9421397312266657,0.018307075121131503
HG,1230,20:30,120,2403,0.00010956582262454455,3.323072705344798,0.0008903170619301428,2023-07-17 00:00:00+00:00,1682,0.00010779918760729644,3.09116926592205,721,0.00011368715424591949,1.5380820755538045,0.018919237566015535
