root,time_bin,time_utc,horizon,n,mean,tstat,p_value,split_date,train_n,train_mean,train_tstat,test_n,test_mean,test_tstat,q_value
PL,1350,22:30,15,1630,-4.7923399368368184e-05,-1.543868222193605,0.12262025986222808,2023-07-10 00:00:00+00:00,1141,-0.00010088326372022177,-2.936850973206975,489,7.564961745262352e-05,1.1611057708811827,0.5157075568248326
HG,1140,19:00,5,2433,-2.3898776266457246e-05,-1.5432067596548373,0.12278061773635851,2023-07-21 00:00:00+00:00,1703,-2.0425440453348593e-05,-1.1998045259732286,730,-3.200164049895592e-05,-0.9702054030099396,0.5157075568248326
PA,600,10:00,15,2257,0.00010145004956913696,1.5427860806643743,0.1228826878260458,2023-10-12 00:00:00+00:00,1579,3.51798361528431e-05,0.4329949331002281,678,0.00025578731650767385,2.326952366482794,0.5157075568248326
SI,30,00:30,30,2437,-8.745269489999668e-05,-1.5402544037948838,0.12349835335447218,2023-08-02 00:00:00+00:00,1705,-0.00013093894124848108,-2.1736726063684726,732,1.3836990925366574e-05,0.10924310310921795,0.5157075568248326
HG,540,09:00,15,2490,5.1589220819672975e-05,1.53970795472605,0.12363155695067676,2023-07-13 00:00:00+00:00,1743,6.691552455033301e-05,1.7511429696799146,747,1.5827845448132905e-05,0.23524241554261524,0.5157075568248326
SI,1170,19:30,60,2385,9.263484606058205e-05,1.5378657225233048,0.12408144989025663,2023-08-04 00:00:00+00:00,1669,7.049174272119977e-05,1.2135532612993039,716,0.00014425054364917007,0.9737570512046697,0.5157075568248326
SI,390,06:30,rest,2457,0.000567009140377306,1.5351786211207457,0.12473995824632171,2023-07-24 00:00:00+00:00,1719,0.00037136087927130946,0.9747237702372036,738,0.0010227264314900538,1.2011984288206956,0.5157075568248326
GC,1410,23:30,15,2393,2.531719475388491e-05,1.5351270380676472,0.12475262593727628,2023-08-21 00:00:00+00:00,1675,1.9001909536393415e-05,1.109762885352294,718,4.004992837407746e-05,1.0602507873404257,0.5157075568248326
HG,1380,23:00,15,1598,3.1355428373132384e-05,1.5351144186684393,0.12475572514365436,2023-07-24 00:00:00+00:00,1118,3.90194374737556e-05,1.829296063533746,480,1.3504673842930822e-05,0.2906719864408924,0.5157075568248326
HG,480,08:00,5,2493,4.073178325995427e-05,1.5323754632143187,0.125429808787397,2023-07-12 00:00:00+00:00,1745,3.174285522497253e-05,1.0455504198556402,748,6.170194291375525e-05,1.1589093800191796,0.5169228483359393
SI,420,07:00,30,2451,8.502792299731856e-05,1.5238231747107416,0.12755288877811927,2023-07-26 00:00:00+00:00,1715,1.90713396767358e-05,0.31218239894818756,736,0.0002387175159250352,2.000695543903831,0.5234865657703185
PL,1050,17:30,15,2517,-4.866886660707101e-05,-1.5228656998586791,0.1277923087027542,2023-06-29 00:00:00+00:00,1761,-3.056362579703015e-05,-0.8381018365968015,756,-9.084258230347572e-05,-1.4174773417156368,0.5234865657703185
GC,30,00:30,rest,2397,0.00031670055236895873,1.5142773417562425,0.12995551281210338,2023-08-16 00:00:00+00:00,1677,0.00018112113012613138,0.8204143690802579,720,0.0006324876233428774,1.3470868765336232,0.5288434570753298
PL,1110,18:30,5,2496,2.9957004421977356e-05,1.5120004641100595,0.13053374447318442,2023-07-07 00:00:00+00:00,1747,3.32014920383723e-05,1.4144432702967344,749,2.2389421156500765e-05,0.6063502186382739,0.5288434570753298
HG,900,15:00,15,2505,6.249531363383715e-05,1.5105367509366523,0.13090651913581336,2023-07-07 00:00:00+00:00,1753,5.232653007216524e-05,1.0550437465944087,752,8.619993808012822e-05,1.1484789370343411,0.5288434570753298
PL,60,01:00,15,2535,8.941827955562204e-05,1.5101436265596937,0.13100677955124213,2023-06-26 00:00:00+00:00,1774,-2.8106936176873146e-05,-0.6485363786085706,761,0.0003633863908689551,2.1493188900294036,0.5288434570753298
PA,690,11:30,120,2192,-0.0003557801495906288,-1.5085344642795875,0.13141779286514108,2023-11-07 00:00:00+00:00,1534,-0.00047756576985024253,-1.6973692669353233,658,-7.186048169055666e-05,-0.16611134963109028,0.5288434570753298
HG,630,10:30,rest,2492,0.00033527153103314394,1.507547496828814,0.1316703789095255,2023-07-12 00:00:00+00:00,1744,0.00038025798410150504,1.6047034992134648,748,0.00023038333029621648,0.46642272786228234,0.5288434570753298
SI,600,10:00,120,2438,-0.0001566762584924669,-1.5069557152795447,0.1318220087856888,2023-08-01 00:00:00+00:00,1706,-0.0002476174303594334,-2.13615094682965,732,5.5271336049944124e-05,0.25523698474713197,0.5288434570753298
HG,90,01:30,60,2492,0.00010548029017691051,1.5039222994485202,0.1326013745224823,2023-07-13 00:00:00+00:00,1744,1.3066347914419849e-05,0.1751568400265786,748,0.00032094809138785127,2.0594371515996017,0.5298977345475291
GC,630,10:30,120,2413,9.183064350658053e-05,1.5029029805308545,0.13286406432404957,2023-08-09 00:00:00+00:00,1689,9.013401913819865e-05,1.3222825793692785,724,9.578865256486369e-05,0.7524952005515921,0.5298977345475291
PL,690,11:30,5,2531,3.5970195333918416e-05,1.499782818886158,0.1336706692532049,2023-06-26 00:00:00+00:00,1771,3.649715784152331e-05,1.3127216671600708,760,3.4742234016854906e-05,0.7432810295079035,0.5315558777320428
PA,750,12:30,120,2436,-0.000393669239049527,-1.4946182894657791,0.13501409014693744,2023-07-28 00:00:00+00:00,1705,-0.0004144706345668706,-1.3494243185396655,731,-0.00034515162023000475,-0.6801471262113943,0.5341796159158086
PA,660,11:00,15,2184,9.743979253257796e-05,1.4925503371305766,0.13555493150787054,2023-11-02 00:00:00+00:00,1528,-1.1045838459335514e-05,-0.15261224736959503,656,0.0003501319330137423,2.560115353775648,0.5341796159158086
SI,450,07:30,30,2446,8.714994321476495e-05,1.490901322880276,0.13598740402257267,2023-07-28 00:00:00+00:00,1712,4.6643100215753556e-05,0.7039205659581304,734,0.00018162911925605581,1.5317958204731004,0.5341796159158086
PA,180,03:00,30,1275,0.0001456602735145498,1.490369634676249,0.13612707211385647,2024-11-01 00:00:00+00:00,892,0.00019933144518747672,1.7776512942204017,383,2.0661095623555492e-05,0.10642568141892639,0.5341796159158086
HG,270,04:30,5,2460,-1.5080588647119727e-05,-1.487702319468112,0.1368294156437554,2023-07-26 00:00:00+00:00,1722,-2.655202858984212e-05,-2.380853180539974,738,1.1686104552565854e-05,0.5426607702362309,0.5341796159158086
PA,1320,22:00,60,651,-9.058985184922619e-05,-1.4838097617577262,0.13785939664247363,2024-01-17 00:00:00+00:00,455,-0.0001618045851849982,-2.2077433703008906,196,7.47300648231017e-05,0.6811721286522415,0.5341796159158086
PA,1050,17:30,5,2428,-4.899182024147484e-05,-1.4836746205507405,0.13789526241441305,2023-07-27 00:00:00+00:00,1699,-5.00865482924698e-05,-1.275782726584,729,-4.6440458158291805e-05,-0.7605640797263432,0.5341796159158086
PA,1080,18:00,60,2275,0.00012944225009115884,1.4820847813389848,0.13831773765178282,2023-09-27 00:00:00+00:00,1592,0.0002443878848054305,2.4266603895904915,683,-0.0001384837388768067,-0.8074268159941617,0.5341796159158086
PA,840,14:00,rest,2523,0.00043403016331794013,1.4808910998027778,0.13863559509723977,2023-06-28 00:00:00+00:00,1766,0.0006096898357723525,1.8209237565858551,757,2.4234943298795797e-05,0.04131027530908571,0.5341796159158086
SI,660,11:00,rest,2442,0.0004852758056708344,1.47942845126266,0.139025840747304,2023-07-31 00:00:00+00:00,1709,0.0004911815448421567,1.425753272531049,733,0.0004715064901949955,0.6359758340552768,0.5341796159158086
PL,570,09:30,15,2533,-5.982956771983037e-05,-1.478081303814738,0.1393860176753537,2023-06-26 00:00:00+00:00,1773,-3.453162611054758e-05,-0.8406075952256932,760,-0.00011884700255306507,-1.2514038414328543,0.5341796159158086
SI,360,06:00,120,2457,0.0001702694960989106,1.4748849987550465,0.14024346406218888,2023-07-24 00:00:00+00:00,1719,5.921646316245749e-05,0.4726949665269605,738,0.0004289418045240635,1.7154336193787085,0.5341796159158086
GC,480,08:00,rest,2423,0.00026345714444456485,1.4723171709104925,0.14093524857845052,2023-08-04 00:00:00+00:00,1696,0.00017752617210969616,0.9089280895552895,727,0.0004639233467553452,1.205232230939737,0.5341796159158086
SI,1410,23:30,rest,2421,5.9166743430800816e-05,1.4714422305710184,0.14117155974961187,2023-08-06 00:00:00+00:00,1694,1.813161026679375e-05,0.4419437885471932,727,0.00015478368370566736,1.65154615717187,0.5341796159158086
PL,1170,19:30,15,2465,4.112940516645629e-05,1.4713572105849626,0.14119453888018804,2023-07-05 00:00:00+00:00,1725,4.867712300505181e-05,1.681472358238038,740,2.35350629075681e-05,0.36663718089259206,0.5341796159158086
PL,510,08:30,120,2533,-0.00020897369462930586,-1.4701077779508915,0.14153256613327625,2023-06-26 00:00:00+00:00,1773,-0.00023982095676514697,-1.362705394563831,760,-0.00013701027914661342,-0.5791686624129817,0.5341796159158086
GC,450,07:30,rest,2425,0.00026861360091126005,1.4695103746240195,0.14169440995049037,2023-08-03 00:00:00+00:00,1697,0.00016640151975359232,0.8391681363575135,728,0.0005068744549285158,1.2785764491357228,0.5341796159158086
SI,300,05:00,60,2430,-0.00011743874648599152,-1.4686508798212548,0.14192750691329065,2023-08-04 00:00:00+00:00,1701,7.764494385947478e-06,0.1053637580522801,729,-0.0004095796418538492,-2.013998963581678,0.5341796159158086
PA,660,11:00,120,2184,-0.0003064253250608808,-1.4676286596993509,0.14220511868608232,2023-11-02 00:00:00+00:00,1528,-0.0006013494596075945,-2.4564017868231596,656,0.00038053211028573296,0.9596690958537053,0.5341796159158086
HG,1080,18:00,15,2480,-0.00012436210350631296,-1.4670972872968902,0.14234959198548475,2023-07-17 00:00:00+00:00,1736,-4.778750068208698e-05,-1.5969214840150554,744,-0.0003030361767628403,-1.106725279896924,0.5341796159158086
PA,750,12:30,15,2436,-0.0001247294491762866,-1.4662550218319321,0.14257882395399893,2023-07-28 00:00:00+00:00,1705,-0.000205227739796995,-2.026005053495531,731,6.302648175163106e-05,0.40264334582983496,0.5341796159158086
SI,690,11:30,5,2459,3.624346137226759e-05,1.4581379912022676,0.14480251146961862,2023-07-24 00:00:00+00:00,1721,3.060747167789715e-05,1.028056870906449,738,4.938646715006098e-05,1.0930916927294223,0.5356282169721978
PL,510,08:30,5,2533,-3.8721669303010256e-05,-1.4576099513976928,0.14494808510892482,2023-06-26 00:00:00+00:00,1773,-1.3256381728563592e-05,-0.47943188048238317,760,-9.812950465760753e-05,-1.6185614176589667,0.5356282169721978
PA,210,03:30,5,1195,7.01635471654283e-05,1.455510550692233,0.14552797148178984,2024-11-13 00:00:00+00:00,836,3.7003637253379885e-05,0.6780485098702287,359,0.00014738272456507305,1.5043887015756616,0.5356282169721978
PL,750,12:30,120,2536,-0.00026398780744719274,-1.4552206118706565,0.14560819639493275,2023-06-23 00:00:00+00:00,1775,-0.0003197046635158224,-1.5274012442320162,761,-0.0001340306201649094,-0.3757544488380619,0.5356282169721978
SI,780,13:00,5,2474,5.854112713431159e-05,1.454516153899027,0.14580325817655668,2023-07-17 00:00:00+00:00,1731,1.89545895792563e-05,0.42901825344817374,743,0.00015076763656607568,1.7576810815515018,0.5356282169721978
PL,600,10:00,5,2534,-4.0637433339564126e-05,-1.4530235559936426,0.14621721380752203,2023-06-23 00:00:00+00:00,1773,-3.5771645097903786e-05,-1.087922788365909,761,-5.197388873044952e-05,-0.9809127463799895,0.5356282169721978
GC,840,14:00,15,2490,4.887902759791505e-05,1.4519464358099143,0.14651649950629736,2023-07-07 00:00:00+00:00,1743,4.314857031035236e-05,1.1464604133988283,747,6.2250094602228e-05,0.890584062275694,0.5356282169721978
GC,90,01:30,rest,2428,0.00029054617856417504,1.4510831876402064,0.14675669743188705,2023-08-03 00:00:00+00:00,1699,0.0001829157825806607,0.8542087288792931,729,0.0005413884868988676,1.2235937126422147,0.5356282169721978
GC,1260,21:00,5,2322,6.632753751265397e-06,1.4507825763541384,0.14684041288280478,2023-08-14 00:00:00+00:00,1625,-2.7908744619306976e-06,-0.5984008804463343,697,2.8603192555345245e-05,2.692096213805226,0.5356282169721978
PL,660,11:00,60,2534,0.00011592577395807248,1.4505360543757528,0.14690909257654838,2023-06-23 00:00:00+00:00,1773,2.2304451020878694e-05,0.24425433711964592,761,0.00033404746327166584,2.0920131961058335,0.5356282169721978
PL,390,06:30,15,2531,5.0540215698075965e-05,1.448185439318017,0.1475651956580866,2023-06-23 00:00:00+00:00,1771,7.423662542103823e-05,2.1677904280946154,760,-4.678654853721606e-06,-0.05536369041455838,0.5356282169721978
PA,810,13:30,5,2520,-9.031490558708379e-05,-1.4462670126390498,0.1481023243049496,2023-06-28 00:00:00+00:00,1764,-0.00010453602567539038,-1.4691866682654504,756,-5.7132292047701724e-05,-0.4547651633277259,0.5356282169721978
PL,540,09:00,5,2534,3.585480941072299e-05,1.4455236257095476,0.1483108617694851,2023-06-23 00:00:00+00:00,1773,9.749614005605951e-06,0.3685859906665626,761,9.667545521002985e-05,1.7591351093121739,0.5356282169721978
SI,390,06:30,60,2457,0.00010935968242982702,1.444470075572143,0.1486067913646551,2023-07-24 00:00:00+00:00,1719,1.9982465040710024e-06,0.024320925573252043,738,0.0003594332709886002,2.194847763814546,0.5356282169721978
GC,1290,21:30,5,775,-2.0480376255432112e-05,-1.4407056509194704,0.1496678577740081,2023-11-21 00:00:00+00:00,542,-4.086866860204681e-06,-0.38541687154181664,233,-5.861463416192683e-05,-1.454688072835941,0.5356282169721978
GC,420,07:00,30,2423,4.066487569761455e-05,1.4396696696282691,0.14996087834389865,2023-08-04 00:00:00+00:00,1696,9.530157180547136e-06,0.3053136895487465,727,0.00011329827680483095,1.9005478137805005,0.5356282169721978
GC,270,04:30,rest,2385,0.00028097566137875313,1.4392410999446827,0.15008222435979435,2023-08-21 00:00:00+00:00,1669,0.00018008932475767716,0.8500282023227161,716,0.0005161422756533003,1.2196074648859458,0.5356282169721978
PA,180,03:00,60,1275,0.0001614778004519918,1.4383438288696466,0.15033652185526622,2024-11-01 00:00:00+00:00,892,0.00014033335783054468,1.15417532021692,383,0.0002107228208653883,0.8630445519738056,0.5356282169721978
PA,390,06:30,30,1837,-0.0001135933244063127,-1.4379490397953232,0.1504485138848379,2024-02-26 00:00:00+00:00,1285,-0.00019026148549896308,-2.2083153696664124,552,6.488237668799119e-05,0.3819901492666618,0.5356282169721978
GC,420,07:00,120,2423,7.796244238139441e-05,1.43455629329895,0.1514135768463465,2023-08-04 00:00:00+00:00,1696,2.0702572740759756e-06,0.03462509993438813,727,0.00025500941066476727,2.210683335753872,0.5369841760252403
GC,570,09:30,120,2416,7.217892029113029e-05,1.4331931172689227,0.15180265606359764,2023-08-08 00:00:00+00:00,1691,4.5124585761979764e-05,0.8134125358191713,725,0.00013528082331015583,1.2653521817124147,0.5369841760252403
GC,570,09:30,rest,2416,0.0002407918038560071,1.4324541085158222,0.15201390277185112,2023-08-08 00:00:00+00:00,1691,0.0001649327323749509,0.8837561781440376,725,0.000417726548510443,1.1843356252155537,0.5369841760252403
PL,630,10:30,5,2534,4.398628210718123e-05,1.4265380185731944,0.15371310084695425,2023-06-23 00:00:00+00:00,1773,5.1922597034446114e-05,1.33204740324116,761,2.549602407033415e-05,0.5319634658964045,0.5415798371809787
GC,780,13:00,60,2471,-9.526783556626969e-05,-1.4197081906641111,0.15569265259970044,2023-07-13 00:00:00+00:00,1729,-8.872219509439753e-05,-1.1534968948599513,742,-0.00011052041289223596,-0.827520443656886,0.5446695720946471
GC,930,15:30,30,2487,-4.9735730000230706e-05,-1.4176666618468126,0.15628810773291954,2023-07-07 00:00:00+00:00,1740,-4.575662444916491e-05,-1.1626997273319668,747,-5.900432927580566e-05,-0.8146517086523809,0.5446695720946471
GC,870,14:30,30,2484,-6.480968285431844e-05,-1.4153349228687686,0.1569703202641597,2023-07-10 00:00:00+00:00,1738,-6.317977494303171e-05,-1.1991719509433119,746,-6.860697501224917e-05,-0.7580193389517136,0.5446695720946471
SI,1290,21:30,5,795,-4.71310602228665e-05,-1.414165859369879,0.15731320956218167,2023-11-13 00:00:00+00:00,556,-1.5317646747523147e-05,-0.7217679498348755,239,-0.0001211405074709456,-1.2206010893259096,0.5446695720946471
SI,600,10:00,5,2438,-3.2844132067371775e-05,-1.4135486259237062,0.1574944745208859,2023-08-01 00:00:00+00:00,1706,-6.169734705968502e-05,-2.2510177949064465,732,3.440120232728176e-05,0.7887982851140366,0.5446695720946471
SI,420,07:00,rest,2451,0.0005118868899582683,1.412643719611268,0.1577605073451865,2023-07-26 00:00:00+00:00,1715,0.0003387065996789564,0.8972279606806668,736,0.0009154252022259587,1.107780991346427,0.5446695720946471
GC,570,09:30,15,2416,2.7159676650975795e-05,1.4123362775036525,0.1578509694882832,2023-08-08 00:00:00+00:00,1691,3.892766916906455e-05,2.1340123465949388,725,-2.881514153526057e-07,-0.006011636681048036,0.5446695720946471
GC,540,09:00,5,2416,1.6462984993525684e-05,1.4112445766899764,0.15817251038137256,2023-08-08 00:00:00+00:00,1691,1.4413347554970544e-05,1.128723706128173,725,2.124358762607292e-05,0.849838910427758,0.5446695720946471
PA,1170,19:30,60,1795,0.0001074504245342367,1.41117007594141,0.15819447130690117,2024-03-08 00:00:00+00:00,1256,0.00014957746856977976,1.7790306513115264,539,9.284251419872907e-06,0.057654489493670885,0.5446695720946471
PL,570,09:30,30,2533,-7.029894673030592e-05,-1.4022114987627945,0.16085209892544752,2023-06-26 00:00:00+00:00,1773,-3.888568774126646e-05,-0.7035844815791926,760,-0.00014358277329289403,-1.3507758276118835,0.5516291719556411
HG,510,08:30,120,2496,-0.0001185117137337278,-1.4003277791974236,0.16141518589005713,2023-07-11 00:00:00+00:00,1747,-0.00014265201939407096,-1.4421166645701737,749,-6.220582055800081e-05,-0.38331717583110864,0.5516291719556411
GC,630,10:30,30,2413,3.808046788264382e-05,1.4002694193336975,0.16143265473407734,2023-08-09 00:00:00+00:00,1689,5.455266579953043e-05,1.7608394041991988,724,-3.470767052311677e-07,-0.006344698279254233,0.5516291719556411
HG,960,16:00,rest,2510,0.0001816182159047858,1.3946695455718898,0.16311551261913693,2023-07-06 00:00:00+00:00,1757,0.00017129080205085823,1.5013182888722123,753,0.0002057155148972835,0.5996973721371082,0.5559826996542011
SI,1350,22:30,rest,1588,0.00011993201596648873,1.3914491380418903,0.1640892728283535,2023-07-26 00:00:00+00:00,1111,6.115611156593497e-05,0.6211227510287735,477,0.00025682935305037813,1.4890716546754688,0.5579035276164019
HG,750,12:30,5,2496,-3.312566870495812e-05,-1.3876469325349527,0.16524458274237036,2023-07-11 00:00:00+00:00,1747,-1.9198321381705375e-05,-0.69171713571076,749,-6.561041606640343e-05,-1.4188233958396081,0.5604305050614057
GC,300,05:00,rest,2394,0.0002692779746278108,1.3835124020106633,0.1665078072440844,2023-08-16 00:00:00+00:00,1675,0.00019265459373343037,0.9105407080100647,719,0.000447781678380366,1.0638219123421888,0.5606616987755313
PL,360,06:00,120,2533,0.00014328189200419844,1.3833981221066223,0.1665428260473879,2023-06-26 00:00:00+00:00,1773,8.932355376509782e-05,0.8089772839454004,760,0.0002691610152909424,1.1709400215115955,0.5606616987755313
GC,1230,20:30,5,2317,-1.1638834039278943e-05,-1.3833763293384524,0.16654950463626075,2023-08-15 00:00:00+00:00,1621,-9.64032582515212e-06,-1.0578223126683024,696,-1.6293405612697883e-05,-0.8911007352237068,0.5606616987755313
PA,330,05:30,120,1123,-0.000284160398455648,-1.3811576373786836,0.16723049688329175,2024-10-25 00:00:00+00:00,786,-0.00042293297891744694,-2.072418983220064,337,3.950502659768714e-05,0.08003470923542862,0.5615641376821648
PA,1320,22:00,rest,651,0.00022816381991456425,1.3771443907747007,0.16846761061850649,2024-01-17 00:00:00+00:00,455,0.0004438503088112254,2.723091703272337,196,-0.0002725369578812563,-0.6846116585870374,0.5630439271099323
GC,630,10:30,rest,2413,0.00022810781984040074,1.3767384762332826,0.1685931183605406,2023-08-09 00:00:00+00:00,1689,0.0001716493837577564,0.9367022181576968,724,0.0003598181769448017,1.0288740226156268,0.5630439271099323
HG,1140,19:00,15,2433,-2.841709236713825e-05,-1.3757043710407617,0.1689131781329797,2023-07-21 00:00:00+00:00,1703,-4.011598595153774e-05,-1.6851286365355664,730,-1.12501596408028e-06,-0.027645194486460994,0.5630439271099323
HG,900,15:00,5,2505,3.5251307364087603e-05,1.3730335551766482,0.1697419153856379,2023-07-07 00:00:00+00:00,1753,1.0666294325000564e-05,0.3550729318486926,752,9.256184972781044e-05,1.886505379344903,0.5632320510695934
GC,330,05:30,rest,2403,0.00026349963498196674,1.3725557415931282,0.16989049883459378,2023-08-14 00:00:00+00:00,1682,0.00016438481439997728,0.7877214235898189,721,0.0004947217268251099,1.191192829275975,0.5632320510695934
GC,840,14:00,30,2490,6.154018945397156e-05,1.3703064784933827,0.17059125158751012,2023-07-07 00:00:00+00:00,1743,8.579160769846239e-05,1.7386371777569234,747,4.95354688349299e-06,0.05176190007533065,0.5632320510695934
PA,720,12:00,30,2299,-0.00016162849373676903,-1.3701945466369154,0.17062618017696507,2023-09-15 00:00:00+00:00,1609,-0.00014906179657373815,-1.0471024572108216,690,-0.00019093257451259033,-0.9067423183532536,0.5632320510695934
SI,270,04:30,5,2429,1.9460598784270333e-05,1.3672807288121083,0.17153732974465163,2023-08-04 00:00:00+00:00,1700,1.5336027119390958e-05,1.006885854407297,729,2.9078941487006874e-05,0.9249046855532462,0.5644936162291797
HG,180,03:00,60,2482,-6.36803024769783e-05,-1.3663201541173373,0.17183849788152972,2023-07-18 00:00:00+00:00,1737,-8.113370744626617e-05,-1.532472530545109,745,-2.298692740093398e-05,-0.24392720668418882,0.5644936162291797
SI,780,13:00,rest,2474,0.0004007544446478513,1.363464281810714,0.1727362339988905,2023-07-17 00:00:00+00:00,1731,0.0004790228672615849,1.5719019713589686,743,0.0002184090347630967,0.32406480112596825,0.5660753692493761
PL,1080,18:00,5,2514,-3.5946428563881626e-05,-1.3584015898048611,0.1743362900943744,2023-06-30 00:00:00+00:00,1759,-3.83969420859294e-05,-1.2114137928692978,755,-3.0237218914501458e-05,-0.6285801766565202,0.568105149172214
GC,180,03:00,rest,2408,0.0002639932543544668,1.3575799483072541,0.17459700913956058,2023-08-11 00:00:00+00:00,1685,0.0001324041385007862,0.6280958462673929,723,0.000570670516060486,1.3521440352909062,0.568105149172214
PA,690,11:30,60,2192,-0.0001959781637288696,-1.3569702788524376,0.17479065436041794,2023-11-07 00:00:00+00:00,1534,-0.00026611912875100947,-1.5363996979411725,658,-3.245804162558307e-05,-0.12404893385879298,0.568105149172214
SI,1350,22:30,15,1588,-5.4705993705139284e-05,-1.356228386394373,0.17502651286996887,2023-07-26 00:00:00+00:00,1111,-0.00011500214418474226,-2.42296641270496,477,8.57322100324685e-05,1.1291703944960547,0.568105149172214
HG,990,16:30,rest,2504,0.00016781283116305438,1.3520966745191145,0.17634439101807553,2023-07-07 00:00:00+00:00,1752,0.00017076018094646481,1.6485324123192198,752,0.00016094613326340668,0.47949012822152665,0.5710199328204351
PA,1230,20:30,60,1540,8.973451973870133e-05,1.3485712949896664,0.17747470588471667,2024-04-26 00:00:00+00:00,1078,0.00017889797705015627,2.6895826161042726,462,-0.0001183135473213602,-0.7479973982839476,0.5714437125919165
PL,870,14:30,5,2538,5.650327661144246e-05,1.3478828954118545,0.1776960503079301,2023-06-23 00:00:00+00:00,1776,5.036711556948753e-05,1.06775974320298,762,7.080488029977838e-05,0.8221998068654276,0.5714437125919165
HG,750,12:30,rest,2496,0.0002787322764344413,1.3461626006216605,0.17825008347356314,2023-07-11 00:00:00+00:00,1747,0.0003167490014267559,1.4515404996147747,749,0.0001900604225471602,0.4077351181551305,0.5714437125919165
PL,750,12:30,60,2536,-0.000158696679977755,-1.3451017311960591,0.17859238424052803,2023-06-23 00:00:00+00:00,1775,-0.00018551587979165254,-1.3630199743387363,761,-9.6142041778454e-05,-0.41427756813573197,0.5714437125919165
PL,1140,19:00,15,2479,3.794714661146179e-05,1.3440868766264056,0.17892029528346837,2023-06-28 00:00:00+00:00,1735,-9.545572441043892e-06,-0.3026923330504553,744,0.0001486996567675066,2.5420753555289632,0.5714437125919165
GC,300,05:00,60,2394,-4.981838422214987e-05,-1.3438517247584427,0.17899633938540915,2023-08-16 00:00:00+00:00,1675,1.5485003286300873e-05,0.4662219044149528,719,-0.0002019507542870386,-2.104009569566192,0.5714437125919165
SI,780,13:00,15,2474,8.769180862122603e-05,1.3389055831934829,0.18060141185225104,2023-07-17 00:00:00+00:00,1731,1.2164383341864268e-05,0.16274595320163243,743,0.0002636513956448804,2.0104175861625793,0.5752176115200501
PL,840,14:00,rest,2538,0.00028810589741326656,1.335919607152632,0.18157555150082477,2023-06-23 00:00:00+00:00,1776,0.0002112438062988061,0.8884024589862588,762,0.000467249038908387,1.0220249277107138,0.5769690421521535
GC,510,08:30,rest,2418,0.00023292487124599727,1.3342300592977048,0.18212847108078475,2023-08-07 00:00:00+00:00,1692,0.00015168964995303705,0.7909748302496236,726,0.00042224993244116077,1.1349814819620465,0.5773769712584318
PA,750,12:30,30,2436,-0.00015902360241365406,-1.332843671831793,0.1825831107281684,2023-07-28 00:00:00+00:00,1705,-0.00023266748657793152,-1.6570978158865044,731,1.2744964617937065e-05,0.05652177751082914,0.5774721641635094
SI,360,06:00,rest,2457,0.0004974051484683328,1.3306285953741763,0.18331124861898046,2023-07-24 00:00:00+00:00,1719,0.00031828576562515157,0.8158602565014273,738,0.0009146222475298891,1.07521656104256,0.5784299260366901
SI,120,02:00,5,2452,-3.5544861737356844e-05,-1.3270127083694967,0.18450447883331342,2023-07-27 00:00:00+00:00,1716,-3.438096429910289e-05,-1.564241880100903,736,-3.825851391676417e-05,-0.5234181568750645,0.5805747616831776
SI,1020,17:00,15,2471,-5.408907143394555e-05,-1.325984720028181,0.18484475868295286,2023-07-19 00:00:00+00:00,1729,-3.375706603418061e-05,-0.7534871130605657,742,-0.00010146648024283177,-1.1669821980781918,0.5805747616831776
GC,60,01:00,15,2409,3.971244525357117e-05,1.3245874383436516,0.18530802453662196,2023-08-11 00:00:00+00:00,1686,9.312263347937255e-06,0.35355921118805217,723,0.00011060415575550586,1.4042973527747173,0.5806887404834237
HG,630,10:30,5,2492,2.0174326848477578e-05,1.3210621049597115,0.18648065719476076,2023-07-12 00:00:00+00:00,1744,1.902667254348895e-05,1.0745224344861486,748,2.2850141163852132e-05,0.7680402310600923,0.5830199857123555
GC,240,04:00,rest,2383,0.0002577750265325738,1.3119526488860984,0.18953611167818668,2023-08-22 00:00:00+00:00,1668,0.0001412334724024385,0.6634244458331653,715,0.0005296509877760223,1.2406476046827137,0.58907946114398
GC,1260,21:00,30,2322,1.3055966345042336e-05,1.31166133760153,0.18963442723351018,2023-08-14 00:00:00+00:00,1625,5.133220659010144e-06,0.58189607424687,697,3.152721704777162e-05,1.2119894114233012,0.58907946114398
SI,810,13:30,rest,2481,0.0003620961751179404,1.3113291635484143,0.18974657954174617,2023-07-13 00:00:00+00:00,1736,0.0004155413640595207,1.450300820694202,745,0.00023755812410776125,0.3754874354780456,0.58907946114398
GC,990,16:30,30,2468,3.464036290590618e-05,1.310131408170277,0.1901513848839759,2023-07-17 00:00:00+00:00,1727,-1.1979439100401113e-06,-0.040482537791745044,741,0.00011816634923672837,2.1614369039308556,0.58907946114398
PA,900,15:00,60,2525,-0.0002080060272064345,-1.3075081103282145,0.19104020226547702,2023-06-27 00:00:00+00:00,1767,-0.00017026333385175823,-0.9050154711179444,758,-0.0002959893242482722,-0.994426396578607,0.5904878979114744
PL,930,15:30,15,2538,-6.709883704812931e-05,-1.3058368077796842,0.19160805995608948,2023-06-23 00:00:00+00:00,1776,-7.822439106434969e-05,-1.314070220564264,762,-4.1168411939458195e-05,-0.4106184497913351,0.5909001395471241
