variant,halflife_bars,min_periods,entry_z,exit_z,stop_z,train_gross_return,train_cost_return,train_net_return,train_gross_to_cost,train_tstat,train_sharpe,train_max_drawdown,train_mean_gross_exposure,train_turnover,embargo_gross_return,embargo_cost_return,embargo_net_return,embargo_gross_to_cost,embargo_tstat,embargo_sharpe,embargo_max_drawdown,embargo_mean_gross_exposure,embargo_turnover,test_gross_return,test_cost_return,test_net_return,test_gross_to_cost,test_tstat,test_sharpe,test_max_drawdown,test_mean_gross_exposure,test_turnover,train_score,entries,closed_trades,decay_exits,flip_exits,stop_exits,invalid_exits,mean_hold_bars,std_hold_bars,max_hold_bars,open_trades_at_end
ewma720_entry1.5_exit0.75_stop3,720,720,1.5,0.75,3.0,0.43812884415257347,1.8798090056173435,-1.4416801614647703,0.23307093584685143,-5.463863411871671,-5.463863411871671,-1.4638966641007087,0.7189676016879206,8235.13888888889,-0.003262059178324922,0.000471028487212952,-0.0037330876655378743,-6.925396800576405,-23.17072408427248,-23.17072408427248,-0.003989910437119414,0.024305555555555556,1.75,0.972663802782918,1.0463831781752166,-0.07371937539229875,0.9295483940014617,-0.45669315161832713,-0.45669315161832713,-0.22056132903093684,0.6870737118908703,4513.513888888889,-inf,8728.0,8726.0,7084.0,5.0,1637.0,0.0,70.74180609672244,83.00008649477854,689.0,0.0
ewma240_entry2_exit0.5_stop4,240,240,2.0,0.5,4.0,0.5054756281470744,1.9502716596474787,-1.4447960315004043,0.25918216349328566,-5.291474391846215,-5.291474391846215,-1.4474710293437003,0.6096770631110284,8590.48611111111,0.0,0.00016287639603394127,-0.00016287639603394127,0.0,-10.666059736334308,-10.666059736334308,0.0,0.0,1.0,0.8468629014461004,0.9649554995512275,-0.11809259810512712,0.8776186071170655,-0.7355314661330906,-0.7355314661330906,-0.2579586755329466,0.5921261675842989,4228.402777777777,-inf,8092.0,8091.0,7544.0,44.0,503.0,0.0,55.74551971326165,47.99915417761141,363.0,0.0
ewma240_entry2.5_exit0.75_stop3,240,240,2.5,0.75,3.0,0.2903894956582529,1.7359568553086289,-1.4455673596503762,0.1672792124817098,-6.694431196144902,-6.694431196144902,-1.4467452999796862,0.30848726503377005,7610.888888888889,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.385929222381204,0.7883355838410765,-0.4024063614598726,0.48954941308218924,-3.3743989219721837,-3.3743989219721837,-0.4060669825497114,0.2950735475388282,3514.375,-inf,6332.0,6332.0,3625.0,4.0,2703.0,0.0,29.002210991787745,33.799513805030244,322.0,0.0
ewma240_entry2.5_exit0.25_stop3,240,240,2.5,0.25,3.0,0.19168743997670784,1.6394286963913105,-1.4477412564146026,0.11692331627392383,-5.970318793335903,-5.970318793335903,-1.452644189431623,0.4498564337444637,7193.083333333333,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.31560624996429654,0.7435927302378065,-0.42798648027351,0.42443428657964866,-3.089205452677861,-3.089205452677861,-0.445350109931732,0.43067767825348563,3317.3472222222217,-inf,6177.0,6177.0,3367.0,88.0,2722.0,0.0,46.16221466731423,54.81983894476781,421.0,0.0
ewma240_entry2_exit0.75_stop4,240,240,2.0,0.75,4.0,0.5272901757875312,2.1230422246320506,-1.5957520488445192,0.2483653738346712,-6.113224136651809,-6.113224136651809,-1.5976897508142096,0.5224939841670251,9334.736111111111,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.9161468846571426,1.0477339930456804,-0.131587108388538,0.87440790385542,-0.8630247101751898,-0.8630247101751898,-0.29450247848451505,0.507128769824965,4575.833333333333,-inf,8560.0,8560.0,8044.0,13.0,503.0,0.0,42.720327102803736,37.728525585870145,358.0,0.0
ewma240_entry2_exit0.25_stop3,240,240,2.0,0.25,3.0,0.3809779555337364,2.3865477771941745,-2.0055698216604387,0.1596355870912612,-7.076028607322673,-7.076028607322673,-2.0176730730966677,0.6948258024016832,10502.569444444443,0.0,0.0003072336099010267,-0.0003072336099010267,0.0,-10.666059736334303,-10.666059736334303,0.0,0.0,1.0,0.7554306120220344,1.142138186450243,-0.3867075744282087,0.6614178748106717,-2.325548399458078,-2.325548399458078,-0.4170290957301614,0.67048785164489,5059.625,-inf,10200.0,10198.0,6935.0,219.0,3044.0,0.0,53.12061188468327,55.623765598976384,489.0,0.0
ewma240_entry2_exit0.5_stop3,240,240,2.0,0.5,3.0,0.47610933046945986,2.5567824135673876,-2.0806730830979276,0.18621425426857557,-7.71335335062402,-7.71335335062402,-2.08281261014206,0.6032863304000093,11241.541666666666,0.0,0.00016287639603394127,-0.00016287639603394127,0.0,-10.666059736334308,-10.666059736334308,0.0,0.0,1.0,0.7499533766117131,1.2305713305687656,-0.4806179539570525,0.6094351119533131,-3.0377693454731176,-3.0377693454731176,-0.49101428287234106,0.5844221656120744,5434.444444444443,-inf,10599.0,10598.0,7520.0,42.0,3036.0,0.0,41.53415738818645,43.224058392434365,337.0,0.0
ewma240_entry1.5_exit0.25_stop4,240,240,1.5,0.25,4.0,0.7313578875773029,2.876607227789414,-2.1452493402121116,0.25424322115026093,-7.187246308191171,-7.187246308191171,-2.147917577304099,0.8821012984899388,12640.277777777777,0.00021804283645897782,0.0004356517763381353,-0.00021760893987915735,0.5004979855510604,-1.0592099341445729,-1.0592099341445729,-0.0022829809733611044,0.07430555555555556,2.1666666666666665,1.2594003483370146,1.4522916532832106,-0.19289130494619602,0.8671814270156242,-1.0760699179933428,-1.0760699179933428,-0.3187966822750182,0.8602117402142055,6315.736111111111,-inf,14114.0,14111.0,13124.0,471.0,516.0,0.0,63.43689320388349,59.22188353859439,517.0,0.0
ewma240_entry2_exit0.75_stop3,240,240,2.0,0.75,3.0,0.48128537794866155,2.750054116647293,-2.2687687386986313,0.17500942073656967,-8.837201941611806,-8.837201941611806,-2.2707064406683246,0.5151558304174465,12071.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.8214082705004231,1.319353077238751,-0.497944806738328,0.6225841169215544,-3.3368735515155628,-3.3368735515155628,-0.5127911776065778,0.49887007971074043,5812.25,-inf,11062.0,11062.0,8017.0,12.0,3033.0,0.0,32.08488519255108,33.4316040184014,322.0,0.0
ewma240_entry1.5_exit0.5_stop4,240,240,1.5,0.5,4.0,0.9405813826282572,3.4117173592555936,-2.4711359766273366,0.2756914725296833,-8.453234850529501,-8.453234850529501,-2.4731908011264605,0.8069121049021774,14952.5,-0.00016801281305844895,0.00028407537350469116,-0.00045208818656314006,-0.5914374448782497,-2.1920567912746582,-2.1920567912746582,-0.0022829809733611044,0.07152777777777777,1.75,1.3590413542683533,1.731255420429322,-0.3722140661609689,0.7850033786067997,-2.1203127532799213,-2.1203127532799213,-0.40821277662897715,0.7844317528145287,7517.236111111111,-inf,15824.0,15822.0,15208.0,101.0,513.0,0.0,46.744090506889144,45.45057561592465,376.0,0.0
ewma240_entry1.5_exit0.25_stop3,240,240,1.5,0.25,3.0,0.6968473222212365,3.3917521292335655,-2.6949048070123287,0.2054534929646239,-9.056243180940777,-9.056243180940777,-2.697248487736656,0.8803692035850877,14900.555555555555,0.00021804283645897782,0.0004356517763381353,-0.00021760893987915735,0.5004979855510604,-1.0592099341445729,-1.0592099341445729,-0.0022829809733611044,0.07430555555555556,2.1666666666666665,1.1754837666225018,1.674693353211524,-0.49920958658902254,0.7019098537462404,-2.7942713981357117,-2.7942713981357117,-0.504455681015194,0.8581436436847728,7334.194444444444,-inf,16717.0,16714.0,13118.0,468.0,3128.0,0.0,52.9290415220773,54.48818493645508,517.0,0.0
ewma240_entry1.5_exit0.5_stop3,240,240,1.5,0.5,3.0,0.9135329757918931,3.9473964023902126,-3.0338634265983195,0.23142671337460155,-10.42639626349453,-10.42639626349453,-3.03590651015195,0.8043226811434151,17304.138888888887,-0.00016801281305844895,0.00028407537350469116,-0.00045208818656314006,-0.5914374448782497,-2.1920567912746582,-2.1920567912746582,-0.0022829809733611044,0.07152777777777777,1.75,1.2640274156093811,1.9667805352044798,-0.7027531195950988,0.642688593355417,-4.024367399875572,-4.024367399875572,-0.7086374390355314,0.7815761360834909,8596.388888888887,-inf,18423.0,18421.0,15201.0,99.0,3121.0,0.0,39.57917594050269,41.20056889873531,365.0,0.0
ewma240_entry1.5_exit0.75_stop4,240,240,1.5,0.75,4.0,1.0498275015565126,4.112587729623913,-3.0627602280674004,0.2552717584586377,-10.786309683518859,-10.786309683518859,-3.064596463300374,0.7220452669634865,17962.347222222223,-0.0006951170558236001,0.00028407537350469116,-0.000979192429328291,-2.4469458483775295,-5.3534630734820094,-5.3534630734820094,-0.0022829809733611044,0.041666666666666664,1.75,1.5757861624047473,2.0745716244429055,-0.4987854620381583,0.7595718286313208,-2.927619303485201,-2.927619303485201,-0.503457142395049,0.7003314432848495,8982.458333333332,-inf,18179.0,18177.0,17630.0,34.0,513.0,0.0,33.2744677339495,34.4081304502007,367.0,0.0
ewma240_entry1.5_exit0.75_stop3,240,240,1.5,0.75,3.0,1.0169200281605835,4.675170510322943,-3.6582504821623596,0.21751506729330788,-12.965528405836054,-12.965528405836054,-3.660086717395318,0.7185636399567558,20430.027777777774,-0.0006951170558236001,0.00028407537350469116,-0.000979192429328291,-2.4469458483775295,-5.3534630734820094,-5.3534630734820094,-0.0022829809733611044,0.041666666666666664,1.75,1.4821772101758106,2.3243663072947003,-0.8421890971188896,0.6376693748847605,-4.979146402042674,-4.979146402042674,-0.8468607774757642,0.6966472183416879,10124.166666666668,-inf,20776.0,20774.0,17622.0,33.0,3119.0,0.0,28.609656301145662,30.77555943257077,322.0,0.0
