window,root,side,start_ts,end_ts,observations,max_abs_z,max_abs_deviation_bp,end_z,end_deviation_bp,duration_hours
20D,GC,rich,2024-07-18 08:00:00+00:00,2024-07-18 09:00:00+00:00,2,2.53726214509142,23.590249987255202,2.53726214509142,23.590249987255202,1.0
20D,GC,rich,2024-07-18 11:00:00+00:00,2024-07-18 12:00:00+00:00,2,2.606262980791521,24.231786758157625,2.5883626131954878,24.06535770104537,1.0
20D,GC,rich,2024-07-18 14:00:00+00:00,2024-07-18 16:00:00+00:00,3,2.8148954657150456,26.17155182513334,2.5914111317366064,24.09370136849609,2.0
20D,GC,rich,2024-07-24 14:00:00+00:00,2024-07-24 14:00:00+00:00,1,2.622302032389527,24.383249289276904,2.622302032389527,24.383249289276904,0.0
20D,GC,rich,2024-07-25 02:00:00+00:00,2024-07-25 12:00:00+00:00,11,3.980507118472417,39.02188549940996,3.5212428230578623,35.44555900756988,10.0
20D,GC,rich,2024-07-26 09:00:00+00:00,2024-07-26 20:00:00+00:00,12,3.377081623974629,37.265894127236216,3.28878373233584,36.86416377670018,11.0
20D,GC,rich,2024-07-28 22:00:00+00:00,2024-07-29 06:00:00+00:00,9,3.1553597085645078,35.828835157345196,2.6593174472268712,30.946732627245012,8.0
20D,GC,rich,2024-07-29 08:00:00+00:00,2024-08-02 02:00:00+00:00,87,4.144653062166052,91.6582340944503,2.6123303660642208,75.67292938577359,90.0
20D,GC,rich,2024-09-09 23:30:00+00:00,2024-09-10 11:30:00+00:00,13,3.39861148982051,21.42718154831441,2.8467635319923503,18.372121054269357,12.0
20D,GC,rich,2024-09-10 14:30:00+00:00,2024-09-11 04:30:00+00:00,14,3.0321741677519762,21.03790598771721,2.921396829774406,21.03790598771721,14.0
20D,GC,rich,2024-09-11 14:30:00+00:00,2024-09-12 07:30:00+00:00,17,2.919931920096483,25.329852009102552,2.5303291354092194,22.24174121519616,17.0
20D,GC,rich,2024-09-12 09:30:00+00:00,2024-09-13 20:30:00+00:00,35,3.768667721454622,42.70605585171068,3.3191177585899823,39.97475830009534,35.0
20D,GC,rich,2024-09-15 22:30:00+00:00,2024-09-16 11:30:00+00:00,14,3.7202514540739022,41.51459926405011,2.7627981510149815,34.6642450776366,13.0
20D,GC,rich,2024-09-16 13:30:00+00:00,2024-09-18 07:30:00+00:00,41,3.869831933443277,52.98783048658301,2.530842641925616,46.17067702365196,42.0
20D,GC,rich,2024-09-18 11:30:00+00:00,2024-09-18 11:30:00+00:00,1,2.5465518307242636,47.78440008659089,2.5465518307242636,47.78440008659089,0.0
20D,GC,rich,2024-09-18 13:30:00+00:00,2024-09-18 13:30:00+00:00,1,2.536908289863199,47.202475351856286,2.536908289863199,47.202475351856286,0.0
20D,GC,rich,2024-09-18 17:30:00+00:00,2024-09-18 17:30:00+00:00,1,2.509782006849526,49.93595310254895,2.509782006849526,49.93595310254895,0.0
20D,GC,cheap,2024-10-01 12:30:00+00:00,2024-10-01 12:30:00+00:00,1,2.5310909067666274,25.68261099568557,-2.5310909067666274,-25.68261099568557,0.0
20D,GC,rich,2024-10-08 12:30:00+00:00,2024-10-08 12:30:00+00:00,1,2.659154566374361,28.750075917105615,2.659154566374361,28.750075917105615,0.0
20D,GC,rich,2024-10-24 08:30:00+00:00,2024-10-25 03:30:00+00:00,19,3.4835368747435598,20.075675533572436,2.726269739305215,16.312740528876407,19.0
20D,GC,rich,2024-10-25 05:30:00+00:00,2024-10-25 20:30:00+00:00,16,3.682137753025396,22.943418091491765,3.4714721815737053,21.86344541198662,15.0
20D,GC,rich,2024-10-27 22:30:00+00:00,2024-10-31 13:30:00+00:00,85,6.41068783416901,43.783718212506564,2.70032698106417,36.19784448910438,87.0
20D,GC,rich,2024-11-01 12:30:00+00:00,2024-11-01 16:30:00+00:00,5,2.650707296612418,43.99898646701074,2.571620830097972,42.98002565244006,4.0
20D,GC,cheap,2024-11-13 16:30:00+00:00,2024-11-15 21:30:00+00:00,52,5.070297414969319,80.12208778338477,-4.475281755252729,-73.80205197018597,53.0
20D,GC,cheap,2024-11-17 23:30:00+00:00,2024-11-19 12:30:00+00:00,37,3.587093368160991,86.34333929149085,-2.66990317407071,-76.17165851133173,37.0
20D,GC,cheap,2024-12-30 03:30:00+00:00,2024-12-31 10:30:00+00:00,31,3.41689836555474,45.10621892062708,-2.6333115872516557,-40.628041531425154,31.0
20D,HG,rich,2023-01-06 04:45:00+00:00,2023-01-06 08:45:00+00:00,5,2.993580998987892,47.86516870345259,2.6887255666547505,43.18011315986969,4.0
20D,HG,rich,2023-01-06 12:45:00+00:00,2023-01-06 21:45:00+00:00,10,4.387315984215269,72.64068420107434,4.387315984215269,72.64068420107434,9.0
20D,HG,rich,2023-01-08 23:45:00+00:00,2023-01-13 21:45:00+00:00,115,6.465054716500691,160.53598498892373,3.2331433370550133,136.0059521872617,118.0
20D,HG,rich,2023-01-15 23:45:00+00:00,2023-01-16 01:45:00+00:00,3,3.202629518122708,137.78567807253395,2.5562784558410687,127.2636821846146,2.0
20D,HG,cheap,2023-03-16 08:45:00+00:00,2023-03-16 15:45:00+00:00,8,4.089519595598401,88.71945392626229,-3.1464855587986893,-68.26094704716596,7.0
20D,HG,cheap,2023-03-16 18:45:00+00:00,2023-03-17 08:45:00+00:00,14,2.824731104563694,63.13660107219038,-2.79530364612033,-62.93569854268766,14.0
20D,HG,cheap,2023-03-17 12:45:00+00:00,2023-03-17 14:45:00+00:00,3,3.1769480514683277,73.3079916106663,-2.6522357955346787,-61.14216719523918,2.0
20D,HG,cheap,2023-03-17 16:45:00+00:00,2023-03-17 20:45:00+00:00,5,3.5035522729344812,82.23139583816847,-3.5035522729344812,-82.23139583816847,4.0
20D,HG,cheap,2023-03-19 22:45:00+00:00,2023-03-20 06:45:00+00:00,9,3.511901453423953,83.31295471823735,-2.5043155626631908,-65.15254728816505,8.0
20D,HG,rich,2023-03-23 16:45:00+00:00,2023-03-23 16:45:00+00:00,1,2.55527838394272,67.59160977637902,2.55527838394272,67.59160977637902,0.0
20D,HG,rich,2023-03-23 22:45:00+00:00,2023-03-23 22:45:00+00:00,1,2.5194096215191997,67.43596841511962,2.5194096215191997,67.43596841511962,0.0
20D,HG,cheap,2023-04-05 01:45:00+00:00,2023-04-05 06:45:00+00:00,6,2.901678354866059,86.2355578905688,-2.694057941311108,-80.06524540146859,5.0
20D,HG,cheap,2023-04-05 08:45:00+00:00,2023-04-05 08:45:00+00:00,1,2.537514295070647,75.41289354960622,-2.537514295070647,-75.41289354960622,0.0
20D,HG,cheap,2023-04-10 08:45:00+00:00,2023-04-10 10:45:00+00:00,3,2.6501101729437586,66.57988170039486,-2.6501101729437586,-66.57988170039486,2.0
