window,root,side,start_ts,end_ts,observations,max_abs_z,max_abs_deviation_bp,end_z,end_deviation_bp,duration_hours
120D,GC,cheap,2024-06-09 22:00:00+00:00,2024-06-14 11:00:00+00:00,106,4.126059098320546,115.70896590389069,-2.559876484115573,-71.97162515788614,109.0
120D,GC,cheap,2024-06-14 15:00:00+00:00,2024-06-14 20:00:00+00:00,6,2.759856438149583,77.97741382144285,-2.7425910368829127,-77.53850309948851,5.0
120D,GC,cheap,2024-06-16 22:00:00+00:00,2024-06-17 07:00:00+00:00,10,3.0159970013331323,84.92331528100874,-2.5635041550844067,-72.869749931022,9.0
120D,GC,cheap,2024-06-18 14:00:00+00:00,2024-06-19 00:00:00+00:00,10,2.6099554462004066,77.85714455668557,-2.511993168654298,-75.58074814583274,10.0
120D,GC,cheap,2024-06-19 15:00:00+00:00,2024-06-20 06:30:00+00:00,13,2.844591134247291,89.16900958520213,-2.5129486301083417,-79.14164001217014,15.5
120D,GC,cheap,2024-06-20 09:30:00+00:00,2024-06-20 13:30:00+00:00,5,2.6459727664988706,83.96139728348336,-2.622285646703378,-83.4084816838425,4.0
120D,HG,rich,2023-01-17 15:15:00+00:00,2023-01-20 21:15:00+00:00,76,3.3304019802743126,308.6453182295487,3.2650004646519677,302.94658383236583,78.0
120D,HG,rich,2023-01-22 23:15:00+00:00,2023-01-27 21:15:00+00:00,115,3.6443362680834857,337.73920801760613,2.8073818675479894,260.4859495409745,118.0
120D,HG,rich,2023-01-29 23:15:00+00:00,2023-01-30 15:15:00+00:00,17,2.8714581190594357,259.390175448839,2.56200053031719,236.3102784643395,16.0
120D,HG,rich,2023-01-31 05:15:00+00:00,2023-01-31 05:15:00+00:00,1,2.5255254393151993,234.05330873904202,2.5255254393151993,234.05330873904202,0.0
120D,HG,rich,2023-02-02 01:15:00+00:00,2023-02-02 01:15:00+00:00,1,2.5592299830658183,242.08022320297368,2.5592299830658183,242.08022320297368,0.0
120D,HG,rich,2023-02-02 03:15:00+00:00,2023-02-02 07:15:00+00:00,5,2.661169088646731,251.722749117185,2.5635763632729436,242.49135182276476,4.0
120D,HG,rich,2023-02-03 03:15:00+00:00,2023-02-03 21:15:00+00:00,19,2.774737234557932,267.8707547348008,2.633999305941353,255.66390670406503,18.0
120D,HG,rich,2023-02-05 23:15:00+00:00,2023-02-06 01:15:00+00:00,3,2.6021057962581366,250.35106017411658,2.5221186628073964,243.38326654473997,2.0
120D,HG,rich,2023-04-28 14:45:00+00:00,2023-04-28 20:45:00+00:00,7,2.745445946355748,140.66853890894905,2.70412899881847,138.98882241038774,6.0
120D,HG,rich,2023-04-30 22:45:00+00:00,2023-05-04 07:45:00+00:00,79,3.818697704885646,195.40259066695765,2.5122952038830375,127.69434765758675,81.0
120D,HG,rich,2023-05-04 14:45:00+00:00,2023-05-05 20:45:00+00:00,30,3.8707071468025385,196.02128751586707,3.4532893769649307,173.84746842606046,30.0
120D,HG,rich,2023-05-07 22:45:00+00:00,2023-05-10 12:45:00+00:00,61,3.5956483429128836,181.06459609358083,2.669320816238016,134.9922848427576,62.0
120D,HG,cheap,2023-12-15 00:30:00+00:00,2023-12-15 21:30:00+00:00,22,3.401147341965662,166.27766912295004,-3.3114873001822143,-162.9669692659011,21.0
120D,HG,cheap,2023-12-17 23:30:00+00:00,2023-12-22 21:30:00+00:00,115,4.403803168769364,228.0588982836773,-3.425209177652868,-177.7424699686797,118.0
120D,HG,cheap,2023-12-25 23:30:00+00:00,2023-12-29 21:30:00+00:00,92,4.03195781062556,223.47879476178446,-3.827325848565262,-223.47879476178446,94.0
120D,HG,cheap,2024-01-01 23:30:00+00:00,2024-01-05 06:30:00+00:00,77,3.8792387963330826,235.94780977391926,-2.586469775806558,-166.15364711127205,79.0
120D,HG,cheap,2024-01-05 09:30:00+00:00,2024-01-05 12:30:00+00:00,4,2.571484284620375,165.57706054432825,-2.519254602839075,-163.1335576959009,3.0
120D,HG,cheap,2024-01-05 19:30:00+00:00,2024-01-05 21:30:00+00:00,3,2.534050170505351,168.71395488008895,-2.534050170505351,-168.71395488008895,2.0
120D,HG,cheap,2024-01-07 23:30:00+00:00,2024-01-08 01:30:00+00:00,3,2.5863929707073043,171.627471434036,-2.559346973913751,-169.92785945673882,2.0
120D,HG,cheap,2024-01-08 03:30:00+00:00,2024-01-08 04:30:00+00:00,2,2.5731733206009246,170.9600937362199,-2.555034028454602,-170.02804634662166,1.0
120D,HG,cheap,2024-01-08 08:30:00+00:00,2024-01-08 09:30:00+00:00,2,2.545425501811121,170.03179707341582,-2.545425501811121,-170.03179707341582,1.0
120D,HG,cheap,2024-01-08 14:30:00+00:00,2024-01-08 14:30:00+00:00,1,2.5579140579112,171.87152622889724,-2.5579140579112,-171.87152622889724,0.0
120D,HG,rich,2024-05-23 02:30:00+00:00,2024-05-23 03:30:00+00:00,2,2.622373369206943,261.0772275624967,2.5053606035918623,249.42771617143035,1.0
120D,HG,rich,2024-05-23 12:30:00+00:00,2024-05-23 12:30:00+00:00,1,2.592563321932673,258.1094104746398,2.592563321932673,258.1094104746398,0.0
120D,HG,rich,2024-05-23 14:30:00+00:00,2024-05-23 17:30:00+00:00,4,2.5757098320908303,256.43151729042415,2.5256660371463444,251.44927662468564,3.0
120D,HG,rich,2024-05-30 01:00:00+00:00,2024-05-31 20:00:00+00:00,43,3.507788930444565,351.218008217192,3.3907501803741575,342.1088349566365,43.0
120D,HG,rich,2024-06-02 22:00:00+00:00,2024-06-05 02:00:00+00:00,51,3.597382623738684,358.0537145889623,2.552089541930551,267.9918885664243,52.0
120D,HG,rich,2024-06-05 06:00:00+00:00,2024-06-07 20:00:00+00:00,61,3.2475857163338153,342.1566523478814,2.5612777245218967,269.84913979266054,62.0
120D,HG,rich,2024-06-09 22:00:00+00:00,2024-06-14 20:00:00+00:00,115,3.6853534844104936,388.2786540790664,2.7549583233730166,306.0989651830345,118.0
120D,HG,rich,2024-06-16 22:00:00+00:00,2024-06-17 00:00:00+00:00,3,2.528618748044751,305.55448008837163,2.52548055353216,305.55448008837163,2.0
120D,HG,rich,2024-08-26 01:00:00+00:00,2024-08-26 23:00:00+00:00,22,2.7590274485877275,184.27232107484147,2.6333149141029386,176.9411316924288,22.0
120D,HG,rich,2024-08-27 05:00:00+00:00,2024-08-27 06:00:00+00:00,2,2.582309542275113,172.8234313056462,2.5601892795432937,171.39210085807767,1.0
120D,HG,rich,2024-08-28 08:00:00+00:00,2024-08-29 07:00:00+00:00,23,2.8773891904184037,191.40334863973595,2.696413540266837,179.11101583203387,23.0
120D,HG,rich,2024-08-29 11:00:00+00:00,2024-08-29 14:00:00+00:00,4,2.6376396245704283,174.89635367260837,2.555379349006037,168.63152104022865,3.0
120D,HG,rich,2024-08-29 19:00:00+00:00,2024-08-30 20:00:00+00:00,25,3.2672898759011115,212.14448894943837,3.2672898759011115,212.14448894943837,25.0
120D,HG,rich,2024-09-01 22:00:00+00:00,2024-09-06 20:30:00+00:00,113,3.4044377366955896,213.96084414166017,2.7953805586726306,172.2017503876569,118.5
120D,HG,rich,2024-09-08 22:30:00+00:00,2024-09-09 09:30:00+00:00,12,2.9590913540821693,178.49776518387262,2.5751175551910204,157.1007535813157,11.0
120D,HG,rich,2024-09-11 10:30:00+00:00,2024-09-11 10:30:00+00:00,1,2.5102048914068478,155.1762691324471,2.5102048914068478,155.1762691324471,0.0
120D,HG,rich,2024-09-11 12:30:00+00:00,2024-09-11 12:30:00+00:00,1,2.5010295529419264,154.8177015673341,2.5010295529419264,154.8177015673341,0.0
120D,HG,rich,2024-09-12 01:30:00+00:00,2024-09-12 01:30:00+00:00,1,2.5247526026898415,155.8704467962216,2.5247526026898415,155.8704467962216,0.0
120D,HG,rich,2024-09-19 07:30:00+00:00,2024-09-19 07:30:00+00:00,1,2.508048799718064,161.79491620204212,2.508048799718064,161.79491620204212,0.0
120D,HG,rich,2024-09-19 09:30:00+00:00,2024-09-19 09:30:00+00:00,1,2.547770073704867,164.67340200932045,2.547770073704867,164.67340200932045,0.0
120D,HG,rich,2024-09-20 01:30:00+00:00,2024-09-20 10:30:00+00:00,10,2.6555063126480247,174.44710823901005,2.523166370958155,165.6243012182776,9.0
120D,HG,rich,2024-09-20 12:30:00+00:00,2024-09-20 12:30:00+00:00,1,2.5408761035577485,166.90998004456893,2.5408761035577485,166.90998004456893,0.0
120D,HG,rich,2024-09-20 14:30:00+00:00,2024-09-20 14:30:00+00:00,1,2.5019290395013085,164.50893751169733,2.5019290395013085,164.50893751169733,0.0
120D,HG,rich,2024-09-20 17:30:00+00:00,2024-09-20 20:30:00+00:00,4,2.6382672183427727,173.7132468559685,2.6382672183427727,173.7132468559685,3.0
120D,HG,rich,2024-09-22 22:30:00+00:00,2024-09-25 10:30:00+00:00,59,3.506732339540858,234.0302961868024,2.5708306654284736,175.19428093041023,60.0
120D,HG,rich,2024-10-01 09:30:00+00:00,2024-10-02 05:30:00+00:00,20,2.9724663690507165,232.08972228269954,2.605700612439408,210.09615712599822,20.0
