variant,lookback_days,entry_z,rebalance_days,train_observations,train_total_gross_return,train_total_cost_return,train_total_net_return,train_gross_to_cost,train_mean_net_bps,train_tstat,train_annualized_sharpe,train_hit_rate,train_max_drawdown,train_avg_turnover,train_avg_gross_exposure,train_active_fraction,test_observations,test_total_gross_return,test_total_cost_return,test_total_net_return,test_gross_to_cost,test_mean_net_bps,test_tstat,test_annualized_sharpe,test_hit_rate,test_max_drawdown,test_avg_turnover,test_avg_gross_exposure,test_active_fraction,full_observations,full_total_gross_return,full_total_cost_return,full_total_net_return,full_gross_to_cost,full_mean_net_bps,full_tstat,full_annualized_sharpe,full_hit_rate,full_max_drawdown,full_avg_turnover,full_avg_gross_exposure,full_active_fraction
ungated_reversion,504,1.5,21,3138,0.2816155182944983,0.025579493746395326,0.256036024548103,11.00942501390137,0.8159210469984162,1.2179759701669546,0.34515369005565016,0.35564053537284895,-0.15439709159113355,0.054343517625653974,0.6787762906309751,0.6787762906309751,1345,0.07789465507640447,0.014383673334843132,0.06351098174156133,5.415491110168068,0.47220060774395045,0.33220206555099635,0.14379422904851868,0.46022304832713756,-0.13700671306567885,0.07129453945399322,0.9063197026022305,0.9063197026022305,4483,0.3595101733709028,0.039963167081238454,0.31954700628966426,8.996038092778747,0.7127972480251267,1.1247304869729136,0.26666398707498745,0.38701762212803925,-0.21610716037090524,0.0594292022919748,0.747044389917466,0.747044389917466
stable_reversion_transition_momentum,504,1.5,10,3138,0.2415616162031603,0.0331681205034312,0.20839349569972904,7.282945567511763,0.6640965446135405,1.1399604600525612,0.3230454203876815,0.19630337794773742,-0.15004601108979693,0.07046552050867048,0.38559592096876993,0.38559592096876993,1345,0.010360793889151398,0.014151449813444319,-0.00379065592429291,0.7321365673295411,-0.028183315422252116,-0.03172953552040626,-0.013734183412306374,0.20817843866171004,-0.14499852598852653,0.07014349349910444,0.41858736059479557,0.41858736059479557,4483,0.2519224100923117,0.04731957031687552,0.20460283977543617,5.323852444249033,0.4563971442682047,0.9369587267773921,0.22214490733652562,0.1998661610528664,-0.15004601108979693,0.07036890522250802,0.39549408877983494,0.39549408877983494
stable_reversion,126,2.0,10,3138,0.10559618972569547,0.01297306509470475,0.0926231246309907,8.139648491303488,0.29516610781067787,1.1127739292510486,0.31534121960228556,0.07329509241555131,-0.07384892235853596,0.027561217537082534,0.14021669853409816,0.14021669853409816,1345,-0.002094119921724709,0.004609416003380989,-0.006703535925105704,-0.45431350092694606,-0.049840415800042406,-0.0885804552723875,-0.038342200713091114,0.05799256505576208,-0.0803506678468126,0.022847167303003662,0.11895910780669144,0.11895910780669144,4483,0.10350206980397078,0.017582481098085738,0.08591958870588501,5.886658954818349,0.19165645484248273,0.7638333641571999,0.1810983633023589,0.06870399286192282,-0.08035066784681257,0.026146897312938865,0.13383894713361588,0.13383894713361588
stable_reversion_transition_momentum,252,1.0,5,3138,0.28110890285769324,0.07829027262581036,0.20281863023188287,3.5905980836375146,0.6463308802800601,1.1029708846847341,0.31256320337805776,0.2660930528999363,-0.13537883536302864,0.16632732658978197,0.5226258763543659,0.5226258763543659,1345,0.0566215922259973,0.03516268425143206,0.02145890797456523,1.61027502397492,0.159545784197511,0.17118023362935747,0.0740956552520296,0.2728624535315985,-0.14162032318586576,0.17428839777661495,0.5263940520446097,0.5263940520446097,4483,0.3377304950836905,0.11345295687724243,0.22427753820644813,2.97683290395965,0.5002844929878388,1.0078602850134524,0.2389550609049089,0.2681240240910105,-0.1416203231858663,0.16871582552939615,0.5237564131162168,0.5237564131162168
stable_reversion,504,1.0,10,3138,0.1797944102834227,0.02619031174282845,0.15360409854059423,6.864920587768674,0.4894968086061001,1.0673699150780835,0.30247449364135404,0.17495219885277247,-0.1121995670720326,0.05564119766906406,0.33779477374123645,0.33779477374123645,1345,0.07184593504413554,0.010863175018374725,0.06098276002576081,6.613714215467427,0.45340342026587965,0.6800687295547189,0.294368906178022,0.1754646840148699,-0.060331548017005326,0.05384473367224152,0.3442379182156134,0.3442379182156134,4483,0.25164034532755825,0.03705348676120318,0.214586858566355,6.791273030505676,0.478667986987185,1.2656829457994205,0.3000826105532755,0.17510595583314745,-0.1121995670720326,0.055102218397208975,0.339727860807495,0.339727860807495
non_transition_reversion,126,1.5,10,3138,0.22463413471978583,0.043542003208419555,0.18109213151136622,5.159021592197879,0.5770941093415112,1.0562945686273266,0.2993359286862511,0.27820267686424477,-0.12842600441538526,0.09250478693099545,0.5411089866156787,0.5411089866156787,1345,-0.128344819152905,0.018766253124052674,-0.14711107227695763,-6.839128637160162,-1.0937626191595362,-1.0565570819385222,-0.45733252979963807,0.29516728624535316,-0.24734417533784184,0.09301736368799345,0.5814126394052045,0.5814126394052045,4483,0.09628931556688078,0.06230825633247224,0.033981059234408584,1.5453700879236314,0.07579981984030468,0.15383744461767107,0.03647354350070505,0.28329243809948695,-0.26020714140038076,0.09265857139188376,0.5532009814856124,0.5532009814856124
stable_reversion,126,1.0,21,3138,0.11920803127111922,0.0130537226382498,0.1061543086328694,9.132110017552987,0.33828651571978774,1.0548806195881646,0.298935239559067,0.16061185468451242,-0.06444664562142934,0.027732574119927345,0.3078393881453155,0.3078393881453155,1345,-0.009328736357603035,0.0037438500871516153,-0.013072586444754664,-2.491749439866193,-0.09719395126211647,-0.14707328636174524,-0.06366092212865154,0.09814126394052045,-0.0931104954670149,0.01855687775539834,0.20297397769516728,0.20297397769516728,4483,0.10987929491351617,0.016797572725401416,0.09308172218811472,6.541379323654058,0.20763266158401678,0.6933293488722279,0.1643824637704746,0.14186928396163284,-0.09311049546701486,0.02497966053297854,0.2763774258309168,0.2763774258309168
stable_reversion,252,2.0,21,3138,0.11667865204773706,0.006,0.11067865204773708,19.446442007956176,0.35270443609858854,1.021624209842006,0.28951093824028495,0.0704270235818993,-0.060809986561011074,0.012746972594008922,0.1338432122370937,0.1338432122370937,1345,-0.0482405899817185,0.001801537267584959,-0.050042127249303466,-26.77745881237703,-0.37206042564537894,-0.5053137794791107,-0.2187259288327263,0.05204460966542751,-0.11138029775622402,0.008929552751350479,0.10929368029739776,0.10929368029739776,4483,0.06843806206601855,0.007801537267584959,0.06063652479843358,8.772381611298027,0.13525881061439568,0.41312765420508135,0.09794903642895278,0.0649118893598037,-0.11138029775622402,0.011601661487969305,0.12647780504126702,0.12647780504126702
non_transition_reversion,252,2.0,5,3138,0.17483852793423987,0.04590897544318099,0.12892955249105884,3.808373553241847,0.41086536804034046,0.9992099995066253,0.2831591319678839,0.15838113448056088,-0.07659939997624522,0.09753340863220945,0.31007010834926707,0.31007010834926707,1345,0.05020739454509529,0.022191058180515436,0.028016336364579827,2.2625056514510526,0.20829989862141138,0.23469318986896112,0.10158734637658146,0.1613382899628253,-0.09727406236225174,0.10999285343502076,0.324907063197026,0.324907063197026,4483,0.22504592247933516,0.06810003362369643,0.1569458888556387,3.304637464981031,0.3500912086898031,0.8929679842944368,0.21171507821678165,0.1592683470890029,-0.09727406236225225,0.10127151999954856,0.31452152576399733,0.31452152576399733
stable_reversion_transition_momentum,504,1.0,5,3138,0.24010344719494997,0.07340386681085903,0.16669958038409097,3.270991810467268,0.5312287456471988,0.9549712541820919,0.27062262339448256,0.25748884639898023,-0.12211177757068928,0.15594617975538355,0.5003186743148502,0.5003186743148502,1345,-0.05894664955328403,0.03538408076719346,-0.09433073032047753,-1.665908744136056,-0.7013437198548516,-0.7578553959827077,-0.3280389970328601,0.26914498141263943,-0.2416989677897857,0.17538577827605184,0.5412639405204461,0.5412639405204461,4483,0.18115679764166592,0.10878794757805249,0.0723688500636134,1.6652285632256338,0.16142951162974215,0.33754119589495507,0.08002813308782994,0.260985946910551,-0.24169896778978625,0.16177849294081714,0.5126031675217488,0.5126031675217488
