date,root_a,root_b
2022-06-13,PL,SI
2022-06-13,CL,ZB
2022-06-13,ZF,ZN
2022-06-13,HG,PL
2022-06-13,ZB,ZN
2022-06-13,CL,HG
2022-06-13,PA,PL
2022-06-13,ZF,ZT
2022-06-14,GC,SI
2022-06-14,PL,SI
2022-06-14,CL,ZB
2022-06-14,ZF,ZN
2022-06-14,HG,PL
2022-06-14,ZB,ZN
2022-06-14,CL,HG
2022-06-14,PA,PL
2022-06-14,ZF,ZT
2022-06-15,GC,SI
2022-06-15,PL,SI
2022-06-15,CL,ZB
2022-06-15,ZF,ZN
2022-06-15,HG,PL
2022-06-15,ZB,ZN
2022-06-15,CL,HG
2022-06-15,PA,PL
2022-06-15,ZF,ZT
2022-06-16,GC,SI
2022-06-16,PL,SI
2022-06-16,CL,ZB
2022-06-16,ZF,ZN
2022-06-16,HG,PL
2022-06-16,ZB,ZN
2022-06-16,CL,HG
2022-06-16,PA,PL
2022-06-16,ZF,ZT
2022-06-17,GC,SI
2022-06-17,PL,SI
2022-06-17,CL,ZB
2022-06-17,ZF,ZN
2022-06-17,HG,PL
2022-06-17,ZB,ZN
2022-06-17,CL,HG
2022-06-17,PA,PL
2022-06-17,ZF,ZT
2022-06-19,GC,SI
2022-06-19,PL,SI
2022-06-19,CL,ZB
2022-06-19,ZF,ZN
2022-06-19,HG,PL
2022-06-19,ZB,ZN
2022-06-19,CL,HG
2022-06-19,PA,PL
2022-06-19,ZF,ZT
2022-06-20,GC,SI
2022-06-20,PL,SI
2022-06-20,CL,ZB
2022-06-20,ZF,ZN
2022-06-20,HG,PL
2022-06-20,ZB,ZN
2022-06-20,CL,HG
2022-06-20,PA,PL
2022-06-20,ZF,ZT
2022-06-21,GC,SI
2022-06-21,PL,SI
2022-06-21,CL,ZB
2022-06-21,ZF,ZN
2022-06-21,HG,PL
2022-06-21,ZB,ZN
2022-06-21,CL,HG
2022-06-21,PA,PL
2022-06-21,ZF,ZT
2022-06-22,GC,SI
2022-06-22,PL,SI
2022-06-22,CL,ZB
2022-06-22,ZF,ZN
2022-06-22,HG,PL
2022-06-22,ZB,ZN
2022-06-22,CL,HG
2022-06-22,PA,PL
2022-06-22,ZF,ZT
2022-06-23,GC,SI
2022-06-23,PL,SI
2022-06-23,CL,ZB
2022-06-23,ZF,ZN
2022-06-23,HG,PL
2022-06-23,ZB,ZN
2022-06-23,CL,HG
2022-06-23,PA,PL
2022-06-23,ZF,ZT
2022-06-24,GC,SI
2022-06-24,PL,SI
2022-06-24,CL,ZB
2022-06-24,ZF,ZN
2022-06-24,HG,PL
2022-06-24,ZB,ZN
2022-06-24,CL,HG
2022-06-24,PA,PL
2022-06-24,ZF,ZT
2022-06-26,GC,SI
2022-06-26,PL,SI
2022-06-26,CL,ZB
2022-06-26,ZF,ZN
2022-06-26,HG,PL
2022-06-26,ZB,ZN
2022-06-26,CL,HG
2022-06-26,PA,PL
2022-06-26,ZF,ZT
2022-06-27,GC,SI
2022-06-27,PL,SI
2022-06-27,CL,ZB
2022-06-27,ZF,ZN
2022-06-27,HG,PL
2022-06-27,ZB,ZN
2022-06-27,CL,HG
2022-06-27,PA,PL
2022-06-27,ZF,ZT
2022-06-28,GC,SI
2022-06-28,PL,SI
2022-06-28,CL,ZB
2022-06-28,ZF,ZN
2022-06-28,HG,PL
2022-06-28,ZB,ZN
2022-06-28,CL,HG
2022-06-28,PA,PL
2022-06-28,ZF,ZT
2022-06-29,GC,SI
2022-06-29,PL,SI
2022-06-29,CL,ZB
2022-06-29,ZF,ZN
2022-06-29,HG,PL
2022-06-29,ZB,ZN
2022-06-29,CL,HG
2022-06-29,PA,PL
2022-06-29,ZF,ZT
2022-06-30,GC,SI
2022-06-30,PL,SI
2022-06-30,CL,ZB
2022-06-30,ZF,ZN
2022-06-30,HG,PL
2022-06-30,ZB,ZN
2022-06-30,CL,HG
2022-06-30,PA,PL
2022-06-30,ZF,ZT
2022-07-01,GC,SI
2022-07-01,PL,SI
2022-07-01,CL,ZB
2022-07-01,ZF,ZN
2022-07-01,HG,PL
2022-07-01,ZB,ZN
2022-07-01,CL,HG
2022-07-01,PA,PL
2022-07-01,ZF,ZT
2022-07-03,GC,SI
2022-07-03,PL,SI
2022-07-03,CL,ZB
2022-07-03,ZF,ZN
2022-07-03,HG,PL
2022-07-03,ZB,ZN
2022-07-03,CL,HG
2022-07-03,PA,PL
2022-07-03,ZF,ZT
2022-07-04,GC,SI
2022-07-04,PL,SI
2022-07-04,CL,ZB
2022-07-04,ZF,ZN
2022-07-04,HG,PL
2022-07-04,ZB,ZN
2022-07-04,CL,HG
2022-07-04,PA,PL
2022-07-04,ZF,ZT
2022-07-05,GC,SI
2022-07-05,PL,SI
2022-07-05,CL,PL
2022-07-05,CL,ZB
2022-07-05,ZF,ZN
2022-07-05,HG,PL
2022-07-05,ZB,ZN
2022-07-05,PA,PL
2022-07-05,ZF,ZT
2022-07-06,GC,SI
2022-07-06,PL,SI
2022-07-06,CL,ZB
2022-07-06,ZF,ZN
2022-07-06,HG,PL
2022-07-06,ZB,ZN
2022-07-06,CL,HG
2022-07-06,PA,PL
2022-07-06,ZF,ZT
2022-07-07,GC,SI
2022-07-07,PL,SI
2022-07-07,CL,ZB
2022-07-07,ZF,ZN
2022-07-07,HG,PL
2022-07-07,ZB,ZN
2022-07-07,CL,HG
2022-07-07,PA,PL
2022-07-07,ZF,ZT
2022-07-08,GC,SI
2022-07-08,PL,SI
2022-07-08,CL,ZB
2022-07-08,ZF,ZN
2022-07-08,HG,PL
2022-07-08,ZB,ZN
2022-07-08,CL,HG
2022-07-08,PA,PL
2022-07-08,ZF,ZT
2022-07-10,GC,SI
2022-07-10,PL,SI
2022-07-10,CL,ZB
2022-07-10,ZF,ZN
2022-07-10,HG,PL
2022-07-10,ZB,ZN
2022-07-10,CL,HG
2022-07-10,PA,PL
2022-07-10,ZF,ZT
2022-07-11,GC,SI
2022-07-11,PL,SI
2022-07-11,CL,ZB
2022-07-11,ZF,ZN
2022-07-11,HG,PL
2022-07-11,ZB,ZN
2022-07-11,CL,HG
2022-07-11,PA,PL
2022-07-11,ZF,ZT
2022-07-12,GC,SI
2022-07-12,PL,SI
2022-07-12,CL,ZB
2022-07-12,ZF,ZN
2022-07-12,HG,PL
2022-07-12,ZB,ZN
2022-07-12,CL,HG
2022-07-12,PA,PL
2022-07-12,ZF,ZT
2022-07-13,GC,SI
2022-07-13,PL,SI
2022-07-13,CL,ZB
2022-07-13,ZF,ZN
2022-07-13,HG,PL
2022-07-13,ZB,ZN
2022-07-13,CL,HG
2022-07-13,PA,PL
2022-07-13,ZF,ZT
2022-07-14,GC,SI
2022-07-14,PL,SI
2022-07-14,CL,ZB
2022-07-14,ZF,ZN
2022-07-14,HG,PL
2022-07-14,ZB,ZN
2022-07-14,CL,HG
2022-07-14,PA,PL
2022-07-14,ZF,ZT
2022-07-15,GC,SI
2022-07-15,PL,SI
2022-07-15,CL,ZB
2022-07-15,ZF,ZN
2022-07-15,HG,PL
2022-07-15,ZB,ZN
2022-07-15,CL,HG
2022-07-15,PA,PL
2022-07-15,ZF,ZT
2022-07-17,GC,SI
2022-07-17,PL,SI
2022-07-17,CL,ZB
2022-07-17,ZF,ZN
2022-07-17,HG,PL
2022-07-17,ZB,ZN
2022-07-17,CL,HG
2022-07-17,PA,PL
2022-07-17,ZF,ZT
2022-07-18,GC,SI
2022-07-18,PL,SI
2022-07-18,CL,ZB
2022-07-18,ZF,ZN
2022-07-18,HG,PL
2022-07-18,ZB,ZN
2022-07-18,CL,HG
2022-07-18,PA,PL
2022-07-18,ZF,ZT
2022-07-19,GC,SI
2022-07-19,PL,SI
2022-07-19,CL,ZB
2022-07-19,ZF,ZN
2022-07-19,HG,PL
2022-07-19,ZB,ZN
2022-07-19,CL,HG
2022-07-19,PA,PL
2022-07-19,ZF,ZT
2022-07-20,GC,SI
2022-07-20,PL,SI
2022-07-20,CL,ZB
2022-07-20,ZF,ZN
2022-07-20,HG,PL
2022-07-20,ZB,ZN
2022-07-20,CL,HG
2022-07-20,PA,PL
2022-07-20,ZF,ZT
2022-07-21,GC,SI
2022-07-21,PL,SI
2022-07-21,CL,PL
2022-07-21,CL,ZB
2022-07-21,ZF,ZN
2022-07-21,HG,PL
2022-07-21,ZB,ZN
2022-07-21,PA,PL
2022-07-21,ZF,ZT
2022-07-22,GC,SI
2022-07-22,PL,SI
2022-07-22,CL,ZB
2022-07-22,ZF,ZN
2022-07-22,HG,PL
2022-07-22,ZB,ZN
2022-07-22,CL,HG
2022-07-22,PA,PL
2022-07-22,ZF,ZT
2022-07-24,GC,SI
2022-07-24,PL,SI
2022-07-24,CL,ZB
2022-07-24,ZF,ZN
2022-07-24,HG,PL
2022-07-24,ZB,ZN
2022-07-24,CL,HG
2022-07-24,PA,PL
2022-07-24,ZF,ZT
2022-07-25,GC,SI
2022-07-25,PL,SI
2022-07-25,CL,ZB
2022-07-25,ZF,ZN
2022-07-25,HG,PL
2022-07-25,ZB,ZN
2022-07-25,CL,HG
2022-07-25,PA,PL
2022-07-25,ZF,ZT
2022-07-26,GC,SI
2022-07-26,PL,SI
2022-07-26,CL,ZB
2022-07-26,ZF,ZN
2022-07-26,HG,PL
2022-07-26,ZB,ZN
2022-07-26,CL,HG
2022-07-26,PA,PL
2022-07-26,ZF,ZT
2022-07-27,GC,SI
2022-07-27,PL,SI
2022-07-27,CL,ZB
2022-07-27,ZF,ZN
2022-07-27,HG,PL
2022-07-27,ZB,ZN
2022-07-27,CL,HG
2022-07-27,PA,PL
2022-07-27,ZF,ZT
2022-07-28,GC,SI
2022-07-28,PL,SI
2022-07-28,CL,ZB
2022-07-28,ZF,ZN
2022-07-28,HG,PL
2022-07-28,ZB,ZN
2022-07-28,CL,HG
2022-07-28,PA,PL
2022-07-28,ZF,ZT
2022-07-29,GC,SI
2022-07-29,PL,SI
2022-07-29,CL,ZB
2022-07-29,ZF,ZN
2022-07-29,HG,PL
2022-07-29,ZB,ZN
2022-07-29,CL,HG
2022-07-29,PA,PL
2022-07-29,ZF,ZT
2022-07-31,GC,SI
2022-07-31,PL,SI
2022-07-31,CL,PL
2022-07-31,CL,ZB
2022-07-31,ZF,ZN
2022-07-31,HG,PL
2022-07-31,ZB,ZN
2022-07-31,PA,PL
2022-07-31,ZF,ZT
2022-08-01,GC,SI
2022-08-01,PL,SI
2022-08-01,CL,PL
2022-08-01,CL,ZB
2022-08-01,ZF,ZN
2022-08-01,HG,PL
2022-08-01,ZB,ZN
2022-08-01,PA,PL
2022-08-01,ZF,ZT
2022-08-02,GC,SI
2022-08-02,PL,SI
2022-08-02,CL,ZB
2022-08-02,ZF,ZN
2022-08-02,HG,PL
2022-08-02,ZB,ZN
2022-08-02,CL,HG
2022-08-02,PA,PL
2022-08-02,ZF,ZT
2022-08-03,GC,SI
2022-08-03,PL,SI
2022-08-03,CL,ZB
2022-08-03,ZF,ZN
2022-08-03,HG,PL
2022-08-03,ZB,ZN
2022-08-03,CL,HG
2022-08-03,PA,PL
2022-08-03,ZF,ZT
2022-08-04,GC,SI
2022-08-04,PL,SI
2022-08-04,CL,ZB
2022-08-04,ZF,ZN
2022-08-04,HG,PL
2022-08-04,ZB,ZN
2022-08-04,CL,HG
2022-08-04,PA,PL
2022-08-04,ZF,ZT
2022-08-05,GC,SI
2022-08-05,PL,SI
2022-08-05,CL,ZB
2022-08-05,ZF,ZN
2022-08-05,HG,PL
2022-08-05,ZB,ZN
2022-08-05,CL,HG
2022-08-05,PA,PL
2022-08-05,ZF,ZT
2022-08-07,GC,SI
2022-08-07,PL,SI
2022-08-07,CL,ZB
2022-08-07,ZF,ZN
2022-08-07,HG,PL
2022-08-07,ZB,ZN
2022-08-07,CL,HG
2022-08-07,PA,PL
2022-08-07,ZF,ZT
2022-08-08,GC,SI
2022-08-08,PL,SI
2022-08-08,CL,ZB
2022-08-08,ZF,ZN
2022-08-08,HG,PL
2022-08-08,ZB,ZN
2022-08-08,CL,HG
2022-08-08,PA,PL
2022-08-08,ZF,ZT
2022-08-09,GC,SI
2022-08-09,CL,ZB
2022-08-09,ZF,ZN
2022-08-09,HG,PL
2022-08-09,GC,PL
2022-08-09,ZB,ZN
2022-08-09,CL,HG
2022-08-09,PA,PL
2022-08-09,ZF,ZT
2022-08-10,GC,SI
2022-08-10,CL,ZB
2022-08-10,ZF,ZN
2022-08-10,HG,PL
2022-08-10,GC,PL
2022-08-10,ZB,ZN
2022-08-10,CL,HG
2022-08-10,PA,PL
2022-08-10,ZF,ZT
2022-08-11,GC,SI
2022-08-11,CL,ZB
2022-08-11,ZF,ZN
2022-08-11,HG,PL
2022-08-11,GC,PL
2022-08-11,ZB,ZN
2022-08-11,CL,HG
2022-08-11,PA,PL
2022-08-11,ZF,ZT
2022-08-12,GC,SI
2022-08-12,CL,ZB
2022-08-12,ZF,ZN
2022-08-12,HG,PL
2022-08-12,GC,PL
2022-08-12,ZB,ZN
2022-08-12,CL,HG
2022-08-12,PA,PL
2022-08-12,ZF,ZT
2022-08-14,GC,SI
2022-08-14,CL,ZB
2022-08-14,ZF,ZN
2022-08-14,HG,PL
2022-08-14,GC,PL
2022-08-14,ZB,ZN
2022-08-14,CL,HG
2022-08-14,PA,PL
2022-08-14,ZF,ZT
2022-08-15,GC,SI
2022-08-15,CL,ZB
2022-08-15,ZF,ZN
2022-08-15,HG,PL
2022-08-15,GC,PL
2022-08-15,ZB,ZN
2022-08-15,CL,HG
2022-08-15,PA,PL
2022-08-15,ZF,ZT
2022-08-16,GC,SI
2022-08-16,CL,ZB
2022-08-16,ZF,ZN
2022-08-16,HG,PL
2022-08-16,GC,PL
2022-08-16,ZB,ZN
2022-08-16,CL,HG
2022-08-16,PA,PL
2022-08-16,ZF,ZT
2022-08-17,GC,SI
2022-08-17,CL,ZB
2022-08-17,ZF,ZN
2022-08-17,HG,PL
2022-08-17,GC,PL
2022-08-17,ZB,ZN
2022-08-17,CL,HG
2022-08-17,PA,PL
2022-08-17,ZF,ZT
2022-08-18,GC,SI
2022-08-18,CL,ZB
2022-08-18,ZF,ZN
2022-08-18,HG,PL
2022-08-18,GC,PL
2022-08-18,ZB,ZN
2022-08-18,CL,HG
2022-08-18,PA,PL
2022-08-18,ZF,ZT
2022-08-19,GC,SI
2022-08-19,CL,ZB
2022-08-19,ZF,ZN
2022-08-19,HG,PL
2022-08-19,GC,PL
2022-08-19,ZB,ZN
2022-08-19,CL,HG
2022-08-19,PA,PL
2022-08-19,ZF,ZT
2022-08-21,GC,SI
2022-08-21,CL,ZB
2022-08-21,ZF,ZN
2022-08-21,HG,PL
2022-08-21,GC,PL
2022-08-21,ZB,ZN
2022-08-21,CL,HG
2022-08-21,PA,PL
2022-08-21,ZF,ZT
2022-08-22,GC,SI
2022-08-22,CL,ZB
2022-08-22,ZF,ZN
2022-08-22,HG,PL
2022-08-22,GC,PL
2022-08-22,ZB,ZN
2022-08-22,CL,HG
2022-08-22,PA,PL
2022-08-22,ZF,ZT
2022-08-23,GC,SI
2022-08-23,CL,ZB
2022-08-23,ZF,ZN
2022-08-23,HG,PL
2022-08-23,GC,PL
2022-08-23,ZB,ZN
2022-08-23,CL,HG
2022-08-23,PA,PL
2022-08-23,ZF,ZT
2022-08-24,GC,SI
2022-08-24,CL,ZB
2022-08-24,ZF,ZN
2022-08-24,HG,PL
2022-08-24,GC,PL
2022-08-24,ZB,ZN
2022-08-24,CL,HG
2022-08-24,PA,PL
2022-08-24,ZF,ZT
2022-08-25,GC,SI
2022-08-25,CL,ZB
2022-08-25,ZF,ZN
2022-08-25,HG,PL
2022-08-25,GC,PL
2022-08-25,ZB,ZN
2022-08-25,CL,HG
2022-08-25,PA,PL
2022-08-25,ZF,ZT
2022-08-26,GC,SI
2022-08-26,CL,ZB
2022-08-26,ZF,ZN
2022-08-26,HG,PL
2022-08-26,GC,PL
2022-08-26,ZB,ZN
2022-08-26,CL,HG
2022-08-26,PA,PL
2022-08-26,ZF,ZT
2022-08-28,GC,SI
2022-08-28,CL,ZB
2022-08-28,ZF,ZN
2022-08-28,HG,PL
2022-08-28,GC,PL
2022-08-28,ZB,ZN
2022-08-28,CL,HG
2022-08-28,PA,PL
2022-08-28,ZF,ZT
2022-08-29,GC,SI
2022-08-29,CL,ZB
2022-08-29,ZF,ZN
2022-08-29,HG,PL
2022-08-29,GC,PL
2022-08-29,ZB,ZN
2022-08-29,CL,HG
2022-08-29,PA,PL
2022-08-29,ZF,ZT
2022-08-30,GC,SI
2022-08-30,CL,ZB
2022-08-30,ZF,ZN
2022-08-30,HG,PL
2022-08-30,GC,PL
2022-08-30,ZB,ZN
2022-08-30,CL,HG
2022-08-30,PA,PL
2022-08-30,ZF,ZT
2022-08-31,GC,SI
2022-08-31,CL,ZB
2022-08-31,ZF,ZN
2022-08-31,HG,PL
2022-08-31,GC,PL
2022-08-31,ZB,ZN
2022-08-31,CL,HG
2022-08-31,PA,PL
2022-08-31,ZF,ZT
2022-09-01,GC,SI
2022-09-01,CL,ZB
2022-09-01,ZF,ZN
2022-09-01,HG,PL
2022-09-01,GC,PL
2022-09-01,ZB,ZN
2022-09-01,CL,HG
2022-09-01,PA,PL
2022-09-01,ZF,ZT
2022-09-02,GC,SI
2022-09-02,CL,ZB
2022-09-02,ZF,ZN
2022-09-02,HG,PL
2022-09-02,GC,PL
2022-09-02,ZB,ZN
2022-09-02,CL,HG
2022-09-02,PA,PL
2022-09-02,ZF,ZT
2022-09-04,GC,SI
2022-09-04,CL,ZB
2022-09-04,ZF,ZN
2022-09-04,HG,PL
2022-09-04,GC,PL
2022-09-04,ZB,ZN
2022-09-04,CL,HG
2022-09-04,PA,PL
2022-09-04,ZF,ZT
2022-09-05,GC,SI
2022-09-05,CL,ZB
2022-09-05,ZF,ZN
2022-09-05,HG,PL
2022-09-05,GC,PL
2022-09-05,ZB,ZN
2022-09-05,CL,HG
2022-09-05,PA,PL
2022-09-05,ZF,ZT
2022-09-06,GC,SI
2022-09-06,CL,ZB
2022-09-06,ZF,ZN
2022-09-06,HG,PL
2022-09-06,GC,PL
2022-09-06,ZB,ZN
2022-09-06,CL,HG
2022-09-06,PA,PL
2022-09-06,ZF,ZT
2022-09-07,GC,SI
2022-09-07,CL,ZB
2022-09-07,ZF,ZN
2022-09-07,HG,PL
2022-09-07,GC,PL
2022-09-07,ZB,ZN
2022-09-07,CL,HG
2022-09-07,PA,PL
2022-09-07,ZF,ZT
2022-09-08,GC,SI
2022-09-08,CL,ZB
2022-09-08,ZF,ZN
2022-09-08,HG,PL
2022-09-08,GC,PL
2022-09-08,ZB,ZN
2022-09-08,CL,HG
2022-09-08,PA,PL
2022-09-08,ZF,ZT
2022-09-09,GC,SI
2022-09-09,CL,ZB
2022-09-09,ZF,ZN
2022-09-09,HG,PL
2022-09-09,GC,PL
2022-09-09,ZB,ZN
2022-09-09,CL,HG
2022-09-09,PA,PL
2022-09-09,ZF,ZT
2022-09-11,GC,SI
2022-09-11,CL,ZB
2022-09-11,ZF,ZN
2022-09-11,HG,PL
2022-09-11,GC,PL
2022-09-11,ZB,ZN
2022-09-11,CL,HG
2022-09-11,PA,PL
2022-09-11,ZF,ZT
2022-09-12,GC,SI
2022-09-12,CL,ZB
2022-09-12,ZF,ZN
2022-09-12,HG,PL
2022-09-12,GC,PL
2022-09-12,ZB,ZN
2022-09-12,CL,HG
2022-09-12,PA,PL
2022-09-12,ZF,ZT
2022-09-13,GC,SI
2022-09-13,CL,ZB
2022-09-13,ZF,ZN
2022-09-13,HG,PL
2022-09-13,GC,PL
2022-09-13,ZB,ZN
2022-09-13,CL,HG
2022-09-13,PA,PL
2022-09-13,ZF,ZT
2022-09-14,GC,SI
2022-09-14,CL,ZB
2022-09-14,ZF,ZN
2022-09-14,HG,PL
2022-09-14,GC,PL
2022-09-14,ZB,ZN
2022-09-14,CL,HG
2022-09-14,PA,PL
2022-09-14,ZF,ZT
2022-09-15,GC,SI
2022-09-15,PL,SI
2022-09-15,CL,ZB
2022-09-15,ZF,ZN
2022-09-15,HG,PL
2022-09-15,ZB,ZN
2022-09-15,CL,HG
2022-09-15,PA,PL
2022-09-15,ZF,ZT
2022-09-16,GC,SI
2022-09-16,PL,SI
2022-09-16,CL,ZB
2022-09-16,ZF,ZN
2022-09-16,HG,PL
2022-09-16,ZB,ZN
2022-09-16,CL,HG
2022-09-16,PA,PL
2022-09-16,ZF,ZT
2022-09-18,GC,SI
2022-09-18,PL,SI
2022-09-18,CL,ZB
2022-09-18,ZF,ZN
2022-09-18,HG,PL
2022-09-18,ZB,ZN
2022-09-18,CL,HG
2022-09-18,PA,PL
2022-09-18,ZF,ZT
2022-09-19,GC,SI
2022-09-19,PL,SI
2022-09-19,CL,ZB
2022-09-19,ZF,ZN
2022-09-19,HG,PL
2022-09-19,ZB,ZN
2022-09-19,CL,HG
2022-09-19,PA,PL
2022-09-19,ZF,ZT
2022-09-20,GC,SI
2022-09-20,CL,ZB
2022-09-20,ZF,ZN
2022-09-20,HG,PL
2022-09-20,GC,PL
2022-09-20,ZB,ZN
2022-09-20,CL,HG
2022-09-20,PA,PL
2022-09-20,ZF,ZT
2022-09-21,GC,SI
2022-09-21,CL,ZB
2022-09-21,ZF,ZN
2022-09-21,HG,PL
2022-09-21,GC,PL
2022-09-21,ZB,ZN
2022-09-21,CL,HG
2022-09-21,PA,PL
2022-09-21,ZF,ZT
2022-09-22,GC,SI
2022-09-22,CL,ZB
2022-09-22,ZF,ZN
2022-09-22,HG,PL
2022-09-22,GC,PL
2022-09-22,ZB,ZN
2022-09-22,CL,HG
2022-09-22,PA,PL
2022-09-22,ZF,ZT
2022-09-23,GC,SI
2022-09-23,CL,ZB
2022-09-23,ZF,ZN
2022-09-23,HG,PL
2022-09-23,GC,PL
2022-09-23,ZB,ZN
2022-09-23,CL,HG
2022-09-23,PA,PL
2022-09-23,ZF,ZT
2022-09-25,GC,SI
2022-09-25,CL,ZB
2022-09-25,ZF,ZN
2022-09-25,HG,PL
2022-09-25,GC,PL
2022-09-25,ZB,ZN
2022-09-25,CL,HG
2022-09-25,PA,PL
2022-09-25,ZF,ZT
2022-09-26,GC,SI
2022-09-26,CL,ZB
2022-09-26,ZF,ZN
2022-09-26,HG,PL
2022-09-26,GC,PL
2022-09-26,ZB,ZN
2022-09-26,CL,HG
2022-09-26,PA,PL
2022-09-26,ZF,ZT
2022-09-27,GC,SI
2022-09-27,CL,ZB
2022-09-27,ZF,ZN
2022-09-27,HG,PL
2022-09-27,GC,PL
2022-09-27,ZB,ZN
2022-09-27,CL,HG
2022-09-27,PA,PL
2022-09-27,ZF,ZT
2022-09-28,GC,SI
2022-09-28,CL,ZB
2022-09-28,ZF,ZN
2022-09-28,HG,PL
2022-09-28,GC,PL
2022-09-28,ZB,ZN
2022-09-28,CL,HG
2022-09-28,PA,PL
2022-09-28,ZF,ZT
2022-09-29,GC,SI
2022-09-29,CL,ZB
2022-09-29,ZF,ZN
2022-09-29,HG,PL
2022-09-29,GC,PL
2022-09-29,ZB,ZN
2022-09-29,CL,HG
2022-09-29,PA,PL
2022-09-29,ZF,ZT
2022-09-30,GC,SI
2022-09-30,CL,ZB
2022-09-30,ZF,ZN
2022-09-30,HG,PL
2022-09-30,GC,PL
2022-09-30,ZB,ZN
2022-09-30,CL,HG
2022-09-30,PA,PL
2022-09-30,ZF,ZT
2022-10-02,GC,SI
2022-10-02,CL,ZB
2022-10-02,ZF,ZN
2022-10-02,HG,PL
2022-10-02,GC,PL
2022-10-02,ZB,ZN
2022-10-02,CL,HG
2022-10-02,PA,PL
2022-10-02,ZF,ZT
2022-10-03,GC,SI
2022-10-03,CL,ZB
2022-10-03,ZF,ZN
2022-10-03,HG,PL
2022-10-03,GC,PL
2022-10-03,ZB,ZN
2022-10-03,CL,HG
2022-10-03,PA,PL
2022-10-03,ZF,ZT
2022-10-04,GC,SI
2022-10-04,CL,ZB
2022-10-04,ZF,ZN
2022-10-04,HG,PL
2022-10-04,GC,PL
2022-10-04,ZB,ZN
2022-10-04,CL,HG
2022-10-04,PA,PL
2022-10-04,ZF,ZT
2022-10-05,GC,SI
2022-10-05,CL,ZB
2022-10-05,ZF,ZN
2022-10-05,HG,PL
2022-10-05,GC,PL
2022-10-05,ZB,ZN
2022-10-05,CL,HG
2022-10-05,PA,PL
2022-10-05,ZF,ZT
2022-10-06,GC,SI
2022-10-06,CL,ZB
2022-10-06,ZF,ZN
2022-10-06,HG,PL
2022-10-06,GC,PL
2022-10-06,ZB,ZN
2022-10-06,CL,HG
2022-10-06,PA,PL
2022-10-06,ZF,ZT
2022-10-07,GC,SI
2022-10-07,CL,ZB
2022-10-07,ZF,ZN
2022-10-07,HG,PL
2022-10-07,GC,PL
2022-10-07,ZB,ZN
2022-10-07,CL,HG
2022-10-07,PA,PL
2022-10-07,ZF,ZT
2022-10-09,GC,SI
2022-10-09,CL,ZB
2022-10-09,ZF,ZN
2022-10-09,HG,PL
2022-10-09,GC,PL
2022-10-09,ZB,ZN
2022-10-09,CL,HG
2022-10-09,PA,PL
2022-10-09,ZF,ZT
2022-10-10,GC,SI
2022-10-10,CL,ZB
2022-10-10,ZF,ZN
2022-10-10,HG,PL
2022-10-10,GC,PL
2022-10-10,ZB,ZN
2022-10-10,CL,HG
2022-10-10,PA,PL
2022-10-10,ZF,ZT
2022-10-11,GC,SI
2022-10-11,CL,ZB
2022-10-11,ZF,ZN
2022-10-11,HG,PL
2022-10-11,GC,PL
2022-10-11,ZB,ZN
2022-10-11,CL,HG
2022-10-11,PA,PL
2022-10-11,ZF,ZT
2022-10-12,GC,SI
2022-10-12,CL,ZB
2022-10-12,ZF,ZN
2022-10-12,HG,PL
2022-10-12,GC,PL
2022-10-12,ZB,ZN
2022-10-12,CL,HG
2022-10-12,PA,PL
2022-10-12,ZF,ZT
2022-10-13,GC,SI
2022-10-13,CL,ZB
2022-10-13,ZF,ZN
2022-10-13,HG,PL
2022-10-13,GC,PL
2022-10-13,ZB,ZN
2022-10-13,CL,HG
2022-10-13,PA,PL
2022-10-13,ZF,ZT
2022-10-14,GC,SI
2022-10-14,CL,ZB
2022-10-14,ZF,ZN
2022-10-14,HG,PL
2022-10-14,GC,PL
2022-10-14,ZB,ZN
2022-10-14,CL,HG
2022-10-14,PA,PL
2022-10-14,ZF,ZT
2022-10-16,GC,SI
2022-10-16,CL,ZB
2022-10-16,ZF,ZN
2022-10-16,HG,PL
2022-10-16,GC,PL
2022-10-16,ZB,ZN
2022-10-16,CL,HG
2022-10-16,PA,PL
2022-10-16,ZF,ZT
2022-10-17,GC,SI
2022-10-17,CL,ZB
2022-10-17,ZF,ZN
2022-10-17,HG,PL
2022-10-17,GC,PL
2022-10-17,ZB,ZN
2022-10-17,CL,HG
2022-10-17,PA,PL
2022-10-17,ZF,ZT
2022-10-18,GC,SI
2022-10-18,CL,ZB
2022-10-18,ZF,ZN
2022-10-18,HG,PL
2022-10-18,GC,PL
2022-10-18,ZB,ZN
2022-10-18,CL,HG
2022-10-18,PA,PL
2022-10-18,ZF,ZT
2022-10-19,GC,SI
2022-10-19,CL,ZB
2022-10-19,ZF,ZN
2022-10-19,HG,PL
2022-10-19,GC,PL
2022-10-19,ZB,ZN
2022-10-19,CL,HG
2022-10-19,PA,PL
2022-10-19,ZF,ZT
2022-10-20,GC,SI
2022-10-20,CL,ZB
2022-10-20,ZF,ZN
2022-10-20,HG,PL
2022-10-20,GC,PL
2022-10-20,ZB,ZN
2022-10-20,CL,HG
2022-10-20,PA,PL
2022-10-20,ZF,ZT
2022-10-21,GC,SI
2022-10-21,CL,ZB
2022-10-21,ZF,ZN
2022-10-21,HG,PL
2022-10-21,GC,PL
2022-10-21,ZB,ZN
2022-10-21,CL,HG
2022-10-21,PA,PL
