date,root_a,root_b
2011-03-30,GC,SI
2011-03-30,PL,SI
2011-03-30,ZF,ZN
2011-03-30,HG,PL
2011-03-30,ZB,ZN
2011-03-30,CL,HG
2011-03-30,HG,ZB
2011-03-30,PA,PL
2011-03-30,ZF,ZT
2011-03-31,GC,SI
2011-03-31,PL,SI
2011-03-31,ZF,ZN
2011-03-31,HG,PL
2011-03-31,ZB,ZN
2011-03-31,CL,HG
2011-03-31,HG,ZB
2011-03-31,PA,PL
2011-03-31,ZF,ZT
2011-04-01,GC,SI
2011-04-01,PL,SI
2011-04-01,ZF,ZN
2011-04-01,HG,PL
2011-04-01,ZB,ZN
2011-04-01,CL,HG
2011-04-01,HG,ZB
2011-04-01,PA,PL
2011-04-01,ZF,ZT
2011-04-03,GC,SI
2011-04-03,PL,SI
2011-04-03,ZF,ZN
2011-04-03,HG,PL
2011-04-03,ZB,ZN
2011-04-03,CL,HG
2011-04-03,HG,ZB
2011-04-03,PA,PL
2011-04-03,ZF,ZT
2011-04-04,GC,SI
2011-04-04,PL,SI
2011-04-04,ZF,ZN
2011-04-04,HG,PL
2011-04-04,ZB,ZN
2011-04-04,CL,HG
2011-04-04,HG,ZB
2011-04-04,PA,PL
2011-04-04,ZF,ZT
2011-04-05,GC,SI
2011-04-05,PL,SI
2011-04-05,ZF,ZN
2011-04-05,HG,PL
2011-04-05,ZB,ZN
2011-04-05,CL,HG
2011-04-05,HG,ZB
2011-04-05,PA,PL
2011-04-05,ZF,ZT
2011-04-06,GC,SI
2011-04-06,PL,SI
2011-04-06,ZF,ZN
2011-04-06,HG,PL
2011-04-06,ZB,ZN
2011-04-06,CL,HG
2011-04-06,HG,ZB
2011-04-06,PA,PL
2011-04-06,ZF,ZT
2011-04-07,GC,SI
2011-04-07,PL,SI
2011-04-07,ZF,ZN
2011-04-07,HG,PL
2011-04-07,ZB,ZN
2011-04-07,CL,HG
2011-04-07,HG,ZB
2011-04-07,PA,PL
2011-04-07,ZF,ZT
2011-04-08,GC,SI
2011-04-08,PL,SI
2011-04-08,ZF,ZN
2011-04-08,HG,PL
2011-04-08,ZB,ZN
2011-04-08,CL,HG
2011-04-08,HG,ZB
2011-04-08,PA,PL
2011-04-08,ZF,ZT
2011-04-10,GC,SI
2011-04-10,PL,SI
2011-04-10,ZF,ZN
2011-04-10,HG,PL
2011-04-10,ZB,ZN
2011-04-10,CL,HG
2011-04-10,HG,ZB
2011-04-10,PA,PL
2011-04-10,ZF,ZT
2011-04-11,GC,SI
2011-04-11,PL,SI
2011-04-11,ZF,ZN
2011-04-11,HG,PL
2011-04-11,ZB,ZN
2011-04-11,CL,HG
2011-04-11,HG,ZB
2011-04-11,PA,PL
2011-04-11,ZF,ZT
2011-04-12,GC,SI
2011-04-12,PL,SI
2011-04-12,ZF,ZN
2011-04-12,HG,PL
2011-04-12,ZB,ZN
2011-04-12,CL,HG
2011-04-12,HG,ZB
2011-04-12,PA,PL
2011-04-12,ZF,ZT
2011-04-13,GC,SI
2011-04-13,PL,SI
2011-04-13,ZF,ZN
2011-04-13,HG,PL
2011-04-13,ZB,ZN
2011-04-13,CL,HG
2011-04-13,HG,ZB
2011-04-13,PA,PL
2011-04-13,ZF,ZT
2011-04-14,GC,SI
2011-04-14,PL,SI
2011-04-14,ZF,ZN
2011-04-14,HG,PL
2011-04-14,ZB,ZN
2011-04-14,CL,HG
2011-04-14,HG,ZB
2011-04-14,PA,PL
2011-04-14,ZF,ZT
2011-04-15,GC,SI
2011-04-15,PL,SI
2011-04-15,ZF,ZN
2011-04-15,HG,PL
2011-04-15,ZB,ZN
2011-04-15,CL,HG
2011-04-15,HG,ZB
2011-04-15,PA,PL
2011-04-15,ZF,ZT
2011-04-17,GC,SI
2011-04-17,PL,SI
2011-04-17,ZF,ZN
2011-04-17,HG,PL
2011-04-17,ZB,ZN
2011-04-17,CL,HG
2011-04-17,HG,ZB
2011-04-17,PA,PL
2011-04-17,ZF,ZT
2011-04-18,GC,SI
2011-04-18,PL,SI
2011-04-18,ZF,ZN
2011-04-18,HG,PL
2011-04-18,ZB,ZN
2011-04-18,CL,HG
2011-04-18,HG,ZB
2011-04-18,PA,PL
2011-04-18,ZF,ZT
2011-04-19,GC,SI
2011-04-19,PL,SI
2011-04-19,ZF,ZN
2011-04-19,HG,PL
2011-04-19,ZB,ZN
2011-04-19,CL,HG
2011-04-19,HG,ZB
2011-04-19,PA,PL
2011-04-19,ZF,ZT
2011-04-20,GC,SI
2011-04-20,PL,SI
2011-04-20,ZF,ZN
2011-04-20,HG,PL
2011-04-20,ZB,ZN
2011-04-20,CL,HG
2011-04-20,HG,ZB
2011-04-20,PA,PL
2011-04-20,ZF,ZT
2011-04-21,GC,SI
2011-04-21,PL,SI
2011-04-21,ZF,ZN
2011-04-21,HG,PL
2011-04-21,ZB,ZN
2011-04-21,CL,HG
2011-04-21,HG,ZB
2011-04-21,PA,PL
2011-04-21,ZF,ZT
2011-04-24,GC,SI
2011-04-24,PL,SI
2011-04-24,ZF,ZN
2011-04-24,HG,PL
2011-04-24,ZB,ZN
2011-04-24,CL,SI
2011-04-24,HG,ZB
2011-04-24,PA,PL
2011-04-24,ZF,ZT
2011-04-25,GC,SI
2011-04-25,PL,SI
2011-04-25,ZF,ZN
2011-04-25,HG,PL
2011-04-25,ZB,ZN
2011-04-25,CL,SI
2011-04-25,HG,ZB
2011-04-25,PA,PL
2011-04-25,ZF,ZT
2011-04-26,GC,SI
2011-04-26,PL,SI
2011-04-26,HG,PA
2011-04-26,ZF,ZN
2011-04-26,ZB,ZN
2011-04-26,CL,HG
2011-04-26,HG,ZB
2011-04-26,PA,PL
2011-04-26,ZF,ZT
2011-04-27,GC,SI
2011-04-27,PL,SI
2011-04-27,HG,PA
2011-04-27,ZF,ZN
2011-04-27,ZB,ZN
2011-04-27,CL,HG
2011-04-27,HG,ZB
2011-04-27,PA,PL
2011-04-27,ZF,ZT
2011-04-28,GC,SI
2011-04-28,PL,SI
2011-04-28,HG,PA
2011-04-28,ZF,ZN
2011-04-28,ZB,ZN
2011-04-28,CL,HG
2011-04-28,HG,ZB
2011-04-28,PA,PL
2011-04-28,ZF,ZT
2011-04-29,GC,SI
2011-04-29,PL,SI
2011-04-29,HG,PA
2011-04-29,ZF,ZN
2011-04-29,ZB,ZN
2011-04-29,CL,HG
2011-04-29,HG,ZB
2011-04-29,PA,PL
2011-04-29,ZF,ZT
2011-05-01,GC,SI
2011-05-01,HG,PA
2011-05-01,ZF,ZN
2011-05-01,GC,PL
2011-05-01,ZB,ZN
2011-05-01,CL,HG
2011-05-01,HG,ZB
2011-05-01,PA,PL
2011-05-01,ZF,ZT
2011-05-02,GC,SI
2011-05-02,HG,PA
2011-05-02,ZF,ZN
2011-05-02,GC,PL
2011-05-02,ZB,ZN
2011-05-02,CL,HG
2011-05-02,HG,ZB
2011-05-02,PA,PL
2011-05-02,ZF,ZT
2011-05-03,GC,SI
2011-05-03,HG,PA
2011-05-03,ZF,ZN
2011-05-03,GC,PL
2011-05-03,ZB,ZN
2011-05-03,CL,HG
2011-05-03,HG,ZB
2011-05-03,PA,PL
2011-05-03,ZF,ZT
2011-05-04,GC,SI
2011-05-04,HG,PA
2011-05-04,ZF,ZN
2011-05-04,GC,PL
2011-05-04,ZB,ZN
2011-05-04,CL,HG
2011-05-04,HG,ZB
2011-05-04,PA,PL
2011-05-04,ZF,ZT
2011-05-05,GC,SI
2011-05-05,HG,PA
2011-05-05,ZF,ZN
2011-05-05,GC,PL
2011-05-05,ZB,ZN
2011-05-05,CL,HG
2011-05-05,HG,ZB
2011-05-05,PA,PL
2011-05-05,ZF,ZT
2011-05-06,GC,SI
2011-05-06,HG,PA
2011-05-06,ZF,ZN
2011-05-06,GC,PL
2011-05-06,ZB,ZN
2011-05-06,CL,SI
2011-05-06,HG,ZB
2011-05-06,PA,PL
2011-05-06,ZF,ZT
2011-05-08,GC,SI
2011-05-08,HG,PA
2011-05-08,ZF,ZN
2011-05-08,GC,PL
2011-05-08,ZB,ZN
2011-05-08,CL,SI
2011-05-08,HG,ZB
2011-05-08,PA,PL
2011-05-08,ZF,ZT
2011-05-09,GC,SI
2011-05-09,HG,PA
2011-05-09,ZF,ZN
2011-05-09,GC,PL
2011-05-09,ZB,ZN
2011-05-09,CL,SI
2011-05-09,HG,ZB
2011-05-09,PA,PL
2011-05-09,ZF,ZT
2011-05-10,GC,SI
2011-05-10,HG,PA
2011-05-10,ZF,ZN
2011-05-10,GC,PL
2011-05-10,ZB,ZN
2011-05-10,CL,SI
2011-05-10,HG,ZB
2011-05-10,PA,PL
2011-05-10,ZF,ZT
2011-05-11,GC,SI
2011-05-11,HG,PA
2011-05-11,ZF,ZN
2011-05-11,GC,PL
2011-05-11,ZB,ZN
2011-05-11,CL,SI
2011-05-11,HG,ZB
2011-05-11,PA,PL
2011-05-11,ZF,ZT
2011-05-12,GC,SI
2011-05-12,HG,PA
2011-05-12,ZF,ZN
2011-05-12,GC,PL
2011-05-12,ZB,ZN
2011-05-12,CL,SI
2011-05-12,HG,ZB
2011-05-12,PA,PL
2011-05-12,ZF,ZT
2011-05-13,GC,SI
2011-05-13,HG,PA
2011-05-13,ZF,ZN
2011-05-13,GC,PL
2011-05-13,ZB,ZN
2011-05-13,CL,SI
2011-05-13,HG,ZB
2011-05-13,PA,PL
2011-05-13,ZF,ZT
2011-05-15,GC,SI
2011-05-15,HG,PA
2011-05-15,ZF,ZN
2011-05-15,GC,PL
2011-05-15,ZB,ZN
2011-05-15,CL,SI
2011-05-15,HG,ZB
2011-05-15,PA,PL
2011-05-15,ZF,ZT
2011-05-16,GC,SI
2011-05-16,HG,PA
2011-05-16,ZF,ZN
2011-05-16,GC,PL
2011-05-16,ZB,ZN
2011-05-16,CL,SI
2011-05-16,HG,ZB
2011-05-16,PA,PL
2011-05-16,ZF,ZT
2011-05-17,GC,SI
2011-05-17,HG,PA
2011-05-17,ZF,ZN
2011-05-17,GC,PL
2011-05-17,ZB,ZN
2011-05-17,CL,SI
2011-05-17,HG,ZB
2011-05-17,PA,PL
2011-05-17,ZF,ZT
2011-05-18,GC,SI
2011-05-18,HG,PA
2011-05-18,ZF,ZN
2011-05-18,GC,PL
2011-05-18,ZB,ZN
2011-05-18,CL,SI
2011-05-18,HG,ZB
2011-05-18,PA,PL
2011-05-18,ZF,ZT
2011-05-19,GC,SI
2011-05-19,HG,PA
2011-05-19,ZF,ZN
2011-05-19,GC,PL
2011-05-19,ZB,ZN
2011-05-19,CL,SI
2011-05-19,HG,ZB
2011-05-19,PA,PL
2011-05-19,ZF,ZT
2011-05-20,GC,SI
2011-05-20,HG,PA
2011-05-20,ZF,ZN
2011-05-20,GC,PL
2011-05-20,ZB,ZN
2011-05-20,CL,SI
2011-05-20,HG,ZB
2011-05-20,PA,PL
2011-05-20,ZF,ZT
2011-05-22,GC,SI
2011-05-22,HG,PA
2011-05-22,ZF,ZN
2011-05-22,GC,PL
2011-05-22,ZB,ZN
2011-05-22,CL,SI
2011-05-22,HG,ZB
2011-05-22,PA,PL
2011-05-22,ZF,ZT
2011-05-23,GC,SI
2011-05-23,HG,PA
2011-05-23,ZF,ZN
2011-05-23,GC,PL
2011-05-23,ZB,ZN
2011-05-23,CL,SI
2011-05-23,HG,ZB
2011-05-23,PA,PL
2011-05-23,ZF,ZT
2011-05-24,GC,SI
2011-05-24,HG,PA
2011-05-24,ZF,ZN
2011-05-24,GC,PL
2011-05-24,ZB,ZN
2011-05-24,CL,SI
2011-05-24,HG,ZB
2011-05-24,PA,PL
2011-05-24,ZF,ZT
2011-05-25,GC,SI
2011-05-25,HG,PA
2011-05-25,ZF,ZN
2011-05-25,GC,PL
2011-05-25,ZB,ZN
2011-05-25,CL,SI
2011-05-25,HG,ZB
2011-05-25,PA,PL
2011-05-25,ZF,ZT
2011-05-26,GC,SI
2011-05-26,HG,PA
2011-05-26,ZF,ZN
2011-05-26,GC,PL
2011-05-26,ZB,ZN
2011-05-26,CL,SI
2011-05-26,HG,ZB
2011-05-26,PA,PL
2011-05-26,ZF,ZT
2011-05-27,GC,SI
2011-05-27,HG,PA
2011-05-27,ZF,ZN
2011-05-27,GC,PL
2011-05-27,ZB,ZN
2011-05-27,CL,SI
2011-05-27,HG,ZB
2011-05-27,PA,PL
2011-05-27,ZF,ZT
2011-05-29,GC,SI
2011-05-29,HG,PA
2011-05-29,ZF,ZN
2011-05-29,GC,PL
2011-05-29,ZB,ZN
2011-05-29,CL,SI
2011-05-29,HG,ZB
2011-05-29,PA,PL
2011-05-29,ZF,ZT
2011-05-30,GC,SI
2011-05-30,HG,PA
2011-05-30,ZF,ZN
2011-05-30,GC,PL
2011-05-30,ZB,ZN
2011-05-30,CL,SI
2011-05-30,HG,ZB
2011-05-30,PA,PL
2011-05-30,ZF,ZT
2011-05-31,GC,SI
2011-05-31,HG,PA
2011-05-31,ZF,ZN
2011-05-31,GC,PL
2011-05-31,ZB,ZN
2011-05-31,CL,SI
2011-05-31,HG,ZB
2011-05-31,PA,PL
2011-05-31,ZF,ZT
2011-06-01,GC,SI
2011-06-01,HG,PA
2011-06-01,ZF,ZN
2011-06-01,GC,PL
2011-06-01,ZB,ZN
2011-06-01,CL,SI
2011-06-01,HG,ZB
2011-06-01,PA,PL
2011-06-01,ZF,ZT
2011-06-02,GC,SI
2011-06-02,HG,PA
2011-06-02,ZF,ZN
2011-06-02,GC,PL
2011-06-02,ZB,ZN
2011-06-02,CL,SI
2011-06-02,HG,ZB
2011-06-02,PA,PL
2011-06-02,ZF,ZT
2011-06-03,GC,SI
2011-06-03,HG,PA
2011-06-03,ZF,ZN
2011-06-03,GC,PL
2011-06-03,ZB,ZN
2011-06-03,CL,SI
2011-06-03,HG,ZB
2011-06-03,PA,PL
2011-06-03,ZF,ZT
2011-06-05,GC,SI
2011-06-05,HG,PA
2011-06-05,ZF,ZN
2011-06-05,GC,PL
2011-06-05,ZB,ZN
2011-06-05,CL,SI
2011-06-05,HG,ZB
2011-06-05,PA,PL
2011-06-05,ZF,ZT
2011-06-06,GC,SI
2011-06-06,HG,PA
2011-06-06,ZF,ZN
2011-06-06,GC,PL
2011-06-06,ZB,ZN
2011-06-06,CL,SI
2011-06-06,HG,ZB
2011-06-06,PA,PL
2011-06-06,ZF,ZT
2011-06-07,GC,SI
2011-06-07,HG,PA
2011-06-07,ZF,ZN
2011-06-07,GC,PL
2011-06-07,ZB,ZN
2011-06-07,CL,SI
2011-06-07,HG,ZB
2011-06-07,PA,PL
2011-06-07,ZF,ZT
2011-06-08,GC,SI
2011-06-08,HG,PA
2011-06-08,ZF,ZN
2011-06-08,GC,PL
2011-06-08,ZB,ZN
2011-06-08,CL,SI
2011-06-08,HG,ZB
2011-06-08,PA,PL
2011-06-08,ZF,ZT
2011-06-09,GC,SI
2011-06-09,HG,PA
2011-06-09,ZF,ZN
2011-06-09,GC,PL
2011-06-09,ZB,ZN
2011-06-09,CL,SI
2011-06-09,HG,ZB
2011-06-09,PA,PL
2011-06-09,ZF,ZT
2011-06-10,GC,SI
2011-06-10,HG,PA
2011-06-10,ZF,ZN
2011-06-10,GC,PL
2011-06-10,ZB,ZN
2011-06-10,CL,SI
2011-06-10,HG,ZB
2011-06-10,PA,PL
2011-06-10,ZF,ZT
2011-06-12,GC,SI
2011-06-12,HG,PA
2011-06-12,ZF,ZN
2011-06-12,GC,PL
2011-06-12,ZB,ZN
2011-06-12,CL,SI
2011-06-12,HG,ZB
2011-06-12,PA,PL
2011-06-12,ZF,ZT
2011-06-13,GC,SI
2011-06-13,HG,PA
2011-06-13,ZF,ZN
2011-06-13,GC,PL
2011-06-13,ZB,ZN
2011-06-13,CL,SI
2011-06-13,HG,ZB
2011-06-13,PA,PL
2011-06-13,ZF,ZT
2011-06-14,GC,SI
2011-06-14,HG,PA
2011-06-14,ZF,ZN
2011-06-14,GC,PL
2011-06-14,ZB,ZN
2011-06-14,CL,SI
2011-06-14,HG,ZB
2011-06-14,PA,PL
2011-06-14,ZF,ZT
2011-06-15,GC,SI
2011-06-15,ZF,ZN
2011-06-15,GC,PL
2011-06-15,ZB,ZN
2011-06-15,CL,SI
2011-06-15,CL,HG
2011-06-15,HG,ZB
2011-06-15,PA,PL
2011-06-15,ZF,ZT
2011-06-16,GC,SI
2011-06-16,HG,PA
2011-06-16,ZF,ZN
2011-06-16,GC,PL
2011-06-16,ZB,ZN
2011-06-16,CL,SI
2011-06-16,HG,ZB
2011-06-16,PA,PL
2011-06-16,ZF,ZT
2011-06-17,GC,SI
2011-06-17,HG,PA
2011-06-17,ZF,ZN
2011-06-17,GC,PL
2011-06-17,ZB,ZN
2011-06-17,CL,SI
2011-06-17,HG,ZB
2011-06-17,PA,PL
2011-06-17,ZF,ZT
2011-06-19,GC,SI
2011-06-19,HG,PA
2011-06-19,ZF,ZN
2011-06-19,GC,PL
2011-06-19,ZB,ZN
2011-06-19,CL,SI
2011-06-19,HG,ZB
2011-06-19,PA,PL
2011-06-19,ZF,ZT
2011-06-20,GC,SI
2011-06-20,HG,PA
2011-06-20,ZF,ZN
2011-06-20,GC,PL
2011-06-20,ZB,ZN
2011-06-20,CL,SI
2011-06-20,HG,ZB
2011-06-20,PA,PL
2011-06-20,ZF,ZT
2011-06-21,GC,SI
2011-06-21,HG,PA
2011-06-21,ZF,ZN
2011-06-21,GC,PL
2011-06-21,ZB,ZN
2011-06-21,CL,SI
2011-06-21,HG,ZB
2011-06-21,PA,PL
2011-06-21,ZF,ZT
2011-06-22,GC,SI
2011-06-22,HG,PA
2011-06-22,ZF,ZN
2011-06-22,GC,PL
2011-06-22,ZB,ZN
2011-06-22,CL,SI
2011-06-22,HG,ZB
2011-06-22,PA,PL
2011-06-22,ZF,ZT
2011-06-23,GC,SI
2011-06-23,HG,PA
2011-06-23,ZF,ZN
2011-06-23,GC,PL
2011-06-23,ZB,ZN
2011-06-23,CL,SI
2011-06-23,HG,ZB
2011-06-23,PA,PL
2011-06-23,ZF,ZT
2011-06-24,GC,SI
2011-06-24,HG,PA
2011-06-24,ZF,ZN
2011-06-24,GC,PL
2011-06-24,ZB,ZN
2011-06-24,CL,SI
2011-06-24,HG,ZB
2011-06-24,PA,PL
2011-06-24,ZF,ZT
2011-06-26,GC,SI
2011-06-26,HG,PA
2011-06-26,ZF,ZN
2011-06-26,GC,PL
2011-06-26,ZB,ZN
2011-06-26,CL,SI
2011-06-26,HG,ZB
2011-06-26,PA,PL
2011-06-26,ZF,ZT
2011-06-27,GC,SI
2011-06-27,HG,PA
2011-06-27,ZF,ZN
2011-06-27,GC,PL
2011-06-27,ZB,ZN
2011-06-27,CL,SI
2011-06-27,HG,ZB
2011-06-27,PA,PL
2011-06-27,ZF,ZT
2011-06-28,GC,SI
2011-06-28,HG,PA
2011-06-28,ZF,ZN
2011-06-28,GC,PL
2011-06-28,ZB,ZN
2011-06-28,CL,SI
2011-06-28,HG,ZB
2011-06-28,PA,PL
2011-06-28,ZF,ZT
2011-06-29,GC,SI
2011-06-29,HG,PA
2011-06-29,ZF,ZN
2011-06-29,GC,PL
2011-06-29,ZB,ZN
2011-06-29,CL,SI
2011-06-29,HG,ZB
2011-06-29,PA,PL
2011-06-29,ZF,ZT
2011-06-30,GC,SI
2011-06-30,HG,PA
2011-06-30,ZF,ZN
2011-06-30,GC,PL
2011-06-30,ZB,ZN
2011-06-30,CL,SI
2011-06-30,HG,ZB
2011-06-30,PA,PL
2011-06-30,ZF,ZT
2011-07-01,GC,SI
2011-07-01,HG,PA
2011-07-01,ZF,ZN
2011-07-01,GC,PL
2011-07-01,ZB,ZN
2011-07-01,CL,SI
2011-07-01,HG,ZB
2011-07-01,PA,PL
2011-07-01,ZF,ZT
2011-07-03,GC,SI
2011-07-03,HG,PA
2011-07-03,ZF,ZN
2011-07-03,GC,PL
2011-07-03,ZB,ZN
2011-07-03,CL,SI
2011-07-03,HG,ZB
2011-07-03,PA,PL
2011-07-03,ZF,ZT
2011-07-04,GC,SI
2011-07-04,HG,PA
2011-07-04,ZF,ZN
2011-07-04,GC,PL
2011-07-04,ZB,ZN
2011-07-04,CL,SI
2011-07-04,HG,ZB
2011-07-04,PA,PL
2011-07-04,ZF,ZT
2011-07-05,GC,SI
2011-07-05,HG,PA
2011-07-05,ZF,ZN
2011-07-05,GC,PL
2011-07-05,ZB,ZN
2011-07-05,CL,SI
2011-07-05,HG,ZB
2011-07-05,PA,PL
2011-07-05,ZF,ZT
2011-07-06,GC,SI
2011-07-06,HG,PA
2011-07-06,ZF,ZN
2011-07-06,GC,PL
2011-07-06,ZB,ZN
2011-07-06,CL,SI
2011-07-06,HG,ZB
2011-07-06,PA,PL
2011-07-06,ZF,ZT
2011-07-07,GC,SI
2011-07-07,HG,PA
2011-07-07,ZF,ZN
2011-07-07,GC,PL
2011-07-07,ZB,ZN
2011-07-07,CL,SI
2011-07-07,HG,ZB
2011-07-07,PA,PL
2011-07-07,ZF,ZT
2011-07-08,GC,SI
2011-07-08,HG,PA
2011-07-08,ZF,ZN
2011-07-08,GC,PL
2011-07-08,ZB,ZN
2011-07-08,CL,SI
2011-07-08,HG,ZB
2011-07-08,PA,PL
2011-07-08,ZF,ZT
2011-07-10,GC,SI
2011-07-10,HG,PA
2011-07-10,ZF,ZN
2011-07-10,GC,PL
2011-07-10,ZB,ZN
2011-07-10,CL,SI
2011-07-10,HG,ZB
2011-07-10,PA,PL
2011-07-10,ZF,ZT
2011-07-11,GC,SI
2011-07-11,HG,PA
2011-07-11,ZF,ZN
2011-07-11,GC,PL
2011-07-11,ZB,ZN
2011-07-11,CL,SI
2011-07-11,HG,ZB
2011-07-11,PA,PL
2011-07-11,ZF,ZT
2011-07-12,GC,SI
2011-07-12,HG,PA
2011-07-12,ZF,ZN
2011-07-12,GC,PL
2011-07-12,ZB,ZN
2011-07-12,CL,SI
2011-07-12,HG,ZB
2011-07-12,PA,PL
2011-07-12,ZF,ZT
2011-07-13,GC,SI
2011-07-13,HG,PA
2011-07-13,ZF,ZN
2011-07-13,GC,PL
2011-07-13,ZB,ZN
2011-07-13,CL,SI
2011-07-13,HG,ZB
2011-07-13,PA,PL
2011-07-13,ZF,ZT
2011-07-14,GC,SI
2011-07-14,HG,PA
2011-07-14,ZF,ZN
2011-07-14,GC,PL
2011-07-14,ZB,ZN
2011-07-14,CL,SI
2011-07-14,HG,ZB
2011-07-14,PA,PL
2011-07-14,ZF,ZT
2011-07-15,GC,SI
2011-07-15,HG,PA
2011-07-15,ZF,ZN
2011-07-15,GC,PL
2011-07-15,ZB,ZN
2011-07-15,CL,SI
2011-07-15,HG,ZB
2011-07-15,PA,PL
2011-07-15,ZF,ZT
2011-07-17,GC,SI
2011-07-17,HG,PA
2011-07-17,ZF,ZN
2011-07-17,GC,PL
2011-07-17,ZB,ZN
2011-07-17,CL,SI
2011-07-17,HG,ZB
2011-07-17,PA,PL
2011-07-17,ZF,ZT
2011-07-18,GC,SI
2011-07-18,HG,PA
2011-07-18,ZF,ZN
2011-07-18,GC,PL
2011-07-18,ZB,ZN
2011-07-18,CL,SI
2011-07-18,HG,ZB
2011-07-18,PA,PL
2011-07-18,ZF,ZT
2011-07-19,GC,SI
2011-07-19,HG,PA
2011-07-19,ZF,ZN
2011-07-19,GC,PL
2011-07-19,ZB,ZN
2011-07-19,CL,SI
2011-07-19,HG,ZB
2011-07-19,PA,PL
2011-07-19,ZF,ZT
2011-07-20,GC,SI
2011-07-20,HG,PA
2011-07-20,ZF,ZN
2011-07-20,GC,PL
2011-07-20,ZB,ZN
2011-07-20,CL,SI
2011-07-20,HG,ZB
2011-07-20,PA,PL
2011-07-20,ZF,ZT
2011-07-21,GC,SI
2011-07-21,HG,PA
2011-07-21,ZF,ZN
2011-07-21,GC,PL
2011-07-21,ZB,ZN
2011-07-21,CL,SI
2011-07-21,HG,ZB
2011-07-21,PA,PL
2011-07-21,ZF,ZT
2011-07-22,GC,SI
2011-07-22,HG,PA
2011-07-22,ZF,ZN
2011-07-22,GC,PL
2011-07-22,ZB,ZN
2011-07-22,CL,SI
2011-07-22,HG,ZB
2011-07-22,PA,PL
2011-07-22,ZF,ZT
2011-07-24,GC,SI
2011-07-24,HG,PA
2011-07-24,ZF,ZN
2011-07-24,GC,PL
2011-07-24,ZB,ZN
2011-07-24,CL,SI
2011-07-24,HG,ZB
2011-07-24,PA,PL
2011-07-24,ZF,ZT
2011-07-25,GC,SI
2011-07-25,HG,PA
2011-07-25,ZF,ZN
2011-07-25,GC,PL
2011-07-25,ZB,ZN
2011-07-25,CL,SI
2011-07-25,HG,ZB
2011-07-25,PA,PL
2011-07-25,ZF,ZT
2011-07-26,GC,SI
2011-07-26,HG,PA
2011-07-26,ZF,ZN
2011-07-26,GC,PL
2011-07-26,ZB,ZN
2011-07-26,CL,SI
2011-07-26,HG,ZB
2011-07-26,PA,PL
2011-07-26,ZF,ZT
2011-07-27,GC,SI
2011-07-27,HG,PA
2011-07-27,ZF,ZN
2011-07-27,GC,PL
2011-07-27,ZB,ZN
2011-07-27,CL,SI
2011-07-27,HG,ZB
2011-07-27,PA,PL
2011-07-27,ZF,ZT
2011-07-28,GC,SI
2011-07-28,HG,PA
2011-07-28,ZF,ZN
2011-07-28,GC,PL
2011-07-28,ZB,ZN
2011-07-28,CL,SI
2011-07-28,HG,ZB
2011-07-28,PA,PL
2011-07-28,ZF,ZT
2011-07-29,GC,SI
2011-07-29,HG,PA
2011-07-29,ZF,ZN
2011-07-29,GC,PL
2011-07-29,ZB,ZN
2011-07-29,CL,SI
2011-07-29,HG,ZB
2011-07-29,PA,PL
2011-07-29,ZF,ZT
2011-07-31,GC,SI
2011-07-31,HG,PA
2011-07-31,ZF,ZN
2011-07-31,GC,PL
2011-07-31,ZB,ZN
2011-07-31,CL,SI
2011-07-31,HG,ZB
2011-07-31,PA,PL
2011-07-31,ZF,ZT
2011-08-01,GC,SI
2011-08-01,HG,PA
2011-08-01,ZF,ZN
2011-08-01,GC,PL
2011-08-01,ZB,ZN
2011-08-01,CL,SI
2011-08-01,HG,ZB
2011-08-01,PA,PL
2011-08-01,ZF,ZT
2011-08-02,GC,SI
2011-08-02,HG,PA
2011-08-02,ZF,ZN
2011-08-02,GC,PL
2011-08-02,ZB,ZN
2011-08-02,CL,SI
2011-08-02,HG,ZB
2011-08-02,PA,PL
2011-08-02,ZF,ZT
2011-08-03,GC,SI
2011-08-03,HG,PA
2011-08-03,ZF,ZN
2011-08-03,GC,PL
2011-08-03,ZB,ZN
2011-08-03,CL,SI
2011-08-03,HG,ZB
2011-08-03,PA,PL
2011-08-03,ZF,ZT
2011-08-04,GC,SI
2011-08-04,HG,PA
2011-08-04,ZF,ZN
2011-08-04,GC,PL
2011-08-04,ZB,ZN
2011-08-04,CL,SI
2011-08-04,HG,ZB
2011-08-04,PA,PL
2011-08-04,ZF,ZT
2011-08-05,GC,SI
2011-08-05,HG,PA
2011-08-05,ZF,ZN
2011-08-05,GC,PL
2011-08-05,ZB,ZN
2011-08-05,CL,SI
2011-08-05,HG,ZB
2011-08-05,PA,PL
2011-08-05,ZF,ZT
2011-08-07,GC,SI
2011-08-07,HG,PA
2011-08-07,ZF,ZN
2011-08-07,GC,PL
2011-08-07,ZB,ZN
2011-08-07,CL,SI
2011-08-07,HG,ZB
2011-08-07,PA,PL
2011-08-07,ZF,ZT
2011-08-08,GC,SI
2011-08-08,HG,PA
2011-08-08,ZF,ZN
2011-08-08,GC,PL
2011-08-08,ZB,ZN
2011-08-08,CL,SI
2011-08-08,HG,ZB
2011-08-08,PA,PL
2011-08-08,ZF,ZT
2011-08-09,GC,SI
2011-08-09,HG,PA
2011-08-09,ZF,ZN
2011-08-09,GC,PL
2011-08-09,ZB,ZN
2011-08-09,CL,HG
2011-08-09,HG,ZB
