date,spd_velocity,top_eigen_share,effective_rank,average_correlation,edge_persistence,stable,transition,spd_velocity_q40,spd_velocity_q80,edge_persistence_q60
2014-07-16,0.03191713634785719,0.401716299258871,5.853229061953156,0.1219146840517049,1.0,False,False,0.022396273027506124,0.044293414273653436,1.0
2014-07-17,0.19480271858198586,0.38054606398466423,6.010888581300023,0.1341174070199145,0.8,False,True,0.022396273027506124,0.044293414273653436,1.0
2014-07-18,0.07675177483910232,0.3855535431922369,5.973599416216373,0.1317270733951238,1.0,False,True,0.022396273027506124,0.044293414273653436,1.0
2014-07-20,0.0689856499579278,0.3896857021167544,5.991389802682233,0.12297843517325811,1.0,False,True,0.022396273027506124,0.044293414273653436,1.0
2014-07-21,0.0037111185807289855,0.38956958825530164,5.991774954206486,0.12307214731191275,1.0,True,False,0.022396273027506124,0.04459123107435155,1.0
2014-07-22,0.020318072902197906,0.38969443809610305,5.995293733225047,0.12188435523302274,1.0,True,False,0.022396273027506124,0.04459123107435155,1.0
2014-07-23,0.020470533964350168,0.3896566943189987,5.995866914318224,0.12210201542231142,1.0,True,False,0.022396273027506124,0.04459123107435155,1.0
2014-07-24,0.01636853799323709,0.3894834457352214,5.996394867613224,0.12198662535801148,1.0,True,False,0.022396273027506124,0.04459123107435155,1.0
2014-07-25,0.05681977219363931,0.39088183869892484,5.994331667467748,0.12075980452136138,0.8,False,True,0.022396273027506124,0.04459123107435155,1.0
2014-07-27,0.022000483282806006,0.39129750896669707,5.9899674983790945,0.12048303244407398,1.0,True,False,0.022456967727998402,0.044986940063311665,1.0
2014-07-28,0.008328348851776121,0.39131672569604625,5.990072734660415,0.12021710970916376,1.0,True,False,0.022456967727998402,0.044986940063311665,1.0
2014-07-29,0.018812048843945824,0.39084449814894945,5.993719195403912,0.12066367928707117,1.0,True,False,0.022396273027506124,0.044986940063311665,1.0
2014-07-30,0.03850285249318089,0.3881372562329832,6.0168359372915905,0.12192417234936105,1.0,False,False,0.022396273027506124,0.044986940063311665,1.0
2014-07-31,0.05545611653422611,0.3863572320853159,6.024108956967111,0.12285413612115963,1.0,False,True,0.022456967727998402,0.044986940063311665,1.0
2014-08-01,0.04019721613625921,0.38573269138801025,6.023604203273752,0.12453135610818214,1.0,False,False,0.022456967727998402,0.04507912652058212,1.0
2014-08-03,0.04523893283444508,0.38582081675713237,6.011932964398304,0.1255081563918407,1.0,False,True,0.022681185292206005,0.04507912652058212,1.0
2014-08-04,0.0023812129634169167,0.38571020919730775,6.01283897518183,0.12554226486689582,1.0,True,False,0.022681185292206005,0.045205206990541064,1.0
2014-08-05,0.031676468433313246,0.38629325267868025,6.0092989219312924,0.12516719585546288,1.0,False,False,0.022681185292206005,0.045205206990541064,1.0
2014-08-06,0.03834204113303557,0.38677452138374363,6.001310836542343,0.12561856446684286,1.0,False,False,0.022954039516701236,0.045205206990541064,1.0
2014-08-07,0.06568590248002476,0.38631150521764535,6.013680987358459,0.1237961188049797,1.0,False,True,0.022954039516701236,0.045205206990541064,1.0
2014-08-08,0.03746533695382101,0.38748961288194617,6.000797029137694,0.12365546610711284,1.0,False,False,0.022954039516701236,0.04523834943658614,1.0
2014-08-10,0.04329373819880488,0.38775565055351924,5.991562193132105,0.12399172447882907,1.0,False,False,0.022954039516701236,0.04523834943658614,1.0
2014-08-11,0.003983654118521367,0.3878301595309803,5.991570746978947,0.12378476651726006,1.0,True,False,0.022954039516701236,0.04523834943658614,1.0
2014-08-12,0.043269532873071524,0.3885182165038817,6.002425496513815,0.12094236522889691,1.0,False,False,0.022954039516701236,0.04523834943658614,1.0
2014-08-13,0.023885649585823152,0.3886084776045908,6.0001561025947066,0.12055114938962323,1.0,False,False,0.022994257157784775,0.04523834943658614,1.0
2014-08-14,0.0378970223474953,0.3862379779045647,6.01010878470194,0.1230667861108639,1.0,False,False,0.023080178791299866,0.04523834943658614,1.0
2014-08-15,0.06914658721375698,0.38251692837120915,6.043539565231186,0.12637229112472934,1.0,False,True,0.023080178791299866,0.04523834943658614,1.0
2014-08-17,0.057800192202457495,0.3808774546958696,6.058335049088078,0.12586719642534155,0.8,False,True,0.023080178791299866,0.04523834943658614,1.0
2014-08-18,0.002481504449754651,0.3809971558669673,6.0573906941724145,0.12573895550102943,1.0,True,False,0.02325039627149045,0.04556991376831788,1.0
2014-08-19,0.02163381638338239,0.38121116745116324,6.057188638409206,0.1256076515554902,0.8,False,False,0.02325039627149045,0.04556991376831788,1.0
2014-08-20,0.05284850828868144,0.3782632135215378,6.072908282477352,0.12889772522251874,1.0,False,True,0.02325039627149045,0.04556991376831788,1.0
2014-08-21,0.08469950640484279,0.3790569169933137,6.073703670351105,0.12781045650238732,1.0,False,True,0.02325039627149045,0.046109534401691375,1.0
2014-08-22,0.03227504153146753,0.37897943515245,6.084295050740589,0.12692566247555562,1.0,False,False,0.02325039627149045,0.04673074307375233,1.0
2014-08-25,0.03099918376375288,0.37865758441271785,6.086419860260758,0.12702325375253104,1.0,False,False,0.02325039627149045,0.04673074307375233,1.0
2014-08-26,0.01015045607333867,0.3783574750523315,6.090586818417745,0.1268601402381339,1.0,True,False,0.023502961563467605,0.04673074307375233,1.0
2014-08-27,0.024151997210937113,0.3781616554285704,6.091940441673267,0.12654270168211512,1.0,False,False,0.023502961563467605,0.04673074307375233,1.0
2014-08-28,0.018355143867433987,0.37884440781436823,6.086600182702176,0.1259450437796766,1.0,True,False,0.023502961563467605,0.04673074307375233,1.0
2014-08-29,0.029313817770421295,0.37941028456641657,6.084346990452766,0.12563788169756362,1.0,False,False,0.02325039627149045,0.04673074307375233,1.0
2014-08-31,0.03311852958154126,0.37947770540654524,6.089261198230982,0.12499977089370656,1.0,False,False,0.02325039627149045,0.04673074307375233,1.0
2014-09-01,0.023264912485107224,0.3794564664163752,6.090154839501531,0.1256853153988099,1.0,True,False,0.023502961563467605,0.04673074307375233,1.0
2014-09-02,0.0036855183845055984,0.37940513850291313,6.090672649761547,0.1256672371775703,1.0,True,False,0.023502961563467605,0.04673074307375233,1.0
2014-09-03,0.08877387940669787,0.3838301523103368,6.065176238656304,0.12287426840635642,1.0,False,True,0.023502961563467605,0.04673074307375233,1.0
2014-09-04,0.03548203303149487,0.3843650829060241,6.0601855654858765,0.1228307578488713,1.0,False,False,0.02372170937000364,0.04708776126964423,1.0
2014-09-05,0.04604737227336529,0.3843609153000464,6.058196454171829,0.12329703558222395,1.0,False,False,0.02386386208403475,0.04708776126964423,1.0
2014-09-07,0.03467596056405319,0.38514242509045626,6.059329784665727,0.12133642795198137,1.0,False,False,0.02386386208403475,0.04708776126964423,1.0
2014-09-08,0.04078816619119641,0.38202927324600056,6.081604006059415,0.1231960220230842,1.0,False,False,0.023945883200023894,0.04708776126964423,1.0
2014-09-09,0.012781410115350842,0.38303426673313307,6.07583938687864,0.12227607742746294,1.0,True,False,0.024055523508620547,0.04708776126964423,1.0
2014-09-10,0.06820735761233418,0.3831005711766265,6.084422038245465,0.12075289700065019,1.0,False,True,0.024055523508620547,0.04708776126964423,1.0
2014-09-11,0.06499855055909899,0.3834398927630815,6.082927634256619,0.11883564316698497,1.0,False,True,0.024111473888113164,0.04790106928458442,1.0
2014-09-12,0.05795933593912475,0.38196389435529304,6.089546872670936,0.11890429810671463,1.0,False,True,0.024111473888113164,0.04838776063383387,1.0
2014-09-14,0.03349077088314387,0.3813873231306909,6.097451690290782,0.11843252712247351,1.0,False,False,0.024111473888113164,0.05189256540289845,1.0
2014-09-15,0.011425299838049777,0.381372450711307,6.0954101701063355,0.11900477548687331,1.0,True,False,0.024198914587729454,0.05189256540289845,1.0
2014-09-16,0.017369893475653018,0.3813976750070679,6.095817641394824,0.11873167008424122,1.0,True,False,0.024198914587729454,0.05189256540289845,1.0
2014-09-17,0.056562435714082655,0.384230404405543,6.103538350078848,0.11282619734496796,0.8,False,True,0.024198914587729454,0.05189256540289845,1.0
2014-09-18,0.031830412302080405,0.3872955689379167,6.086793431528098,0.10960014353487217,0.6363636363636364,False,False,0.024289084487549458,0.052778700723705746,1.0
2014-09-19,0.09153019642165462,0.38555322477309667,6.088853694130113,0.11254284478852002,0.8,False,True,0.024478070885330605,0.052778700723705746,1.0
2014-09-21,0.08408366268625775,0.382472095040866,6.1016104926365395,0.1168991058624344,0.8,False,True,0.024478070885330605,0.052778700723705746,1.0
2014-09-22,0.0301437504344923,0.3831305304675283,6.091880818804897,0.11710428150244503,0.8,False,False,0.02471936865982694,0.05283597397044708,1.0
2014-09-26,0.03482881344961306,0.3823201891721597,6.095388984579032,0.11868783434299278,1.0,False,False,0.02473646107743974,0.05283597397044708,1.0
2014-09-28,0.09661684153516213,0.3812678219560865,6.108450332736009,0.11748700409509863,1.0,False,True,0.024835592287022583,0.05283597397044708,1.0
2014-09-29,0.015889407863576885,0.3817927108859795,6.109370518508647,0.11606841745604896,1.0,True,False,0.025147750877903455,0.054646907062348225,1.0
2014-09-30,0.04805771482155533,0.38161811560929587,6.104928390836694,0.11547132654115132,1.0,False,False,0.025147750877903455,0.054646907062348225,1.0
2014-10-01,0.07255332017109178,0.3819222989257222,6.09852395534811,0.1181297402542876,1.0,False,True,0.025147750877903455,0.054646907062348225,1.0
2014-10-02,0.09685087068000073,0.3838679636037671,6.092680425348241,0.11666920714086745,1.0,False,True,0.025563624722892288,0.05538419457853387,1.0
2014-10-05,0.03340745802269012,0.3844594946162774,6.09164260298833,0.11581821117410168,0.8,False,False,0.025809355723927455,0.056099880202191525,1.0
2014-10-06,0.0702434961462542,0.38298981106478214,6.108902685567706,0.11643098611916222,1.0,False,True,0.026095702868144628,0.056099880202191525,1.0
2014-10-07,0.08621688709790064,0.38609570507792706,6.051982492815221,0.11824551357080601,0.8,False,True,0.026095702868144628,0.05640072829540528,1.0
2014-10-08,0.07590374205953028,0.39000768806484637,6.048377459143693,0.11243238355291266,1.0,False,True,0.026095702868144628,0.056537089589158304,1.0
2014-10-09,0.050728172717046216,0.39115824226249657,6.0423340672835115,0.11108696549858929,1.0,False,False,0.026526874135393102,0.05676830489772798,1.0
2014-10-10,0.05563827197449801,0.39063561618676845,6.048130817437512,0.11275441729481632,1.0,False,False,0.02673409180505767,0.05676830489772798,1.0
2014-10-12,0.01621042071324424,0.3903272906487142,6.0501836136396605,0.11260173525229678,1.0,True,False,0.026795792113520435,0.05676830489772798,1.0
2014-10-13,0.01111552724236884,0.39061625241184206,6.047712523916109,0.11251747317131443,1.0,True,False,0.026795792113520435,0.05676830489772798,1.0
2014-10-14,0.039550634288530256,0.39012680230349145,6.058079511591254,0.11141320043359941,1.0,False,False,0.026795792113520435,0.05676830489772798,1.0
2014-10-15,0.061222789311554685,0.38862971908245436,6.073423611938956,0.112974856942893,0.8,False,True,0.02705122104768205,0.05676830489772798,1.0
2014-10-16,0.11243414704143458,0.3846945193713029,6.0876899600104535,0.12079621529777526,0.6363636363636364,False,True,0.02741406105061701,0.05701220183182365,1.0
2014-10-17,0.07411393352332815,0.38579167702092515,6.083347242173552,0.11948191632382796,0.8,False,True,0.02741406105061701,0.05715051746354847,1.0
2014-10-19,0.017872626290339356,0.38545551337180156,6.082285976398331,0.12039241058186935,1.0,True,False,0.027643581348719443,0.05767476766578463,1.0
2014-10-20,0.014929516390217694,0.3858541643005706,6.077982969185606,0.12030530756156653,1.0,True,False,0.02741406105061701,0.05767476766578463,1.0
2014-10-21,0.029492544910192556,0.3884949326735302,6.06365325237866,0.11797793048047447,0.8,False,False,0.02741406105061701,0.05767476766578463,1.0
2014-10-22,0.03862950921995908,0.38633665963990604,6.062356463711822,0.12211039126744593,1.0,False,False,0.027649497732978378,0.05767476766578463,1.0
2014-10-23,0.05671213834409326,0.3829165420206986,6.082263457864677,0.12630999105640126,0.8,False,False,0.027906636532651623,0.05767476766578463,1.0
2014-10-24,0.07457624160911262,0.383887861632702,6.0637041662960875,0.1280258047393239,1.0,False,True,0.027906636532651623,0.05767476766578463,1.0
2014-10-26,0.007804900499011103,0.38385825393773076,6.065151717560435,0.1280062875312902,1.0,True,False,0.027906636532651623,0.0579275071917913,1.0
2014-10-27,0.011262776052485742,0.38371003097250594,6.0640384890597545,0.12836346113996544,1.0,True,False,0.027906636532651623,0.0579275071917913,1.0
2014-10-28,0.03912216547803303,0.3849427418971269,6.0631575573425645,0.12534169298967576,1.0,False,False,0.027906636532651623,0.0579275071917913,1.0
2014-10-29,0.02203801468264229,0.3847322214133203,6.059591916905297,0.12645546176668296,1.0,True,False,0.028128483634979985,0.0579275071917913,1.0
2014-10-30,0.06066212562856011,0.3849479906161283,6.072398575646994,0.12418010695891163,1.0,False,True,0.028128483634979985,0.0579275071917913,1.0
2014-10-31,0.03269654382070767,0.3836013949991401,6.075366187419083,0.12641589946676166,1.0,False,False,0.028213506039642577,0.059777767185831984,1.0
2014-11-02,0.042183802348109575,0.38587895175503606,6.072537351628332,0.12297300830524666,1.0,False,False,0.028229962926599513,0.059777767185831984,1.0
2014-11-03,0.04705483161284275,0.3869366697468073,6.059664388770431,0.12270937926488254,1.0,False,False,0.028400795130884292,0.059777767185831984,1.0
2014-11-04,0.07391714072107358,0.38617179174796984,6.071730778335036,0.12391362995700309,1.0,False,True,0.028465075188229806,0.059777767185831984,1.0
2014-11-05,0.033801980702469,0.3869371702276775,6.059681951308555,0.12462602247413691,1.0,False,False,0.028465075188229806,0.06012156769067307,1.0
2014-11-06,0.08467790971087828,0.38764488739572955,6.040962829922539,0.12459156651998965,1.0,False,True,0.02880013283882699,0.06012156769067307,1.0
2014-11-07,0.024255097583610566,0.3876312972092442,6.04091661393076,0.12446580494926142,1.0,True,False,0.028841292585665982,0.06111065657495578,1.0
2014-11-09,0.07322491581316228,0.39660444180977344,5.967977239466382,0.11959279635138331,1.0,False,True,0.028841292585665982,0.06111065657495578,1.0
2014-11-10,0.03954511624075812,0.3966826328410206,5.96004665018848,0.12055394501782489,1.0,False,False,0.02891240655043982,0.06209711396227682,1.0
2014-11-11,0.03530397671018927,0.3981306341666947,5.948596007255744,0.11952643704520965,1.0,False,False,0.028966109247699948,0.06209711396227682,1.0
2014-11-12,0.06859569405744635,0.39091959268056636,5.998240968069201,0.1260766918144327,1.0,False,True,0.029117269441192705,0.06209711396227682,1.0
2014-11-13,0.004311001731332814,0.3908260063667221,5.998603397794021,0.12621778525004201,1.0,True,False,0.029117269441192705,0.06301653392763268,1.0
2014-11-14,0.02819373842246386,0.3904556393797599,5.992349202377759,0.12857889320937774,1.0,True,False,0.029117269441192705,0.06301653392763268,1.0
2014-11-16,0.0847704249162055,0.3889427517841452,5.9876857270858945,0.1317964496734394,1.0,False,True,0.028966109247699948,0.06301653392763268,1.0
2014-11-17,0.017248353011312532,0.3886574522690373,5.993219699997659,0.1313178797032781,1.0,True,False,0.029117269441192705,0.06359773193116372,1.0
2014-11-18,0.02175647311683595,0.38853656058833685,5.996371973189322,0.13110298010721297,1.0,True,False,0.029117269441192705,0.06359773193116372,1.0
2014-11-19,0.020869021332555016,0.38797826357164683,6.002061422436835,0.1312768105976659,1.0,True,False,0.029117269441192705,0.06359773193116372,1.0
2014-11-20,0.025003717938404276,0.3891588206711961,5.99548440146115,0.1303349437947688,1.0,True,False,0.029117269441192705,0.06359773193116372,1.0
2014-11-21,0.04266447997009598,0.38980291075581075,5.9889069139246045,0.1307517701114273,1.0,False,False,0.029117269441192705,0.06359773193116372,1.0
2014-11-23,0.03362293247607346,0.3909699196052812,5.974136930771861,0.13026214258768826,1.0,False,False,0.029331290157751128,0.06359773193116372,1.0
2014-11-24,0.05309721686866076,0.38811618227192113,5.9980501414178935,0.1318509385075413,1.0,False,False,0.029389138834696966,0.06359773193116372,1.0
2014-11-25,0.0652781594562524,0.3902635432817852,5.991965171757743,0.12987790729213772,1.0,False,True,0.029389138834696966,0.06359773193116372,1.0
2014-11-26,0.059209801357400935,0.39083363097800256,5.995866203410309,0.12937070304952908,0.8,False,False,0.02939353677022397,0.06473868624865506,1.0
2014-11-27,0.02820142465380003,0.38826654215320155,6.020059988405685,0.13019500842510554,1.0,True,False,0.029465574254541688,0.06473868624865506,1.0
2014-11-28,0.07541464891836669,0.38699004010110366,6.02088163097289,0.13373423876775514,0.8,False,True,0.029465574254541688,0.06473868624865506,1.0
2014-11-30,0.1162611232261878,0.38244785862525776,6.0111818663125005,0.14276874946393814,1.0,False,True,0.029465574254541688,0.06522223767682173,1.0
2014-12-01,0.05848520646913451,0.38180368951305643,6.006173225264731,0.14486939339320956,1.0,False,False,0.029465574254541688,0.06554990776317965,1.0
2014-12-02,0.2913096041375278,0.36986706990977014,5.920421521680547,0.1707341496855317,1.0,False,True,0.029465574254541688,0.06554990776317965,1.0
2014-12-03,0.039515961892900756,0.37095968709297356,5.9184769973541975,0.16936620835294008,1.0,False,False,0.029501336082803715,0.0656722909520021,1.0
2014-12-04,0.03843784416252302,0.3684448489286796,5.938532704858301,0.17046820987048888,1.0,False,False,0.029547318768011647,0.0656722909520021,1.0
2014-12-05,0.04748868545866337,0.3681924597870544,5.947561603936602,0.16994084978619597,1.0,False,False,0.029681972643659998,0.0656722909520021,1.0
2014-12-07,0.08491326850785604,0.3698495655929146,5.957601313382497,0.16606930043448836,1.0,False,True,0.029889651344237256,0.0656722909520021,1.0
2014-12-08,0.009511860848385133,0.3698124627422043,5.957781433128395,0.16588562149378352,1.0,True,False,0.03006283082947319,0.0661499245435079,1.0
2014-12-09,0.05190089747950963,0.3699704390179589,5.961015145538722,0.16603432894045436,1.0,False,False,0.029889651344237256,0.0656722909520021,1.0
2014-12-10,0.035159102151604414,0.37303782766947263,5.935856763708241,0.16434100408967858,1.0,False,False,0.03006283082947319,0.0656722909520021,1.0
2014-12-11,0.044868101676136564,0.3724328977360363,5.931565130468353,0.166286419194638,1.0,False,False,0.03006283082947319,0.06554990776317965,1.0
2014-12-12,0.051854833733161576,0.3731073345908712,5.941295285786439,0.16373880028447785,1.0,False,False,0.03006283082947319,0.06554990776317965,1.0
2014-12-14,0.06148912065500198,0.3713298270108242,5.94614198811913,0.166437054650994,1.0,False,False,0.03006283082947319,0.06522223767682173,1.0
2014-12-15,0.0106040403928648,0.3700369319279836,5.954816855365787,0.16719994967773794,1.0,True,False,0.03048592376619654,0.06522223767682173,1.0
2014-12-16,0.057990852051784184,0.37549717750481026,5.914756505019306,0.1637816992723689,1.0,False,False,0.03048592376619654,0.06522223767682173,1.0
2014-12-17,0.04169725210950874,0.3733677974382236,5.921118048517725,0.1666218757612828,1.0,False,False,0.031187604025732386,0.06522223767682173,1.0
2014-12-18,0.052509322336434065,0.3752777768060108,5.893874551006407,0.1675081526526131,1.0,False,False,0.031552728024546284,0.06522223767682173,1.0
2014-12-19,0.058661357846062086,0.3726808752280815,5.915242043898578,0.1677920556956905,1.0,False,False,0.03173804598082011,0.06522223767682173,1.0
2014-12-21,0.06700184447285722,0.37307257505759367,5.92339881720683,0.16599810653786468,1.0,False,True,0.03173804598082011,0.06522223767682173,1.0
2014-12-22,0.005869312655936362,0.37290848014915134,5.92361603663283,0.16613608735490937,1.0,True,False,0.03173804598082011,0.06554990776317965,1.0
2014-12-23,0.042364407269130884,0.37312799533932306,5.917054081215839,0.16602265594164084,1.0,False,False,0.03173804598082011,0.06554990776317965,1.0
2014-12-24,0.04329343521627972,0.37084209545580704,5.916844448168505,0.16979522245100934,1.0,False,False,0.03186510192039112,0.06554990776317965,1.0
2014-12-25,0.019247511232035407,0.3707738693431287,5.918729068772464,0.16981055716588903,1.0,True,False,0.03206029842130133,0.06554990776317965,1.0
2014-12-26,0.018619702960260647,0.37207829758004907,5.916150354144323,0.16832218069527827,1.0,True,False,0.03206029842130133,0.06554990776317965,1.0
2014-12-28,0.05604424980041041,0.37144405485012844,5.923091887336643,0.16807052768763234,1.0,False,False,0.03186510192039112,0.06554990776317965,1.0
2014-12-29,0.012113235608669209,0.37147230913103785,5.920883324668551,0.16819579807826765,1.0,True,False,0.03186510192039112,0.06554990776317965,1.0
2014-12-30,0.03171850876465441,0.3687264869269403,5.921330206287194,0.17278306180482322,1.0,True,False,0.03173804598082011,0.06522223767682173,1.0
2015-01-01,0.03121083768624558,0.36961212181376024,5.913785006578222,0.17186413194585717,1.0,True,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-02,0.06095577356962271,0.3696617224882972,5.926790194280342,0.17058562741069716,0.8,False,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-04,0.042515566848165626,0.369158250832332,5.917527604826099,0.17334046183902962,1.0,False,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-05,0.014344039014014051,0.3704145367006625,5.920450910937608,0.17106161481239815,1.0,True,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-06,0.12953373452245032,0.3701020871614227,5.918998223215379,0.1729001584098334,0.8,False,True,0.03169328456584971,0.06522223767682173,1.0
2015-01-07,0.05335419644934227,0.3728652531525809,5.9010521930312905,0.1719473931332989,0.8,False,False,0.03169328456584971,0.06522223767682173,1.0
2015-01-08,0.02851327880264942,0.37266136291786384,5.902321538724346,0.17189687424568867,0.8,False,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-09,0.04607914197832462,0.37231509534989327,5.908421548022095,0.17142161232944034,0.8,False,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-11,0.03315795458735644,0.3745651445889701,5.889668975636341,0.1704707835802493,1.0,False,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-12,0.02087494415833744,0.3740164070238208,5.898417073722846,0.1700694288739508,1.0,True,False,0.031763270179624804,0.06522223767682173,1.0
2015-01-13,0.02858645843040128,0.37452628037705665,5.895004159388822,0.1698034622232373,0.8,False,False,0.03169328456584971,0.06522223767682173,1.0
2015-01-14,0.13416693226877174,0.3744048286345458,5.93422300731072,0.16678058865279388,0.8,False,True,0.031552728024546284,0.06522223767682173,1.0
2015-01-15,0.17139581002728313,0.3706224833540978,5.965595210511961,0.16665607118576492,0.8,False,True,0.03169328456584971,0.06554990776317965,1.0
2015-01-16,0.17107220336533227,0.3774764737320144,5.943052006889713,0.162359121299722,0.8,False,True,0.03169328456584971,0.0656722909520021,1.0
2015-01-18,0.11979214067530193,0.36917856916254743,5.933774082669018,0.17618848461699382,1.0,False,True,0.031763270179624804,0.06638840665699824,1.0
2015-01-19,0.03542586391126421,0.36927323737237083,5.92731753155663,0.1766300610893307,1.0,False,False,0.031763270179624804,0.06638840665699824,1.0
2015-01-20,0.047668616965967414,0.36969059091305617,5.914991559106646,0.17716273793696544,1.0,False,False,0.031763270179624804,0.06638840665699824,1.0
2015-01-21,0.04966245742264334,0.36788464859395364,5.929074342258989,0.17773448413516996,1.0,False,False,0.031763270179624804,0.06638840665699824,1.0
2015-01-22,0.036972850099032804,0.3685990716331031,5.9189967411578435,0.17796869400417584,1.0,False,False,0.03186510192039112,0.06638840665699824,1.0
2015-01-23,0.02201395233022918,0.3683911978731681,5.914402103558635,0.17890526639609194,1.0,True,False,0.03186510192039112,0.06638840665699824,1.0
2015-01-25,0.07121774277802817,0.3685276765852236,5.90254399230794,0.18238514700891753,1.0,False,True,0.031763270179624804,0.06638840665699824,1.0
2015-01-26,0.03295125210147453,0.36873545612812353,5.898069871212139,0.183047624026083,1.0,False,False,0.03186510192039112,0.06673779356040935,1.0
2015-01-27,0.0751172587684361,0.37299470505315035,5.891476817371078,0.17877789373317376,1.0,False,True,0.03186510192039112,0.06673779356040935,1.0
2015-01-28,0.039459929251631255,0.37308316330340563,5.901967524757066,0.17728330188977348,1.0,False,False,0.03206029842130133,0.06678705423725526,1.0
2015-01-29,0.06674357124335953,0.37354326674835125,5.889871901324324,0.17821414735918178,1.0,False,False,0.032443642447163586,0.06678705423725526,1.0
2015-01-30,0.060813038931622765,0.3772556905554071,5.8603524112691225,0.1761288433189859,1.0,False,False,0.032443642447163586,0.06678705423725526,1.0
2015-02-01,0.10821551728949513,0.380278230053901,5.856296672770546,0.1669591930179688,1.0,False,True,0.03279842713301442,0.06678705423725526,1.0
2015-02-02,0.009506508448476727,0.38042561543280645,5.853318438305111,0.16691805145200314,1.0,True,False,0.033018163093501224,0.06695917744883953,1.0
2015-02-03,0.09489448312248815,0.3784044986198915,5.874601665078702,0.1693147850798223,0.6363636363636364,False,True,0.03279842713301442,0.06695917744883953,1.0
2015-02-04,0.05589312505652148,0.37915966209095403,5.856237516688648,0.1724202177795718,1.0,False,False,0.033018163093501224,0.0673594569115079,1.0
2015-02-05,0.05510540555333443,0.3819585972432585,5.839204657628831,0.17084252603192696,1.0,False,False,0.03313429958386733,0.0673594569115079,1.0
2015-02-06,0.05032339096506326,0.3829668369602471,5.830630781997445,0.171879593660289,1.0,False,False,0.03313429958386733,0.0673594569115079,1.0
2015-02-08,0.09135299461130839,0.39255435071127226,5.765537620024831,0.16491275241064965,1.0,False,True,0.03318509430848258,0.0673594569115079,1.0
2015-02-09,0.007568490823965294,0.3918983616447558,5.769212202302937,0.1655006046992441,1.0,True,False,0.03318509430848258,0.06782769994610736,1.0
2015-02-10,0.019840862952951562,0.3918530334851456,5.771510795052905,0.16544514954098524,1.0,True,False,0.03318509430848258,0.06782769994610736,1.0
2015-02-11,0.0202934062251263,0.39158826261890356,5.77306081835787,0.16555701278578655,0.8,False,False,0.03318509430848258,0.06782769994610736,1.0
2015-02-12,0.028484138510814466,0.39175902405769086,5.767937024871686,0.16590144657381786,1.0,True,False,0.03318509430848258,0.06782769994610736,1.0
2015-02-13,0.05324749547973126,0.3920694130920652,5.77958887728175,0.16315434785202768,0.8,False,False,0.03318509430848258,0.06782769994610736,1.0
2015-02-15,0.045914193213026804,0.39061003879535366,5.7805874971766125,0.16590245196985376,1.0,False,False,0.03318509430848258,0.0673594569115079,1.0
2015-02-16,0.02905669818767362,0.3888645217893407,5.78778798070309,0.16733289886566607,1.0,True,False,0.03318509430848258,0.06695772233332603,1.0
2015-02-17,0.005218063630653781,0.3888929198345173,5.787164633775417,0.167361351132153,1.0,True,False,0.03313429958386733,0.06677370126883293,1.0
2015-02-18,0.06866630015934679,0.3942759510610306,5.75985758188807,0.16223159972365128,1.0,False,True,0.03313429958386733,0.06677370126883293,1.0
2015-02-19,0.07475378139031805,0.3931862727546414,5.773933209405934,0.16301028780414847,0.8,False,True,0.03313429958386733,0.06695772233332603,1.0
2015-02-20,0.01541338377315392,0.39309484765289326,5.774292982956456,0.16347530147210365,1.0,True,False,0.03318509430848258,0.0673594569115079,1.0
2015-02-22,0.015901421194775226,0.392786860332582,5.777249717120252,0.16360335050745956,1.0,True,False,0.03313429958386733,0.06695772233332603,1.0
2015-02-23,0.010637114769144338,0.39251372657490097,5.778540850461573,0.16378840300840605,1.0,True,False,0.033018163093501224,0.06677370126883293,1.0
2015-02-24,0.009537279248203424,0.3929190801425204,5.775136667120078,0.16381365965572456,1.0,True,False,0.03279842713301442,0.06677370126883293,1.0
2015-02-25,0.03390885876417165,0.3932998161932442,5.776279268575994,0.16215546662317165,1.0,False,False,0.03279842713301442,0.06677370126883293,1.0
2015-02-26,0.032878658328080505,0.39315841445213684,5.777335458568796,0.1622546384942537,1.0,False,False,0.03279842713301442,0.06670766353493594,1.0
2015-02-27,0.044995865375852734,0.3925485730390395,5.790406352794614,0.16150864058697734,1.0,False,False,0.03290769583743811,0.06670766353493594,1.0
2015-03-01,0.016482917738964785,0.39313455893617427,5.787927701866258,0.16093222370075336,1.0,True,False,0.03290769583743811,0.06638840665699824,1.0
2015-03-02,0.02890197048401029,0.3936277149865318,5.785596017454544,0.1607299502336239,1.0,True,False,0.03290769583743811,0.06638840665699824,1.0
2015-03-03,0.01851155404781473,0.39346672546636485,5.787933488896691,0.1606788957055211,1.0,True,False,0.0327693896236568,0.06560435387527029,1.0
2015-03-04,0.01620067348565111,0.3937877631838941,5.787877544922567,0.16019934701851782,1.0,True,False,0.0327693896236568,0.06560435387527029,1.0
