threshold,threshold_m,bars,bars_per_day,median_duration_seconds,mean_duration_seconds,median_trades,mean_trades,median_dominant_share,mean_hhi
100000000.0,100.0,603425,550.5710704846551,61.910338,156.31460141410284,240.0,254.1001566060405,0.7409298068607524,0.6016843338069627
250000000.0,250.0,242166,220.9549196273793,161.377972,390.707843910421,599.0,633.1617568114434,0.7344015579182948,0.5901716915804771
500000000.0,500.0,121216,110.59869986983695,330.4114215,780.8888899683126,1198.0,1264.9353385691659,0.7313856346332277,0.5836197171460848
1000000000.0,1000.0,60642,55.33117655811273,677.497515,1561.1897661734606,2404.0,2528.4269483196463,0.7292954541822412,0.5783208281482076
