split,start_ts,end_ts,split_index,test_start_index,observations,active_bars,gross_return,cost_return,net_return,mean_net_bps,tstat,annualized_sharpe,hit_rate,max_drawdown,gross_to_cost,turnover
train,2023-06-22 00:45:01.900427+00:00,2025-11-14 06:23:22.751343+00:00,169516,169589,169516,84279,-0.11208313016290766,0.2705605820133777,-0.38264371217628546,-0.022572719517702487,-2.299751173018083,-1.5868009478650824,0.23286887373463272,-0.49692505152735694,-0.41426260000196846,1174.9444444444443
test_purged,2025-11-14 10:05:00.314564+00:00,2026-06-21 23:56:08.707536+00:00,169516,169589,72577,30465,0.29781596131469057,0.1201417045700764,0.17767425674461412,0.02448079374245479,1.408668599231706,1.4854439788202496,0.18111798503658183,-0.06849030733360917,2.4788724480014355,512.75
