split,gross_return,cost_return,net_return,sharpe,tstat,max_drawdown,events,bars
full,0.10059829770117451,0.02548186093365363,0.08127919274187831,2.7308031170492706,4.72827075056929,-0.006480720220838663,127,930
2023,0.005850712536370936,0.002446032308093837,0.003707844772785456,2.423880602072565,1.7482072271153235,-0.0009517700784304481,17,163
2024,0.02597085997627929,0.00821864093614942,0.01986696570284232,1.827961110579754,1.8248305018246302,-0.006480720220838663,55,310
2025,0.03520334671881484,0.008804094762981716,0.028619988525215325,3.1969895668739485,3.1871273647625253,-0.0015485972722095454,36,311
2026,0.033573378469709446,0.00601309292642866,0.029084393741035223,4.477583136517009,3.0637025719109348,-0.0024377037882443667,19,146
