target_months,min_volume,cost_multiplier,variant,net_return,cost_return,sharpe,tstat,max_drawdown,event_count,event_tstat,active_fraction
1,10.0,1.0,target1m_minv10_lb252_entry1p5_exit0p25_both_costx1p0,0.07510611850993255,0.01446658550350557,2.8491526945588435,4.933188066719639,-0.0049385462374566735,98,7.415044975739625,0.28051391862955033
1,500.0,1.0,target1m_minv500_lb126_entry1p5_exit0p25_both_costx1p0,0.04660817617563364,0.020342791075323274,2.2141311306321785,3.830172262109548,-0.0070969001449745,134,5.960685107066645,0.6240694789081885
1,1000.0,1.0,target1m_minv1000_lb126_entry1p5_exit0p25_both_costx1p0,0.03429514792840708,0.01190411636008927,1.8998903065535435,3.2865746082231757,-0.007764939611056065,95,8.169961658760506,0.5641025641025641
3,10.0,1.0,target3m_minv10_lb252_entry1p5_exit0p25_both_costx1p0,0.08127919274187831,0.02548186093365363,2.7308031170492706,4.72827075056929,-0.006480720220838663,127,7.7724300227217675,0.4860215053763441
3,500.0,1.0,target3m_minv500_lb126_entry1p5_exit0p25_both_costx1p0,0.03841712173389352,0.014391776534246396,1.4989867580014185,2.593061188804691,-0.008104664472577624,93,3.7782683469955933,0.5492772667542707
3,1000.0,1.0,target3m_minv1000_lb126_entry1p5_exit0p25_both_costx1p0,0.01761187241166276,0.0061828311004757126,0.8523968359914278,1.4745408130331177,-0.008113705470675803,42,2.5175060363386748,0.409375
6,10.0,1.0,target6m_minv10_lb126_entry1p5_exit0p25_both_costx1p0,0.05044192440865759,0.008428967125990242,2.1563992101851692,3.7303031995796716,-0.003622355312385861,68,5.25958855540894,0.14716106604866744
6,500.0,1.0,target6m_minv500_lb126_entry1p5_exit0p25_both_costx1p0,0.002241323681834031,0.0006127550660419356,0.38570086205662735,0.663848728265093,-0.0031393097722943334,8,1.479193481818644,0.25524475524475526
6,1000.0,1.0,target6m_minv1000_lb252_entry1p5_exit0p25_contango_only_costx1p0,0.0,0.0,,,0.0,0,,0.0
