variant,target_months,min_volume,lookback,entry_z,exit_z,side_mode,cost_multiplier,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
target3m_minv500_lb126_entry1p5_exit0p25_backwardation_only_costx1p0,3,500.0,126,1.5,0.25,backwardation_only,1.0,0.025975558472318534,0.005770882006975521,0.021073545221987483,0.0070421888310438505,0.006753359342190636,1.042768268978195,1.8038597824637015,-0.008946850961199246,0.08173455978975033,0.16346911957950067,0.024178712220762153,0.3088042049934297,46,0.782608695652174,0.0004957327742680837,4.175899784388899,761,254.30489478499544
target1m_minv1000_lb126_entry2p0_exit0p25_both_costx1p0,1,1000.0,126,2.0,0.25,both,1.0,0.027286946062136237,0.006484223747132605,0.021013343401879943,0.007022071068194555,0.005435839076015657,1.2918099616263048,2.2346710248932555,-0.007828830689132565,0.10897435897435898,0.21794871794871795,0.027179487179487184,0.4307692307692308,49,0.8367346938775511,0.00044240614330335194,6.768010707997154,780,260.6541628545288
target1m_minv1000_lb126_entry1p5_exit0p25_backwardation_only_costx1p0,1,1000.0,126,1.5,0.25,backwardation_only,1.0,0.027357913412338338,0.006568093228113445,0.02095196086769977,0.00700155874375786,0.00555841866109707,1.2596314114950011,2.179006123911248,-0.007567314341184468,0.10435897435897437,0.20871794871794874,0.0317948717948718,0.41025641025641024,62,0.8387096774193549,0.0003828720979927933,6.714732418414769,780,260.6541628545288
target3m_minv10_lb126_entry1p5_exit0p25_contango_only_costx3p0,3,10.0,126,1.5,0.25,contango_only,3.0,0.055229516276135884,0.04436131995183229,0.02094101426968266,0.00698511914338045,0.005956273435546094,1.172733122306704,2.0305380808332143,-0.003443080433406364,0.0756989247311828,0.1513978494623656,0.02967741935483871,0.32688172043010755,69,0.7246376811594203,0.0004735533307999223,4.036458233420162,930,310.2123287671233
target3m_minv10_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,3,10.0,126,1.5,0.25,backwardation_only,3.0,0.043996503201077175,0.028673369564087878,0.020717489343785526,0.006910559801659967,0.006892202494172371,1.0026634892841755,1.7360696636998068,-0.0074078842778937766,0.05763440860215053,0.11526881720430106,0.028817204301075268,0.25806451612903225,67,0.7611940298507462,0.00043637602502504506,4.271899283763524,930,310.2123287671233
target1m_minv500_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,1,500.0,252,1.5,0.25,backwardation_only,1.0,0.028678852560746242,0.008912047371816934,0.020702142662672153,0.006918076493633124,0.005853856608288469,1.181798078866132,2.044364111259755,-0.007506415166608141,0.1193548387096774,0.2387096774193548,0.03722084367245657,0.45285359801488834,75,0.8666666666666667,0.000310980433275143,4.313477871205653,806,269.3426349496798
target3m_minv10_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,3,10.0,126,2.0,0.25,backwardation_only,3.0,0.03354228952997405,0.016405529316408173,0.020537182763069817,0.006850416442202056,0.0066736143613885576,1.026492702640479,1.777328944465324,-0.006816284239093052,0.03612903225806452,0.07225806451612904,0.015913978494623657,0.17096774193548386,37,0.918918918918919,0.0006830656835249744,3.988042314238793,930,310.2123287671233
target1m_minv10_lb126_entry2p0_exit0p25_contango_only_costx3p0,1,10.0,126,2.0,0.25,contango_only,3.0,0.032859275441010714,0.01579318418643682,0.02013428398481239,0.006716024863427147,0.00486784820439172,1.3796701502253135,2.3888408417347606,-0.0026620447865618596,0.011349036402569594,0.022698072805139188,0.011991434689507495,0.05353319057815846,28,0.8928571428571429,0.0008805393376468969,4.640116568574769,934,311.54657534246576
target6m_minv10_lb252_entry1p5_exit0p25_contango_only_costx1p0,6,10.0,252,1.5,0.25,contango_only,1.0,0.02182467957821461,0.0036707006741064224,0.0198177370485011,0.006622532897497738,0.004846413706704656,1.366481133943632,2.3638428923731047,-0.0007756905579562011,0.009501738122827346,0.019003476245654693,0.011587485515643106,0.04519119351100811,25,0.84,0.000799573169646456,3.393554001838295,863,288.39043915828
target1m_minv1000_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,1,1000.0,252,1.5,0.25,backwardation_only,1.0,0.02627485517946835,0.006871060834251486,0.019501904293939096,0.0065169904330844046,0.00567857353527263,1.1476456882355968,1.9852847110074059,-0.007506415166608141,0.1371794871794872,0.2743589743589744,0.02871794871794872,0.5269230769230769,56,0.8392857142857143,0.00039697257076435645,5.698760858196675,780,260.6541628545288
target3m_minv500_lb252_entry1p5_exit0p25_contango_only_costx1p0,3,500.0,252,1.5,0.25,contango_only,1.0,0.0265721716960177,0.007923561733985623,0.019482165883019452,0.00651039440875833,0.005472539693080735,1.1896477273595325,2.057943029649358,-0.004911585531574626,0.0630749014454665,0.126149802890933,0.02049934296977661,0.29303547963206306,40,0.85,0.0005408320676858657,2.422021724705909,761,254.30489478499544
target1m_minv500_lb252_entry1p5_exit0p25_contango_only_costx1p0,1,500.0,252,1.5,0.25,contango_only,1.0,0.030259453255185195,0.01133017855781756,0.01947392655420928,0.006507641055741025,0.004520369854133268,1.439625797387058,2.490374088816903,-0.004439147056099496,0.07990074441687346,0.15980148883374692,0.030521091811414394,0.3325062034739454,62,0.8548387096774194,0.0003733737420219656,3.1848205334455018,806,269.3426349496798
target1m_minv10_lb252_entry2p0_exit0p25_contango_only_costx3p0,1,10.0,252,2.0,0.25,contango_only,3.0,0.031222145739348922,0.014793835990562559,0.01906292296243363,0.006358659919661081,0.004922614171385914,1.2917242136551323,2.2365661512160497,-0.0026620447865618613,0.010492505353319059,0.020985010706638118,0.010706638115631691,0.05139186295503212,25,0.84,0.0009407058340155381,4.236194991859926,934,311.54657534246576
target6m_minv10_lb252_entry1p5_exit0p25_backwardation_only_costx3p0,6,10.0,252,1.5,0.25,backwardation_only,3.0,0.026749008983580784,0.012570636822299043,0.019043314627428587,0.006363742605368977,0.006865394210980589,0.9269304004700467,1.6034746360179606,-0.006177030741549376,0.02595596755504056,0.05191193511008112,0.019930475086906145,0.12630359212050984,43,0.6511627906976745,0.00046720963017223634,2.4879891336937936,863,288.39043915828
target1m_minv500_lb126_entry2p0_exit0p25_backwardation_only_costx1p0,1,500.0,126,2.0,0.25,backwardation_only,1.0,0.02333572773453781,0.004939530641650637,0.01889595567059246,0.0063144993675058525,0.005442524745396708,1.1602150955485617,2.0070282268160335,-0.007705985752033465,0.07146401985111663,0.14292803970223325,0.02332506203473946,0.2990074441687345,47,0.9574468085106383,0.0004402781304727185,5.319403105668504,806,269.3426349496798
target6m_minv10_lb126_entry1p5_exit0p25_contango_only_costx3p0,6,10.0,126,1.5,0.25,contango_only,3.0,0.02551049776195218,0.01148095563152039,0.018507890418160894,0.006184818824550108,0.004709347794033175,1.3133068728511368,2.2718580152910977,-0.0009413162864511364,0.012514484356894555,0.02502896871378911,0.01297798377752028,0.05793742757821553,28,0.7857142857142857,0.0007037116201730743,3.2658844308768478,863,288.39043915828
target6m_minv10_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,6,10.0,126,2.0,0.25,backwardation_only,3.0,0.02335346272943771,0.007370651616407207,0.01840600739320302,0.006150772369961029,0.005805360736283578,1.0594987373512597,1.8328014178565053,-0.0036664183666164658,0.01205098493626883,0.02410196987253766,0.010196987253765933,0.05909617612977984,22,0.6818181818181818,0.0008800252285252234,2.8880939767120184,863,288.39043915828
target3m_minv10_lb252_entry1p5_exit0p25_backwardation_only_costx3p0,3,10.0,252,1.5,0.25,backwardation_only,3.0,0.03653264966316587,0.023374312256687155,0.018268002232646085,0.006093504854314141,0.0068525119197151985,0.8892366661607201,1.5396758897377587,-0.007231641668694311,0.046881720430107535,0.09376344086021507,0.025806451612903226,0.21397849462365592,60,0.75,0.0004056604649517562,3.5549088689236292,930,310.2123287671233
target1m_minv10_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,1,10.0,126,2.0,0.25,backwardation_only,3.0,0.024893181667429758,0.008520148468416864,0.017891052239371333,0.005967768794913588,0.005037997627307774,1.184551727965515,2.0510014994884016,-0.005130638441714612,0.01113490364025696,0.02226980728051392,0.011991434689507495,0.05353319057815846,28,0.8928571428571429,0.0007300362581772638,3.1306839659248586,934,311.54657534246576
target6m_minv10_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,6,10.0,252,2.0,0.25,backwardation_only,3.0,0.022968455518168136,0.007899408267174456,0.01788881101924163,0.005977939821388844,0.006100920593410426,0.9798422598460941,1.6950055906732586,-0.00453434294216175,0.015063731170336037,0.030127462340672075,0.012050984936268832,0.07300115874855156,26,0.6538461538461539,0.0007196603650346813,2.6393586469058254,863,288.39043915828
target1m_minv10_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,1,10.0,252,2.0,0.25,backwardation_only,3.0,0.02520057765281161,0.008989002077617984,0.017861783778243875,0.005958005958907374,0.005110797567654592,1.1657683326404136,2.018478840437088,-0.005130638441714611,0.017130620985010708,0.034261241970021415,0.013276231263383297,0.08244111349036402,31,0.8709677419354839,0.0006596093493031861,3.123015877032651,934,311.54657534246576
target3m_minv1000_lb126_entry1p5_exit0p25_both_costx1p0,3,1000.0,126,1.5,0.25,both,1.0,0.023337943326512595,0.0061828311004757126,0.01761187241166276,0.005885394692003498,0.006904524328927337,0.8523968359914278,1.4745408130331177,-0.008113705470675803,0.0984375,0.196875,0.0265625,0.409375,42,0.7619047619047619,0.000385349708427462,2.5175060363386748,640,213.8700823421775
target3m_minv10_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,3,10.0,252,2.0,0.25,backwardation_only,3.0,0.02776684370119615,0.013600526104982103,0.01761067173928741,0.005874244614406143,0.006591132917598393,0.8912344338743114,1.543134940515763,-0.006836634069272752,0.03397849462365591,0.06795698924731182,0.015483870967741937,0.16344086021505377,36,0.7777777777777778,0.0005787330968337023,3.226756785985585,930,310.2123287671233
target3m_minv500_lb126_entry1p5_exit0p25_contango_only_costx1p0,3,500.0,126,1.5,0.25,contango_only,1.0,0.024970838281307927,0.008620894527270877,0.017343576511906045,0.005795737713608127,0.00563974296928308,1.027659903150671,1.7777241833034731,-0.005030702964861446,0.06780551905387648,0.13561103810775296,0.024704336399474378,0.3061760840998686,48,0.7708333333333334,0.0004094014068480397,2.102351985336809,761,254.30489478499544
target3m_minv500_lb126_entry2p0_exit0p25_both_costx3p0,3,500.0,126,2.0,0.25,both,3.0,0.04121411117232959,0.027858681391901504,0.017215676765336314,0.005752997199029358,0.008263546160800272,0.696189878664902,1.2043221494575045,-0.00859168046053598,0.09934296977660971,0.19868593955321942,0.03153745072273324,0.3902759526938239,60,0.75,0.00037457684579964484,2.1642341875864295,761,254.30489478499544
target3m_minv500_lb126_entry2p0_exit0p25_contango_only_costx1p0,3,500.0,126,2.0,0.25,contango_only,1.0,0.02151342035289673,0.005123787545754455,0.016883591467074143,0.005642023589523175,0.00524863445470421,1.0749507587571432,1.859531498547544,-0.004911585531574624,0.03758212877792379,0.07516425755584757,0.014191852825229962,0.17871222076215507,28,0.8571428571428571,0.0006543833087229691,2.2672866651894923,761,254.30489478499544
target3m_minv1000_lb126_entry1p5_exit0p25_contango_only_costx1p0,3,1000.0,126,1.5,0.25,contango_only,1.0,0.0197620696171831,0.0035134369658852155,0.016543252153448883,0.005528291719164872,0.004159142757668183,1.3291901820326795,2.2993341703462344,-0.0010595901082250565,0.036875000000000005,0.07375000000000001,0.015312500000000001,0.1828125,25,0.8,0.0007157272254032698,2.9241605162127664,640,213.8700823421775
target3m_minv500_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,3,500.0,252,1.5,0.25,backwardation_only,1.0,0.0210136215425108,0.005336098129726074,0.016455912558390413,0.00549910527168536,0.00688885619717787,0.7982610050617919,1.380892539385594,-0.00810400224295002,0.1035479632063075,0.207095926412615,0.01997371879106439,0.37844940867279897,38,0.7105263157894737,0.0004664043658531687,3.580923583363985,761,254.30489478499544
target3m_minv500_lb126_entry2p0_exit0p25_backwardation_only_costx1p0,3,500.0,126,2.0,0.25,backwardation_only,1.0,0.01970069081943286,0.004162439584879381,0.016331041569591025,0.005457376883159306,0.0064730892188344545,0.8430869247530567,1.4584358211947483,-0.008104002242950022,0.06176084099868594,0.12352168199737187,0.017345597897503284,0.23390275952693823,33,0.7272727272727273,0.0005279147661501652,3.6094903000743876,761,254.30489478499544
target3m_minv500_lb252_entry2p0_exit0p25_backwardation_only_costx1p0,3,500.0,252,2.0,0.25,backwardation_only,1.0,0.019059924622900275,0.0036268651014706907,0.016091307191197737,0.005377264365585521,0.006540313975799659,0.822172205414353,1.4222559505571692,-0.007929282080423167,0.078580814717477,0.157161629434954,0.014191852825229962,0.27463863337713534,27,0.7777777777777778,0.0006261975338521781,3.446593950687135,761,254.30489478499544
target1m_minv500_lb252_entry2p0_exit0p25_backwardation_only_costx1p0,1,500.0,252,2.0,0.25,backwardation_only,1.0,0.021147887372622163,0.00552835929352032,0.01607287009999895,0.005371103205877966,0.005488174997543524,0.978668356654451,1.6929748837377803,-0.006942890638693934,0.08312655086848635,0.1662531017369727,0.02481389578163772,0.3535980148883375,50,0.9,0.00035708574566715946,3.624819482137684,806,269.3426349496798
target3m_minv1000_lb252_entry1p5_exit0p25_both_costx1p0,3,1000.0,252,1.5,0.25,both,1.0,0.021612864915968547,0.00614083189283837,0.01586476247400341,0.005301559463522182,0.007218797420006182,0.7344103394326368,1.2704388065300358,-0.007929282080423167,0.1103125,0.220625,0.025,0.45,38,0.7631578947368421,0.00037609468184856377,2.1697683639257574,640,213.8700823421775
target6m_minv10_lb252_entry1p5_exit0p25_contango_only_costx3p0,6,10.0,252,1.5,0.25,contango_only,3.0,0.02182467957821461,0.011012102022319267,0.01580385198907408,0.005281204884729468,0.004654379399995871,1.134674342348231,1.962845891313004,-0.0007756905579562011,0.009501738122827346,0.019003476245654693,0.011587485515643106,0.04519119351100811,25,0.72,0.000652745142682199,2.7231796991470696,863,288.39043915828
target6m_minv10_lb126_entry2p0_exit0p25_contango_only_costx1p0,6,10.0,126,2.0,0.25,contango_only,1.0,0.01624544074152986,0.001053479570134039,0.015599857569459745,0.005213035660791557,0.004574870492341785,1.1394936030469158,1.9711826146428035,-0.0004874575188009186,0.0034762456546929316,0.006952491309385863,0.004171494785631519,0.015063731170336037,9,0.8888888888888888,0.001744074381038616,3.513326152079637,863,288.39043915828
target1m_minv500_lb126_entry2p0_exit0p25_contango_only_costx1p0,1,500.0,126,2.0,0.25,contango_only,1.0,0.022395722653639934,0.007732299466957993,0.014900493149844388,0.004979327651400423,0.004205933086994616,1.1838818042058872,2.0479686976764175,-0.0044391470560994975,0.05558312655086848,0.11116625310173696,0.02158808933002481,0.24689826302729528,44,0.8409090909090909,0.000395410990682161,2.8064089145112976,806,269.3426349496798
target3m_minv1000_lb126_entry2p0_exit0p25_contango_only_costx1p0,3,1000.0,126,2.0,0.25,contango_only,1.0,0.016103376319009266,0.0019329197168540002,0.014369030002177296,0.004801727546473246,0.003973928775225297,1.2083074000743805,2.090221949295841,-0.0006666759731171787,0.0246875,0.049375,0.0084375,0.1234375,14,0.8571428571428571,0.0010731961401016798,2.706044538581097,640,213.8700823421775
target6m_minv10_lb126_entry2p0_exit0p25_contango_only_costx3p0,6,10.0,126,2.0,0.25,contango_only,3.0,0.01624544074152986,0.0031604387104021167,0.014308691225319501,0.004781564016512304,0.00438863323695155,1.0895337473754574,1.8847582602924897,-0.0004874575188009186,0.0034762456546929316,0.006952491309385863,0.004171494785631519,0.015063731170336037,9,0.8888888888888888,0.0016221252005536556,3.254681966750521,863,288.39043915828
target3m_minv500_lb252_entry2p0_exit0p25_both_costx3p0,3,500.0,252,2.0,0.25,both,3.0,0.03670114549280083,0.025415897550070985,0.01429158794196813,0.0047758485780456175,0.008251811049217014,0.5787636858818747,1.0011893989982923,-0.0087241668244354,0.11038107752956636,0.22076215505913271,0.025229960578186602,0.4152431011826544,47,0.723404255319149,0.00032383024873433813,1.5304215923157491,761,254.30489478499544
target1m_minv1000_lb252_entry2p0_exit0p25_backwardation_only_costx1p0,1,1000.0,252,2.0,0.25,backwardation_only,1.0,0.01822835878881914,0.004117013974667423,0.014155407868382321,0.0047303410099969285,0.0053852884731193425,0.8783821022046295,1.519492100920444,-0.006986609508359903,0.08846153846153847,0.17692307692307693,0.015384615384615382,0.37435897435897436,30,0.8333333333333334,0.0005245747739623067,5.31057936890241,780,260.6541628545288
target3m_minv1000_lb252_entry1p5_exit0p25_contango_only_costx1p0,3,1000.0,252,1.5,0.25,contango_only,1.0,0.0170368089635912,0.0031803209005937957,0.014119092197772081,0.004718205329584862,0.004143132131302224,1.1388015588346412,1.9699854639820609,-0.0023442101389554906,0.0390625,0.078125,0.0128125,0.190625,21,0.8095238095238095,0.0007286886974647253,2.440101320585094,640,213.8700823421775
target3m_minv500_lb126_entry1p5_exit0p25_both_costx3p0,3,500.0,126,1.5,0.25,both,3.0,0.050946396753626465,0.04317532960273919,0.013358571694427659,0.004464060669158008,0.008733736407696183,0.5111283946266423,0.8841887331743461,-0.008869097338910396,0.14954007884362683,0.29908015768725366,0.048883048620236534,0.5492772667542707,93,0.6989247311827957,0.0002488516692355104,1.8596659055870093,761,254.30489478499544
target3m_minv1000_lb252_entry2p0_exit0p25_both_costx1p0,3,1000.0,252,2.0,0.25,both,1.0,0.016623907397560277,0.00353435684995629,0.013354218528971923,0.004462605963135403,0.006818020828684804,0.6545309959101783,1.132257448776448,-0.007929282080423167,0.07468749999999999,0.14937499999999998,0.0140625,0.3203125,22,0.7272727272727273,0.0004940758765015131,1.7958580258642822,640,213.8700823421775
target1m_minv1000_lb126_entry1p5_exit0p25_contango_only_costx1p0,1,1000.0,126,1.5,0.25,contango_only,1.0,0.018512652160037425,0.005336023131975827,0.013343187060707308,0.004458919555282108,0.0025626891282903214,1.7399377497874047,3.009876522141777,-0.000863761907151199,0.06282051282051282,0.12564102564102564,0.022051282051282053,0.2717948717948718,43,0.9069767441860465,0.0003656860260049298,5.801023719587194,780,260.6541628545288
target3m_minv500_lb252_entry2p0_exit0p25_contango_only_costx1p0,3,500.0,252,2.0,0.25,contango_only,1.0,0.01764122086990056,0.004845100748552971,0.013139985784658862,0.004391015377718801,0.005128093731226935,0.8562665988299356,1.4812350228203957,-0.004911585531574625,0.03180026281208936,0.06360052562417871,0.011038107752956638,0.15243101182654403,22,0.8636363636363636,0.0006631762072658049,1.8014745662612883,761,254.30489478499544
target3m_minv1000_lb126_entry2p0_exit0p25_both_costx1p0,3,1000.0,126,2.0,0.25,both,1.0,0.015924100233238092,0.0035413621389501415,0.012689405283293232,0.004240443988767478,0.0067272441159598245,0.6303389494529237,1.0904082086739497,-0.007929282080423167,0.0753125,0.150625,0.0159375,0.3140625,25,0.72,0.0004096455922794672,1.6885609177310354,640,213.8700823421775
target3m_minv500_lb252_entry1p5_exit0p25_both_costx3p0,3,500.0,252,1.5,0.25,both,3.0,0.047585793238528504,0.03977897959113509,0.01264264884717261,0.004224819296825065,0.008695780175168605,0.4858470673958992,0.8404551724250062,-0.009172782395364208,0.16662286465177398,0.33324572930354796,0.040473061760841,0.5834428383705651,76,0.6973684210526315,0.00022406634351387024,1.47499074461815,761,254.30489478499544
target3m_minv1000_lb252_entry2p0_exit0p25_contango_only_costx1p0,3,1000.0,252,2.0,0.25,contango_only,1.0,0.014058881207486305,0.001676796777843417,0.012516627094912271,0.0041827063553675275,0.003906431325931187,1.0707231246079785,1.8522182157755993,-0.0006666759731171787,0.0175,0.035,0.0059375,0.0875,10,0.8,0.0013108312319405847,2.4232746969769265,640,213.8700823421775
target1m_minv1000_lb252_entry1p5_exit0p25_contango_only_costx1p0,1,1000.0,252,1.5,0.25,contango_only,1.0,0.016428345198890165,0.004740060256818446,0.01179081223996478,0.003940159351003784,0.0023949827825256623,1.6451723076057496,2.84594405986386,-0.000863761907151199,0.04923076923076923,0.09846153846153846,0.01794871794871795,0.2141025641025641,35,0.8857142857142857,0.0003979853669490519,5.380340386165381,780,260.6541628545288
target1m_minv1000_lb126_entry2p0_exit0p25_backwardation_only_costx1p0,1,1000.0,126,2.0,0.25,backwardation_only,1.0,0.014875492027098217,0.003417682812498042,0.011533887636207102,0.0038543023413766184,0.005175747789062627,0.7446851157472387,1.2882128952888765,-0.007705985752033465,0.07179487179487179,0.14358974358974358,0.014871794871794871,0.3128205128205128,29,0.7931034482758621,0.0004432029456977953,4.671877748479995,780,260.6541628545288
target3m_minv500_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,3,500.0,126,1.5,0.25,backwardation_only,3.0,0.025975558472318534,0.017312646020926564,0.011269518721325379,0.003765957651385265,0.006744423541872255,0.5583809539843688,0.9659298006575417,-0.00921399153880716,0.08173455978975033,0.16346911957950067,0.024178712220762153,0.3088042049934297,46,0.717391304347826,0.0003578262153121408,3.094584941146236,761,254.30489478499544
target1m_minv1000_lb126_entry1p5_exit0p25_both_costx3p0,1,1000.0,126,1.5,0.25,both,3.0,0.04587056557237576,0.03571234908026782,0.0111443126404697,0.0037241172844753503,0.005962093277730216,0.6246325092540536,1.080536774835766,-0.010342602285225627,0.1671794871794872,0.3343589743589744,0.05384615384615385,0.5641025641025641,95,0.7368421052631579,0.00025051022408233267,5.514762270457312,780,260.6541628545288
target1m_minv500_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,1,500.0,126,1.5,0.25,backwardation_only,3.0,0.031982385130243145,0.023456621500604468,0.011118389826785726,0.003715454605886081,0.005670292563172339,0.6552491894364281,1.1334998345073615,-0.008163365010584546,0.10521091811414392,0.21042183622828783,0.036724565756823827,0.39081885856079407,74,0.7432432432432432,0.00025789923686865855,4.23757358478375,806,269.3426349496798
target6m_minv10_lb252_entry2p0_exit0p25_contango_only_costx1p0,6,10.0,252,2.0,0.25,contango_only,1.0,0.011322752192240647,0.000427182800595283,0.011034380459170507,0.0036873810271839235,0.004179626449783852,0.8822274123025075,1.5261440104990314,-7.478033277249791e-05,0.0009269988412514484,0.0018539976825028969,0.0018539976825028969,0.0034762456546929316,4,1.0,0.002777290197985752,3.4200113229060904,863,288.39043915828
target3m_minv1000_lb126_entry2p0_exit0p25_contango_only_costx3p0,3,1000.0,126,2.0,0.25,contango_only,3.0,0.016103376319009266,0.005798759150562001,0.010900337368513362,0.003642587579002293,0.0038793172099967576,0.9389764697807059,1.62431284198635,-0.0014469996277205349,0.0246875,0.049375,0.0084375,0.1234375,14,0.8571428571428571,0.0009191060890180017,2.4347306497205454,640,213.8700823421775
target1m_minv500_lb252_entry2p0_exit0p25_contango_only_costx1p0,1,500.0,252,2.0,0.25,contango_only,1.0,0.01767629311026775,0.007086332910727352,0.010827030162702847,0.0036180903631539024,0.0038473704101962304,0.9404060377356196,1.6267858172550496,-0.004439147056099497,0.04218362282878412,0.08436724565756824,0.019602977667493797,0.19230769230769232,40,0.85,0.0003290944502058274,2.2764773982304596,806,269.3426349496798
target6m_minv10_lb252_entry2p0_exit0p25_contango_only_costx3p0,6,10.0,252,2.0,0.25,contango_only,3.0,0.011322752192240647,0.0012815484017858491,0.010457636993030229,0.0034946495075062135,0.004030509822890299,0.8670489990271711,1.499887237941288,-0.00022434099831749373,0.0009269988412514484,0.0018539976825028969,0.0018539976825028969,0.0034762456546929316,4,1.0,0.002670494497836931,3.365903031716147,863,288.39043915828
target3m_minv500_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,3,500.0,252,2.0,0.25,backwardation_only,3.0,0.019059924622900275,0.010880595304412072,0.010154072327792668,0.003393206695083506,0.006538388771131642,0.518966799598278,0.8977482016657036,-0.00805734354992846,0.078580814717477,0.157161629434954,0.014191852825229962,0.27463863337713534,27,0.7037037037037037,0.0004667463331935509,2.641811493582037,761,254.30489478499544
target3m_minv1000_lb126_entry1p5_exit0p25_contango_only_costx3p0,3,1000.0,126,1.5,0.25,contango_only,3.0,0.0197620696171831,0.010540310897655647,0.010105617225980459,0.003377014356623388,0.004091588670739798,0.8253552906658118,1.4277622932797822,-0.0018905111683766638,0.036875000000000005,0.07375000000000001,0.015312500000000001,0.1828125,25,0.64,0.0005662161068351614,2.404825415764564,640,213.8700823421775
target1m_minv500_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,1,500.0,126,2.0,0.25,backwardation_only,3.0,0.02333572773453781,0.014818591924951913,0.010016411542701754,0.0033472043147043146,0.005414808402391209,0.6181574796305205,1.0693357766124523,-0.007705985752033465,0.07146401985111663,0.14292803970223325,0.02332506203473946,0.2990074441687345,47,0.8936170212765957,0.000327824700586759,4.02965386526686,806,269.3426349496798
target1m_minv500_lb126_entry2p0_exit0p25_both_costx3p0,1,500.0,126,2.0,0.25,both,3.0,0.04573145038817775,0.03801549032582589,0.009926445684955057,0.003317140243760142,0.00687988501548015,0.48215053540813246,0.8340606305256281,-0.008088440755622915,0.1270471464019851,0.2540942928039702,0.04491315136476427,0.4640198511166253,84,0.8333333333333334,0.0002669260535057044,2.5618648999882105,806,269.3426349496798
target3m_minv500_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,3,500.0,126,2.0,0.25,backwardation_only,3.0,0.01970069081943286,0.012487318754638141,0.009591743069907347,0.003205292000259523,0.006457152634141285,0.4963940271927278,0.8587001048522303,-0.008262421831068572,0.06176084099868594,0.12352168199737187,0.017345597897503284,0.23390275952693823,33,0.696969696969697,0.000389763036666686,2.7898775311479826,761,254.30489478499544
target1m_minv1000_lb126_entry2p0_exit0p25_contango_only_costx1p0,1,1000.0,126,2.0,0.25,contango_only,1.0,0.012411454035038018,0.003066540934634563,0.009479455765672844,0.003167768726817938,0.0018303457263242721,1.730694196871483,2.9938863219715652,-0.0006666759731171787,0.03717948717948718,0.07435897435897436,0.012307692307692308,0.18461538461538463,24,0.9166666666666666,0.00044825175382846703,6.022617751294053,780,260.6541628545288
target3m_minv1000_lb252_entry2p0_exit0p25_contango_only_costx3p0,3,1000.0,252,2.0,0.25,contango_only,3.0,0.014058881207486305,0.005030390333530251,0.009432118869764212,0.003151950061465122,0.003834115677850673,0.8220800639046032,1.4220965571725814,-0.0014469996277205349,0.0175,0.035,0.0059375,0.0875,10,0.8,0.0011207174543244936,2.159673431965679,640,213.8700823421775
target1m_minv500_lb126_entry1p5_exit0p25_both_costx3p0,1,500.0,126,1.5,0.25,both,3.0,0.06544606055960396,0.06102837322596984,0.008932407407693011,0.0029849604809330946,0.00731654778589831,0.4079738926445907,0.705744237842866,-0.011861610782139417,0.2012406947890819,0.4024813895781638,0.07220843672456576,0.6240694789081885,134,0.746268656716418,0.0002007982753359284,2.4923609081105638,806,269.3426349496798
target1m_minv1000_lb252_entry1p5_exit0p25_both_costx3p0,1,1000.0,252,1.5,0.25,both,3.0,0.042703200378358515,0.034833363273209794,0.0084717488449946,0.0028310212860331906,0.005989910598273556,0.4726316427576001,0.8175941267618435,-0.010762341548000164,0.18641025641025646,0.37282051282051293,0.046666666666666676,0.6307692307692307,80,0.7,0.00022528832290833535,4.026455248003901,780,260.6541628545288
target1m_minv1000_lb126_entry2p0_exit0p25_both_costx3p0,1,1000.0,126,2.0,0.25,both,3.0,0.027286946062136237,0.019452671241397816,0.008466138081367362,0.002829146325909816,0.005430715910434896,0.5209527385650441,0.9011836297844429,-0.008328041132695259,0.10897435897435898,0.21794871794871795,0.027179487179487184,0.4307692307692308,49,0.7755102040816326,0.00030242059148359,4.540367272446496,780,260.6541628545288
target1m_minv1000_lb252_entry2p0_exit0p25_both_costx3p0,1,1000.0,252,2.0,0.25,both,3.0,0.028173617794365606,0.02025353926010696,0.00835984959062965,0.002793627687994034,0.005530182690129668,0.5051601085403801,0.8738643384247863,-0.007980379636905654,0.11282051282051282,0.22564102564102564,0.02512820512820513,0.4371794871794872,44,0.7727272727272727,0.00032539017599763487,4.0849813340363825,780,260.6541628545288
