root,horizon,test_start,test_end,train_rows,test_rows,train_target_mean,train_target_std,train_pred_std,test_pred_std,train_r2,threshold_q80,threshold_q90,threshold_q95
GC,1h,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,26829,6670,9.789384106151609e-05,0.002910454250774355,0.0004337210511829927,0.0003018970512697976,0.13577664948485724,0.00030037642041521386,0.0005609874560687641,0.000899893552897107
GC,1h,2024-12-18 00:00:00+00:00,2025-03-18 00:00:00+00:00,27775,6483,9.037745482798012e-05,0.0028778299655401484,0.0005041364975875258,0.00037574009139866045,0.15215986634132794,0.0003606251630190685,0.0006695014561542735,0.0010992135832944183
GC,1h,2025-03-18 00:00:00+00:00,2025-06-16 00:00:00+00:00,27193,4172,0.00012317659045479282,0.00300714943052275,0.0005646105916828417,0.0008291503473405988,0.16787099403311523,0.0004641616997667549,0.0008020833078688588,0.0012409367568695976
GC,1h,2025-06-16 00:00:00+00:00,2025-09-14 00:00:00+00:00,25364,4568,0.00015794450811670345,0.003621871368437722,0.0013825827510693279,0.0007976901010638565,0.39600180359984827,0.0005563893138924322,0.0012687452211435457,0.002375694222370944
GC,1h,2025-09-14 00:00:00+00:00,2025-12-13 00:00:00+00:00,22085,2880,0.00015617527567912977,0.0039097320063166945,0.0015386664193067193,0.0036833413930568936,0.40569337451318277,0.0007340213224288598,0.001609669591280219,0.002872257021446611
GC,1h,2025-12-13 00:00:00+00:00,2026-03-13 00:00:00+00:00,18463,2327,0.00027440249556547725,0.004768445725248039,0.0020905602227205503,0.0033388874969742847,0.4861975482402201,0.00149589293071856,0.0028982913411839343,0.004604559811320359
GC,1h,2026-03-13 00:00:00+00:00,2026-06-11 00:00:00+00:00,14282,4240,0.0004198794857260483,0.007592082583062163,0.0037957341799967144,0.0032950052067597154,0.5408801254658476,0.0024117428860470844,0.00439974959829705,0.006675894730336904
GC,1h,2026-06-11 00:00:00+00:00,2026-06-21 23:55:00+00:00,14413,1606,0.00012342013242623668,0.008081825374220083,0.004032261165168798,0.0023879520161125176,0.5354092825644667,0.002400551736955025,0.004469763258776925,0.006885765458979976
GC,4h,2024-06-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,25275,7520,0.00028215792688109103,0.005626177449627903,0.0023262558661219447,0.0015026713408293375,0.459703920302861,0.0020649056508280075,0.0033686207099566908,0.005064152144325793
GC,4h,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,26822,6670,0.0004055919824784157,0.005836349674306982,0.0026066862892902484,0.0019232110980876272,0.4845949024736259,0.0023005982754769417,0.0038160830242500504,0.005842425943431967
GC,4h,2024-12-18 00:00:00+00:00,2025-03-18 00:00:00+00:00,27770,6483,0.0003593018189027577,0.005731819950148885,0.0024384338042110084,0.0014069165849278685,0.4594259304027949,0.0022553116137180944,0.003443671543662811,0.005101644158644094
GC,4h,2025-03-18 00:00:00+00:00,2025-06-16 00:00:00+00:00,27189,4172,0.0005011852477301016,0.006039628259533301,0.0027022862094909198,0.003560921784512403,0.49362242017709546,0.002632037543211629,0.004038108078051831,0.0059956795883370105
GC,4h,2025-06-16 00:00:00+00:00,2025-09-14 00:00:00+00:00,25352,4568,0.000632886283245137,0.007366734310098516,0.004290213720531906,0.0028811925050904108,0.608573480784222,0.0024753551465420873,0.004576359037983516,0.008270717857429683
GC,4h,2025-09-14 00:00:00+00:00,2025-12-13 00:00:00+00:00,22085,2880,0.0006418793088938026,0.008064790368230762,0.004630139768315829,0.00864198891107719,0.6137968788448207,0.0030468166919434443,0.005280662856396413,0.00907324150520732
GC,4h,2025-12-13 00:00:00+00:00,2026-03-13 00:00:00+00:00,18462,2327,0.0010907542995103514,0.009889786772214795,0.005706363725522059,0.008910752382971029,0.6403046738150655,0.0045523089953587595,0.009022705904345342,0.013243095693880097
GC,4h,2026-03-13 00:00:00+00:00,2026-06-11 00:00:00+00:00,14280,4240,0.0016648665135679764,0.0153578575152901,0.010136383055494406,0.00843814669059681,0.7184344842732584,0.007849084971059392,0.013133551914174592,0.01941773975038507
GC,4h,2026-06-11 00:00:00+00:00,2026-06-21 23:55:00+00:00,14413,1606,0.0005040895839050568,0.016405143523496153,0.01054094010492287,0.004828989501606113,0.7119212734651416,0.00835742695084817,0.013975822913768997,0.02057252309819174
GC,1d,2024-06-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,25123,7520,0.0016160261833453031,0.014677294708690355,0.007914680197369213,0.004881173498524491,0.6102966995589483,0.008984715919447864,0.013796049661451768,0.018053390197260894
GC,1d,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,26780,6670,0.002706680477553559,0.01512102222047188,0.008665475757951294,0.005722916671067593,0.6207797281348322,0.009709471842773043,0.014510024751734114,0.020074477627265896
GC,1d,2024-12-18 00:00:00+00:00,2025-03-18 00:00:00+00:00,27651,6483,0.002060655154326548,0.014984031443502526,0.007848985582666187,0.004469216656645217,0.585204045312591,0.009190100801894509,0.01279372622963985,0.01665335347459009
GC,1d,2025-03-18 00:00:00+00:00,2025-06-16 00:00:00+00:00,27096,4172,0.0029377829525843906,0.015345546756174312,0.008834349559581426,0.006951127935853309,0.6395754853370086,0.01141879618536271,0.01510840983712219,0.018174614550922685
GC,1d,2025-06-16 00:00:00+00:00,2025-09-14 00:00:00+00:00,25352,4568,0.0037067858507363865,0.017121771153319698,0.01149606201840882,0.007931992155680249,0.7073962358505723,0.010768568085045225,0.014829490078094025,0.019495201262651682
GC,1d,2025-09-14 00:00:00+00:00,2025-12-13 00:00:00+00:00,22085,2880,0.004015393622602227,0.01962703425915239,0.013716305905822509,0.020111907369264298,0.7364409296863903,0.012485927218608675,0.016670164244947983,0.022988104362135404
GC,1d,2025-12-13 00:00:00+00:00,2026-03-13 00:00:00+00:00,18432,2327,0.00688549528410103,0.023544107626575533,0.017335224929674105,0.022302728877501683,0.7761378722910728,0.017022197361828608,0.029601166603479053,0.04310464990271944
GC,1d,2026-03-13 00:00:00+00:00,2026-06-11 00:00:00+00:00,14214,4240,0.009591914295961953,0.0314308970678856,0.023300477656212033,0.03607469298280055,0.7957304345191153,0.02934194953871845,0.04260344985084226,0.055640802856594264
GC,1d,2026-06-11 00:00:00+00:00,2026-06-21 23:55:00+00:00,14407,1606,0.0030482824331550585,0.0360265196857502,0.024595827309420705,0.013824337926920234,0.7429426393937584,0.030196091737784855,0.04272847709503227,0.05350669326104823
SI,15m,2024-06-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,26247,10060,2.7220318034092033e-05,0.0028526505242435895,0.00013322069648041477,0.00010993443290879163,0.02883003940420603,9.491301299862853e-05,0.0001781073559890741,0.0002888865206249058
SI,15m,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,27287,8106,2.2181338010008278e-05,0.003012311433064071,0.00011909080811469137,9.591220986980253e-05,0.023492916480658876,7.706173198220846e-05,0.00015571814244054306,0.00025844132625936635
SI,15m,2024-12-18 00:00:00+00:00,2025-03-18 00:00:00+00:00,26276,2478,2.1352323455117706e-05,0.003130266145226591,0.00014858850252870838,0.0002086695680196889,0.025600414675330474,0.00010197089484683864,0.0001954753360371803,0.00029673816969880064
SI,15m,2025-03-18 00:00:00+00:00,2025-06-16 00:00:00+00:00,26199,3489,2.891595992000113e-05,0.0031941884120265927,0.00015169440959733358,0.00023031384222487052,0.026878371833624626,8.864333124134883e-05,0.00019688834938084393,0.0003065457041381611
SI,15m,2025-06-16 00:00:00+00:00,2025-09-14 00:00:00+00:00,24503,9499,1.802818936740306e-05,0.0034382774727681744,0.00034795323059240365,0.0001835681290723979,0.06804018173767645,0.00016039434882124683,0.00033929201057896077,0.000579285510570898
SI,15m,2025-09-14 00:00:00+00:00,2025-12-13 00:00:00+00:00,23874,10502,3.261768955518673e-05,0.0033094803935109344,0.00032427625082860124,0.0003966519311269932,0.0619632617001441,0.00014622553176662877,0.0003018302982839283,0.0005226888405026973
SI,15m,2025-12-13 00:00:00+00:00,2026-03-13 00:00:00+00:00,26082,1871,7.277829556667762e-05,0.0034577535436758054,0.00019160646844941796,0.0008048526826079046,0.03204292573173306,0.00012342169578943545,0.00024253189468496,0.0004052558743559646
SI,15m,2026-03-13 00:00:00+00:00,2026-06-11 00:00:00+00:00,25463,2222,0.00010338587699584735,0.006204946548974117,0.001070263023829603,0.0015037959090582688,0.14286796908459198,0.00014035449836366517,0.00042648092582297885,0.0014519819589470014
SI,15m,2026-06-11 00:00:00+00:00,2026-06-21 23:55:00+00:00,24408,383,6.221182584091101e-05,0.006953086192478312,0.0022231274361350396,0.0022229712065887338,0.33654408482795917,0.0003773548554813118,0.0014356511025689636,0.0035658417129545775
SI,1h,2024-06-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,26245,10060,0.00010902468137037992,0.00574773710660774,0.001485891187743731,0.0007688126262515985,0.28516659722065374,0.0012254204103944535,0.00225552630869927,0.0033833157878274496
SI,1h,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,27285,8106,9.008984745196564e-05,0.006061404405164928,0.0016514111932499807,0.0012084129565728425,0.3068290260379455,0.001458230261731727,0.002482990874770162,0.003670253807582961
SI,1h,2024-12-18 00:00:00+00:00,2025-03-18 00:00:00+00:00,26276,2478,8.241970971039357e-05,0.006270302552597178,0.0016240928556152758,0.0016421039210919328,0.2783119784138225,0.0014454230008357632,0.0024189603939545733,0.0035059493768053386
SI,1h,2025-03-18 00:00:00+00:00,2025-06-16 00:00:00+00:00,26199,3489,0.00011496032891227324,0.006390228175344478,0.0017397928053725271,0.002445303718824302,0.2948436839590919,0.0015027106488538107,0.002512576226111938,0.003778141660679377
SI,1h,2025-06-16 00:00:00+00:00,2025-09-14 00:00:00+00:00,24501,9499,7.408558404915022e-05,0.007033949277616992,0.00246566609235321,0.0012779022564951934,0.3764261597402506,0.001537597537094599,0.00258956355536485,0.0039968761035010575
SI,1h,2025-09-14 00:00:00+00:00,2025-12-13 00:00:00+00:00,23874,10502,0.00012899822848384102,0.006795206140223766,0.0025332229575938487,0.0027740176455792465,0.3895783098007689,0.0014223726721581214,0.0025956547462895564,0.004188539825694295
SI,1h,2025-12-13 00:00:00+00:00,2026-03-13 00:00:00+00:00,26082,1871,0.0002964348495362493,0.007069653277133247,0.002329094175162713,0.011212061482581475,0.3423560224666623,0.001433758267499617,0.0026287673578895047,0.004138112262508407
SI,1h,2026-03-13 00:00:00+00:00,2026-06-11 00:00:00+00:00,25462,2222,0.00041163940638178857,0.012245534186364164,0.006873989261476548,0.009139398029226494,0.5758244569204547,0.0009850086604291138,0.003232649401652388,0.00955422849573446
SI,1h,2026-06-11 00:00:00+00:00,2026-06-21 23:55:00+00:00,24404,383,0.00024494434658098535,0.01355067132046119,0.007181701438301125,0.007546025690383841,0.5682489599376093,0.001211684777631891,0.005029430407242081,0.012169193983228008
SI,4h,2024-06-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,26240,10060,0.00042572573609224977,0.011679692065332703,0.004657052494147753,0.00235008116541123,0.4540261958602846,0.004351417976584367,0.007406408094489804,0.010858978242439317
SI,4h,2024-09-19 00:00:00+00:00,2024-12-18 00:00:00+00:00,27273,8106,0.0003567202261416005,0.0122747655327563,0.004724805094553525,0.003011581277104265,0.4449143697726512,0.0043769784639581975,0.007469577026324566,0.010544599250898387
