gate,root,horizon,entry_z,one_way_cost_bps,round_trip_cost_bps,cost_hurdle_multiple,hurdle_bps,clears_cost_hurdle,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate
no_flow,PL,20,2.0,2.383411811380932,4.766823622761864,3.0,14.300470868285592,False,19833,2.8602554827688254,2.166847245748116,44.95544471176961,8.960180005803341,0.5178238289719155
no_flow,PA,20,2.0,3.5199249011852003,7.039849802370401,3.0,21.1195494071112,False,19999,1.3122835411918505,0.0,76.948993821204,2.411731060623194,0.4896244812240612
md_q95,PL,20,2.0,2.383411811380932,4.766823622761864,3.0,14.300470868285592,False,1382,3.286624122506428,1.2070382242601596,46.629691884440575,2.620242666866634,0.5123010130246021
md_q95,PA,20,2.0,3.5199249011852003,7.039849802370401,3.0,21.1195494071112,False,1423,-0.1081132845754289,0.0,79.40855026343978,-0.05135872628289011,0.4708362614195362
md_q99,PL,20,2.0,2.383411811380932,4.766823622761864,3.0,14.300470868285592,False,288,8.959272977711812,4.461697778364027,44.787138562566575,3.3948117501767205,0.5763888888888888
md_q99,PA,20,2.0,3.5199249011852003,7.039849802370401,3.0,21.1195494071112,False,337,1.004497263080964,0.0,77.74393252625035,0.23719045238910239,0.4688427299703264
