strategy,split,cost_bps,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,avg_exec_gross,avg_leg_gross,annual_turnover
xs_multi_window_demeaned,2023_2024,1.0,11824,1.9956365503080082,0.24416441136671177,-0.003311799849165969,0.019072481740693276,0.02238428158985924,-0.0016581442989734736,-0.0016595205417814297,0.014430390421913858,-0.11500177703170783,-0.16245956123076774,-0.01787386375520461,0.485971596813301,0.019776796843830585,0.24416441136671177,0.1785383488588517,112.16612356796347
event_20D_agree_60D_carry,2023_2024,1.0,11824,1.9956365503080082,0.5000845737483085,-0.00977214277258335,0.002974501987203034,0.012746644759786376,-0.004884785199532806,-0.0048967547578115415,0.027112529771149297,-0.18060855254540745,-0.25514028529281774,-0.039123131652125775,0.48672416708946387,-0.010607378272591495,0.5000845737483085,0.4693939877238534,63.872576185373276
event_60D_pure,2023_2024,1.0,11824,1.9956365503080082,0.8831190798376184,-0.014135585360764386,-0.004013693824926629,0.010121891535837745,-0.007058219311200539,-0.0070832463749888165,0.03039501886167573,-0.23303970980323666,-0.32920820861351385,-0.042564619192033804,0.4827619230032561,-0.012483801341471347,0.8831190798376184,0.718365766400402,50.720115014307204
event_120D_agree_60D,2023_2024,1.0,11824,1.9956365503080082,0.9682848443843031,-0.024675354989716174,-0.018586145852753765,0.006089209136962402,-0.012288525525288193,-0.01236465376719411,0.031095520703956017,-0.3976345623831622,-0.5617264202547562,-0.05383940781687524,0.48143942702419423,-0.02129037906342577,0.9682848443843031,0.7952288676283136,30.512615816855973
event_120D_pure,2023_2024,1.0,11824,1.9956365503080082,0.9682848443843031,-0.02605116384912573,-0.01998709267419891,0.0060640711749268186,-0.012969227572540237,-0.013054062296616572,0.031082182649808034,-0.41998538016754094,-0.5933007501835698,-0.05514024888250224,0.4813520831513669,-0.022492063803935473,0.9682848443843031,0.7944352004416583,30.386651186514317
event_252D_pure,2023_2024,1.0,11824,1.9956365503080082,0.9770805142083897,-0.05832075754763363,-0.05374365343046387,0.004577104117169777,-0.028801242284878716,-0.02922413780136085,0.03334337002097433,-0.876460231313682,-1.2381490816109646,-0.0859018987219562,0.48489569808707694,-0.05039449281367059,0.9770805142083897,0.8386510201621759,22.935559666229516
xs_120D_demeaned,2023_2024,1.0,11824,1.9956365503080082,0.285605548037889,-0.035617918757335575,-0.02132137778320453,0.014296540974131047,-0.01768956819477328,-0.01784789858245394,0.017308224100221155,-1.0311802342694356,-1.4567173893588048,-0.03985295435570624,0.4800118448326917,-0.09232045667893626,0.285605548037889,0.20979242102125997,71.63900146008302
xs_120D_paired_spread,2023_2024,1.0,11824,1.9956365503080082,0.285605548037889,-0.044562390382512564,-0.030267904073879096,0.014294486308633458,-0.02208244580711878,-0.02232991291707639,0.021357679315132678,-1.04552150014046,-1.476976865525491,-0.05331914040546615,0.4811963281018656,-0.11705136364344383,0.285605548037889,0.23996518981283282,71.62870567001409
event_20D_pure,2023_2024,1.0,11824,1.9956365503080082,0.8169824086603519,-0.08239159938059225,-0.0608517582886019,0.021539841091990357,-0.04044522113139437,-0.04128587410762539,0.031783096439189765,-1.298988416267659,-1.8350419758514565,-0.0918019604645488,0.4808488612836439,-0.08136978452913174,0.8169824086603519,0.692272452547496,107.93468925324044
event_252D_pure,2025_2026,1.0,8649,1.4675355540345274,0.7314140363047751,0.03733425617249365,0.042783595666277464,0.005449339493783822,0.025766464461110975,0.025440103355489314,0.04123548399581877,0.6169468838553929,0.7473810651730183,-0.039779067141886504,0.5011065444198546,0.059333316744378195,0.7314140363047751,0.5932577173144746,37.13258925007015
