window,root,side,start_ts,end_ts,observations,max_abs_z,max_abs_deviation_bp,latest_z,latest_deviation_bp,duration_hours
120D,SI,cheap,2024-09-22 22:30:00+00:00,2024-09-27 20:30:00+00:00,115,3.7620804523441715,298.84388006607173,-2.8347108187462573,-270.14634383497827,118.0
120D,SI,cheap,2024-09-29 22:30:00+00:00,2024-09-30 08:30:00+00:00,11,2.837643990387701,273.4102302555359,-2.525667985080043,-245.4195670058773,10.0
120D,SI,cheap,2024-09-30 12:30:00+00:00,2024-09-30 14:30:00+00:00,3,2.5631844325278514,250.305561771776,-2.5631844325278514,-250.305561771776,2.0
120D,SI,cheap,2024-10-01 14:30:00+00:00,2024-10-01 14:30:00+00:00,1,2.5542800629602684,257.0695654901933,-2.5542800629602684,-257.0695654901933,0.0
120D,SI,cheap,2024-10-03 03:30:00+00:00,2024-10-03 11:30:00+00:00,9,2.5909889923265466,273.70618575992603,-2.5155090254522006,-266.4600756324202,8.0
120D,SI,cheap,2024-10-04 16:30:00+00:00,2024-10-04 20:30:00+00:00,5,2.689328326893993,298.1365982275373,-2.689328326893993,-298.1365982275373,4.0
120D,SI,cheap,2024-10-06 22:30:00+00:00,2024-10-09 01:30:00+00:00,50,3.0883918050077894,360.07482435416046,-2.522098575946654,-298.3435755116008,51.0
120D,SI,cheap,2025-02-21 16:30:00+00:00,2025-02-21 21:30:00+00:00,6,2.697644051692721,128.65101975598176,-2.6613470619173993,-127.05108811740389,5.0
120D,SI,cheap,2025-02-23 23:30:00+00:00,2025-02-24 07:30:00+00:00,9,2.7879449939477663,134.20392486270723,-2.5328961619569044,-122.80799701852835,8.0
120D,SI,cheap,2025-02-24 12:30:00+00:00,2025-02-28 12:30:00+00:00,93,3.245971836819519,161.13525615247787,-2.5616927094222675,-136.39440399315944,96.0
120D,SI,cheap,2025-02-28 14:30:00+00:00,2025-02-28 16:30:00+00:00,3,2.621825820822245,140.4385758853191,-2.50745413785446,-134.3740728700768,2.0
120D,SI,cheap,2025-02-28 18:30:00+00:00,2025-02-28 21:30:00+00:00,4,2.579147036462345,140.43862263257878,-2.579147036462345,-140.43862263257878,3.0
120D,SI,cheap,2025-03-02 23:30:00+00:00,2025-03-03 02:30:00+00:00,4,2.5552801283129933,140.34634052037114,-2.516166156167624,-138.56249466648373,3.0
120D,SI,cheap,2025-03-03 04:30:00+00:00,2025-03-03 04:30:00+00:00,1,2.5706308418760178,141.81732048567707,-2.5706308418760178,-141.81732048567707,0.0
120D,SI,cheap,2025-03-03 16:30:00+00:00,2025-03-03 16:30:00+00:00,1,2.500823111091578,139.63316785318537,-2.500823111091578,-139.63316785318537,0.0
120D,SI,cheap,2025-09-01 22:00:00+00:00,2025-09-05 20:00:00+00:00,92,3.7792158252078587,172.28694031944934,-3.555968242542219,-160.69441654764037,94.0
120D,SI,cheap,2025-09-07 22:00:00+00:00,2025-09-12 20:00:00+00:00,115,4.057516948577797,175.67298479994025,-3.605768990008176,-157.67142088686626,118.0
120D,SI,cheap,2025-09-14 22:00:00+00:00,2025-09-16 11:00:00+00:00,37,3.668223846492071,164.94034594669137,-2.54670691929688,-119.52969520789696,37.0
120D,SI,cheap,2025-09-16 15:00:00+00:00,2025-09-16 15:00:00+00:00,1,2.5399718633571124,120.36826926066001,-2.5399718633571124,-120.36826926066001,0.0
120D,SI,cheap,2025-09-16 18:00:00+00:00,2025-09-16 18:00:00+00:00,1,2.524042133450246,121.44065431612339,-2.524042133450246,-121.44065431612339,0.0
120D,SI,cheap,2025-09-16 22:00:00+00:00,2025-09-17 06:00:00+00:00,9,2.6613973255311056,130.20876115151236,-2.6168906035559005,-128.48189969294486,8.0
120D,SI,cheap,2025-09-17 08:00:00+00:00,2025-09-17 10:00:00+00:00,3,2.603319464133833,129.60199891319246,-2.573916077757177,-128.32970661376564,2.0
120D,SI,cheap,2025-10-09 11:00:00+00:00,2025-10-09 12:00:00+00:00,2,2.669703826672171,202.18553657343875,-2.6399135108828933,-199.77548671731486,1.0
120D,SI,rich,2025-11-19 14:00:00+00:00,2025-11-20 23:00:00+00:00,32,2.877845337403364,298.66494689450406,2.522184545268059,267.1794079050455,33.0
120D,SI,rich,2025-11-21 16:00:00+00:00,2025-11-21 16:00:00+00:00,1,2.5256285402015,272.7732358680521,2.5256285402015,272.7732358680521,0.0
120D,SI,rich,2025-11-25 12:00:00+00:00,2025-11-26 07:00:00+00:00,19,2.7785867426110227,313.52782239826126,2.6249403629254977,297.6545153301946,19.0
120D,SI,rich,2025-11-26 10:00:00+00:00,2025-11-27 00:00:00+00:00,14,2.7648205286822822,316.3520807720405,2.632258933939788,303.46490885437976,14.0
120D,SI,rich,2025-11-28 14:10:00+00:00,2025-11-28 14:10:00+00:00,1,2.5689531981532796,298.8367305774761,2.5689531981532796,298.8367305774761,0.0
120D,SI,rich,2025-12-01 16:25:00+00:00,2025-12-02 05:25:00+00:00,13,2.652104259513014,312.9040186663842,2.521540186627795,300.66790477224356,13.0
120D,SI,rich,2025-12-02 10:25:00+00:00,2025-12-02 17:25:00+00:00,8,2.6541584310485398,319.52838434570805,2.563386492689232,311.5428315372265,7.0
120D,SI,rich,2025-12-09 19:25:00+00:00,2025-12-12 01:25:00+00:00,52,2.797854638365974,403.65500069022244,2.5306745523607126,374.29862752546074,54.0
120D,SI,cheap,2026-02-02 13:10:00+00:00,2026-02-06 21:10:00+00:00,101,7.593200445954826,1004.4924408328418,-7.559373808652064,-1000.8844611460299,104.0
120D,SI,cheap,2026-02-08 23:10:00+00:00,2026-02-13 21:10:00+00:00,115,7.882361894044615,1016.7970854899078,-6.775198536266303,-897.0572309001141,118.0
120D,SI,cheap,2026-02-15 23:10:00+00:00,2026-02-20 21:40:00+00:00,113,7.065163034309623,918.5548996630874,-6.555992121051048,-865.5875007707983,118.5
120D,SI,cheap,2026-02-22 23:40:00+00:00,2026-02-27 21:20:00+00:00,113,8.0554538632098,1068.1083998216786,-8.036583390707696,-1066.6761766567167,117.66666666666667
120D,SI,cheap,2026-03-01 23:20:00+00:00,2026-03-06 21:20:00+00:00,115,8.738925731167454,1159.8963681241476,-7.77984918496354,-1041.4504783484635,118.0
120D,SI,cheap,2026-03-08 22:20:00+00:00,2026-03-13 20:20:00+00:00,115,8.421679932401448,1182.922977115656,-6.85523911250644,-1040.715162451214,118.0
120D,SI,cheap,2026-03-15 22:20:00+00:00,2026-03-20 20:20:00+00:00,115,6.771330444862661,1033.1523378002923,-4.1068905636247806,-865.1560288894352,118.0
120D,SI,cheap,2026-03-22 22:20:00+00:00,2026-03-27 20:20:00+00:00,115,3.9405212370850586,1107.2447651760626,-2.978002909901779,-1028.448522932143,118.0
120D,SI,cheap,2026-03-29 22:20:00+00:00,2026-03-31 15:20:00+00:00,41,2.8833622402110617,1024.9892181342088,-2.5177906914751538,-983.7969365903413,41.0
20D,GC,rich,2016-08-23 00:55:00+00:00,2016-08-23 07:55:00+00:00,8,3.2694902436483146,30.001040074213492,2.795128035590094,25.648263783996832,7.0
20D,GC,cheap,2016-09-28 23:55:00+00:00,2016-09-29 06:55:00+00:00,8,2.693677871347504,41.522316911119624,-2.571539704561671,-40.897635196817994,7.0
20D,GC,cheap,2016-10-07 20:55:00+00:00,2016-10-07 20:55:00+00:00,1,2.611558294268352,64.152657986785,-2.611558294268352,-64.152657986785,0.0
20D,GC,cheap,2016-10-09 22:55:00+00:00,2016-10-09 23:55:00+00:00,2,2.712243982073077,60.90404042282161,-2.6469220851888635,-59.44122807152362,1.0
20D,GC,cheap,2016-10-24 16:55:00+00:00,2016-10-24 19:55:00+00:00,4,2.5743567445366553,60.10812132558028,-2.5064655247900607,-59.012917008683864,3.0
20D,GC,cheap,2016-11-15 15:55:00+00:00,2016-11-15 17:55:00+00:00,3,2.7573288766048947,48.051819184403,-2.5779586121918174,-44.75279724439823,2.0
20D,GC,cheap,2016-11-16 01:55:00+00:00,2016-11-16 06:55:00+00:00,6,2.754613058508621,49.69697100384906,-2.688676195375514,-48.845163488325305,5.0
20D,GC,cheap,2016-11-16 08:55:00+00:00,2016-11-16 10:55:00+00:00,3,2.765932537480252,49.91968728090733,-2.5399718982844903,-46.51461441976477,2.0
20D,GC,cheap,2016-11-16 12:55:00+00:00,2016-11-16 12:55:00+00:00,1,2.508941251840141,46.400326563945086,-2.508941251840141,-46.400326563945086,0.0
20D,GC,cheap,2016-11-16 17:55:00+00:00,2016-11-16 21:55:00+00:00,5,2.6114950354461497,50.70041556890451,-2.5382040066114024,-49.65931893100536,4.0
20D,GC,rich,2016-11-30 15:10:00+00:00,2016-12-01 15:15:00+00:00,24,3.525954517304515,43.08814064769697,2.6698655588619937,32.62649649792757,24.083333333333332
