variant,root,observations,active_bars,gross_excess_return,price_return,carry_return,cost_return,net_return,turnover,mean_score,mean_pressure_bp,target_months,lookback,score_method,cost_multiplier
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx0,SI,48133,24411,0.10127893443307286,0.10267952919451835,-0.0014005947614454904,0.0,0.10127893443307286,88.0,0.02734010930445788,45.58194300328166,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx1,GC,57873,34464,0.06179614078007204,0.06010694849478765,0.0016891922852843994,0.006818757642185968,0.054977383137886075,123.80000000000001,0.007807839351824829,31.668881249918016,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx1,HG,56356,20338,-0.08350039314845722,-0.08159543143318453,-0.0019049617152726796,0.0076356651192530135,-0.09113605826771023,95.4,0.014278387713364798,48.929571072921526,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx1,PA,3464,193,0.017320576800857686,0.017101471322215112,0.00021910547864257554,0.0014544098452358757,0.015866166955621812,2.6,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx1,PL,36899,12765,-0.04362797160748644,-0.04389045449104394,0.00026248288355750236,0.017122058748141697,-0.060750030355628135,66.8,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx1,SI,48133,24411,0.10127893443307286,0.10267952919451835,-0.0014005947614454904,0.01645167320994953,0.08482726122312333,88.0,0.02734010930445788,45.58194300328166,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx2,GC,57873,34464,0.06179614078007204,0.06010694849478765,0.0016891922852843994,0.013637515284371937,0.0481586254957001,123.80000000000001,0.007807839351824829,31.668881249918016,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx2,HG,56356,20338,-0.08350039314845722,-0.08159543143318453,-0.0019049617152726796,0.015271330238506027,-0.09877172338696324,95.4,0.014278387713364798,48.929571072921526,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx2,PA,3464,193,0.017320576800857686,0.017101471322215112,0.00021910547864257554,0.0029088196904717514,0.014411757110385936,2.6,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx2,PL,36899,12765,-0.04362797160748644,-0.04389045449104394,0.00026248288355750236,0.034244117496283394,-0.07787208910376983,66.8,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx2,SI,48133,24411,0.10127893443307286,0.10267952919451835,-0.0014005947614454904,0.03290334641989906,0.0683755880131738,88.0,0.02734010930445788,45.58194300328166,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx3,GC,57873,34464,0.06179614078007204,0.06010694849478765,0.0016891922852843994,0.020456272926557904,0.04133986785351414,123.80000000000001,0.007807839351824829,31.668881249918016,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx3,HG,56356,20338,-0.08350039314845722,-0.08159543143318453,-0.0019049617152726796,0.02290699535775904,-0.10640738850621627,95.4,0.014278387713364798,48.929571072921526,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx3,PA,3464,193,0.017320576800857686,0.017101471322215112,0.00021910547864257554,0.004363229535707627,0.01295734726515006,2.6,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx3,PL,36899,12765,-0.04362797160748644,-0.04389045449104394,0.00026248288355750236,0.05136617624442509,-0.09499414785191153,66.8,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p02_costx3,SI,48133,24411,0.10127893443307286,0.10267952919451835,-0.0014005947614454904,0.04935501962984859,0.051923914803224266,88.0,0.02734010930445788,45.58194300328166,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx0,GC,57873,21489,0.08966543144169778,0.0899795378751108,-0.00031410643341302506,0.0,0.08966543144169778,81.2,0.007807839351824829,31.668881249918016,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx0,HG,56356,2315,-0.02396955779155397,-0.022474994192108345,-0.0014945635994456214,0.0,-0.02396955779155397,24.200000000000003,0.014278387713364798,48.929571072921526,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx0,PA,3464,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx0,PL,36899,8,-0.0023310254977666717,-0.0023382134744782236,7.187976711551911e-06,0.0,-0.0023310254977666717,0.4,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx0,SI,48133,6408,-0.014137098119376725,-0.014424473605342495,0.00028737548596576105,0.0,-0.014137098119376725,51.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx1,GC,57873,21489,0.08966543144169778,0.0899795378751108,-0.00031410643341302506,0.004472400004406306,0.08519303143729147,81.2,0.007807839351824829,31.668881249918016,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx1,HG,56356,2315,-0.02396955779155397,-0.022474994192108345,-0.0014945635994456214,0.0019369297262675361,-0.025906487517821507,24.200000000000003,0.014278387713364798,48.929571072921526,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx1,PA,3464,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx1,PL,36899,8,-0.0023310254977666717,-0.0023382134744782236,7.187976711551911e-06,0.00010252729789306405,-0.002433552795659736,0.4,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx1,SI,48133,6408,-0.014137098119376725,-0.014424473605342495,0.00028737548596576105,0.009646662927652223,-0.023783761047028947,51.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx2,GC,57873,21489,0.08966543144169778,0.0899795378751108,-0.00031410643341302506,0.008944800008812611,0.08072063143288517,81.2,0.007807839351824829,31.668881249918016,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx2,HG,56356,2315,-0.02396955779155397,-0.022474994192108345,-0.0014945635994456214,0.0038738594525350722,-0.027843417244089043,24.200000000000003,0.014278387713364798,48.929571072921526,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx2,PA,3464,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx2,PL,36899,8,-0.0023310254977666717,-0.0023382134744782236,7.187976711551911e-06,0.0002050545957861281,-0.0025360800935527996,0.4,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx2,SI,48133,6408,-0.014137098119376725,-0.014424473605342495,0.00028737548596576105,0.019293325855304445,-0.03343042397468117,51.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx3,GC,57873,21489,0.08966543144169778,0.0899795378751108,-0.00031410643341302506,0.013417200013218916,0.07624823142847886,81.2,0.007807839351824829,31.668881249918016,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx3,HG,56356,2315,-0.02396955779155397,-0.022474994192108345,-0.0014945635994456214,0.005810789178802608,-0.02978034697035658,24.200000000000003,0.014278387713364798,48.929571072921526,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx3,PA,3464,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx3,PL,36899,8,-0.0023310254977666717,-0.0023382134744782236,7.187976711551911e-06,0.00030758189367919214,-0.002638607391445864,0.4,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry0p5_exit0p25_filt0p05_costx3,SI,48133,6408,-0.014137098119376725,-0.014424473605342495,0.00028737548596576105,0.028939988782956668,-0.04307708690233339,51.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,3.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx0,GC,57873,36698,-0.03016933666388639,-0.03195145938020846,0.0017821227163220834,0.0,-0.03016933666388639,54.6,0.007807839351824829,31.668881249918016,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx0,HG,56356,32319,-0.05669980331382646,-0.05661474777162601,-8.505554220042578e-05,0.0,-0.05669980331382646,50.0,0.014278387713364798,48.929571072921526,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx0,PA,3464,1839,-0.08719620619913465,-0.0874869873168489,0.00029078111771425246,0.0,-0.08719620619913465,5.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx0,PL,36899,22122,-0.10300797097644872,-0.10359299866711016,0.0005850276906614492,0.0,-0.10300797097644872,37.800000000000004,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx0,SI,48133,29972,-0.054931147476415365,-0.05532972413927145,0.0003985766628560968,0.0,-0.054931147476415365,44.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,0.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx1,GC,57873,36698,-0.03016933666388639,-0.03195145938020846,0.0017821227163220834,0.003007303451238723,-0.03317664011512511,54.6,0.007807839351824829,31.668881249918016,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx1,HG,56356,32319,-0.05669980331382646,-0.05661474777162601,-8.505554220042578e-05,0.004001920922040363,-0.060701724235866825,50.0,0.014278387713364798,48.929571072921526,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx1,PA,3464,1839,-0.08719620619913465,-0.0874869873168489,0.00029078111771425246,0.002796942010068992,-0.08999314820920365,5.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx1,PL,36899,22122,-0.10300797097644872,-0.10359299866711016,0.0005850276906614492,0.009688829650894553,-0.11269680062734327,37.800000000000004,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx1,SI,48133,29972,-0.054931147476415365,-0.05532972413927145,0.0003985766628560968,0.00833800710413351,-0.06326915458054888,44.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,1.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx2,GC,57873,36698,-0.03016933666388639,-0.03195145938020846,0.0017821227163220834,0.006014606902477446,-0.036183943566363834,54.6,0.007807839351824829,31.668881249918016,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx2,HG,56356,32319,-0.05669980331382646,-0.05661474777162601,-8.505554220042578e-05,0.008003841844080727,-0.06470364515790719,50.0,0.014278387713364798,48.929571072921526,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx2,PA,3464,1839,-0.08719620619913465,-0.0874869873168489,0.00029078111771425246,0.005593884020137984,-0.09279009021927263,5.0,-0.24182907332588846,420.54787134576566,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx2,PL,36899,22122,-0.10300797097644872,-0.10359299866711016,0.0005850276906614492,0.019377659301789106,-0.12238563027823782,37.800000000000004,0.04563701685714511,-64.21946635348837,6,2w,pressure_z,2.0
target6m_lb2w_pressure_z_entry1_exit0_filt0_costx2,SI,48133,29972,-0.054931147476415365,-0.05532972413927145,0.0003985766628560968,0.01667601420826702,-0.07160716168468238,44.6,0.02734010930445788,45.58194300328166,6,2w,pressure_z,2.0
