config,horizon,root,decile,n,signal_mean,forward_excess_mean_bp,forward_excess_median_bp,forward_price_mean_bp,forward_funding_paid_mean_bp,positive_excess_fraction
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,4,600,-0.3632115604840555,0.6819149641664838,0.9564572822625755,0.8697489542742373,0.18783399010799556,0.5083333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,5,601,-0.08250695784775433,7.192108068170572,3.5580326307929298,7.403215163805511,0.21110709563517613,0.5341098169717138
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,6,600,0.20788102310566375,3.0679350233702176,4.6975891869043656,3.2671328223051814,0.19919779893513245,0.5416666666666666
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,7,600,0.4859806374416225,3.9031981069675767,2.9239620612937984,4.0906555195819205,0.1874574126144954,0.52
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,8,601,0.789877991524102,3.0098108836695636,3.7341263293619438,3.193567394758594,0.18375651108922236,0.5291181364392679
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,9,600,1.2006217218983044,4.261819310049542,3.9886747194149166,4.4470588168502205,0.18523950680089327,0.555
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,10,601,1.820479827690847,2.847143254709821,-0.08751970140839392,3.049335264649499,0.20219200993983583,0.49750415973377704
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,1,1907,-1.7076173850868894,-0.1816209566536292,-0.1689736299837722,0.07320856479008986,0.2548295214436261,0.4897745149449397
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,2,1907,-1.0058025643144752,-1.6546920538258547,-0.2372175179269568,-1.4234674688218076,0.23122458500395532,0.4777136864184583
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,3,1907,-0.6024331804556864,2.02503836309433,3.0589961725157155,2.255270962290681,0.23023259919626726,0.5175668589407446
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,4,1907,-0.3026588406723554,2.637488911205443,2.6153788189606355,2.8828982871489477,0.2454093759434148,0.5112742527530152
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,5,1907,-0.04387644956666056,1.6365054234386864,-0.17603409649071974,1.8905187599861744,0.2540133365474079,0.48662821185107497
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,6,1906,0.20555794224195756,0.8462996675118778,-0.11719237824869702,1.0918879597579845,0.2455882922460255,0.49842602308499473
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,7,1907,0.45576899195589715,0.5587267389784725,-0.2431832672363638,0.7981029464925777,0.23937620751402144,0.4855794441531201
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,8,1907,0.7384444828560612,1.6135667994814837,-0.1531030112234162,1.8712317894041306,0.25766498992255904,0.4939695857367593
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,9,1907,1.1068830533292044,4.567583952610035,2.989376474680179,4.811075295794371,0.24349134318425658,0.5222863135815417
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,SI,10,1907,1.8100810511867336,2.7003801178047193,2.6559234163583967,2.944516846365187,0.2441367285604038,0.513371788148925
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,1,3505,-1.6862322010402206,1.221436757642907,2.7461755013076243,2.713085593311498,1.4916488356686481,0.5158345221112696
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,2,3505,-0.9888649952565228,-6.632021727105799,-4.793787723851184,-5.1030769095431845,1.5289448175626879,0.4724679029957204
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,3,3504,-0.6268090635313156,6.962917258753822,5.366579386210928,8.56187014718691,1.5989528884331667,0.521689497716895
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,4,3505,-0.3309248996587246,2.5487354184820243,5.4164416488824365,4.182299621333936,1.6335642028519877,0.5258202567760343
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,5,3505,-0.07101181153028653,8.09226748100212,7.2885283925182245,9.71919330047544,1.626925819473388,0.5386590584878744
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,6,3504,0.18070854446989706,5.205939196736222,3.12957997216437,6.7923303558579065,1.586391159121752,0.5185502283105022
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,7,3505,0.4733480503826201,8.63820709759878,5.715082422671411,10.260697419002394,1.6224903214036874,0.5303851640513552
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,8,3504,0.7896549949437907,5.171595407939754,4.55592802361215,6.801762772009604,1.6301673640699283,0.5299657534246576
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,9,3505,1.1796895076799823,4.513196436924469,-0.21850366959561496,6.253821038862326,1.7406246019379397,0.4984308131241084
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,GC,10,3505,1.8731860919451073,3.5479240460338213,1.7080549420161042,5.197297438890401,1.6493733928566594,0.5089871611982881
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,1,1777,-1.5713123304739862,8.374105670130346,10.242712985698317,9.58538015674392,1.2112744866133833,0.5368598761958356
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,2,1777,-0.9528044677384317,-17.191387656569702,-3.981753167051204,-15.962039507795655,1.2293481487738622,0.4839617332583005
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,3,1776,-0.6057629478949192,-0.9400648317158252,-4.307761672329531,0.40033129100772746,1.340396122723385,0.48930180180180183
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,4,1777,-0.3294207066089513,-0.8114544592712208,0.26704802362563335,0.664811365359289,1.4762658246303488,0.5008441193021947
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,5,1776,-0.05831252353664135,11.388302101144625,10.490633124902656,12.845609180960802,1.4573070798160317,0.5399774774774775
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,6,1777,0.20251177771296694,3.595761005514078,8.842882353607807,4.957154919873387,1.361393914359158,0.5346088913899831
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,7,1776,0.46393841962640436,13.248850232869618,8.367133860513128,14.486106672070141,1.2372564392003924,0.5253378378378378
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,8,1777,0.732804760800059,15.852178744376937,6.171918835829959,17.0550787133877,1.202899969010637,0.5250422059651098
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,9,1776,1.0477771591698746,-1.0617388823232579,-6.237581727593072,0.18886716578629256,1.2506060481094368,0.481981981981982
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,HG,10,1777,1.6729643321955754,-6.276962699795809,-10.0313028035237,-5.387944135688,0.8890185641076924,0.45920090039392236
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,1,260,-1.0975888460550194,29.031614467267403,48.23120397824305,29.739601167495486,0.7079867002281445,0.6076923076923076
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,2,259,-0.5186924548750533,18.97455391267904,37.8374326387352,19.051257934248007,0.07670402156887413,0.5984555984555985
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,3,259,-0.17486127204120017,26.81105968959698,40.94399429461325,26.577650860807747,-0.23340882878947888,0.6486486486486487
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,4,259,0.06348480056581823,1.9492284928294148,28.572083715355653,1.7278897218570033,-0.22133877097267354,0.5637065637065637
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,5,259,0.2636884514422914,23.56767073030413,35.46657785445883,23.180010922413505,-0.38765980789093646,0.6447876447876448
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,6,259,0.4557970510160089,28.859886337302033,37.23575002177586,28.45230864264671,-0.4075776946556793,0.6525096525096525
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,7,259,0.6951147231724613,57.15027795103661,34.06502555895325,56.4554974061889,-0.6947805448481487,0.6640926640926641
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,8,259,0.9415937677529224,60.32612798614241,27.306486871759137,59.53315105051548,-0.7929769356273985,0.6177606177606177
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,9,259,1.2225624667825428,31.460875291849003,17.42570761708253,30.372773705363006,-1.0881015864864143,0.5598455598455598
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PA,10,260,1.7716484179146186,27.99325959800709,8.980577679123968,27.020067341525714,-0.9731922564818626,0.5269230769230769
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,1,601,-1.9387860455463626,19.08623343574316,4.2673259690941165,20.316538169455868,1.2303047337126747,0.502495840266223
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,2,600,-1.1465018828222002,-7.948454598096841,-8.646768179343658,-6.601193556759395,1.3472610413374193,0.47333333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,3,601,-0.7099139908079272,10.338434955041494,16.14408503844095,11.615852081477776,1.2774171264362737,0.540765391014975
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,4,600,-0.3632115604840555,4.739594225383617,7.590375181890685,5.966120760402409,1.2265265350187775,0.5183333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,5,601,-0.08250695784775433,42.18369004129442,28.332514350863832,43.44838077486781,1.264690733573393,0.6056572379367721
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,6,600,0.20788102310566375,28.221898603411105,5.457871477308582,29.46458398226143,1.2426853788503267,0.5233333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,7,600,0.4859806374416225,1.2308188642156817,4.5070685012236025,2.452724598378664,1.2219057341629718,0.5116666666666667
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,8,601,0.789877991524102,11.859690460006421,9.286450470556249,13.020359679311767,1.160669219305344,0.5324459234608985
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,9,600,1.2006217218983044,24.65199123072546,6.490859296764131,25.79844514300822,1.1464539122827593,0.52
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,PL,10,601,1.820479827690847,30.849081406853838,-2.0905998176879073,32.1191318586169,1.2700504517630316,0.49750415973377704
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,1,1907,-1.7076173850868894,1.8761825674388983,-3.7558565538457853,3.3428833756841416,1.466700808245508,0.48505506030414264
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,2,1907,-1.0058025643144752,-10.988139501155496,-1.5104950376444064,-9.525147958504283,1.4629915426514826,0.49344520188778185
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,3,1907,-0.6024331804556864,13.531551825529144,22.662706484933093,15.012878573205862,1.4813267476769914,0.5637126376507604
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,4,1907,-0.3026588406723554,12.419638346366431,9.619827251371527,13.945461832391537,1.5258234860253788,0.5327739905610908
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,5,1907,-0.04387644956666056,5.4131342766804496,5.162270405839438,6.959778272578754,1.5466439958985836,0.5186156266386995
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,6,1906,0.20555794224195756,-2.6548486724298344,3.2696613560536822,-1.1370352632711367,1.5178134091589794,0.5120671563483735
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,7,1907,0.45576899195589715,-4.738417497161476,-8.815793098306115,-3.214599834272594,1.5238176628891664,0.4687991609858416
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,8,1907,0.7384444828560612,20.00682642119434,2.4317895451588445,21.52602371045512,1.5191972892610577,0.5081279496591505
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,9,1907,1.1068830533292044,24.79336489510079,9.935397631849176,26.308904391943532,1.5155394968430322,0.5348715259570005
robust_1m_3d_pressure_vol_scaled_filt0p02,1d,SI,10,1907,1.8100810511867336,15.946059186057823,10.289672828422475,17.416250605427557,1.4701914193700287,0.5374934452018878
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,1,3503,-1.68650591728513,-6.908405865055045,-2.0618934104144437,-2.0117050415019717,4.8967008235529885,0.4915786468741079
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,2,3503,-0.9892094088368428,0.5544857471931374,8.326136057830729,5.517716675140305,4.963230927947085,0.5241221809877248
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,3,3502,-0.6272725358729822,15.608116871372454,13.174179356391171,20.543428064506653,4.935311193134115,0.5325528269560251
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,4,3503,-0.3314687051518648,8.413388922755134,3.1217937593292624,13.400863664156747,4.987474741401532,0.5092777619183557
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,5,3502,-0.07167113372953265,25.391973181230522,19.817875393923803,30.307985775365147,4.916012594134542,0.5631067961165048
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,6,3503,0.17980675277315772,26.023595231169246,23.814374442038872,30.896364092905035,4.8727688617357,0.577504995717956
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,7,3502,0.47218862143442736,17.500880682180412,3.3236732780492173,22.512932409050425,5.01205172686993,0.5119931467732725
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,8,3503,0.788162031748865,7.916489696444086,0.3216729030610559,13.024438900136472,5.107949203692301,0.5012846131886954
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,9,3502,1.1784820416015815,16.673587700353295,3.0451951067550382,21.97088401427135,5.297296313917974,0.5088520845231297
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,GC,10,3503,1.873162921738759,13.76921640648128,6.3202318835336895,18.87505340047332,5.1058369939919634,0.5195546674279189
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,1,1774,-1.571982681887266,-15.920844240808819,18.325744881196318,-11.601785894995674,4.319058345813151,0.5388951521984217
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,2,1773,-0.9539481036351519,-19.399957147271135,9.660999741100825,-15.042259538608407,4.357697608662738,0.5234066553863508
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,3,1774,-0.6068960046997027,-0.10039331315118663,7.65672028527557,4.345400511069227,4.445793824220414,0.5253664036076663
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,4,1773,-0.3303508939956559,12.437813201832459,18.769654953554465,17.3213233945017,4.88351019266925,0.5324309080654258
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,5,1774,-0.05968751852170375,23.47453827229017,23.077226377856245,28.271248968025944,4.796710695735763,0.5439684329199549
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,6,1773,0.20091252005828308,10.096571667366085,9.394429450772893,14.509000350131494,4.412428682765399,0.5211505922165821
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,7,1773,0.4618862868918294,29.354519392696105,13.93028572516929,33.76965503651773,4.4151356438216,0.5205865764241399
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,8,1774,0.7314277016799826,31.73486482163623,21.30381377199419,36.056346626926356,4.3214818052901105,0.5343855693348365
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,9,1773,1.047665771568211,5.680147188291782,10.712345067552913,10.189303495859651,4.509156307567858,0.514946418499718
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,HG,10,1774,1.6733749617477385,-14.651217981717307,-12.414223509357015,-10.92820846329987,3.7230095184174297,0.47294250281848926
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,1,260,-1.0975888460550194,42.51490298891603,85.97254235620417,44.689124587749355,2.1742215988333067,0.6538461538461539
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,2,259,-0.5186924548750533,-12.800135675837764,14.424460406478081,-12.323284331004219,0.47685134483352826,0.5212355212355212
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,3,259,-0.17486127204120017,91.77089135515197,102.26495409578234,91.19664536465498,-0.5742459904969859,0.694980694980695
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,4,259,0.06348480056581823,107.5019509783224,98.70072655490044,106.58478399740018,-0.9171669809222196,0.7065637065637066
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,5,259,0.2636884514422914,90.75492337797137,69.80064449427181,89.32265600796933,-1.432267370002015,0.640926640926641
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,6,259,0.4557970510160089,83.44296552567015,53.25513610454015,82.01406686659347,-1.428898659076661,0.6216216216216216
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,7,259,0.6951147231724613,153.617678297398,147.78615442914878,151.29362508659395,-2.3240532108040135,0.6795366795366795
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,8,259,0.9415937677529224,98.62651385735644,125.07073931581424,95.94936579013068,-2.6771480672257586,0.6254826254826255
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,9,259,1.2225624667825428,112.11348635298828,123.80330480647227,109.13714897411103,-2.97633737887723,0.7258687258687259
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PA,10,260,1.7716484179146186,135.57180570810783,166.4059410067553,132.30711776608769,-3.2646879420201715,0.8076923076923077
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,1,601,-1.9387860455463626,17.81262465243956,-8.4816710271616,22.167240307118927,4.3546156546792245,0.4841930116472546
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,2,600,-1.1465018828222002,39.05865717382668,30.405234391315652,43.629266931914685,4.570609758087844,0.5866666666666667
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,3,601,-0.7099139908079272,59.8147349447168,57.16045587748455,64.30223453336563,4.487499588648718,0.6006655574043261
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,4,600,-0.3632115604840555,47.367721923847114,20.051348318235938,51.56088131499311,4.1931593911458425,0.5383333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,5,601,-0.08250695784775433,74.09873662383107,57.770330618051645,78.48313225301449,4.384395629183289,0.6039933444259568
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,6,600,0.20788102310566375,56.71858143658153,51.08028748993181,61.344806956733706,4.626225520152068,0.6066666666666667
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,7,600,0.4859806374416225,17.465338164792836,3.843790581539687,21.758337669156372,4.292999504363446,0.505
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,8,601,0.789877991524102,14.933875812487294,-0.8466705874639194,19.27262541804615,4.338749605558774,0.49750415973377704
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,9,600,1.2006217218983044,35.48097142752365,-22.955641379497333,39.7147194245017,4.233747996977961,0.455
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,PL,10,601,1.820479827690847,-6.055544771050273,-71.22728097359109,-1.3847513633620843,4.670793407688133,0.415973377703827
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,1,1907,-1.7076173850868894,-1.914003969158813,18.60984961427451,3.2634791129069853,5.1774830820657725,0.5332983744100682
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,2,1907,-1.0058025643144752,8.052978966437893,21.72566342123169,13.198820432137914,5.145841465699984,0.5547981122181437
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,3,1907,-0.6024331804556864,17.41614471958162,29.71317280032355,22.68211085295424,5.265966133372584,0.5637126376507604
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,4,1907,-0.3026588406723554,18.067477306919105,6.483520028558666,23.374826568569834,5.307349261650713,0.5138961719979025
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,5,1907,-0.04387644956666056,32.99177066959353,16.961296552833133,38.22268964790202,5.230918978308457,0.523859465128474
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,6,1906,0.20555794224195756,17.77187769555668,-13.077904723864146,22.921801942556478,5.149924246999763,0.48163693599160545
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,7,1907,0.45576899195589715,6.062696291276836,-9.817455500004527,11.14536337406672,5.0826670827898415,0.48348190875721025
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,8,1907,0.7384444828560612,24.114277302191546,18.431123633546836,29.390340505235798,5.276063203044232,0.5285789197692711
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,9,1907,1.1068830533292044,25.45306602243694,19.860578396342692,30.592490740226864,5.139424717789894,0.5306764551651809
robust_1m_3d_pressure_vol_scaled_filt0p02,3d,SI,10,1907,1.8100810511867336,44.76164904969976,45.17806056872703,49.908312865952546,5.146663816252724,0.5862611431567908
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,1,3467,-1.6898021777499506,0.19499138626416507,-0.02887680345432078,0.2557630680711776,0.060771681807012534,0.49264493798673203
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,2,3467,-0.994625931219356,-0.6018600823257619,-0.060751929539018985,-0.5384868299555805,0.06337325237018154,0.47822324776463804
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,3,3467,-0.6380744244930121,0.03912483515293582,-0.035059361221107414,0.10478749701510898,0.06566266186217305,0.48947216613787137
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,4,3467,-0.3379481862639335,0.6506523459381489,0.6165816442634318,0.7197366399049409,0.06908429396679187,0.5142774733198731
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,5,3467,-0.07453647472541278,-0.1839376170268691,-0.04625727565032553,-0.120022638087966,0.06391497893890306,0.48601096048456877
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,6,3466,0.18097756133151455,-0.170236477586845,-0.06220007160516993,-0.10170147904259294,0.06853499854425203,0.4812463935372187
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,7,3467,0.4764194378896064,-0.29036754905603207,-0.02700807827449847,-0.22647326533003137,0.06389428372600078,0.4955292760311509
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,8,3467,0.8024058654477293,0.5069968801435351,-0.02352109200860182,0.5730396283180291,0.06604274817449417,0.4969714450533603
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,9,3467,1.1947565480855176,0.3516525950593064,-0.02804968752415332,0.42195660405641805,0.07030400899711167,0.4955292760311509
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,GC,10,3467,1.8880970153789511,0.6965108609635634,0.7477601415252414,0.7637104715309223,0.06719961056735893,0.5214883184309201
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,1,1429,-1.5748058482570444,0.15173193056112874,-0.03093250892255832,0.213050732838717,0.06131880227758843,0.4919524142757173
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,2,1429,-0.908259104548718,0.3824449824848366,-0.03126769827346498,0.4423820216025529,0.059937039117716244,0.49615115465360393
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,3,1429,-0.5431583385928176,-1.0932680840297462,-0.03835942005507849,-1.0356938150098527,0.05757426901989375,0.4828551434569629
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,4,1428,-0.24854824580261872,0.554574248575343,-0.021738722542723153,0.6118264838037846,0.057252235228441466,0.49789915966386555
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,5,1429,0.017164814792876962,0.18707814457485974,-0.04759646209690019,0.2493177534778627,0.06223960890300292,0.4737578726382085
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,6,1429,0.2732040981163423,0.41944551513313255,-0.03127263897613894,0.47854718270007546,0.05910166756694287,0.4926522043386984
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,7,1428,0.5362252424151844,1.2646617295428002,-0.03504503135607239,1.3205282851143632,0.055866555571563184,0.48669467787114845
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,8,1429,0.8029976872632756,0.4798643107836859,-0.031089209770107422,0.5337043828203086,0.05384007203662276,0.489853044086774
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,9,1429,1.0941427197296492,0.9863079151832089,-0.04863988261142659,1.0465093752687773,0.06020146008556822,0.47515745276417076
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,HG,10,1429,1.6646768850850144,0.13181069802465525,-0.03102105808240161,0.18574669323802348,0.053935995213368226,0.48915325402379284
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,1,250,-0.9449312882688988,3.7867844159947652,3.510329462683038,3.8017933071445498,0.015008891149785224,0.552
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,2,249,-0.4609962471113474,4.176147135627785,2.5382592237811683,4.173311883242719,-0.0028352523850657015,0.5341365461847389
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,3,249,-0.13100501861854066,-0.1450171006925341,2.0418077566509587,-0.15468453752653888,-0.009667436834005075,0.5261044176706827
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,4,250,0.09090060311476154,2.2955963622827493,1.9614862363808698,2.2855156848103064,-0.010080677472443652,0.532
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,5,249,0.28116991482575626,4.611758500314677,3.3769493133192445,4.6017372532143535,-0.010021247100323285,0.5502008032128514
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,6,249,0.4668813548997126,0.846013094931117,0.9026150526726556,0.8337946099972691,-0.012218484933848101,0.5341365461847389
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,7,250,0.711789105615032,0.6753418553103604,2.19404458554871,0.6252802048834383,-0.05006165042692265,0.556
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,8,249,0.9583632583977096,4.202688332040077,1.3746317960169547,4.163329311764595,-0.039359020275482534,0.5421686746987951
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,9,249,1.239262722636153,2.320281272730113,0.9863029191661196,2.288778354008876,-0.031502918721236985,0.5381526104417671
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PA,10,250,1.7870590020567219,-0.19136570910906225,-0.9696616607388534,-0.23388420481627037,-0.042518495707207796,0.484
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,1,566,-1.9655087698387073,0.09796635652744794,-0.025881654762716314,0.14362958227551878,0.0456632257480707,0.49469964664310956
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,2,566,-1.1725216083625882,-0.9417897038050674,-1.1359716353047282,-0.8920218002927383,0.04976790351232919,0.46996466431095407
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,3,566,-0.6957276378302001,-0.5972719981653452,-1.2074361892839944,-0.5513380953606413,0.04593390280470375,0.4575971731448763
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,4,566,-0.3458020827644281,1.5885975825524992,-0.02352230433830949,1.6336145539942555,0.04501697144175611,0.49469964664310956
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,5,566,-0.07179994478249263,0.5426948793380292,-0.03644043466492808,0.5878699195973903,0.045175040259360665,0.49469964664310956
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,6,566,0.21437177993641687,0.8308708151989888,0.9874372755917945,0.883271652944924,0.05240083774593512,0.5159010600706714
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,7,566,0.48457058007627324,0.8209898016096875,0.3162416110220437,0.8660913577697776,0.04510155616009007,0.5
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,8,566,0.7693554288530956,1.8055252604920256,1.0412463517664734,1.84942118950964,0.04389592901761483,0.5159010600706714
robust_3m_3d_pressure_vol_scaled_filt0p02,1h,PL,9,566,1.1723114891580513,1.2810323728696242,1.0854087185865435,1.3258950461491934,0.0448626732795693,0.5318021201413428
