config,horizon,root,decile,n,signal_mean,forward_excess_mean_bp,forward_excess_median_bp,forward_price_mean_bp,forward_funding_paid_mean_bp,positive_excess_fraction
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,PL,7,600,0.4859806374416225,-0.02259579639459228,-0.028174330069245704,0.02531109041220188,0.047906886806794134,0.495
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,PL,8,601,0.789877991524102,2.5613189897082966,1.9213416323084478,2.606988158722297,0.04566916901400042,0.5324459234608985
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,PL,9,600,1.2006217218983044,1.846325146655704,1.1837671629987983,1.8931974311950632,0.04687228453935963,0.5333333333333333
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,PL,10,601,1.820479827690847,0.8843710766964924,-0.02690535589021327,0.9338632914872443,0.04949221479075214,0.49750415973377704
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,1,1907,-1.7076173850868894,0.20925206095546775,-0.037159292089484285,0.27292174872913566,0.063669687773668,0.47823807026743576
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,2,1907,-1.0058025643144752,-0.37463575709030855,-0.04241794933547948,-0.3169491412673153,0.057686615822993025,0.4656528578919769
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,3,1907,-0.6024331804556864,0.21760385744408697,-0.0382330187180062,0.27659854847227305,0.058994691028185754,0.47299423177766126
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,4,1907,-0.3026588406723554,0.6046736353239796,-0.03698592892061058,0.669160755030522,0.06448711970654238,0.48033560566334554
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,5,1907,-0.04387644956666056,0.08835195777678526,-0.045167573460827046,0.14927972165874556,0.060927763881960355,0.4661772417409544
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,6,1906,0.20555794224195756,0.3932558058029244,-0.039341573384857595,0.45602425958798615,0.06276845378506195,0.4737670514165792
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,7,1907,0.45576899195589715,0.9662031893065555,-0.031968812961919134,1.027655733233397,0.06145254392684174,0.48662821185107497
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,8,1907,0.7384444828560612,-0.062298086215991165,-0.04360443150577716,0.0019304964256013912,0.0642285826415925,0.4766649187205034
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,9,1907,1.1068830533292044,1.2662986307186954,-0.026035983280788457,1.327385168468123,0.06108653774942798,0.49449396958573677
robust_1m_3d_pressure_vol_scaled_filt0p02,1h,SI,10,1907,1.8100810511867336,0.7084650722857314,-0.02414676287783506,0.772256140723152,0.06379106843742041,0.49816465652857894
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,1,3505,-1.6862322010402206,1.0476112583785266,0.6704412543833425,1.291063042919879,0.24345178454129413,0.5092724679029957
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,2,3505,-0.9888649952565228,-2.917609958659586,-1.6534945054770436,-2.6520093658235915,0.2656005928359442,0.46504992867332384
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,3,3504,-0.6268090635313156,0.7322194870164753,1.227821990160774,0.9990680968132294,0.26684860979669933,0.5174086757990868
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,4,3505,-0.3309248996587246,1.6654659001372858,1.2184856340457573,1.9402912601099849,0.27482535997264657,0.5172610556348074
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,5,3505,-0.07101181153028653,0.4867590949577579,0.16018980277708855,0.7626707857819737,0.2759116908241629,0.5007132667617689
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,6,3504,0.18070854446989706,-0.4598795614453879,-0.8649823179160496,-0.18797843850146154,0.2719011229438712,0.4837328767123288
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,7,3505,0.4733480503826201,0.07085228464961549,1.4056892802700496,0.331616549501567,0.26076426485190113,0.5206847360912982
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,8,3504,0.7896549949437907,1.7557958154857816,0.5935955028965874,2.011343074811811,0.255547259325983,0.507420091324201
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,9,3505,1.1796895076799823,1.0330345655726871,0.17420158567719263,1.3117876455207913,0.27875307994806253,0.501283880171184
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,GC,10,3505,1.8731860919451073,1.7327255984721888,1.4187807301724693,2.0147010597480732,0.2819754612758443,0.5172610556348074
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,1,1777,-1.5713123304739862,-1.1431483102685818,3.6065615100741204,-0.9531572158407929,0.18999109442783574,0.5289814293753518
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,2,1777,-0.9528044677384317,1.9989730879583838,1.2301082245063646,2.207364276753016,0.20839118879468915,0.5087225661226786
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,3,1776,-0.6057629478949192,-1.9663663447683504,-0.07893728522447854,-1.7426535904165559,0.22371275435184285,0.49774774774774777
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,4,1777,-0.3294207066089513,-0.3959785069809394,1.4348248034772546,-0.16631916943878441,0.22965933754220494,0.5087225661226786
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,5,1776,-0.05831252353664135,3.0528729996726804,3.2073212589208313,3.298960114863802,0.24608711519116702,0.5281531531531531
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,6,1777,0.20251177771296694,0.48550071585158916,-0.13219158264849654,0.7153885843978316,0.22988786854627716,0.4974676420934159
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,7,1776,0.46393841962640436,2.12452240612982,1.290867202413629,2.3191801743756018,0.19465776824581033,0.509009009009009
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,8,1777,0.732804760800059,3.1270769882371603,0.6945796459057602,3.336773873521919,0.20969688528478886,0.5002813731007316
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,9,1776,1.0477771591698746,0.4927333423722811,-1.5043985798522919,0.6913581737112356,0.19862483133899325,0.4814189189189189
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,HG,10,1777,1.6729643321955754,1.5857557823956294,-0.16359469582731148,1.72574346800579,0.13998768561020403,0.4946539110861002
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,1,260,-1.0975888460550194,7.974989799284929,8.293749247395656,8.05917108951287,0.08418129022860685,0.5769230769230769
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,2,259,-0.5186924548750533,7.903210080137759,8.294002899615494,7.916904989652711,0.013694909515613559,0.5598455598455598
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,3,259,-0.17486127204120017,-1.7863927103337347,1.7901620875433037,-1.8251834947700698,-0.03879078443563336,0.528957528957529
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,4,259,0.06348480056581823,7.2222710978145965,5.664308981056057,7.175880642249953,-0.04639045556394523,0.5868725868725869
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,5,259,0.2636884514422914,12.27018564222955,7.7710174114480575,12.208526435445862,-0.06165920678298726,0.5907335907335908
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,6,259,0.4557970510160089,5.798728436289407,-0.15316517582155548,5.729058400805494,-0.06967003548321594,0.49034749034749037
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,7,259,0.6951147231724613,9.95509657290981,5.062431033164137,9.807905206016454,-0.14719136689261172,0.5598455598455598
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,8,259,0.9415937677529224,18.492653871814404,10.311609204843647,18.329493397905182,-0.16316047390847663,0.6216216216216216
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,9,259,1.2225624667825428,3.141981482869346,6.618745001815877,3.0141080110280405,-0.12787347184054534,0.5675675675675675
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PA,10,260,1.7716484179146186,2.8097982714567213,2.176110670477676,2.6730579083594863,-0.13674036309645654,0.5153846153846153
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,1,601,-1.9387860455463626,-0.673880538750518,0.7901912245866999,-0.4575221771513399,0.2163583615994369,0.5008319467554077
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,2,600,-1.1465018828222002,-5.68314037346001,-4.358075505452408,-5.430550431225431,0.25258994223481257,0.445
robust_1m_3d_pressure_vol_scaled_filt0p02,4h,PL,3,601,-0.7099139908079272,5.228969435094935,-1.3083259354566255,5.438320102225157,0.20935066713040248,0.4908485856905158
