label,variant,lookback_bars,entry_z,flow_z,rebalance_bars,train_observations,train_total_gross_return,train_total_cost_return,train_total_net_return,train_gross_to_cost,train_mean_net_bps,train_tstat,train_annualized_sharpe,train_hit_rate,train_max_drawdown,train_avg_turnover,train_avg_gross_exposure,train_active_fraction,test_observations,test_total_gross_return,test_total_cost_return,test_total_net_return,test_gross_to_cost,test_mean_net_bps,test_tstat,test_annualized_sharpe,test_hit_rate,test_max_drawdown,test_avg_turnover,test_avg_gross_exposure,test_active_fraction,full_observations,full_total_gross_return,full_total_cost_return,full_total_net_return,full_gross_to_cost,full_mean_net_bps,full_tstat,full_annualized_sharpe,full_hit_rate,full_max_drawdown,full_avg_turnover,full_avg_gross_exposure,full_active_fraction
stable_flow_confirmed_reversion_lb156_z2_fz1_rb1,stable_flow_confirmed_reversion,156,2.0,1.0,1,582,0.0015724175924184064,0.0014999999999999998,7.241759241840683e-05,1.0482783949456045,0.0012442885295258907,0.08292010489534381,0.4818877898562915,0.005154639175257732,-0.0008197618243977016,0.01718213058419244,0.00859106529209622,0.00859106529209622,412,0.0008325707853062501,0.0037928571428571425,-0.0029602863575508924,0.21951018821633714,-0.07185161062016729,-3.3262759299884275,-22.97509082093963,0.007281553398058253,-0.002960286357550892,0.061373092926490985,0.03155339805825243,0.03155339805825243,994,0.0024049883777246565,0.005292857142857142,-0.002887868765132486,0.4543837690707854,-0.029053005685437484,-2.3077086640185804,-10.262079152848955,0.006036217303822937,-0.0037800481819485936,0.03549870652486346,0.018108651911468814,0.018108651911468814
stable_flow_confirmed_reversion_lb156_z2_fz1_rb3,stable_flow_confirmed_reversion,156,2.0,1.0,3,582,0.0009206729293936592,0.0008999999999999998,2.067292939365937e-05,1.0229699215485106,0.00035520497239964553,0.02834357346979546,0.16471785694468064,0.010309278350515464,-0.000573517655910568,0.010309278350515464,0.015463917525773196,0.015463917525773196,412,0.0008323267107293526,0.0009,-6.767328927064734e-05,0.9248074563659474,-0.0016425555648215374,-0.1388646890034348,-0.9591594049404529,0.012135922330097087,-0.00034319113882617344,0.014563106796116505,0.021844660194174758,0.021844660194174758,994,0.0017529996401230118,0.0017999999999999997,-4.700035987698797e-05,0.9738886889572289,-0.00047284064262563346,-0.05360488587004485,-0.23837392923763173,0.011066398390342052,-0.0007119195799410553,0.012072434607645875,0.018108651911468814,0.018108651911468814
transition_flow_momentum_lb156_z1_fz0.5_rb1,transition_flow_momentum,156,1.0,0.5,1,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1_fz0.5_rb3,transition_flow_momentum,156,1.0,0.5,3,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1_fz0.5_rb6,transition_flow_momentum,156,1.0,0.5,6,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1_fz1_rb1,transition_flow_momentum,156,1.0,1.0,1,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1_fz1_rb3,transition_flow_momentum,156,1.0,1.0,3,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1_fz1_rb6,transition_flow_momentum,156,1.0,1.0,6,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1.5_fz0.5_rb1,transition_flow_momentum,156,1.5,0.5,1,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition_flow_momentum_lb156_z1.5_fz0.5_rb3,transition_flow_momentum,156,1.5,0.5,3,582,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
