window,root,side,start_ts,end_ts,observations,max_abs_z,max_abs_deviation_bp,end_z,end_deviation_bp,duration_hours
120D,GC,cheap,2022-11-14 11:00:00+00:00,2022-11-14 11:00:00+00:00,1,2.5174199113660003,106.96205939218262,-2.5174199113660003,-106.96205939218262,0.0
120D,GC,cheap,2022-11-15 02:00:00+00:00,2022-11-15 02:00:00+00:00,1,2.5086466288671696,107.39881754871602,-2.5086466288671696,-107.39881754871602,0.0
120D,GC,cheap,2022-11-15 04:00:00+00:00,2022-11-15 05:00:00+00:00,2,2.5941887702833224,111.31898842243672,-2.5941887702833224,-111.31898842243672,1.0
120D,GC,cheap,2022-11-15 07:00:00+00:00,2022-11-18 21:00:00+00:00,84,3.5669407150712447,158.11128513339912,-3.3165009274084323,-148.50051255036993,86.0
120D,GC,cheap,2022-11-20 23:00:00+00:00,2022-11-25 18:30:00+00:00,110,3.8267640817657504,183.04222744451187,-3.3735397065209978,-171.64148493138367,115.5
120D,GC,cheap,2022-11-27 23:45:00+00:00,2022-12-02 21:45:00+00:00,115,3.644971015196899,184.78944958285305,-3.1252389472634152,-164.16059315879326,118.0
120D,GC,cheap,2022-12-04 23:45:00+00:00,2022-12-09 21:45:00+00:00,115,3.418580541455799,178.74130940180655,-2.6134222710181443,-147.6466260278226,118.0
120D,GC,cheap,2022-12-11 23:45:00+00:00,2022-12-12 07:45:00+00:00,9,2.6212963382908097,150.57519679811998,-2.533564542769312,-146.93118799039965,8.0
120D,GC,cheap,2022-12-15 13:45:00+00:00,2022-12-15 14:45:00+00:00,2,2.599412579566862,173.8807165620158,-2.599412579566862,-173.8807165620158,1.0
120D,HG,cheap,2021-01-15 05:45:00+00:00,2021-01-15 21:45:00+00:00,17,4.6015073207349735,152.72397364094886,-4.481546104059899,-148.80894243369775,16.0
120D,HG,cheap,2021-01-17 23:45:00+00:00,2021-01-22 21:45:00+00:00,111,5.350915998549448,173.32642916895375,-3.5226689076245035,-137.13485418170663,118.0
120D,HG,cheap,2021-01-24 23:45:00+00:00,2021-01-29 21:45:00+00:00,115,4.047762080039816,157.599796940196,-3.9439159908392125,-153.7666387494521,118.0
120D,HG,cheap,2021-01-31 23:45:00+00:00,2021-02-05 21:45:00+00:00,115,5.057638480183845,198.7754921573945,-4.330405261311413,-169.82028439605722,118.0
120D,HG,cheap,2021-02-07 23:45:00+00:00,2021-02-11 05:45:00+00:00,76,4.8175768594386925,182.31196563692876,-2.5147247555361467,-93.21370954507469,78.0
120D,HG,cheap,2021-02-11 07:45:00+00:00,2021-02-11 20:45:00+00:00,14,2.827900199704723,104.5624735291592,-2.5561959274891213,-94.21787043844444,13.0
120D,HG,cheap,2021-02-11 23:45:00+00:00,2021-02-12 15:45:00+00:00,17,3.0800505188743563,111.38374694506598,-2.9956497933285533,-108.05913732597733,16.0
120D,HG,cheap,2021-03-16 09:45:00+00:00,2021-03-16 09:45:00+00:00,1,2.507821016627808,131.75712404843304,-2.507821016627808,-131.75712404843304,0.0
120D,HG,cheap,2021-03-16 11:45:00+00:00,2021-03-17 03:45:00+00:00,16,2.9934117435932466,157.64594540455036,-2.555633713472981,-134.5906702378913,16.0
120D,HG,cheap,2021-03-17 18:45:00+00:00,2021-03-17 18:45:00+00:00,1,2.524855124418339,132.9697372739841,-2.524855124418339,-132.9697372739841,0.0
120D,HG,cheap,2021-03-18 08:45:00+00:00,2021-03-18 08:45:00+00:00,1,2.5593993433807096,134.78898451527667,-2.5593993433807096,-134.78898451527667,0.0
120D,HG,cheap,2021-03-18 12:45:00+00:00,2021-03-18 12:45:00+00:00,1,2.629965512287113,138.50530267118577,-2.629965512287113,-138.50530267118577,0.0
120D,HG,cheap,2021-03-18 14:45:00+00:00,2021-03-18 15:45:00+00:00,2,2.849277129022474,150.0551962775176,-2.6743630497345485,-140.84346807042124,1.0
120D,HG,cheap,2021-03-18 18:45:00+00:00,2021-03-18 18:45:00+00:00,1,2.523282376221126,132.88690958515593,-2.523282376221126,-132.88690958515593,0.0
120D,HG,cheap,2021-03-18 23:45:00+00:00,2021-03-18 23:45:00+00:00,1,2.5098057384670396,132.1771718405357,-2.5098057384670396,-132.1771718405357,0.0
120D,HG,cheap,2021-03-21 22:45:00+00:00,2021-03-21 23:45:00+00:00,2,2.5262184544087605,129.06534030003803,-2.501149518558727,-127.87078754075115,1.0
120D,HG,cheap,2021-03-22 03:45:00+00:00,2021-03-22 04:45:00+00:00,2,2.574385365000062,132.22241891185703,-2.574385365000062,-132.22241891185703,1.0
120D,HG,cheap,2021-03-23 02:45:00+00:00,2021-03-25 08:45:00+00:00,53,3.534418477313755,186.13768837647427,-2.650164445247392,-146.70722107317485,54.0
120D,HG,cheap,2021-03-25 12:45:00+00:00,2021-03-25 12:45:00+00:00,1,2.8971713118118654,164.74601082604013,-2.8971713118118654,-164.74601082604013,0.0
120D,HG,cheap,2021-03-25 14:45:00+00:00,2021-03-26 20:45:00+00:00,30,3.076297155198979,188.60147685066053,-3.023489446587212,-185.95039409300907,30.0
120D,HG,cheap,2021-03-28 22:45:00+00:00,2021-03-29 08:45:00+00:00,11,2.92222411188653,189.63827711833164,-2.6293438749719993,-172.03233614776326,10.0
120D,HG,cheap,2021-03-29 17:45:00+00:00,2021-03-29 18:45:00+00:00,2,2.558143972726364,170.4150951854799,-2.558143972726364,-170.4150951854799,1.0
120D,HG,cheap,2021-03-30 00:45:00+00:00,2021-03-30 05:45:00+00:00,6,2.581399710461779,175.78195566582687,-2.5154815081931767,-173.07299399852678,5.0
120D,HG,cheap,2021-04-01 08:45:00+00:00,2021-04-01 10:45:00+00:00,3,2.558588208623978,201.1556112375343,-2.5039738061625787,-197.36410626079308,2.0
120D,HG,cheap,2021-04-01 13:45:00+00:00,2021-04-01 20:45:00+00:00,8,2.6620790125779057,211.53929896023965,-2.547082462802257,-206.0221762371653,7.0
120D,HG,rich,2021-10-21 11:45:00+00:00,2021-10-21 11:45:00+00:00,1,2.5088627747098293,256.53303595159036,2.5088627747098293,256.53303595159036,0.0
120D,HG,rich,2021-10-21 19:45:00+00:00,2021-10-21 20:45:00+00:00,2,2.50293369363285,256.43300512606453,2.50293369363285,256.43300512606453,1.0
120D,HG,rich,2021-10-22 01:45:00+00:00,2021-10-22 01:45:00+00:00,1,2.5166675636339524,257.51735184926434,2.5166675636339524,257.51735184926434,0.0
120D,HG,rich,2021-10-22 05:45:00+00:00,2021-10-22 11:45:00+00:00,7,2.670216575953806,273.36088207121077,2.649267127413819,271.4766198807744,6.0
120D,HG,rich,2021-10-28 08:45:00+00:00,2021-10-28 08:45:00+00:00,1,2.5256485418838857,278.3116761463739,2.5256485418838857,278.3116761463739,0.0
120D,HG,rich,2021-10-28 10:45:00+00:00,2021-10-28 10:45:00+00:00,1,2.532490271260609,279.60142286650404,2.532490271260609,279.60142286650404,0.0
120D,HG,cheap,2022-02-14 14:30:00+00:00,2022-02-14 14:30:00+00:00,1,2.5296651837887416,201.11628907105134,-2.5296651837887416,-201.11628907105134,0.0
120D,HG,cheap,2022-02-14 18:30:00+00:00,2022-02-14 18:30:00+00:00,1,2.509877504798302,200.27752229677176,-2.509877504798302,-200.27752229677176,0.0
120D,HG,cheap,2022-02-15 03:30:00+00:00,2022-02-15 04:30:00+00:00,2,2.5207825612739048,201.59531541208364,-2.5207825612739048,-201.59531541208364,1.0
120D,HG,cheap,2022-02-15 09:30:00+00:00,2022-02-15 13:30:00+00:00,5,2.647222996527139,211.70717504540139,-2.5577071186211016,-204.54829433982496,4.0
120D,HG,cheap,2022-02-15 15:30:00+00:00,2022-02-15 15:30:00+00:00,1,2.5190301299459263,201.6746667985267,-2.5190301299459263,-201.6746667985267,0.0
120D,HG,cheap,2022-02-15 20:30:00+00:00,2022-02-16 12:30:00+00:00,16,2.8501029990359417,230.72625556888494,-2.6213245575844484,-214.32243152694485,16.0
120D,HG,cheap,2022-02-16 15:30:00+00:00,2022-02-16 15:30:00+00:00,1,2.5041016198373205,205.62218888298094,-2.5041016198373205,-205.62218888298094,0.0
120D,HG,cheap,2022-02-16 18:30:00+00:00,2022-02-17 06:30:00+00:00,12,2.7255054672202714,227.0888714586908,-2.567730386062554,-215.0103361666478,12.0
120D,HG,cheap,2022-03-02 17:00:00+00:00,2022-03-02 21:00:00+00:00,5,2.5427437101627564,246.13675530251427,-2.515687428625921,-243.3630520996069,4.0
120D,HG,cheap,2022-03-04 15:00:00+00:00,2022-03-04 16:00:00+00:00,2,2.5341189578378036,245.3787911527902,-2.5000029805361574,-242.03196112005193,1.0
120D,HG,cheap,2022-03-04 18:00:00+00:00,2022-03-04 18:00:00+00:00,1,2.522225523558977,243.6424928961703,-2.522225523558977,-243.6424928961703,0.0
120D,HG,cheap,2022-03-06 23:00:00+00:00,2022-03-07 08:00:00+00:00,10,2.6106423825579705,249.91212201214836,-2.569868852863328,-246.182026393022,9.0
120D,HG,cheap,2022-03-07 10:00:00+00:00,2022-03-07 23:00:00+00:00,13,2.829611596409359,273.29384380294863,-2.532669396122316,-245.36855859560447,13.0
120D,HG,cheap,2022-03-08 07:00:00+00:00,2022-03-08 07:00:00+00:00,1,2.5953558241329455,252.95635016827327,-2.5953558241329455,-252.95635016827327,0.0
120D,HG,cheap,2022-03-08 12:00:00+00:00,2022-03-08 12:00:00+00:00,1,2.502885446943337,246.93106943942695,-2.502885446943337,-246.93106943942695,0.0
120D,HG,cheap,2022-06-22 13:00:00+00:00,2022-06-23 13:00:00+00:00,24,3.47039170814691,138.8875556529512,-2.786707209637539,-112.30897953275753,24.0
120D,HG,cheap,2022-06-24 20:00:00+00:00,2022-06-24 20:00:00+00:00,1,2.7304181294965777,113.36128751955471,-2.7304181294965777,-113.36128751955471,0.0
120D,HG,cheap,2022-06-26 22:00:00+00:00,2022-06-27 14:00:00+00:00,17,3.909681776092275,162.38702452247955,-2.6413646435641587,-110.23718775442032,16.0
120D,HG,cheap,2022-07-04 05:00:00+00:00,2022-07-08 20:30:00+00:00,106,5.864262503559963,241.80056187839,-4.9796518656122055,-209.28809887557216,111.5
120D,HG,cheap,2022-07-10 22:30:00+00:00,2022-07-15 20:30:00+00:00,115,7.510344155314523,359.5732850386374,-6.007075517066523,-294.41689777189777,118.0
120D,HG,cheap,2022-07-17 22:30:00+00:00,2022-07-22 20:30:00+00:00,115,6.774048628974185,366.5888098338238,-6.213988298228641,-341.8728260819992,118.0
120D,HG,cheap,2022-07-24 22:30:00+00:00,2022-07-29 20:30:00+00:00,115,6.869550173218807,387.48168511427207,-3.396777971751065,-211.6744934847453,118.0
120D,HG,cheap,2022-07-31 22:30:00+00:00,2022-08-03 00:30:00+00:00,49,3.455086052292442,232.02688732577332,-2.678213219544364,-182.5949676326838,50.0
120D,PA,rich,2021-04-29 17:45:00+00:00,2021-04-30 04:45:00+00:00,11,2.6386117877294173,74.48881123801321,2.5690175196789644,72.58146523622389,11.0
120D,PA,rich,2021-05-07 16:45:00+00:00,2021-05-07 20:45:00+00:00,5,2.732409471441021,80.26651976874687,2.719219072099362,80.26308610698196,4.0
120D,PA,rich,2021-05-09 22:45:00+00:00,2021-05-14 20:45:00+00:00,115,4.8925715732432815,156.2796845921971,4.487813923574388,148.6927279700201,118.0
120D,PA,rich,2021-05-16 22:45:00+00:00,2021-05-21 20:45:00+00:00,115,7.249586847671937,246.64988073978543,6.724694479274229,230.03417218161516,118.0
120D,PA,rich,2021-05-23 22:45:00+00:00,2021-05-28 20:45:00+00:00,115,6.888656137516703,256.5688964153318,6.072225951956449,247.3419767679591,118.0
120D,PA,rich,2021-05-30 22:45:00+00:00,2021-06-04 20:45:00+00:00,111,6.115174783165988,280.8062166924691,5.557303971036468,272.21077610699365,118.0
120D,PA,rich,2021-06-06 22:45:00+00:00,2021-06-11 20:45:00+00:00,115,5.848847888022792,282.4219947653894,4.757202401749791,249.06854364861508,118.0
120D,PA,rich,2021-06-13 22:45:00+00:00,2021-06-18 20:45:00+00:00,115,4.84251782853607,282.9932216472292,4.3722063204161365,281.10390579886456,118.0
120D,PA,rich,2021-06-20 22:45:00+00:00,2021-06-24 22:45:00+00:00,93,4.233929367669219,283.2302853821117,2.5375774216480247,202.0482013309477,96.0
120D,PA,rich,2021-06-25 00:45:00+00:00,2021-06-25 00:45:00+00:00,1,2.5057702485829787,200.40391790456468,2.5057702485829787,200.40391790456468,0.0
120D,PA,rich,2021-06-25 06:45:00+00:00,2021-06-25 20:45:00+00:00,15,2.5699980030101672,207.70821422505304,2.5699980030101672,207.70821422505304,14.0
120D,PA,cheap,2021-08-24 11:45:00+00:00,2021-08-24 11:45:00+00:00,1,2.5527461580412534,170.07451604866165,-2.5527461580412534,-170.07451604866165,0.0
120D,PA,cheap,2021-08-24 13:45:00+00:00,2021-08-24 15:45:00+00:00,3,2.8076502960958534,187.05728489227525,-2.8076502960958534,-187.05728489227525,2.0
120D,PA,cheap,2021-08-24 19:45:00+00:00,2021-08-24 19:45:00+00:00,1,2.506554747802379,166.99705309088375,-2.506554747802379,-166.99705309088375,0.0
120D,PA,cheap,2021-08-24 22:45:00+00:00,2021-08-26 10:45:00+00:00,36,3.3771442111993935,224.99932691583902,-2.7672849017381367,-184.3679752290811,36.0
120D,PA,cheap,2021-08-30 19:45:00+00:00,2021-09-01 11:45:00+00:00,39,3.2258717146004794,214.92092700541698,-2.5561819943468564,-170.30342568586042,40.0
120D,PA,cheap,2021-09-01 13:45:00+00:00,2021-09-03 05:45:00+00:00,39,2.9655278765913593,197.57574283339295,-2.7035450820385347,-180.1213645920263,40.0
120D,PA,cheap,2021-09-03 13:45:00+00:00,2021-09-03 13:45:00+00:00,1,2.557450516601698,170.38793988947975,-2.557450516601698,-170.38793988947975,0.0
120D,PA,cheap,2021-09-06 16:45:00+00:00,2021-09-06 16:45:00+00:00,1,2.5708183421911204,170.2621781938013,-2.5708183421911204,-170.2621781938013,0.0
120D,PA,cheap,2021-09-07 11:45:00+00:00,2021-09-10 20:45:00+00:00,79,5.636069502756265,373.2700417770696,-5.139987424830103,-340.41512792943206,81.0
120D,PA,cheap,2021-09-12 22:45:00+00:00,2021-09-17 20:45:00+00:00,115,8.27691202663101,561.3382986426741,-6.428207949384632,-485.20895415545607,118.0
120D,PA,cheap,2021-09-19 22:45:00+00:00,2021-09-24 20:45:00+00:00,115,6.97282617515833,649.3585392999169,-6.97282617515833,-649.3585392999169,118.0
120D,PA,cheap,2021-09-26 22:45:00+00:00,2021-10-01 20:45:00+00:00,115,7.120581141101452,763.9646115858906,-5.619428720353303,-653.9207208750203,118.0
120D,PA,cheap,2021-10-03 22:45:00+00:00,2021-10-08 20:45:00+00:00,115,5.518340812803702,663.0835689538411,-4.68312560348865,-617.2264430265684,118.0
120D,PA,cheap,2021-10-10 22:45:00+00:00,2021-10-15 20:45:00+00:00,115,4.748998009190958,758.1132239288246,-4.663096590692078,-753.6343611412177,118.0
120D,PA,cheap,2021-10-17 22:45:00+00:00,2021-10-22 20:45:00+00:00,115,4.987194644489356,833.4350201106578,-3.1173081456280083,-665.159173010827,118.0
120D,PA,cheap,2021-10-24 22:45:00+00:00,2021-10-27 00:45:00+00:00,49,3.104592531531644,773.757448329907,-2.5454169715480712,-677.237554859662,50.0
120D,PA,rich,2022-01-14 13:00:00+00:00,2022-01-14 21:00:00+00:00,9,3.0703241533587384,453.71722098924704,2.8725776419508473,424.49522580735146,8.0
120D,PA,rich,2022-01-16 23:00:00+00:00,2022-01-18 12:30:00+00:00,35,3.2299213629573744,474.7503602280645,2.87040988384219,423.54918057742776,37.5
120D,PA,rich,2022-01-21 11:30:00+00:00,2022-01-21 11:30:00+00:00,1,2.546154695092787,375.7030453387367,2.546154695092787,375.7030453387367,0.0
120D,PA,rich,2022-01-21 14:30:00+00:00,2022-01-21 16:30:00+00:00,3,2.8099961943820326,414.6347155003155,2.6255337936537644,387.4159900090196,2.0
120D,PA,rich,2022-01-24 01:30:00+00:00,2022-01-24 01:30:00+00:00,1,2.5080204806525415,360.2823125387472,2.5080204806525415,360.2823125387472,0.0
120D,PA,rich,2022-01-24 03:30:00+00:00,2022-01-24 03:30:00+00:00,1,2.50059980202156,361.8786988635014,2.50059980202156,361.8786988635014,0.0
120D,PA,rich,2022-01-24 12:30:00+00:00,2022-01-24 12:30:00+00:00,1,2.606037610354657,381.2430541037176,2.606037610354657,381.2430541037176,0.0
120D,PA,rich,2022-02-04 13:30:00+00:00,2022-02-04 15:30:00+00:00,3,2.607746069299245,424.49353714426263,2.5552736990576737,415.9519915127996,2.0
120D,PA,rich,2022-02-07 00:30:00+00:00,2022-02-07 00:30:00+00:00,1,2.5034264668165536,399.79303507382656,2.5034264668165536,399.79303507382656,0.0
120D,PA,rich,2022-03-02 00:00:00+00:00,2022-03-02 06:00:00+00:00,7,2.6673116240202006,602.8751279537875,2.6475833843602756,601.0898938205867,6.0
120D,PA,rich,2022-03-02 08:00:00+00:00,2022-03-02 23:00:00+00:00,15,2.9382875517811557,683.6556942983102,2.5613145955787004,605.9973196419127,15.0
120D,PA,rich,2022-03-03 01:00:00+00:00,2022-03-03 10:00:00+00:00,10,2.7700483016272184,663.2494257511134,2.633751802987318,636.0698084882594,9.0
120D,PA,rich,2022-03-03 14:00:00+00:00,2022-03-03 15:00:00+00:00,2,2.6461608772418157,642.9883855341806,2.6461608772418157,642.9883855341806,1.0
120D,PA,rich,2022-03-03 18:00:00+00:00,2022-03-03 20:00:00+00:00,3,2.6740958086810096,651.5831947168299,2.6667545458588653,651.5831947168299,2.0
120D,PA,rich,2022-03-04 15:00:00+00:00,2022-03-04 17:00:00+00:00,3,2.7018200588665255,680.108818962093,2.6787079903671596,674.7522515038751,2.0
120D,PA,rich,2022-03-07 06:00:00+00:00,2022-03-09 10:00:00+00:00,51,4.234927346918364,1106.2076337896438,2.8648395746326845,779.17906200494,52.0
120D,PA,rich,2022-03-09 12:00:00+00:00,2022-03-09 12:00:00+00:00,1,2.574569763709149,704.7255764645516,2.574569763709149,704.7255764645516,0.0
120D,PA,cheap,2022-03-15 10:00:00+00:00,2022-03-16 16:00:00+00:00,30,2.973625624520221,873.1745965682858,-2.8912945080411427,-848.9989105559504,30.0
120D,PA,cheap,2022-03-16 18:00:00+00:00,2022-03-16 18:00:00+00:00,1,2.5313890570345943,743.3163745991673,-2.5313890570345943,-743.3163745991673,0.0
120D,PA,cheap,2022-03-29 22:00:00+00:00,2022-03-30 11:00:00+00:00,14,2.6960890432300775,832.1901443766283,-2.5202275092894544,-777.907725297099,13.0
120D,PA,cheap,2022-08-24 10:30:00+00:00,2022-08-24 10:30:00+00:00,1,2.5325482580951464,225.50422129919644,-2.5325482580951464,-225.50422129919644,0.0
120D,PA,cheap,2022-08-24 12:30:00+00:00,2022-08-26 20:30:00+00:00,55,2.9033540112128486,252.43525595253251,-2.888257823548759,-250.8731010662202,56.0
120D,PA,cheap,2022-08-28 22:30:00+00:00,2022-08-31 04:30:00+00:00,53,3.0475348552640047,255.88227823793468,-2.549466932954038,-236.54272131835074,54.0
120D,PA,cheap,2022-08-31 08:30:00+00:00,2022-09-01 11:30:00+00:00,27,2.671129523385778,250.96023452178179,-2.5577596655486063,-245.8220659935159,27.0
120D,PA,cheap,2022-09-09 13:00:00+00:00,2022-09-09 15:00:00+00:00,3,2.5667357194823714,271.3075167876797,-2.5321126002575367,-267.20597407809356,2.0
120D,PA,cheap,2022-09-09 17:00:00+00:00,2022-09-09 20:00:00+00:00,4,2.5324723446092885,266.4627214332055,-2.51895153906406,-265.84946881244355,3.0
120D,PA,cheap,2022-09-11 22:00:00+00:00,2022-09-13 08:00:00+00:00,34,2.7311932323853156,280.06219668866214,-2.5382929866785373,-263.6935610877097,34.0
120D,PA,cheap,2022-09-13 10:00:00+00:00,2022-09-13 10:00:00+00:00,1,2.502007500386641,259.03373625160543,-2.502007500386641,-259.03373625160543,0.0
120D,PA,cheap,2022-09-13 13:00:00+00:00,2022-09-16 20:00:00+00:00,77,3.108963753726479,306.5390825805456,-2.8142389787330484,-283.8208189846023,79.0
120D,PA,cheap,2022-09-18 22:00:00+00:00,2022-09-23 16:00:00+00:00,111,3.0139503943055104,331.44077024658685,-2.5205608874834677,-294.4735231630982,114.0
120D,PA,cheap,2022-09-26 00:00:00+00:00,2022-09-26 06:00:00+00:00,7,2.628868128107144,307.5306344309911,-2.6288486240068054,-307.52920511384565,6.0
