variant,split,start,end,bars,net_residual_return,net_raw_return,cost_return,residual_sharpe,residual_tstat,max_drawdown,events
z1.5_exit0.5_mdq95_normq50_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.07628120997950887,0.06534715219920927,0.0978926463602848,0.1274485581072859,0.5103628820564896,-0.1734178104107444,588
z1.5_exit0.5_mdq95_normq50_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.08966364438478697,-0.06672751094768857,0.06183117360886857,-0.3164319490895627,-0.9998512049340279,-0.15199706968159277,355
z1.5_exit0.5_mdq95_normq50_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.16594485436429582,0.13207466314689784,0.03606147275141624,0.5644037595084703,1.3884317916762785,-0.06319265998848925,233
z1.5_exit0.5_mdq95_normq50_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.03714460393254704,-0.04460206180313522,0.014679858038521903,-0.48245936648174664,-0.6439967006021285,-0.05898388771455548,86
z1.5_exit0.5_mdq95_normq50_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.07010911902692363,0.047816478795432334,0.09674135005591747,0.11780861641128473,0.47176010380703975,-0.1702208004558809,594
z1.5_exit0.5_mdq95_normq50_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.09221617866742235,-0.07074378871535177,0.06141402444118023,-0.32676940998005366,-1.0325151718850714,-0.14880005972672927,360
z1.5_exit0.5_mdq95_normq50_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.162325297694346,0.1185602675107841,0.03532732561473724,0.5557747976246413,1.3672045677132334,-0.05760162713733527,234
z1.5_exit0.5_mdq95_normq50_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.03174560963295607,-0.03649100974231704,0.014541059677983812,-0.4141052837010176,-0.5527562628747378,-0.05721082868347928,86
z1.5_exit0.5_mdq95_normq75_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.022985720939862092,0.06337349939269717,0.09489393562496463,0.04059889889489938,0.16257673963544322,-0.19444664578896603,591
z1.5_exit0.5_mdq95_normq75_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.1378298390165583,-0.0977279792415982,0.05957004505657571,-0.5458067349423793,-1.7246220653869049,-0.16629856682968852,358
z1.5_exit0.5_mdq95_normq75_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.16081555995642038,0.16110147863429536,0.03532389056838893,0.5608824837542432,1.3797694624092207,-0.07552302225168059,233
z1.5_exit0.5_mdq95_normq75_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.060057306283910074,-0.0631944230308596,0.014679858038521903,-0.8169134431170594,-1.0904328915434476,-0.0755230222516806,86
z1.5_exit0.5_mdq95_normq75_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.02213825297627485,0.055165033543888436,0.09407172374503964,0.0392135725728222,0.15702925330194656,-0.19602864010718146,597
z1.5_exit0.5_mdq95_normq75_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.1394118333347737,-0.10117682855552321,0.05936049393056798,-0.5548530306523454,-1.7532062513132096,-0.16788056114790395,363
z1.5_exit0.5_mdq95_normq75_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.16155008631104856,0.15634186209941164,0.03471122981447167,0.5644848036955395,1.3886311601672954,-0.07012402795208961,234
z1.5_exit0.5_mdq95_normq75_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.054658311984319106,-0.055083370970041415,0.014541059677983812,-0.7469121451311301,-0.9969937170290268,-0.07012402795208963,86
z2_exit0.25_mdq90_normq50_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.0107106529828645,-0.01757899310924535,0.16397559749584523,0.014149938335156589,0.05666288749671843,-0.19320250725882251,796
z2_exit0.25_mdq90_normq50_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.14145601538067787,-0.0995172577799493,0.09929430549546467,-0.4139504306689549,-1.3079868770462477,-0.17715140605821592,452
z2_exit0.25_mdq90_normq50_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.15216666836354242,0.08193826467070399,0.06468129200038054,0.39909364042649037,0.9817693253966439,-0.12508370038749642,344
z2_exit0.25_mdq90_normq50_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.018612772277199152,-0.025654442635057263,0.020180493733789905,-0.19140965285206402,-0.255497547490959,-0.06163117042914958,93
