strategy,split,cost_multiplier,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,realized_avg_cost_bps,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,avg_exec_gross,avg_leg_gross,annual_turnover
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.24589484639401765,0.0007324372771373433,0.012881382328101314,0.012148945050963977,1.7023343049881774,0.0004991985387756252,0.0004990739806361708,0.07083002088465344,0.007046079817608863,0.008535919565872152,-0.06364777823546008,0.49786416898538227,0.002399150454802598,0.24589484639401765,0.24589484639401765,48.628201284721946
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.24589484639401765,0.0007324372771373433,0.012881382328101314,0.012148945050963977,1.7023343049881774,0.0004991985387756252,0.0004990739806361708,0.07083002088465344,0.007046079817608863,0.008535919565872152,-0.06364777823546008,0.49786416898538227,0.002399150454802598,0.24589484639401765,0.24589484639401765,48.628201284721946
wf_event_252D_pure_state_hold_zbuf0p0_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.3099101877192306,-0.0026742462582320745,0.007971357683253417,0.010645603941485489,1.3873973980592074,-0.0018205401458746594,-0.001822199343148669,0.07487019232225271,-0.024338114897657075,-0.02948422335951573,-0.07131235820936022,0.4975124378109453,0.00024676257168146045,0.3099101877192306,0.30438171086917554,52.283411537007545
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.051969702810006554,-0.0019576913087304276,0.03139472996886398,0.03335242127759442,1.9814457121673217,-0.0013330580778319727,-0.001333947390175938,0.04323080269030525,-0.03085641041023472,-0.0373807626611142,-0.03735640421171127,0.5047283515668459,0.02654645703915655,0.051969702810006554,0.05194561770223936,114.69373049585309
wf_event_20D_agree_60D_carry_state_hold_zbuf0p25_expanding_n5_hit52_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.09621092394865667,-0.005190922442616458,0.04736908246233684,0.0525600049049533,2.0780338602943265,-0.003530784396537509,-0.003537032326830142,0.05184771437808314,-0.06821963840175185,-0.08264415977164595,-0.054545643034475955,0.5056089743589743,0.019521341954456765,0.09621092394865667,0.09555890749687465,172.3444356210899
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.30912963034344526,-0.011585861257456394,-0.000807934228232594,0.010777927029223797,1.3907487828327336,-0.007863387511313456,-0.00789446697668953,0.07466504652305665,-0.10573176264280114,-0.12808793610616695,-0.07171724910561095,0.49739705103026904,-0.002497112067522417,0.30912963034344526,0.3036833737614985,52.80572860635094
wf_event_60D_agree_120D_state_hold_zbuf0p0_expanding_n5_hit52_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.2686273753999152,-0.011289920748429914,0.018561497630870522,0.029851418379300425,1.9179722810096933,-0.0076633026776787355,-0.00769281666139073,0.0727045184387237,-0.10580933381567384,-0.12818190911093152,-0.0702909943036979,0.4975964987803128,0.0008706306703568455,0.2686273753999152,0.26857661982030484,106.05157772457927
wf_event_60D_agree_120D_state_hold_zbuf0p0_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.2686273753999152,-0.011289920748429914,0.018561497630870522,0.029851418379300425,1.9179722810096933,-0.0076633026776787355,-0.00769281666139073,0.0727045184387237,-0.10580933381567384,-0.12818190911093152,-0.0702909943036979,0.4975964987803128,0.0008706306703568455,0.2686273753999152,0.26857661982030484,106.05157772457927
wf_event_60D_pure_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.2404984003392052,-0.011529423066032295,0.020777079380705266,0.03230650244673757,1.8188722304481857,-0.007825232867429473,-0.007856010669599293,0.06864768453214586,-0.11443955791284606,-0.13863692816206585,-0.07502648786112298,0.49933886284409185,0.0008905474436001442,0.2404984003392052,0.23782889052341447,121.02699204663976
wf_event_60D_pure_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,2025_2026,1.0,103772,1.4675925925925926,0.2404984003392052,-0.011529423066032295,0.020777079380705266,0.03230650244673757,1.8188722304481857,-0.007825232867429473,-0.007856010669599293,0.06864768453214586,-0.11443955791284606,-0.13863692816206585,-0.07502648786112298,0.49933886284409185,0.0008905474436001442,0.2404984003392052,0.23782889052341447,121.02699204663976
