strategy,root,cum_log_contribution,contribution_bp,share_of_gross_pnl,leg_turnover
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,HG,0.012883084941733625,128.83084941733625,0.12847962442357888,129.3961498522282
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PL,0.0,0.0,0.0,108.4005442908035
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,0.08868069408749053,886.8069408749053,0.8843892842058585,63.89647430143897
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,GC,0.014550548481049502,145.50548481049503,0.09064680307912777,218.6792988601509
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,SI,-0.004424714381328416,-44.247143813284154,-0.02756502366409297,116.21898828032667
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,HG,0.06875156298350059,687.5156298350059,0.42830752388916943,255.1662517609271
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,PL,0.0,0.0,0.0,176.5286502693396
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,PA,0.08164176064535239,816.417606453524,0.5086106966957958,102.76596216121551
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,GC,0.014550548481049502,145.50548481049503,0.12360636187197452,196.1420691110756
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,SI,-0.01858708257849493,-185.8708257849493,-0.15789656715236103,96.02896589243943
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,HG,0.0385548572762776,385.548572762776,0.3275220619085669,230.35474392589762
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,PL,0.0,0.0,0.0,164.32305380658732
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,PA,0.08319850191565815,831.9850191565815,0.7067681433718196,99.03821599485786
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,GC,0.0037705388697321547,37.705388697321546,0.02618745634487684,174.99445321810322
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,SI,-0.008697780205177344,-86.97780205177344,-0.06040853768909582,83.40759194693172
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,HG,0.0407506966961385,407.506966961385,0.28302508676412363,200.16101317365002
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,PL,0.016789436677796962,167.89436677796962,0.11660737503181202,179.38836541137675
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,PA,0.09136973919059437,913.6973919059436,0.6345886195482833,86.63722547340849
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,GC,0.004050854882723315,40.50854882723315,0.030233284839898917,133.1298144020364
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,SI,0.0,0.0,0.0,54.74520508038322
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,HG,0.03850812893004655,385.08128930046547,0.28740284811460853,173.89178333527184
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,PL,0.0,0.0,0.0,119.95336886479696
