strategy,root,side,event_count,normalized_fraction,hit_rate,mean_trade_return_bp,median_trade_return_bp,p10_trade_return_bp,p90_trade_return_bp,mean_duration_hours,median_duration_hours,trade_tstat
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,PA,long_cheap,81,0.0,0.5802469135802469,11.908714543334632,5.720755282270229,-18.967390215030022,56.2809528500241,6.271604938271604,1.9166666666666667,3.0227750600829717
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,SI,short_rich,43,0.0,0.4418604651162791,-2.9150351176943605,-0.7263877058555357,-21.400392244280695,16.099925373163966,2.063953488372093,1.0,-1.128719699643638
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,short_rich,102,0.0,0.5294117647058824,1.9503926922055468,1.3803363301767568,-20.69047112943556,38.091434132449535,10.606209150326796,2.083333333333333,0.5967160624653793
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,GC,long_cheap,18,0.0,0.7222222222222222,5.187457198298094,2.644021082950573,-4.430013813638555,18.350438138113716,2.3518518518518516,1.5416666666666667,1.7758928854860223
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,HG,short_rich,19,0.0,0.47368421052631576,6.780571021965076,-1.5343146265631158,-51.95055730152284,47.773307537974375,9.714912280701755,3.75,0.6088709701283312
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,long_cheap,71,0.0,0.5492957746478874,10.198983721971073,3.9823430400787174,-20.223046058619467,46.90315870910733,6.525821596244132,1.9166666666666667,2.602834514824299
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,SI,short_rich,44,0.0,0.45454545454545453,-2.842509316697083,-0.6701850604470816,-20.9453849830582,15.92126189707355,2.0303030303030303,1.0,-1.126073078305208
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PA,short_rich,102,0.0,0.5294117647058824,1.9503926922055468,1.3803363301767568,-20.69047112943556,38.091434132449535,10.606209150326796,2.083333333333333,0.5967160624653793
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PL,short_rich,73,0.0,0.5342465753424658,2.790814160066799,1.5063319304783884,-25.83158484257819,34.34760652503643,5.863013698630137,1.8333333333333333,0.9828201550974989
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,HG,short_rich,29,0.0,0.5172413793103449,4.440783828232906,2.6798852253841208,-37.35508181682242,39.27562940606783,13.192528735632184,6.0,0.5746202522013116
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,GC,long_cheap,18,0.0,0.7222222222222222,5.187457198298094,2.644021082950573,-4.430013813638555,18.350438138113716,2.3518518518518516,1.5416666666666667,1.7758928854860223
