spec,base_strategy,timing,z_buffer,selection_policy,rebalance_ts,root,side,train_event_count,train_hit_rate,train_mean_trade_return_bp,train_tstat,selected,strategy
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,GC,long_cheap,53,0.6792452830188679,5.442096112443404,3.3171850056395673,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,GC,short_rich,200,0.515,-1.4551316847481315,-0.6861747717141954,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,HG,long_cheap,216,0.5694444444444444,5.592333178426073,2.078355579275459,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,HG,short_rich,111,0.5945945945945946,9.002701852029755,2.5717617830990642,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,PA,long_cheap,162,0.6728395061728395,10.285287986537982,3.3792394742075342,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,PA,short_rich,205,0.5609756097560976,3.6233822118852963,1.3953029975109272,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,PL,long_cheap,205,0.5317073170731708,-0.15422211736400215,-0.07420028697909051,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,PL,short_rich,244,0.569672131147541,3.3750697358402935,2.78034898584658,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,SI,long_cheap,389,0.5012853470437018,0.1707887914888967,0.1749731225277016,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n5_hit52_meanpos,2026-01-01 00:00:00+00:00,SI,short_rich,140,0.5857142857142857,2.235214773993802,1.1746462022614235,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n5_hit52_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,GC,long_cheap,18,0.7222222222222222,3.828728720948609,2.1855413002801,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,GC,short_rich,92,0.45652173913043476,-2.4769271506919623,-0.8052827070084835,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,HG,long_cheap,37,0.5945945945945946,0.9147115459841867,0.13430498616118233,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,HG,short_rich,51,0.5294117647058824,9.291272032248935,1.6892988996870115,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,PA,long_cheap,66,0.7272727272727273,8.376397873593453,1.6021014744291417,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,PA,short_rich,43,0.6511627906976745,14.000610100468617,1.611526623814653,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,PL,long_cheap,135,0.5555555555555556,1.928011918004201,0.8225772047168388,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
