strategy,split,cost_multiplier,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,realized_avg_cost_bps,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,avg_exec_gross,avg_leg_gross,annual_turnover
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.031760546381359424,0.11302940165624681,0.11302940165624681,0.0,0.0,0.01143079257725563,0.01136595469886273,0.024820708582344586,0.4579222491233605,1.444057541905661,-0.056362637770967505,0.5065271816881259,0.050531742514416486,0.031760546381359424,0.03146638019350755,72.96813262348724
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.0338449742286339,0.11771682509449033,0.11771682509449033,0.0,0.0,0.011907648529995261,0.011837310307870491,0.02590158013278393,0.45701112623966406,1.441184316430543,-0.05171051128467463,0.5064608155730828,0.0493861491418402,0.0338449742286339,0.03354311150111432,79.02684136525454
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.016590228179533418,0.03074495433228693,0.03074495433228693,0.0,0.0,0.0030964199550730168,0.003091635919847973,0.011864429859845807,0.26058023490124566,0.8217396167167286,-0.03034721477764757,0.4484765491270113,0.026313723324449617,0.016590228179533418,0.01488633620628452,1.5688530917934518
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.016568929529867805,0.029090155663359495,0.029090155663359495,0.0,0.0,0.0029295161637148404,0.0029252334933008617,0.011858892401291073,0.24667004255662128,0.7778738333810911,-0.03034721477764757,0.4483674693632702,0.024929433253371762,0.016568929529867805,0.01486503755661891,1.5688530917934518
wf_event_252D_pure_state_hold_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.016612946739176737,0.028572639397546278,0.028572639397546278,0.0,0.0,0.0028773249244628545,0.0028731933484627374,0.01188055495139651,0.2418399948669911,0.7626422808471682,-0.03034721477764757,0.4485470085470086,0.024421059314142124,0.016612946739176737,0.01490905476592784,1.5688530917934518
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.1325414968690985,0.05133087240023673,0.05133087240023673,0.0,0.0,0.005175049039817743,0.0051617044928588245,0.03621640946514495,0.14252391579089316,0.44944908419228685,-0.06165968276504685,0.49280625636081204,0.005499048947478361,0.1325414968690985,0.13005275247298406,31.712671432243543
wf_event_252D_pure_state_hold_zbuf0p25_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.13147230465588483,0.04935944311003436,0.04935944311003436,0.0,0.0,0.004975800865971751,0.004963462480814936,0.03740978024732293,0.13267820468338956,0.418400640035155,-0.1014324984122652,0.4926343528598583,0.00533085397334914,0.13147230465588483,0.1277647972450169,11.546211903042417
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.1312025217601204,0.04754803126406831,0.04754803126406831,0.0,0.0,0.004792760132635809,0.004781311423828468,0.037340924214592786,0.12804480672066326,0.4037892222987724,-0.10139052408601856,0.49260838509988963,0.005145779448937075,0.1312025217601204,0.12749681145845665,11.547852600592568
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.1310122538231076,0.04511983178784839,0.04511983178784839,0.0,0.0,0.004547446134956215,0.004537137741210441,0.037300173968696594,0.12163851420688121,0.38358698264369817,-0.10131200739506929,0.49252178436727795,0.00489008451335766,0.1310122538231076,0.12730862781759306,11.340950332455934
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.04411376318741392,0.02095896126713841,0.02095896126713841,0.0,0.0,0.0021098033762848812,0.0021075808666315104,0.027278433084836823,0.07726180092811287,0.24364504355279543,-0.04128894268766636,0.4781447148191065,0.006746157225163656,0.04411376318741392,0.04240987121416502,5.094944646780511
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.09364448293978161,0.023790613745385776,0.023790613745385776,0.0,0.0,0.002395188669042091,0.0023923247767918382,0.03140641249769532,0.07617313110713912,0.24021192391593166,-0.09344010936635516,0.4830707646586102,0.0036073166055686466,0.09364448293978161,0.09061155522739858,6.139141649757732
wf_event_252D_pure_state_hold_zbuf0p5_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.09373109744842177,0.022938304492775844,0.022938304492775844,0.0,0.0,0.002309280975730398,0.0023066186842828486,0.03146542746833755,0.07330644678525057,0.2311718366015224,-0.09172191915072225,0.48307883415136643,0.003474868886380637,0.09373109744842177,0.09069816973603874,6.139141649757732
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.09345847473270194,0.01936522932832006,0.01936522932832006,0.0,0.0,0.0019492164154178754,0.0019473191581440986,0.03138062507869507,0.06205482374110427,0.1956898499833051,-0.09432251767497524,0.4829535095715588,0.002942149700443649,0.09345847473270194,0.09042554702031891,6.137063091516463
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.1135984778565039,0.01973594924500427,0.01973594924500427,0.0,0.0,0.0019865684459533495,0.0019845978282711295,0.03446118324243601,0.057589369880581075,0.18160804387393842,-0.07002999113585862,0.4994250287485626,0.0024668703121099272,0.1135984778565039,0.11279598884231647,21.783902627485514
wf_event_252D_pure_state_hold_zbuf0p0_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.16921351186334788,0.019088560174261707,0.019088560174261707,0.0,0.0,0.0019213414136850556,0.0019194979981138657,0.043139900738679585,0.044494724495108266,0.14031408739186735,-0.09960779199498593,0.49469674084516496,0.0016017655300122236,0.16921351186334788,0.16069446089403977,41.8016732506574
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.13755093927045026,0.01271787560913383,0.01271787560913383,0.0,0.0,0.0012796959617757796,0.0012788778487813702,0.03973819796687425,0.032182582860134784,0.10148775602441172,-0.10440887946980904,0.5001496805095331,0.0013128400698991266,0.13755093927045026,0.13115579126206833,24.93966470090365
wf_event_252D_pure_state_hold_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.03530464168571713,0.007962541907879348,0.007962541907879348,0.0,0.0,0.0008010139936106567,0.0008006933531152679,0.025187884458012105,0.031788829047950176,0.10024605361045869,-0.03969946062408469,0.4728120978120978,0.0032024380260132555,0.03530464168571713,0.03360074971246823,3.381355856540027
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.03525494483649737,0.0049408569121488725,0.0049408569121488725,0.0,0.0,0.0004969636925579842,0.000496840246999071,0.02513349053325917,0.019768055946769583,0.062338552742073804,-0.040443105371705035,0.4727133593781465,0.001989954050565424,0.03525494483649737,0.03355105286324847,3.381355856540027
wf_event_60D_agree_120D_state_hold_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.11283172646854189,0.0020126943711058116,0.0020126943711058116,0.0,0.0,0.0002024120081977879,0.00020239152565115222,0.03940760647647643,0.005135849236922464,0.01619589753253152,-0.08843201672224366,0.5018750629215746,0.0002532837978337097,0.11283172646854189,0.10918697244140804,18.6800005779436
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.14404560750848397,0.0013798354152124229,0.0013798354152124229,0.0,0.0,0.00013876243421638402,0.00013875280760034068,0.038107548495784994,0.0036410845902535,0.011482158102904507,-0.08662765146912454,0.49275976618332723,0.0001360153987020257,0.14404560750848397,0.14115274020991136,34.233597576286854
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.10736223323441293,-0.009192624189295416,-0.009192624189295416,0.0,0.0,-0.0009239602447352089,-0.0009243873591135386,0.03872592396688231,-0.02386998848378821,-0.07527399457266773,-0.09233504369857282,0.5018515579537639,-0.0012157626024037786,0.10736223323441293,0.1041608956583861,17.716138527267827
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.11257614267255456,-0.011044092469694688,-0.011044092469694688,0.0,0.0,-0.0011099499406025453,-0.0011105663912329782,0.03935166809264544,-0.028221583609070323,-0.08899674722776028,-0.09132478942856526,0.5016901266333686,-0.001392978718240093,0.11257614267255456,0.10895090230326153,18.687656783798925
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.1257017905064819,-0.011394642457885296,-0.011394642457885296,0.0,0.0,-0.001145160626215577,-0.0011458168236609825,0.03821140284329032,-0.02998625379864013,-0.09456163362736801,-0.13020858631682086,0.5011295861196458,-0.0012871229958753498,0.1257017905064819,0.12145184565933258,31.316838045359948
wf_event_60D_agree_120D_state_hold_zbuf0p25_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.12463969784315675,-0.023581368028077643,-0.023581368028077643,0.0,0.0,-0.002368474277515119,-0.002371283549385466,0.04047333830918189,-0.05858878087275322,-0.18475968584694247,-0.11477511412315777,0.5011392116655274,-0.0026864169546682247,0.12463969784315675,0.12141847068167164,29.597637005268016
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.13385775341843328,-0.034700687202494626,-0.034700687202494626,0.0,0.0,-0.0034833336184737756,-0.003489414550405716,0.041968044357132354,-0.08314455924398344,-0.26219631842424773,-0.13020858631682086,0.5007955702647657,-0.003680911320699109,0.13385775341843328,0.12960780857128396,31.648553790784476
wf_event_60D_agree_120D_state_hold_zbuf0p0_expanding_n5_hit52_meanpos,full,0.0,704270,9.944558521560575,0.14716514972950714,-0.03724076205888322,-0.03724076205888322,0.0,0.0,-0.003737834980474462,-0.0037448381422003157,0.043347174404836805,-0.08639174741185565,-0.27243632439202825,-0.11298571939981095,0.5009937864227548,-0.0035931421074913423,0.14716514972950714,0.14203014560469335,67.50209870127013
wf_event_60D_agree_120D_state_hold_zbuf0p0_expanding_n10_hit55_meanpos,full,0.0,704270,9.944558521560575,0.14716514972950714,-0.03724076205888322,-0.03724076205888322,0.0,0.0,-0.003737834980474462,-0.0037448381422003157,0.043347174404836805,-0.08639174741185565,-0.27243632439202825,-0.11298571939981095,0.5009937864227548,-0.0035931421074913423,0.14716514972950714,0.14203014560469335,67.50209870127013
