,logret,logret,logret,logret,logret,cum_logret,cum_logret,cum_logret,cum_logret,cum_logret,logret_bps,logret_bps,logret_bps,logret_bps,logret_bps,cum_logret_bps,cum_logret_bps,cum_logret_bps,cum_logret_bps,cum_logret_bps
,GC,SI,HG,PL,PA,GC,SI,HG,PL,PA,GC,SI,HG,PL,PA,GC,SI,HG,PL,PA
2025-10-09 20:58:00+00:00,0.0,0.00010491528100642356,0.0001945336062938452,0.00036033872229435104,-0.000684462723505419,-0.009749363479917506,-0.009605419435882112,0.016375323013604115,-0.007418076610475666,-0.002393572693461188,0.0,1.0491528100642356,1.945336062938452,3.6033872229435104,-6.84462723505419,-97.49363479917506,-96.05419435882112,163.75323013604114,-74.18076610475666,-23.93572693461188
2025-10-09 20:59:00+00:00,2.505606294356255e-05,-0.00010491528100642356,-0.0001945336062938452,-0.0015022687078500851,0.0010265184819280293,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,0.2505606294356255,-1.0491528100642356,-1.945336062938452,-15.022687078500851,10.265184819280293,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:00:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:01:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:02:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:03:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:04:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:05:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:06:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:07:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:08:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:09:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:10:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:11:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:12:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:13:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:14:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:15:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:16:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:17:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:18:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:19:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:20:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:21:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:22:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:23:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:24:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:25:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:26:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:27:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:28:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:29:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:30:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:31:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:32:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:33:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:34:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:35:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:36:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:37:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:38:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
2025-10-09 21:39:00+00:00,,,,,,-0.009724307416973943,-0.009710334716888536,0.01618078940731027,-0.00892034531832575,-0.0013670542115331585,,,,,,-97.24307416973943,-97.10334716888536,161.8078940731027,-89.20345318325751,-13.670542115331585
