label,train_obs,train_gross_log,train_cost_log,train_net_log,train_comp_total,train_cagr,train_mean_bps,train_tstat,train_sharpe,train_mdd_log,train_calmar,train_hit,oos_obs,oos_gross_log,oos_cost_log,oos_net_log,oos_comp_total,oos_cagr,oos_mean_bps,oos_tstat,oos_sharpe,oos_mdd_log,oos_calmar,oos_hit,family,roots,params
volume_filter_q0.05_GC_SI_HG_PL_ALI,2296,-0.20619596371131388,0.146747967070409,-0.3529439307817229,-0.29738341256435985,-0.046589887793177076,-1.5372122420806749,-1.1566816157733453,-0.3832023480377095,-0.4403083219285685,-0.10581196282893646,0.47822299651567945,985,0.7874363301835137,0.08107780442150384,0.7063585257620099,1.0265980012260614,0.2498059384276965,7.171152545807207,3.123684571809583,1.579971771465569,-0.09906860508752163,2.5215449254282603,0.5299492385786801,volume_filter,"GC,SI,HG,PL,ALI",q=0.05
volume_filter_q0.1_GC_SI_HG_PL_ALI,2296,-0.02730218771322289,0.16963763678386376,-0.1969398244970867,-0.17875994964116193,-0.02627062392248325,-0.8577518488549072,-0.6449061158152657,-0.21365389963344456,-0.3760655521871499,-0.06985650179788233,0.46994773519163763,985,0.5392912902941881,0.090104284647918,0.4491870056462701,0.5670376746937202,0.1523490981921214,4.560274168997666,1.9210486832311424,0.9716738746633378,-0.1508008592985026,1.0102667776617515,0.5076142131979695,volume_filter,"GC,SI,HG,PL,ALI",q=0.1
volume_filter_q0.2_GC_SI_HG_PL_ALI,2296,0.04302587179092114,0.19444083732601963,-0.15141496553509862,-0.1405090344800739,-0.020259872632625298,-0.6594728464072239,-0.5394401916635699,-0.17871361077454723,-0.22493182663684935,-0.09007116927625676,0.41986062717770034,985,0.4409681637841801,0.08425939155097,0.35670877223320996,0.42861975552380116,0.11919353247732478,3.621408855159492,1.8407452771129904,0.9310561003962918,-0.1101572795709273,1.0820304653636557,0.43248730964467,volume_filter,"GC,SI,HG,PL,ALI",q=0.2
volume_filter_q0.3_GC_SI_HG_PL_ALI,2296,0.023347944829314356,0.21950930924438547,-0.1961613644150713,-0.17812039814384706,-0.02616815259779426,-0.8543613432712164,-0.685109732744331,-0.22697313994706025,-0.2812022454295433,-0.093058121060953,0.3902439024390244,985,0.5735915469403436,0.09917219340550867,0.4744193535348349,0.6070807807448682,0.16156482169387276,4.816440137409491,2.2376291903352694,1.1318015229972447,-0.1375557084021723,1.1745410173855155,0.4131979695431472,volume_filter,"GC,SI,HG,PL,ALI",q=0.3
vol_target_all_base_w42_t0.08,2296,0.04066445617632456,0.10045081579424531,-0.05978635961792073,-0.058034245987328426,-0.008049209588079198,-0.2603935523428603,-0.24811877755290201,-0.08220040575897705,-0.3110026248916378,-0.02588148441153438,0.4856271777003484,985,0.3217950490158832,0.042170211283326674,0.27962483773255653,0.3226335170583705,0.09228732432410602,2.8388308399244315,1.7115784073721168,0.8657229967145315,-0.10335595078658226,0.8929077002510322,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=42;target=0.08;cap=1
vol_target_all_base_w42_t0.1,2296,0.0637908317089595,0.11469950917771367,-0.050908677468754174,-0.049634543651301266,-0.006858090412849127,-0.22172768932384224,-0.184385372134307,-0.06108587409201004,-0.3505127569294034,-0.019565879635674462,0.4856271777003484,985,0.3854584316271038,0.050368809506160114,0.3350896221209436,0.39806567721912667,0.11158116908704785,3.4019250976745545,1.7225164884938524,0.8712555205686706,-0.12801490001860905,0.8716264206028183,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=42;target=0.1;cap=1
vol_target_all_base_w42_t0.12,2296,0.08207631665604864,0.12235904487723792,-0.04028272822118924,-0.039482164739893855,-0.005430525477951309,-0.17544742256615523,-0.1356868501959364,-0.04495231780627904,-0.37542637152566116,-0.014464954754996803,0.4856271777003484,985,0.42623950803057997,0.054158616405659006,0.372080891624921,0.4507503300983833,0.1246379321637634,3.7774709809636646,1.777711699914348,0.8991734725768459,-0.14533842031813932,0.8575704338256638,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=42;target=0.12;cap=1
vol_target_all_base_w42_t0.15,2296,0.12029718407980658,0.12613612120186213,-0.005838937122055549,-0.005821923658318906,-0.0007889823660033324,-0.025430910810346465,-0.018930897613334708,-0.006271703740221665,-0.38186320576975874,-0.002066138748332414,0.4856271777003484,985,0.4485372070668241,0.055039720155047676,0.39349748691177644,0.4821555589397333,0.13226730731045078,3.9948983442819945,1.8524900634784025,0.9369966588914457,-0.14916637895007415,0.8867099157426119,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=42;target=0.15;cap=1
vol_target_all_base_w42_t0.2,2296,0.1642203342307583,0.1276526546081034,0.036567679622654975,0.0372445019587313,0.004955370294623007,0.15926689731121504,0.11627970403522817,0.038522835504425215,-0.3855241863525348,0.01285359121435683,0.4856271777003484,985,0.4485372070668241,0.055039720155047676,0.39349748691177644,0.4821555589397333,0.13226730731045078,3.9948983442819945,1.8524900634784025,0.9369966588914457,-0.14916637895007415,0.8867099157426119,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=42;target=0.2;cap=1
vol_target_all_base_w63_t0.08,2296,0.004497161871547473,0.09921993231741366,-0.09472277044586616,-0.09037492552988935,-0.012722773573724866,-0.4125556204088247,-0.3978170606716483,-0.13179463532573982,-0.309428327818576,-0.04111702914668008,0.4856271777003484,985,0.3389907081114396,0.04201576842859035,0.29697493968284916,0.3457815733124625,0.09828641868509735,3.0149740069324786,1.8230673414980545,0.9221145319993254,-0.09954652398897276,0.9873415438994636,0.531979695431472,vol_target,"GC,SI,HG,PL,PA,ALI",base=all_base;w=63;target=0.08;cap=1
