root,hour_utc,size_bucket,trades,contracts,mean_size,share_within_root_hour
HG,20,003: 3-5,37197,134813.0,3.624297658413313,0.12204621068449822
HG,20,004: 6-10,9490,69892.0,7.364805057955743,0.031137418055108966
HG,20,005: 11-25,2790,41135.0,14.743727598566307,0.009154204043598948
HG,20,006: 26-50,283,9198.0,32.50176678445229,0.0009285447112324381
HG,20,007: 51-100,51,3475.0,68.13725490196079,0.00016733491262492699
HG,20,008: 101-250,6,736.0,122.66666666666667,1.968646030881494e-05
HG,20,009: 251-500,2,700.0,350.0,6.5621534362716465e-06
HG,21,001: 1,58088,58088.0,1.0,0.6838468149229483
HG,21,002: 2,13415,26830.0,2.0,0.1579294350329044
HG,21,003: 3-5,10059,36520.0,3.6305795804751964,0.11842058792366646
HG,21,004: 6-10,2623,19413.0,7.40106747998475,0.030879530979598082
HG,21,005: 11-25,668,10099.0,15.118263473053892,0.00786409710040851
HG,21,006: 26-50,77,2530.0,32.857142857142854,0.0009064902346279269
HG,21,007: 51-100,10,672.0,67.2,0.00011772600449713337
HG,21,008: 101-250,3,446.0,148.66666666666666,3.5317801349140013e-05
HG,22,001: 1,112737,112737.0,1.0,0.6936722412965629
HG,22,002: 2,25674,51348.0,2.0,0.15797245911322774
HG,22,003: 3-5,18814,68177.0,3.6237376421813545,0.1157627890377918
HG,22,004: 6-10,3996,29151.0,7.295045045045045,0.024587440469597963
HG,22,005: 11-25,1075,16274.0,15.13860465116279,0.006614489115319772
HG,22,006: 26-50,181,6268.0,34.629834254143645,0.0011136953766259336
HG,22,007: 51-100,37,2468.0,66.70270270270271,0.00022766148582961077
HG,22,008: 101-250,6,822.0,137.0,3.691807878318012e-05
HG,22,009: 251-500,2,590.0,295.0,1.2306026261060042e-05
HG,23,001: 1,158596,158596.0,1.0,0.7007290239915168
HG,23,002: 2,35196,70392.0,2.0,0.15550744488136792
HG,23,003: 3-5,25337,91907.0,3.627382878793859,0.11194715680643308
HG,23,004: 6-10,5794,42300.0,7.300655850880221,0.02559978792029338
HG,23,005: 11-25,1244,18186.0,14.618971061093248,0.0054963990633146295
HG,23,006: 26-50,139,4752.0,34.18705035971223,0.0006141474837626475
HG,23,007: 51-100,21,1423.0,67.76190476190476,9.278487164759422e-05
HG,23,008: 101-250,3,453.0,151.0,1.3254981663942031e-05
PA,0,001: 1,26261,26261.0,1.0,0.7881452581032413
PA,0,002: 2,4666,9332.0,2.0,0.1400360144057623
PA,0,003: 3-5,2116,7327.0,3.462665406427221,0.06350540216086435
PA,0,004: 6-10,237,1695.0,7.151898734177215,0.007112845138055222
PA,0,005: 11-25,36,496.0,13.777777777777779,0.0010804321728691477
PA,0,006: 26-50,4,122.0,30.5,0.00012004801920768308
PA,1,001: 1,51709,51709.0,1.0,0.8046840958605664
PA,1,002: 2,8318,16636.0,2.0,0.12944288826641767
PA,1,003: 3-5,3761,12999.0,3.456261632544536,0.05852785558667912
PA,1,004: 6-10,384,2765.0,7.200520833333333,0.005975723622782446
PA,1,005: 11-25,78,1203.0,15.423076923076923,0.0012138188608776844
PA,1,006: 26-50,10,335.0,33.5,0.0001556178026766262
PA,2,001: 1,35747,35747.0,1.0,0.7977638420852954
PA,2,002: 2,5955,11910.0,2.0,0.1328974090026557
PA,2,003: 3-5,2789,9647.0,3.458945858730728,0.062241960320471336
PA,2,004: 6-10,266,1884.0,7.082706766917293,0.005936307438237854
PA,2,005: 11-25,42,585.0,13.928571428571429,0.000937311700774398
PA,2,006: 26-50,9,270.0,30.0,0.00020085250730879958
PA,2,007: 51-100,1,51.0,51.0,2.2316945256533286e-05
PA,3,001: 1,26663,26663.0,1.0,0.7879835682832402
PA,3,002: 2,4622,9244.0,2.0,0.1365960339273576
PA,3,003: 3-5,2282,7898.0,3.4609991235758106,0.06744096698879924
PA,3,004: 6-10,230,1675.0,7.282608695652174,0.006797292904217277
PA,3,005: 11-25,38,550.0,14.473684210526315,0.0011230310015663328
PA,3,006: 26-50,2,69.0,34.5,5.910689481928067e-05
PA,4,001: 1,17831,17831.0,1.0,0.7885984697713502
PA,4,002: 2,3152,6304.0,2.0,0.13940117641855734
PA,4,003: 3-5,1451,5063.0,3.489317711922812,0.06417230551501482
PA,4,004: 6-10,144,1020.0,7.083333333333333,0.00636858166379196
PA,4,005: 11-25,27,395.0,14.62962962962963,0.0011941090619609924
PA,4,006: 26-50,6,183.0,30.5,0.00026535756932466497
PA,5,001: 1,31904,31904.0,1.0,0.7937503109916904
PA,5,002: 2,5322,10644.0,2.0,0.13240782206299448
PA,5,003: 3-5,2637,9199.0,3.4884338263177854,0.06560680698611733
PA,5,004: 6-10,271,1924.0,7.099630996309963,0.006742299845748122
PA,5,005: 11-25,52,768.0,14.76923076923077,0.0012937254316564661
PA,5,006: 26-50,8,267.0,33.375,0.00019903468179330248
PA,6,001: 1,50604,50604.0,1.0,0.7928803096062548
PA,6,002: 2,8453,16906.0,2.0,0.1324444165896307
PA,6,003: 3-5,4273,14865.0,3.4788205008190967,0.06695078576688654
PA,6,004: 6-10,400,2862.0,7.155,0.006267333093085564
PA,6,005: 11-25,81,1227.0,15.148148148148149,0.001269134951349827
PA,6,006: 26-50,11,371.0,33.72727272727273,0.00017235166005985302
PA,6,007: 51-100,1,51.0,51.0,1.5668332732713913e-05
PA,7,001: 1,66481,66481.0,1.0,0.7727293860566753
PA,7,002: 2,12045,24090.0,2.0,0.14000278959481136
PA,7,003: 3-5,6645,23202.0,3.491647855530474,0.0772369063393542
PA,7,004: 6-10,727,5280.0,7.2627235213204955,0.008450147616058768
PA,7,005: 11-25,120,1767.0,14.725,0.0013947974056768254
PA,7,006: 26-50,14,455.0,32.5,0.00016272636399562964
PA,7,007: 51-100,2,106.0,53.0,2.324662342794709e-05
PA,8,001: 1,79557,79557.0,1.0,0.764610904477698
PA,8,002: 2,15118,30236.0,2.0,0.14529692740920144
PA,8,003: 3-5,8224,28829.0,3.5054717898832686,0.07903968322617229
PA,8,004: 6-10,985,7125.0,7.233502538071066,0.009466693577064653
PA,8,005: 11-25,145,2230.0,15.379310344827585,0.0013935741813953042
PA,8,006: 26-50,20,637.0,31.85,0.0001922171284683178
PA,9,001: 1,68225,68225.0,1.0,0.7646313854706027
PA,9,002: 2,12995,25990.0,2.0,0.14564140497164504
PA,9,003: 3-5,7065,24612.0,3.483651804670913,0.0791809562235223
PA,9,004: 6-10,799,5703.0,7.137672090112641,0.008954788962858359
PA,9,005: 11-25,130,1870.0,14.384615384615385,0.0014569744244951022
PA,9,006: 26-50,12,389.0,32.416666666666664,0.00013448994687647098
PA,10,001: 1,57521,57521.0,1.0,0.7706767420984231
PA,10,002: 2,10686,21372.0,2.0,0.14317295711242414
PA,10,003: 3-5,5649,19848.0,3.5135422198619226,0.0756863217974999
PA,10,004: 6-10,680,4977.0,7.319117647058824,0.009110762758417407
PA,10,005: 11-25,93,1285.0,13.817204301075268,0.0012460307890188513
PA,10,006: 26-50,7,213.0,30.428571428571427,9.378726368959096e-05
PA,10,007: 51-100,1,51.0,51.0,1.3398180527084422e-05
PA,11,001: 1,63502,63502.0,1.0,0.7725680081755804
PA,11,002: 2,11693,23386.0,2.0,0.14225753078008663
PA,11,003: 3-5,6205,21792.0,3.512006446414182,0.07549029149836975
PA,11,004: 6-10,683,4887.0,7.155197657393851,0.0083094067837851
PA,11,005: 11-25,107,1576.0,14.728971962616823,0.0013017665093191884
PA,11,006: 26-50,4,122.0,30.5,4.866416857267994e-05
PA,11,007: 51-100,2,122.0,61.0,2.433208428633997e-05
PA,12,001: 1,144675,144675.0,1.0,0.7585091435282275
PA,12,002: 2,28475,56950.0,2.0,0.1492901182786679
PA,12,003: 3-5,15529,54443.0,3.505892201687166,0.08141619830551128
PA,12,004: 6-10,1753,12640.0,7.210496292070736,0.009190713866286386
PA,12,005: 11-25,279,4111.0,14.734767025089607,0.001462754802449459
PA,12,006: 26-50,24,706.0,29.416666666666668,0.00012582837010317925
PA,12,008: 101-250,1,126.0,126.0,5.242848754299136e-06
PA,13,001: 1,226967,226967.0,1.0,0.7556473709969004
PA,13,002: 2,44814,89628.0,2.0,0.1492004621105936
PA,13,003: 3-5,25388,89378.0,3.5204821175358436,0.08452495497085175
PA,13,004: 6-10,2821,20299.0,7.195675292449486,0.009392031588654984
PA,13,005: 11-25,344,4938.0,14.354651162790697,0.0011452885028349219
PA,13,006: 26-50,26,835.0,32.11538461538461,8.65625031212441e-05
PA,13,007: 51-100,1,62.0,62.0,3.329327043124773e-06
PA,14,001: 1,221114,221114.0,1.0,0.7536958070442747
PA,14,002: 2,43193,86386.0,2.0,0.1472289542664117
PA,14,003: 3-5,25575,89866.0,3.513822091886608,0.08717571146629036
PA,14,004: 6-10,3031,21493.0,7.091059056417024,0.010331557437119299
PA,14,005: 11-25,426,6031.0,14.157276995305164,0.0014520763669458334
PA,14,006: 26-50,34,1108.0,32.588235294117645,0.00011589341895811817
PA,15,001: 1,180967,180967.0,1.0,0.7503493285014741
PA,15,002: 2,35884,71768.0,2.0,0.1487869904675819
PA,15,003: 3-5,21454,75483.0,3.5183648736832294,0.08895541448811453
PA,15,004: 6-10,2543,18033.0,7.091230829728667,0.010544123195827131
PA,15,005: 11-25,315,4515.0,14.333333333333334,0.0013060946939384768
PA,15,006: 26-50,12,372.0,31.0,4.97559883405134e-05
PA,15,007: 51-100,2,121.0,60.5,8.2926647234189e-06
PA,16,001: 1,184002,184002.0,1.0,0.7620424171391417
PA,16,002: 2,32987,65974.0,2.0,0.1366153259973743
PA,16,003: 3-5,21014,74391.0,3.5400685257447417,0.08702926790883753
PA,16,004: 6-10,3039,21685.0,7.135570911484041,0.012585987683209158
PA,16,005: 11-25,397,5569.0,14.027707808564232,0.0016441714742461452
PA,16,006: 26-50,19,579.0,30.473684210526315,7.86883073316795e-05
PA,16,007: 51-100,1,53.0,53.0,4.141489859562079e-06
PA,17,001: 1,118022,118022.0,1.0,0.7721931431562418
PA,17,002: 2,20426,40852.0,2.0,0.1336430253860246
PA,17,003: 3-5,12359,43807.0,3.5445424387086333,0.08086233970164879
PA,17,004: 6-10,1771,12648.0,7.141727837380011,0.011587280816540172
PA,17,005: 11-25,247,3420.0,13.846153846153847,0.0016160690918607694
PA,17,006: 26-50,12,398.0,33.166666666666664,7.851347814708192e-05
PA,17,007: 51-100,3,216.0,72.0,1.962836953677048e-05
PA,18,001: 1,55711,55711.0,1.0,0.7781735389428986
PA,18,002: 2,9649,19298.0,2.0,0.13477762878533914
PA,18,003: 3-5,5310,18727.0,3.526741996233522,0.07417029835735836
PA,18,004: 6-10,767,5533.0,7.213820078226858,0.010713487540507318
PA,18,005: 11-25,146,2037.0,13.952054794520548,0.002039334003799307
PA,18,006: 26-50,9,289.0,32.111111111111114,0.00012571237009721757
PA,19,001: 1,43006,43006.0,1.0,0.7760434523702113
PA,19,002: 2,7241,14482.0,2.0,0.1306638757060108
PA,19,003: 3-5,4401,15625.0,3.5503294705748694,0.07941606366277495
PA,19,004: 6-10,662,4741.0,7.161631419939577,0.01194579280726131
PA,19,005: 11-25,98,1418.0,14.46938775510204,0.0017684104155764476
PA,19,006: 26-50,9,277.0,30.77777777777778,0.00016240503816518397
PA,20,001: 1,32539,32539.0,1.0,0.7800685637571021
PA,20,002: 2,5493,10986.0,2.0,0.1316855656509961
PA,20,003: 3-5,3212,11300.0,3.5180572851805727,0.07700237336082276
PA,20,004: 6-10,397,2838.0,7.148614609571789,0.009517416632704433
PA,20,005: 11-25,69,981.0,14.217391304347826,0.001654160573442332
PA,20,006: 26-50,3,104.0,34.666666666666664,7.192002493227531e-05
PA,21,001: 1,10189,10189.0,1.0,0.7888054501819308
PA,21,002: 2,1702,3404.0,2.0,0.13176434156537895
PA,21,003: 3-5,896,3108.0,3.46875,0.06936595184640397
PA,21,004: 6-10,110,782.0,7.109090909090909,0.00851590926685763
PA,21,005: 11-25,18,269.0,14.944444444444445,0.001393512425485794
PA,21,006: 26-50,2,67.0,33.5,0.000154834713942866
PA,22,001: 1,13714,13714.0,1.0,0.7841052029731275
PA,22,002: 2,2484,4968.0,2.0,0.14202401372212692
PA,22,003: 3-5,1123,3867.0,3.4434550311665184,0.06420811892510006
PA,22,004: 6-10,138,991.0,7.181159420289855,0.007890222984562607
PA,22,005: 11-25,27,427.0,15.814814814814815,0.0015437392795883361
PA,22,006: 26-50,4,155.0,38.75,0.00022870211549456832
PA,23,001: 1,22189,22189.0,1.0,0.7942229221848378
PA,23,002: 2,3815,7630.0,2.0,0.13655236595318204
PA,23,003: 3-5,1718,5897.0,3.432479627473807,0.06149330660748801
PA,23,004: 6-10,172,1273.0,7.401162790697675,0.006156489369317775
PA,23,005: 11-25,40,584.0,14.6,0.0014317417137948314
PA,23,006: 26-50,4,126.0,31.5,0.00014317417137948315
PL,0,001: 1,228051,228051.0,1.0,0.7950765090001359
PL,0,002: 2,38965,77930.0,2.0,0.13584749101380963
PL,0,003: 3-5,16581,57844.0,3.488571256257162,0.05780796223533882
PL,0,004: 6-10,2452,17757.0,7.24184339314845,0.008548647451966153
PL,0,005: 11-25,643,9662.0,15.026438569206842,0.002241753797558824
PL,0,006: 26-50,105,3629.0,34.56190476190476,0.0003660717709855001
PL,0,007: 51-100,30,2068.0,68.93333333333334,0.00010459193456728573
PL,0,008: 101-250,2,221.0,110.5,6.972795637819049e-06
PL,1,001: 1,379453,379453.0,1.0,0.7919840039071876
PL,1,002: 2,66809,133618.0,2.0,0.139441931720227
PL,1,003: 3-5,27336,95793.0,3.50428007023705,0.05705495734862257
PL,1,004: 6-10,4066,29634.0,7.288243974422036,0.008486444855849406
PL,1,005: 11-25,1206,18359.0,15.223051409618574,0.0025171304712627604
PL,1,006: 26-50,198,6804.0,34.36363636363637,0.0004132602266252293
PL,1,007: 51-100,38,2699.0,71.02631578947368,7.931256874625613e-05
PL,1,008: 101-250,11,1483.0,134.8181818181818,2.2958901479179407e-05
PL,2,001: 1,267687,267687.0,1.0,0.7804513251115193
PL,2,002: 2,49347,98694.0,2.0,0.14387299921280503
PL,2,003: 3-5,21716,75826.0,3.4917111806962606,0.06331379923612933
PL,2,004: 6-10,3245,23724.0,7.310939907550077,0.009460917227907518
PL,2,005: 11-25,828,12404.0,14.980676328502415,0.00241406454998688
PL,2,006: 26-50,143,4857.0,33.96503496503497,0.00041692177614507714
PL,2,007: 51-100,23,1497.0,65.08695652173913,6.705734861074667e-05
PL,2,008: 101-250,1,125.0,125.0,2.9155368961194205e-06
PL,3,001: 1,194219,194219.0,1.0,0.7799270747162901
PL,3,002: 2,35452,70904.0,2.0,0.14236493161246797
PL,3,003: 3-5,16255,56898.0,3.5003383574284834,0.06527535719735605
PL,3,004: 6-10,2372,17365.0,7.320826306913997,0.009525262828183854
PL,3,005: 11-25,607,8825.0,14.538714991762768,0.0024375356394214166
PL,3,006: 26-50,95,3254.0,34.252631578947366,0.00038149239826200095
PL,3,007: 51-100,20,1394.0,69.7,8.031418910778967e-05
PL,3,008: 101-250,2,217.0,108.5,8.031418910778968e-06
PL,4,001: 1,141696,141696.0,1.0,0.7851846926222695
PL,4,002: 2,24918,49836.0,2.0,0.13807893074442265
PL,4,003: 3-5,11577,40698.0,3.515418502202643,0.06415200984140705
PL,4,004: 6-10,1765,12800.0,7.252124645892351,0.009780452394409904
PL,4,005: 11-25,420,6312.0,15.028571428571428,0.0023273597765734616
PL,4,006: 26-50,71,2485.0,35.0,0.0003934346288969423
PL,4,007: 51-100,14,894.0,63.857142857142854,7.757865921911538e-05
PL,4,009: 251-500,1,327.0,327.0,5.541332801365384e-06
PL,5,001: 1,221349,221349.0,1.0,0.7840997247579676
PL,5,002: 2,40072,80144.0,2.0,0.14194979046890333
PL,5,003: 3-5,17362,60745.0,3.498732864877318,0.061502601869662096
PL,5,004: 6-10,2710,19700.0,7.269372693726937,0.00959981863073288
PL,5,005: 11-25,671,10101.0,15.053651266766021,0.002376929262443455
PL,5,006: 26-50,107,3667.0,34.271028037383175,0.00037903342933151964
PL,5,007: 51-100,24,1680.0,70.0,8.501684396221001e-05
PL,5,008: 101-250,2,254.0,127.0,7.0847369968508345e-06
PL,6,001: 1,313614,313614.0,1.0,0.7717848450469916
PL,6,002: 2,59628,119256.0,2.0,0.14674085576684082
PL,6,003: 3-5,27665,96887.0,3.5021507319718057,0.06808187051032487
PL,6,004: 6-10,4171,30179.0,7.235435147446656,0.010264575524979759
PL,6,005: 11-25,1088,16165.0,14.857536764705882,0.002677501359668659
PL,6,006: 26-50,146,5013.0,34.33561643835616,0.000359297057455537
PL,6,007: 51-100,32,2036.0,63.625,7.875003999025468e-05
PL,6,008: 101-250,5,631.0,126.2,1.2304693748477294e-05
PL,7,001: 1,398214,398214.0,1.0,0.7524119036372224
PL,7,002: 2,80942,161884.0,2.0,0.15293717524799244
PL,7,003: 3-5,41390,145641.0,3.5187484899734236,0.07820500708549835
PL,7,004: 6-10,6692,48816.0,7.294680215182307,0.012644307982994804
PL,7,005: 11-25,1746,26078.0,14.935853379152348,0.0032990080302314597
PL,7,006: 26-50,216,7399.0,34.254629629629626,0.0004081247047709022
PL,7,007: 51-100,44,3023.0,68.70454545454545,8.313651393481342e-05
PL,7,008: 101-250,6,772.0,128.66666666666666,1.1336797354747285e-05
PL,8,001: 1,447865,447865.0,1.0,0.7533587556413807
PL,8,002: 2,90143,180286.0,2.0,0.15163055454161628
PL,8,003: 3-5,46795,164605.0,3.517576664173523,0.0787143960127235
PL,8,004: 6-10,7423,54302.0,7.315371143742422,0.012486311819691131
PL,8,005: 11-25,1931,29302.0,15.174520973588814,0.0032481568265961976
PL,8,006: 26-50,257,8611.0,33.505836575875485,0.00043230259162880516
PL,8,007: 51-100,70,4660.0,66.57142857142857,0.0001177477876031765
PL,8,008: 101-250,7,803.0,114.71428571428571,1.177477876031765e-05
PL,9,001: 1,403901,403901.0,1.0,0.7519193536376498
PL,9,002: 2,81693,163386.0,2.0,0.15208317819644054
PL,9,003: 3-5,42882,151259.0,3.527330814794086,0.07983096284161144
PL,9,004: 6-10,6753,49403.0,7.315711535613802,0.012571673244470921
PL,9,005: 11-25,1631,24512.0,15.028816676885347,0.003036339265768114
PL,9,006: 26-50,233,8086.0,34.7038626609442,0.00043376275225258767
PL,9,007: 51-100,59,4032.0,68.33898305084746,0.00010983692009829474
PL,9,008: 101-250,8,981.0,122.625,1.4893141708243353e-05
PL,10,001: 1,355546,355546.0,1.0,0.7518227492641337
PL,10,002: 2,71614,143228.0,2.0,0.15143197888824983
PL,10,003: 3-5,38187,134253.0,3.51567287296724,0.08074863822444768
PL,10,004: 6-10,5803,42525.0,7.32810615199035,0.012270781879081098
PL,10,005: 11-25,1536,23214.0,15.11328125,0.0032479615657881383
PL,10,006: 26-50,190,6572.0,34.589473684210525,0.0004017660791013973
PL,10,007: 51-100,31,2050.0,66.12903225806451,6.555130764285956e-05
PL,10,008: 101-250,5,660.0,132.0,1.0572791555299928e-05
PL,11,001: 1,391865,391865.0,1.0,0.760263700616763
PL,11,002: 2,75960,151920.0,2.0,0.14737123932693483
PL,11,003: 3-5,39717,140192.0,3.529773145000881,0.07705560179499567
PL,11,004: 6-10,6075,44413.0,7.3107818930041155,0.011786206936692063
PL,11,005: 11-25,1583,23653.0,14.941882501579279,0.0030712042108285657
PL,11,006: 26-50,189,6417.0,33.95238095238095,0.00036668199358597526
PL,11,007: 51-100,40,2775.0,69.375,7.760465472719054e-05
PL,11,008: 101-250,4,613.0,153.25,7.760465472719054e-06
PL,12,001: 1,848884,848884.0,1.0,0.7476585138146363
PL,12,002: 2,170911,341822.0,2.0,0.1505306546649169
PL,12,003: 3-5,95376,337943.0,3.5432708438181515,0.08400285364500304
PL,12,004: 6-10,16001,115918.0,7.244422223611024,0.014092954843710091
PL,12,005: 11-25,3664,54749.0,14.942412663755459,0.003227084966399211
PL,12,006: 26-50,410,13951.0,34.02682926829268,0.0003611093985326628
PL,12,007: 51-100,119,8451.0,71.01680672268908,0.00010480980103752896
PL,12,008: 101-250,25,3290.0,131.6,2.2018865764186756e-05
PL,13,001: 1,1204358,1204358.0,1.0,0.7458978522793288
PL,13,002: 2,243402,486804.0,2.0,0.15074672899627287
PL,13,003: 3-5,137507,487675.0,3.546546721257827,0.08516253138466608
PL,13,004: 6-10,23316,169223.0,7.257805798593241,0.014440352722151412
PL,13,005: 11-25,5265,78038.0,14.822032288698955,0.0032607847436149934
PL,13,006: 26-50,606,20769.0,34.272277227722775,0.00037531539499158326
PL,13,007: 51-100,156,10825.0,69.39102564102564,9.661584425525905e-05
PL,13,008: 101-250,30,4003.0,133.43333333333334,1.857997004908828e-05
PL,13,009: 251-500,2,553.0,276.5,1.2386646699392187e-06
PL,14,001: 1,1180323,1180323.0,1.0,0.7479710500350754
PL,14,002: 2,236373,472746.0,2.0,0.1497896431823669
PL,14,003: 3-5,132262,469631.0,3.5507628797387003,0.08381447029308006
PL,14,004: 6-10,23239,168891.0,7.267567451267266,0.014726561485089348
PL,14,005: 11-25,5080,75307.0,14.824212598425197,0.003219197570646495
PL,14,006: 26-50,572,19360.0,33.84615384615385,0.00036247657685232185
PL,14,007: 51-100,156,10862.0,69.62820512820512,9.885724823245142e-05
PL,14,008: 101-250,28,3584.0,128.0,1.7743608657106665e-05
PL,15,001: 1,964719,964719.0,1.0,0.7514452983211016
PL,15,002: 2,190704,381408.0,2.0,0.1485444198476731
PL,15,003: 3-5,105840,375181.0,3.5447940287226003,0.08244159218830083
PL,15,004: 6-10,18011,130475.0,7.244184109710733,0.014029247136276325
PL,15,005: 11-25,3958,58471.0,14.772865083375443,0.0030829915143735327
PL,15,006: 26-50,467,15977.0,34.21199143468951,0.00036375872592532587
PL,15,007: 51-100,99,6821.0,68.8989898989899,7.711373418973717e-05
PL,15,008: 101-250,20,2660.0,133.0,1.5578532159542865e-05
PL,16,001: 1,740846,740846.0,1.0,0.7555890536141187
PL,16,002: 2,144032,288064.0,2.0,0.14689827922422305
PL,16,003: 3-5,79797,282544.0,3.5407847412810005,0.08138498380398332
PL,16,004: 6-10,12859,92617.0,7.202504082743603,0.01311489788758251
PL,16,005: 11-25,2550,37739.0,14.799607843137254,0.0026007457510953728
PL,16,006: 26-50,311,10750.0,34.565916398713824,0.00031718899160418075
PL,16,007: 51-100,79,5218.0,66.0506329113924,8.05721232692292e-05
PL,16,008: 101-250,14,1824.0,130.28571428571428,1.4278604123660871e-05
PL,17,001: 1,620129,620129.0,1.0,0.7572485358836717
PL,17,002: 2,115334,230668.0,2.0,0.14083602385569358
PL,17,003: 3-5,68487,243667.0,3.557857695621067,0.08363047120367702
PL,17,004: 6-10,12245,88182.0,7.2014699877501025,0.014952547489144291
PL,17,005: 11-25,2435,35581.0,14.612320328542095,0.0029734138943296328
PL,17,006: 26-50,215,7359.0,34.22790697674419,0.00026253962516668215
PL,17,007: 51-100,67,4563.0,68.1044776119403,8.181467388915211e-05
PL,17,008: 101-250,12,1573.0,131.08333333333334,1.465337442790784e-05
PL,18,001: 1,382498,382498.0,1.0,0.7650832194870215
PL,18,002: 2,70247,140494.0,2.0,0.1405100181420682
PL,18,003: 3-5,38361,136136.0,3.548812596126274,0.07673074730519279
PL,18,004: 6-10,7002,50846.0,7.261639531562411,0.014005596638016734
PL,18,005: 11-25,1616,23699.0,14.665222772277227,0.003232368490007861
PL,18,006: 26-50,169,5856.0,34.650887573964496,0.00033803853639314884
PL,18,007: 51-100,44,3064.0,69.63636363636364,8.801003314377839e-05
PL,18,008: 101-250,6,734.0,122.33333333333333,1.2001368155969781e-05
PL,19,001: 1,248755,248755.0,1.0,0.7783761288182689
PL,19,002: 2,43668,87336.0,2.0,0.1366409872896471
PL,19,003: 3-5,22144,78244.0,3.5334176300578033,0.0692905107296406
PL,19,004: 6-10,3859,28215.0,7.311479657942472,0.012075148162286987
PL,19,005: 11-25,993,14930.0,15.035246727089627,0.003107183758784913
PL,19,006: 26-50,131,4436.0,33.86259541984733,0.0004099104455194598
PL,19,007: 51-100,25,1795.0,71.8,7.822718425943889e-05
PL,19,008: 101-250,7,842.0,120.28571428571429,2.190361159264289e-05
PL,20,001: 1,174057,174057.0,1.0,0.7724263106977074
PL,20,002: 2,31658,63316.0,2.0,0.14049117325972538
PL,20,003: 3-5,16077,56601.0,3.520619518566897,0.07134615555299151
PL,20,004: 6-10,2694,19685.0,7.306978470675575,0.011955373705278292
PL,20,005: 11-25,733,11285.0,15.395634379263301,0.0032528912123121713
PL,20,006: 26-50,97,3337.0,34.402061855670105,0.00043046445783667203
PL,20,007: 51-100,20,1297.0,64.85,8.875555831683959e-05
PL,20,008: 101-250,2,216.0,108.0,8.875555831683959e-06
PL,21,001: 1,45157,45157.0,1.0,0.7682767068751383
PL,21,002: 2,8415,16830.0,2.0,0.14316824608265138
PL,21,003: 3-5,4226,14878.0,3.5205868433506864,0.07189887200775813
PL,21,004: 6-10,733,5348.0,7.296043656207367,0.012470864453782942
PL,21,005: 11-25,202,2960.0,14.653465346534654,0.003436718444289433
PL,21,006: 26-50,38,1354.0,35.63157894736842,0.0006465113905098933
PL,21,007: 51-100,6,418.0,69.66666666666667,0.00010208074586998315
PL,22,001: 1,89819,89819.0,1.0,0.7545025368771211
PL,22,002: 2,17961,35922.0,2.0,0.15087698666039448
PL,22,003: 3-5,9452,33132.0,3.5052898857384682,0.07939921373609758
PL,22,004: 6-10,1351,9820.0,7.268689859363435,0.011348745001848057
PL,22,005: 11-25,390,5845.0,14.987179487179487,0.00327609959342764
PL,22,006: 26-50,58,1987.0,34.258620689655174,0.00048721481133026445
PL,22,007: 51-100,12,852.0,71.0,0.00010080306441315816
PL,22,008: 101-250,1,133.0,133.0,8.40025536776318e-06
PL,23,001: 1,164599,164599.0,1.0,0.787920709611638
PL,23,002: 2,28522,57044.0,2.0,0.13653226617138098
PL,23,003: 3-5,13234,46533.0,3.5161704700015113,0.06334997582610111
PL,23,004: 6-10,1951,14253.0,7.305484366991286,0.009339262720018381
PL,23,005: 11-25,515,7727.0,15.003883495145631,0.0024652589958018794
PL,23,006: 26-50,71,2440.0,34.36619718309859,0.00033987065767365716
PL,23,007: 51-100,8,464.0,58.0,3.829528537167968e-05
PL,23,008: 101-250,3,399.0,133.0,1.4360732014379879e-05
SI,0,001: 1,458280,458280.0,1.0,0.7564485805447394
SI,0,002: 2,83906,167812.0,2.0,0.13849736972852164
SI,0,003: 3-5,47947,173750.0,3.6237929380357476,0.07914253314868337
SI,0,004: 6-10,11707,87280.0,7.45536858289912,0.019323870848470943
SI,0,005: 11-25,3637,53536.0,14.71982403079461,0.0060033243594335714
SI,0,006: 26-50,300,10144.0,33.81333333333333,0.0004951876018229506
SI,0,007: 51-100,45,2877.0,63.93333333333333,7.42781402734426e-05
SI,0,008: 101-250,9,1324.0,147.11111111111111,1.4855628054688518e-05
SI,1,001: 1,1125470,1125470.0,1.0,0.7584269852212301
SI,1,002: 2,208577,417154.0,2.0,0.14055499062301838
SI,1,003: 3-5,114925,413078.0,3.594326734827061,0.07744517515042593
SI,1,004: 6-10,25983,193386.0,7.442789516222145,0.017509314648105432
SI,1,005: 11-25,8242,120718.0,14.646687697160884,0.005554084260081013
SI,1,006: 26-50,632,20946.0,33.142405063291136,0.00042588949919572923
SI,1,007: 51-100,108,7395.0,68.47222222222223,7.27785853055993e-05
SI,1,008: 101-250,16,2269.0,141.8125,1.0782012637866562e-05
SI,2,001: 1,645381,645381.0,1.0,0.7552741430943746
SI,2,002: 2,118776,237552.0,2.0,0.13900074780660948
SI,2,003: 3-5,68255,246573.0,3.612526554831148,0.0798772146017725
SI,2,004: 6-10,16694,124460.0,7.455373187971726,0.019536593957394918
SI,2,005: 11-25,5015,73340.0,14.624127617148554,0.005868936066630856
SI,2,006: 26-50,312,10187.0,32.65064102564103,0.0003651262318621789
