root,asset,asset_class,horizon_bars,horizon,beta_bps_per_full_ofi_high,beta_bps_per_full_ofi_low,corr_high,corr_low,hit_rate_high,hit_rate_low,n_high,n_low,nw_tstat_high,nw_tstat_low,r2_high,r2_low,abs_corr_high_minus_low,abs_nw_tstat_high_minus_low,abs_beta_bps_per_full_ofi_high_minus_low,abs_hit_rate_high_minus_low
ES,E-mini S&P 500,Equity,3,next_15m,-3.7646168220573104,-3.6754637100612078,-0.027716432911595916,-0.021595500479754615,0.48090169067000627,0.4689655172413793,1597,1595,-1.0087316025442565,-0.8876268058754999,0.000768200653342932,0.0004663656409710226,0.006120932431841301,0.12110479666875662,0.08915311199610265,0.011936173428626962
ES,E-mini S&P 500,Equity,6,next_30m,-0.6598667455829254,-11.112150492401382,-0.0035029986665525326,-0.047000856313048345,0.4887076537013802,0.4742462311557789,1594,1592,-0.14465719797642052,-1.445049585141167,1.22709996578374e-05,0.0022090804941599096,-0.04349785764649581,-1.3003923871647465,-10.452283746818456,0.014461422545601288
ES,E-mini S&P 500,Equity,12,next_60m,-2.00431909743467,-12.912074721478286,-0.007421329639737397,-0.03828493373523818,0.5088161209068011,0.47574039067422813,1588,1587,-0.2849172105820586,-1.1101451061659389,5.5076133621767553e-05,0.001465736151111563,-0.030863604095500787,-0.8252278955838803,-10.907755624043617,0.03307573023257293
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,0,same_bar,0.5424811554476962,0.28884709968838806,0.12333908812956315,0.06809391996908436,0.4198473282442748,0.3969335604770017,262,587,2.5734143602254234,1.7014705229996163,0.015212530660632217,0.004636781936756096,0.055245168160478794,0.871943837225807,0.2536340557593081,0.022913767767273108
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,1,next_5m,-0.13335000603548544,-0.1452584102857193,-0.03986305015138125,-0.043677620512996146,0.3489583333333333,0.31876606683804626,192,389,-0.5350051761013063,-0.8820160288454161,0.0015890627673714741,0.0019077345336774298,-0.003814570361614894,-0.3470108527441098,-0.011908404250233873,0.030192266495287057
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,3,next_15m,-0.09809721651395929,-0.38087246186830226,-0.01596420037789967,-0.06455248062608303,0.4897959183673469,0.42487046632124353,98,193,-0.14124790532453405,-0.8001329137177953,0.0002548556937058688,0.004167022754980931,-0.04858828024818336,-0.6588850083932613,-0.28277524535434295,0.0649254520461034
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,6,next_30m,,-0.1936774026014092,,-0.01975655284447318,,0.43023255813953487,43,86,,-0.18620655143977055,,0.00039032138029682084,,,,
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,12,next_60m,,,,,,,16,31,,,,,,,,
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,0,same_bar,1.133853166288261,0.2053646592594276,0.23037413638210233,0.0382251748691278,0.5105740181268882,0.4467564259485924,331,817,3.7157504573643316,1.2416899654234033,0.0530722427137994,0.0014611639937752718,0.19214896151297453,2.4740604919409286,0.9284885070288333,0.0638175921782958
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,1,next_5m,-0.06799094931131695,0.023556516954534812,-0.019139352673956014,0.006021136122056674,0.3127413127413127,0.3800978792822186,259,613,-0.3558295103561319,0.1433793920982509,0.00036631482077809085,3.6254080200359695e-05,0.01311821655189934,0.21245011825788102,0.04443443235678214,-0.06735656654090588
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,3,next_15m,-0.22960708516936945,-0.014225504149324088,-0.03773573770087102,-0.002148330960362137,0.3333333333333333,0.42382271468144045,153,361,-0.830307046488488,-0.04566812580272458,0.00142398589982895,4.6153259151138215e-06,0.035587406740508885,0.7846389206857634,0.21538158102004537,-0.09048938134810713
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,6,next_30m,0.35453535418195053,-0.8451609443535376,0.05062838548087749,-0.09616447533401908,0.3956043956043956,0.3764705882352941,91,170,0.5268431731220287,-1.4137678505810103,0.00256323341640019,0.009247606316267087,-0.04553608985314159,-0.8869246774589816,-0.4906255901715871,0.019133807369101474
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,12,next_60m,,,,,,,19,46,,,,,,,,
NIY,Nikkei 225,Equity,0,same_bar,1.7141472437066465,2.37527413880182,0.06691227793154211,0.04705249653406876,0.5239030779305829,0.4990151017728168,1527,1523,3.680671238966739,3.0413249557733684,0.004477252937987841,0.002213937430088575,0.019859781397473353,0.6393462831933707,-0.6611268950951734,0.024887976157766056
NIY,Nikkei 225,Equity,1,next_5m,0.021668286419078614,2.0122962916185654,0.0008453901613041981,0.04030437665945879,0.47706422018348627,0.4816031537450723,1526,1522,0.04334809917654543,1.9429199570216154,7.146845247829603e-07,0.00162444277790752,-0.03945898649815459,-1.89957185784507,-1.9906280051994867,-0.004538933561586023
NIY,Nikkei 225,Equity,3,next_15m,-0.7037334891501477,2.0564901530911306,-0.015598064708586493,0.023339243636054403,0.4881889763779528,0.49144736842105263,1524,1520,-0.7403429034435434,0.9740624884476625,0.00024329962265334792,0.0005447202935031648,-0.007741178927467909,-0.23371958500411916,-1.352756663940983,-0.003258392043099856
NIY,Nikkei 225,Equity,6,next_30m,0.7125187721449627,-0.03760667239294555,0.01112554379609606,-0.0002987068374937734,0.5036112934996717,0.4743083003952569,1523,1518,0.5218071054528476,-0.012238182016680222,0.00012377772475891113,8.922577487968653e-08,0.010826836958602287,0.5095689234361673,0.6749120997520172,0.02930299310441481
NIY,Nikkei 225,Equity,12,next_60m,-0.9831309824825104,4.015783471186245,-0.010643302373454703,0.022184872784383657,0.5092226613965745,0.5006613756613757,1518,1512,-0.5143865995135642,0.7760802400804803,0.00011327988541265377,0.0004921685804591958,-0.011541570410928953,-0.261693640566916,-3.032652488703734,0.008561285735198765
NQ,E-mini Nasdaq-100,Equity,0,same_bar,65.83232688959535,80.37690483155498,0.5250154095778383,0.23932957442185077,0.7747183979974969,0.631578947368421,1598,1596,11.195992340720824,7.1860347821539925,0.27564118029418516,0.05727864519294401,0.28568583515598756,4.009957558566832,-14.54457794195963,0.14313945062907585
NQ,E-mini Nasdaq-100,Equity,1,next_5m,1.9110080603719508,5.568645320215064,0.01523560628342803,0.016526972061371763,0.49029430181590483,0.5078369905956113,1597,1595,0.6455161724821685,0.812324038342661,0.0002321236988236386,0.0002731408055174356,-0.001291365777943733,-0.16680786586049245,-3.6576372598431135,-0.01754268877970644
NQ,E-mini Nasdaq-100,Equity,3,next_15m,-3.332011478733196,2.0796842373106537,-0.015576590545643048,0.0036037186116550345,0.4946708463949843,0.5097300690521029,1595,1593,-0.6859492416260229,0.16174706435295516,0.00024263017302650347,1.2986787831792412e-05,0.011972871933988013,0.5242021772730677,1.2523272414225421,-0.01505922265711862
NQ,E-mini Nasdaq-100,Equity,6,next_30m,-5.74788540830998,-6.5598125711995285,-0.019063570414877624,-0.008018900675580289,0.4943467336683417,0.5081761006289308,1592,1590,-0.80376163447482,-0.300226564765415,0.00036341971696296493,6.43027680448105e-05,0.011044669739297335,0.503535069709405,-0.8119271628895488,-0.013829366960589118
NQ,E-mini Nasdaq-100,Equity,12,next_60m,0.9324314444159234,16.088042229282635,0.0021518783743477445,0.013596185124807205,0.5037831021437579,0.49684343434343436,1586,1584,0.08312754079741656,0.515504069778109,4.630580537900997e-06,0.00018485624994790673,-0.01144430675045946,-0.43237652898069245,-15.155610784866711,0.006939667800323512
RTY,E-mini Russell 2000,Equity,0,same_bar,15.333963157371569,-1.1810604996836997,0.274441156436959,-0.0076996995051705815,0.6072545340838024,0.4805276381909548,1599,1592,8.791291003639083,-0.41413519893181905,0.07531794834645522,5.928537246990828e-05,0.2667414569317884,8.377155804707265,14.15290265768787,0.12672689589284758
RTY,E-mini Russell 2000,Equity,1,next_5m,-1.3297923591618228,5.923793311356377,-0.02382600184274497,0.03860253424637279,0.49123904881101377,0.502828409805154,1598,1591,-1.1084992359072967,1.866794461482159,0.0005676783638104421,0.001490155650242353,-0.01477653240362782,-0.7582952255748623,-4.594000952194554,-0.011589360994140208
RTY,E-mini Russell 2000,Equity,3,next_15m,-0.19703858020223933,11.8443666962286,-0.002031929771590155,0.04423971968584773,0.5087719298245614,0.5103838892385147,1596,1589,-0.09162089240605702,1.6756212915965543,4.1287385966759516e-06,0.0019571527978825554,-0.042207789914257575,-1.5840003991904972,-11.64732811602636,-0.0016119594139533122
RTY,E-mini Russell 2000,Equity,6,next_30m,-0.37305823587333026,22.49855749604657,-0.002718503063453379,0.05913909303896784,0.5153797865662273,0.5119798234552333,1593,1586,-0.111419816305817,1.7975702259727564,7.3902589058372214e-06,0.0034974323254717277,-0.05642058997551446,-1.6861504096669393,-22.12549926017324,0.0033999631109939976
RTY,E-mini Russell 2000,Equity,12,next_60m,0.2484333209734569,41.631824762038804,0.0012614853768455655,0.07603222971955877,0.5078764965343415,0.4911392405063291,1587,1580,0.05411792472400772,1.8944420411519776,1.5913453559335267e-06,0.0057808999561277385,-0.0747707443427132,-1.8403241164279698,-41.38339144106535,0.016737256028012404
SR3,Three-Month SOFR,Rates,0,same_bar,0.44937186869566653,0.2983602651294698,0.35580641108616146,0.18600305667067632,0.3702770780856423,0.30592734225621415,1588,1569,11.609103224925986,8.104424521323676,0.12659820217001427,0.034597137090835006,0.16980335441548514,3.504678703602311,0.15101160356619675,0.06434973582942816
SR3,Three-Month SOFR,Rates,1,next_5m,0.0008627824953273949,-0.12919080262133373,0.0006844073289540202,-0.08091786286756453,0.2380050505050505,0.22208040842373963,1584,1567,0.031277409510047205,-3.5708740769142238,4.6841339196301846e-07,0.006547700531054024,-0.08023345553861051,-3.5395966674041768,-0.12832802012600633,0.015924642081310864
SR3,Three-Month SOFR,Rates,3,next_15m,-0.0020388871775123794,-0.12526124619623846,-0.0010878406537034278,-0.05283028919535532,0.31241997439180536,0.2977346278317152,1562,1545,-0.04686615600663989,-1.8079249877434185,1.1833972878294574e-06,0.002791039456464972,-0.051742448541651886,-1.7610588317367786,-0.12322235901872608,0.014685346560090129
SR3,Three-Month SOFR,Rates,6,next_30m,0.038340413324776376,-0.0812330241151751,0.014739235260085207,-0.024571228687665248,0.3565387117761874,0.3460526315789474,1537,1520,0.5582574739306412,-0.8792231202337261,0.00021724505605202893,0.0006037452792214681,-0.009831993427580041,-0.3209656463030849,-0.04289261079039873,0.01048608019724001
SR3,Three-Month SOFR,Rates,12,next_60m,-0.04888774766220961,-0.0799739550298325,-0.013156418080148015,-0.016955266553755805,0.3737508327781479,0.3719676549865229,1501,1484,-0.4772676639736977,-0.48953685452573115,0.00017309133669973775,0.00028748106390896755,-0.0037988484736077906,-0.01226919055203346,-0.031086207367622888,0.0017831777916250124
TN,Ultra 10-Year U.S. Treasury Note,Rates,0,same_bar,2.749408258820514,0.7216401159330035,0.3145919603841534,0.0726175942917647,0.5028319697923223,0.3879641485275288,1589,1562,11.701291804042908,4.3276893803447445,0.09896810153834479,0.005273315000723255,0.24197436609238868,7.373602423698164,2.0277681428875107,0.11486782126479345
TN,Ultra 10-Year U.S. Treasury Note,Rates,1,next_5m,-0.02702449987113085,0.0026808122299451227,-0.0031077449005000096,0.0002700699212497563,0.3656998738965952,0.36346153846153845,1586,1560,-0.12940377978154596,0.013163873889412774,9.658078366503453e-06,7.29377624963945e-08,0.0028376749792502535,0.11623990589213319,0.024343687641185725,0.0022383354350567486
TN,Ultra 10-Year U.S. Treasury Note,Rates,3,next_15m,-0.518391879940375,-0.2318922140497448,-0.036236706212797246,-0.01431017424383789,0.3949367088607595,0.40964630225080384,1580,1555,-1.5875469583449107,-0.5595552254204368,0.0013130988771522523,0.0002047810868889277,0.021926531968959356,1.0279917329244739,0.28649966589063025,-0.014709593390044351
TN,Ultra 10-Year U.S. Treasury Note,Rates,6,next_30m,-0.836999104081793,-0.6846340795866286,-0.04268658004478702,-0.030738361239687654,0.41348600508905853,0.4372574385510996,1572,1546,-2.1818674699438843,-0.9484220944066558,0.0018221441159200769,0.0009448468517015973,0.01194821880509937,1.2334453755372285,0.15236502449516443,-0.02377143346204108
TN,Ultra 10-Year U.S. Treasury Note,Rates,12,next_60m,-0.3438582602432706,-1.4294301019801445,-0.012592335793050156,-0.04627523299871171,0.4418006430868167,0.45192936559843033,1555,1529,-0.6769971564105144,-1.2742234112010626,0.0001585669207251339,0.0021413971890850148,-0.033682897205661554,-0.5972262547905482,-1.0855718417368738,-0.01012872251161362
UB,Ultra U.S. Treasury Bond,Rates,0,same_bar,4.900622968745341,2.1867617375890167,0.3497737740274057,0.13242916304972965,0.5218216318785579,0.4216250799744082,1581,1563,11.944430025278846,7.043906497321661,0.12234169299737452,0.017537483226051864,0.21734461097767607,4.900523527957185,2.7138612311563244,0.10019655190414972
UB,Ultra U.S. Treasury Bond,Rates,1,next_5m,-0.09803740140046659,0.12732426885449652,-0.007008235365822572,0.007796735271386307,0.3400886637112096,0.3555413196668802,1579,1561,-0.3305961237658348,0.36429806864603476,4.91153629427199e-05,6.078908089202084e-05,-0.0007884999055637349,-0.03370194488019995,-0.029286867454029933,-0.01545265595567058
UB,Ultra U.S. Treasury Bond,Rates,3,next_15m,-0.2966016535465017,0.02709947060741001,-0.013155479207098484,0.0010349492821077819,0.3898412698412698,0.39948619139370584,1575,1557,-0.6229947262601102,0.044235830803817815,0.0001730666331684061,1.0711200165713919e-06,0.012120529924990702,0.5787588954562924,0.2695021829390917,-0.009644921552436014
UB,Ultra U.S. Treasury Bond,Rates,6,next_30m,-0.3152627705356173,0.5055160773850885,-0.010242739559845752,0.014144086265854545,0.40382165605095544,0.42783505154639173,1570,1552,-0.4506418832039243,0.5276066329171218,0.00010491371369081293,0.00020005517629573255,-0.003901346706008793,-0.07696474971319756,-0.19025330684947123,-0.024013395495436296
UB,Ultra U.S. Treasury Bond,Rates,12,next_60m,-0.10450078338033505,0.03309838425148506,-0.002427554213576212,0.0006614983593599623,0.43774069319640563,0.4487678339818418,1558,1542,-0.0992884226129826,0.020623141840800475,5.893019459746185e-06,4.375800793932072e-07,0.0017660558542162497,0.07866528077218213,0.07140239912884999,-0.011027140785436151
YM,E-mini Dow,Equity,0,same_bar,12.722659172370895,16.395522729627597,0.26275563287675896,0.16229067811901288,0.6409290646578782,0.5773847125710676,1593,1583,11.457370171409528,8.694882499655968,0.06904052260846616,0.026338264204329054,0.10046495475774608,2.7624876717535596,-3.6728635572567025,0.06354435208681064
YM,E-mini Dow,Equity,1,next_5m,0.9342252833300839,1.0563905320820723,0.019164269282191927,0.010395134625632903,0.47550251256281406,0.5031605562579013,1592,1582,1.0363828614514212,0.47664568339765945,0.00036726921712004756,0.0001080588238848712,0.008769134656559024,0.5597371780537618,-0.12216524875198842,-0.027658043695087287
YM,E-mini Dow,Equity,3,next_15m,-0.4000238005155246,4.697077534932366,-0.0048174728848380316,0.027180786300246812,0.49245283018867925,0.5101265822784811,1590,1580,-0.20137573483943064,1.0409976419032996,2.3208044996225752e-05,0.0007387951438998508,-0.02236331341540878,-0.839621907063869,-4.297053734416841,-0.01767375208980182
YM,E-mini Dow,Equity,6,next_30m,0.13186436341747068,-5.844507123071217,0.0012050720270377778,-0.025501003773317182,0.4896030245746692,0.47939124920735576,1587,1577,0.04898812184039729,-1.0320527333105927,1.4521985903792611e-06,0.0006503011934468894,-0.024295931746279406,-0.9830646114701954,-5.712642759653747,0.010211775367313436
YM,E-mini Dow,Equity,12,next_60m,1.8812511462833386,-0.5744741239409741,0.012198716423982844,-0.001752772207964778,0.5072738772928527,0.5060471037555697,1581,1571,0.4501711411067521,-0.06155427408077479,0.0001488086823927537,3.0722104129576877e-06,0.010445944216018065,0.3886168670259773,1.3067770223423645,0.0012267735372829547
ZB,U.S. Treasury Bond,Rates,0,same_bar,4.144128211863639,1.765750165156911,0.33443286451651,0.10882797871603826,0.5139771283354511,0.39345314505776635,1574,1558,11.993872545136645,6.373199197191059,0.11184534086871822,0.01184352895141838,0.22560488580047172,5.620673347945586,2.378378046706728,0.12052398327768471
ZB,U.S. Treasury Bond,Rates,1,next_5m,-0.22147269779933432,-0.3580868866858364,-0.017915713070933446,-0.022069967392883964,0.32633587786259544,0.352827763496144,1572,1556,-0.8594229134553569,-1.0115294037206723,0.0003209727748398894,0.00048708346072301456,-0.004154254321950518,-0.15210649026531542,-0.13661418888650206,-0.02649188563354854
ZB,U.S. Treasury Bond,Rates,3,next_15m,-0.9324761735392386,-0.8489693604364802,-0.047242524396759605,-0.03294183904265851,0.36543367346938777,0.3904639175257732,1568,1552,-2.3126043972166404,-1.2389846581745076,0.0022318561113783275,0.0010851647595124803,0.014300685354101096,1.0736197390421327,0.08350681310275843,-0.02503024405638543
ZB,U.S. Treasury Bond,Rates,6,next_30m,-0.7356150996051102,-0.6930266047569255,-0.02756095860918026,-0.019922772439319798,0.39475367882277673,0.4320827943078913,1563,1546,-1.3371054337560333,-0.6894350433828327,0.000759606439456828,0.0003969168616689833,0.007638186169860461,0.6476703903732006,0.04258849484818472,-0.03732911548511458
ZB,U.S. Treasury Bond,Rates,12,next_60m,-1.1971422201224293,-3.1086789305249147,-0.03251073281344619,-0.06465300587269666,0.4272844272844273,0.4420572916666667,1554,1536,-1.4384459369578058,-2.2208692348352184,0.001056947748067083,0.004180011168375075,-0.03214227305925047,-0.7824232978774126,-1.9115367104024854,-0.014772864382239403
ZF,5-Year U.S. Treasury Note,Rates,0,same_bar,2.0456277508408682,0.16300215132190188,0.3496892805295737,0.027039307173077707,0.5509693558474046,0.391304347826087,1599,1587,10.43212759634078,1.4982839620031143,0.12228259291729104,0.0007311241324000628,0.322649973356496,8.933843634337666,1.8826255995189665,0.1596650080213176
ZF,5-Year U.S. Treasury Note,Rates,1,next_5m,-0.3797768910182471,-0.14168603820555628,-0.06485202319945445,-0.023557524900256928,0.3406386975579211,0.36971608832807573,1597,1585,-3.0991942805212602,-1.16176567836391,0.004205784913062449,0.0005549569794263132,0.04129449829919752,1.9374286021573501,0.2380908528126908,-0.029077390770154643
ZF,5-Year U.S. Treasury Note,Rates,3,next_15m,-0.5502053086322217,-0.45372360880870416,-0.057452404012629486,-0.0461114815417956,0.4005021971123666,0.3963337547408344,1593,1582,-2.895923425985245,-2.3361713466828666,0.0033007787268305444,0.0021262687299793415,0.011340922470833889,0.5597520793023785,0.09648169982351756,0.004168442371532244
ZF,5-Year U.S. Treasury Note,Rates,6,next_30m,-0.3893199075406161,-0.6046877700776367,-0.029052622283349896,-0.04413937437897949,0.4209199747952111,0.4289340101522843,1587,1576,-1.469282515653684,-2.015257034160892,0.0008440548615390453,0.00194828437056771,-0.015086752095629593,-0.545974518507208,-0.21536786253702067,-0.00801403535707318
ZF,5-Year U.S. Treasury Note,Rates,12,next_60m,-0.864392558225537,-0.334099569447568,-0.04592297855840581,-0.017531107619624824,0.4289340101522843,0.4536741214057508,1576,1565,-2.155280889784907,-0.6214619274978915,0.002108919959675881,0.000307339734371026,0.028391870938780987,1.5338189622870155,0.5302929887779689,-0.024740111253466535
ZN,10-Year U.S. Treasury Note,Rates,0,same_bar,3.1985018034171295,0.3392588703269123,0.365977667795505,0.037616529696756065,0.5272385723231058,0.3653483992467043,1597,1593,10.683103466302434,2.0857296897082946,0.1339396533250371,0.0014150033064268541,0.32836113809874895,8.59737377659414,2.859242933090217,0.16189017307640147
ZN,10-Year U.S. Treasury Note,Rates,1,next_5m,-0.20321635112949563,-0.07526455595788176,-0.02325267985268496,-0.008341228219274624,0.3347962382445141,0.3595223130106851,1595,1591,-1.1320174816088568,-0.3768422630708691,0.0005406871203312846,6.957608820601369e-05,0.014911451633410336,0.7551752185379877,0.12795179517161387,-0.024726074766171002
ZN,10-Year U.S. Treasury Note,Rates,3,next_15m,-0.6613626602434253,-0.5019593903287962,-0.04712552966424733,-0.03480010669609443,0.360779384035198,0.3929471032745592,1591,1588,-2.267225359185967,-1.621284384207365,0.002220815546135846,0.0012110474260595971,0.0123254229681529,0.645940974978602,0.15940326991462905,-0.03216771923936118
ZN,10-Year U.S. Treasury Note,Rates,6,next_30m,-0.7043635342297238,-0.2681211122210664,-0.0362822632435319,-0.013562458622611491,0.39747634069400634,0.42604298356510745,1585,1582,-1.6877190668385664,-0.5889396876508083,0.001316402626073021,0.0001839402838902382,0.02271980462092041,1.098779379187758,0.43624242200865737,-0.02856664287110111
ZN,10-Year U.S. Treasury Note,Rates,12,next_60m,-0.9924544973690597,-0.2685834718474652,-0.036705346930283225,-0.009793875036118416,0.41232528589580686,0.4407643312101911,1574,1570,-1.5632070733385124,-0.3929129836778144,0.0013472824932726502,9.591998822311432e-05,0.02691147189416481,1.170294089660698,0.7238710255215944,-0.028439045314384237
ZQ,30-Day Fed Funds,Rates,0,same_bar,0.11607933179734188,0.06602251546781583,0.2629416523177842,0.12299103703515303,0.22118742724097787,0.16927899686520376,859,957,7.86153398247635,4.68470661789008,0.06913831252360647,0.015126795190982478,0.1399506152826312,3.17682736458627,0.05005681632952605,0.05190843037577411
ZQ,30-Day Fed Funds,Rates,1,next_5m,0.02070401750303932,-0.009671831366754655,0.0506754169904428,-0.018886155357147095,0.14901477832512317,0.13449023861171366,812,922,1.1920326077108214,-0.5504794828424043,0.0025679978871551157,0.00035668686417433815,0.03178926163329571,0.6415531248684171,0.011032186136284665,0.014524539713409501
ZQ,30-Day Fed Funds,Rates,3,next_15m,-0.010176610942552637,0.00640948649215136,-0.01668553908819884,0.0081420004336872,0.17473684210526316,0.16856060606060605,475,528,-0.3465743983701759,0.15218579439440977,0.0002784072146639893,6.629217106213225e-05,0.00854353865451164,0.19438860397576613,0.003767124450401277,0.006176236044657113
ZQ,30-Day Fed Funds,Rates,6,next_30m,-0.03623848703243727,0.05253828174397377,-0.043853758439750166,0.04615482206092009,0.1875,0.18253968253968253,240,252,-0.5463510294319079,0.5281363336460277,0.0019231521292919496,0.0021302675994749887,-0.00230106362116992,0.018214695785880197,-0.016299794711536503,0.0049603174603174705
ZQ,30-Day Fed Funds,Rates,12,next_60m,0.13047845541175834,0.6282616377769152,0.11621373942761594,0.33164074024237267,0.19718309859154928,0.1643835616438356,71,73,0.9330117530585722,1.247044013711789,0.013505633231750136,0.10998558058850905,-0.21542700081475674,-0.3140322606532169,-0.4977831823651569,0.032799536947713676
ZT,2-Year U.S. Treasury Note,Rates,0,same_bar,0.5616724995441177,0.12915027572723425,0.2961305614530758,0.05777182829150721,0.48988621997471554,0.3717948717948718,1582,1560,12.482033271613027,3.6407429240276445,0.08769330942651388,0.003337584144143535,0.2383587331615686,8.841290347585382,0.43252222381688343,0.11809134817984374
ZT,2-Year U.S. Treasury Note,Rates,1,next_5m,-0.030410146879508704,-0.08205716845974784,-0.016063860647809434,-0.0367159417553378,0.34050632911392403,0.32947976878612717,1580,1557,-0.8397230258971184,-1.5911393647861658,0.00025804761891212724,0.001348060378981275,-0.020652081107528367,-0.7514163388890474,-0.051647021580239136,0.011026560327796864
ZT,2-Year U.S. Treasury Note,Rates,3,next_15m,-0.05830778478648346,-0.25516495582656734,-0.019128600446451892,-0.07114482635105833,0.3926302414231258,0.3849129593810445,1574,1551,-0.8051237122898026,-2.312842916292351,0.00036590335504005367,0.005061586316522204,-0.05201622590460644,-1.5077192040025484,-0.19685717104008388,0.00771728204208133
ZT,2-Year U.S. Treasury Note,Rates,6,next_30m,0.030498828851340257,-0.22773158603618954,0.007138027492063894,-0.04570218314226909,0.4472843450479233,0.42412451361867703,1565,1542,0.305552922436125,-1.4719960432389012,5.095143647748657e-05,0.0020886895439695685,-0.0385641556502052,-1.1664431208027763,-0.19723275718484928,0.02315983142924627
ZT,2-Year U.S. Treasury Note,Rates,12,next_60m,-0.07548666034503611,-0.2743065102145742,-0.012411368008268272,-0.038440413583084275,0.4420103092783505,0.45609436435124506,1552,1526,-0.4579849150073025,-1.2187055740621406,0.00015404205583680053,0.0014776653964385655,-0.026029045574816,-0.7607206590548381,-0.1988198498695381,-0.014084055072894563
