root,target_months,horizon,horizon_bars,n,mean_forward_return_bp,median_forward_return_bp,mean_initial_funding_paid_bp,mean_path_funding_paid_bp,mean_excess_after_initial_funding_bp,mean_excess_after_path_funding_bp,median_excess_after_path_funding_bp,path_excess_hac_t,initial_excess_hac_t,positive_path_excess_fraction,contango_fraction,avg_abs_funding_share_of_abs_return
SI,3,1h,1,58194,0.17100908876035714,0.0,0.05733837217534662,0.05733837217534662,0.11367071658501049,0.11367071658501049,-0.031087193771203725,0.6418210017371201,0.6418210017371201,0.4813554661992645,0.987850981200811,0.0058641970603764875
SI,3,4h,4,58026,0.7262609646939538,0.0,0.22982853310197301,0.22917902093247866,0.4964324315919809,0.49708194376147535,-0.0893688132257831,0.8560118370826716,0.8549106718604991,0.49750112018750214,0.987815806707338,0.015760842342931777
SI,3,1d,24,56927,3.5628624017337454,4.151961861595943,1.3756200387007913,1.3708387168503988,2.1872423630329547,2.1920236848833485,2.68084141663828,0.6099123128783328,0.6086223302905933,0.5083703690691588,0.987914346443691,0.039417608036071146
SI,3,3d,72,54590,10.39377424504082,13.506671356136035,4.115292715841859,4.101908721745974,6.2784815291989675,6.29186552329485,9.457265622752068,0.582708063639683,0.5815308208141876,0.5153507968492398,0.9880197838431948,0.07184794853897529
SI,3,1w,168,51006,18.01663016363592,19.845496105754812,9.557112154734257,9.526371544961187,8.459518008901671,8.490258618674732,10.741064410009107,0.34853321597522713,0.34734644561142597,0.5112535780104301,0.989118927185037,0.11908588796798017
SI,3,1m,720,38927,109.62400069038559,-20.39513797966741,41.33671596937546,41.22175526457282,68.2872847210101,68.40224542581274,-62.29000647170646,0.6772723160949559,0.6764673326945109,0.47342461530557195,0.9939116808384926,0.25947839658400595
SI,6,1h,1,48133,0.20237788286407177,0.0,0.05653056502632178,0.05653056502632178,0.14584731783774998,0.14584731783774998,-0.030383699665204697,0.7227196613663135,0.7227196613663135,0.4824964161801675,0.9923337419234205,0.005731674279177053
SI,6,4h,4,46285,0.7596408242978082,0.0,0.2295100505194506,0.2291229434831593,0.5301307737783575,0.5305178808146488,-0.02125677651620199,0.7869349585042765,0.7863595176838234,0.4996435130171762,0.992222102192935,0.015825566467879665
SI,6,1d,24,35389,3.3109197233467014,5.9154098146141365,1.3623345283647108,1.3603265406110077,1.9485851949819895,1.9505931827356935,4.701764104126715,0.3863315111558608,0.3859362905756555,0.5115996496086355,0.9916075616717059,0.037709169643563335
SI,6,3d,72,24987,-0.860529486747041,16.438392102431365,4.149871889869942,4.134877138960754,-5.010401376616981,-4.995406625707797,12.320364474008105,-0.2633992821730811,-0.2641959916954149,0.5177492295993917,0.9905951094569176,0.06586566426954689
SI,6,1w,168,17373,26.685538125428234,29.96577584772009,9.939369044519177,9.83636944704091,16.746169080909063,16.849168678387333,20.24500490656806,0.308082907800832,0.3061949368826035,0.5210383929085363,0.9892937316525643,0.11793665895550057
SI,6,1m,720,4957,249.2702347131089,2.9740387151866443,44.71958459648019,43.662614485474634,204.55065011662867,205.60762022763424,-35.92799553521069,0.689221045465907,0.6859254850206448,0.47690135162396613,0.9820455920919912,0.4192754016304423
