strategy,split,cost_bps,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,avg_exec_gross,avg_leg_gross,annual_turnover
selected_pre2023_event_20D_agree_60D_carry,full,0.0,58691,9.944558521560575,0.2300523078495851,0.17613880661998293,0.17613880661998293,0.0,0.017869868133206537,0.01771207904685767,0.02813900340472227,0.6294494084280625,1.9849683373732159,-0.03946482340401836,0.4986668641682714,0.13045386359056654,0.2300523078495851,0.2201732932817128,34.23678966611068
selected_pre2023_event_60D_pure,full,0.0,58691,9.944558521560575,0.3701930449302278,0.1333440676406436,0.1333440676406436,0.0,0.013499047238513426,0.013408746838941448,0.021331857459767675,0.6285784941246032,1.9822219096321065,-0.03274626659800883,0.49003543977539465,0.06137251697917042,0.3701930449302278,0.3587330536105595,25.551640320907808
selected_pre2023_event_120D_agree_60D_carry,full,0.0,58691,9.944558521560575,0.28264981002197953,0.13228850353200305,0.13228850353200305,0.0,0.013391475198941169,0.013302601945093018,0.02440836608848282,0.5450017382101583,1.718662659263055,-0.04955431294437096,0.5035867140876484,0.07974471247935565,0.28264981002197953,0.2588758855405193,13.627304970242019
selected_pre2023_event_252D_pure,full,0.0,58691,9.944558521560575,0.21584229268542024,0.11923247029911019,0.11923247029911019,0.0,0.01206188462326333,0.01198971980914034,0.022688942711732104,0.5284388947282519,1.6664317421341368,-0.04388041716044,0.49029049573729083,0.09412099013191517,0.21584229268542024,0.21584229268542024,8.352960991702284
selected_pre2023_event_120D_carry_tailwind,full,0.0,58691,9.944558521560575,0.3317885195345113,0.10426485311965258,0.10426485311965258,0.0,0.01053976971549503,0.010484613559626432,0.024340520598531618,0.4307473012824111,1.3583613599539424,-0.0468988490851967,0.500436501823037,0.05354329231225418,0.3317885195345113,0.3047726625776899,15.162875927196712
selected_pre2023_event_60D_agree_120D,full,0.0,58691,9.944558521560575,0.38482901978156786,0.1031206598165435,0.1031206598165435,0.0,0.01042350650285899,0.010369556335051969,0.024274827982949505,0.4271732159064313,1.3470904838336428,-0.05770960347742349,0.4948197998760294,0.04565689356970844,0.38482901978156786,0.3651517630017364,24.730691092822553
selected_pre2023_event_20D_pure,full,0.0,58691,9.944558521560575,0.44814366768329045,0.10244213728403707,0.10244213728403707,0.0,0.010354567119947053,0.010301325801636601,0.02985542488754082,0.3450403348952344,1.0880844921184245,-0.09286056145103116,0.48684510683598203,0.03894842114061177,0.44814366768329045,0.418269058451783,63.2542386025246
selected_pre2023_event_120D_pure,full,0.0,58691,9.944558521560575,0.517592135080336,0.07309675305653472,0.07309675305653472,0.0,0.007377507861178816,0.007350427160547679,0.030428236062337178,0.24156599631635356,0.7617782265797096,-0.11024611962180864,0.49835407202580817,0.024062398135668805,0.517592135080336,0.48386939401941764,22.083456466361586
selected_pre2023_event_120D_agree_60D,full,0.0,58691,9.944558521560575,0.5162461024688624,0.06930195089708616,0.06930195089708616,0.0,0.00699317013067818,0.00696883132085091,0.03046850891262114,0.22872242750166788,0.7212760399151894,-0.10920093918413831,0.4985973134426879,0.02287268586325825,0.5162461024688624,0.48405390590580066,21.987065382321003
selected_pre2023_event_20D_agree_60D_carry,full,0.25,58691,9.944558521560575,0.2300523078495851,0.16762706265935795,0.17613880661998293,0.00851174396062495,0.016999025957307744,0.0168561593052049,0.028129209243927356,0.5992404251052266,1.8897043263229654,-0.0395062483074331,0.4929640053325433,0.126162755923155,0.2300523078495851,0.2201732932817128,34.23678966611068
