variant,cost_multiplier,observations,active_bars,gross_return,cost_return,net_return,mean_net_bps,tstat,annualized_sharpe,hit_rate,max_drawdown,gross_to_cost,turnover
cost_0.0,0.0,242162,33646,4.026672517604476,0.0,4.026672517604476,0.16628011486544034,9.860262188213433,5.692182692978869,0.07145216838314847,-0.07371874281441593,inf,1527.1666666666665
cost_1.0,1.0,242162,33646,4.026672517604476,0.3565176666522032,3.6701548509522737,0.15155783529010636,9.019132924325648,5.206611280467817,0.07127460129995623,-0.07499946534731952,11.294454368603986,1527.1666666666665
cost_2.0,2.0,242162,33646,4.026672517604476,0.7130353333044064,3.31363718430007,0.13683555571477232,8.167883857427581,4.715197856207794,0.0710474806121522,-0.07628018788022312,5.647227184301993,1527.1666666666665
cost_3.0,3.0,242162,33646,4.026672517604476,1.0695529999566094,2.9571195176478673,0.12211327613943836,7.307681805903127,4.218616007095769,0.07089056086421486,-0.07756091041312671,3.764818122867996,1527.1666666666665
