feature,root,month,spearman_ic,pvalue,observations
rv_z_GC,SI,2026-03,-0.0484902599735248,9.442234300913856e-07,10214
rv_z_GC,SI,2026-04,0.0541352950346985,7.672823814667866e-06,6823
rv_z_GC,SI,2026-05,-0.06312624899106262,3.5296578319360454e-07,6498
rv_z_GC,SI,2026-06,0.050385946616366716,0.0005767988453618648,4664
rv_z_GC,HG,2023-07,0.029424823530141458,0.09790503443081951,3165
rv_z_GC,HG,2023-08,0.09173996666415632,9.45844035516573e-09,3901
rv_z_GC,HG,2023-09,-0.0690976674015164,1.945880394087239e-05,3814
rv_z_GC,HG,2023-10,-0.06277150101638927,1.8018744578484568e-05,4660
rv_z_GC,HG,2023-11,-0.052642646678832186,0.0006444761325640157,4198
rv_z_GC,HG,2023-12,0.05723104550211538,0.00033176855621471884,3929
rv_z_GC,HG,2024-01,-0.06340017762258364,2.2210980080341715e-05,4469
rv_z_GC,HG,2024-02,-0.01749536335207978,0.2702441287394201,3973
rv_z_GC,HG,2024-03,-0.06179359012542771,4.489557288855525e-06,5503
rv_z_GC,HG,2024-04,-0.0391551193805293,0.0005104107234964899,7874
rv_z_GC,HG,2024-05,0.0015582314737429563,0.8994347459711539,6580
rv_z_GC,HG,2024-06,0.02292079376487827,0.11913909591850215,4624
rv_z_GC,HG,2024-07,0.02362350203936859,0.0791513079523839,5524
rv_z_GC,HG,2024-08,-0.12244558634400074,6.874378294868565e-20,5520
rv_z_GC,HG,2024-09,-0.031237356971892224,0.02256166789268155,5331
rv_z_GC,HG,2024-10,0.01806319725060734,0.16972335844891348,5780
rv_z_GC,HG,2024-11,0.06593312220831121,9.794373234117134e-07,5504
rv_z_GC,HG,2024-12,0.05362675068718567,0.0005199835397887932,4184
rv_z_GC,HG,2025-01,-0.02219522536959382,0.1269046808809899,4731
rv_z_GC,HG,2025-02,0.05695542827464493,3.3478367984470403e-05,5299
rv_z_GC,HG,2025-03,-0.024129347714930027,0.0737183704197176,5494
rv_z_GC,HG,2025-04,0.03573320839751117,0.001113661296584572,8321
rv_z_GC,HG,2025-05,0.0852152251345075,3.150234057925192e-13,7290
rv_z_GC,HG,2025-06,-0.016583802870136947,0.17498129327423695,6691
rv_z_GC,HG,2025-07,0.06648572639933767,5.3591248842282554e-08,6680
rv_z_GC,HG,2025-08,-0.02777931715837721,0.03181599059486978,5972
rv_z_GC,HG,2025-09,-0.005866482355875548,0.578439017673742,8974
rv_z_GC,HG,2025-10,-0.04348996067252692,5.5908505323905954e-08,15585
rv_z_GC,HG,2025-11,0.02972647567755558,0.005607609034457195,8681
rv_z_GC,HG,2025-12,-0.021739727660779248,0.01633831541346766,12200
rv_z_GC,HG,2026-01,0.00879234164079381,0.23166197569292407,18508
rv_z_GC,HG,2026-02,0.03846883755418945,0.0002650367404315652,8985
rv_z_GC,HG,2026-03,-0.05565428668226344,1.81954892915488e-08,10214
rv_z_GC,HG,2026-04,-0.07460534299640297,6.829855743196328e-10,6823
rv_z_GC,HG,2026-05,-0.03486518173524658,0.004941816489754497,6498
rv_z_GC,HG,2026-06,0.038133639789574854,0.009200080943343795,4664
rv_z_GC,PL,2023-07,-0.09497519910998796,8.64410748958598e-08,3165
rv_z_GC,PL,2023-08,-0.044320036609653855,0.0056295377955859925,3901
rv_z_GC,PL,2023-09,-0.06827691393068246,2.44128266146949e-05,3814
rv_z_GC,PL,2023-10,-0.03595898294385425,0.014094484504058653,4660
rv_z_GC,PL,2023-11,0.04899007000878683,0.001497721845796643,4198
rv_z_GC,PL,2023-12,0.051356260771281914,0.00128101083108247,3929
rv_z_GC,PL,2024-01,-0.04295969621801521,0.004073628163703791,4469
rv_z_GC,PL,2024-02,-0.05250622325228025,0.0009302938441446162,3973
rv_z_GC,PL,2024-03,0.05200055262611782,0.00011373530684203662,5503
rv_z_GC,PL,2024-04,0.024694540912914033,0.028432244322489718,7874
rv_z_GC,PL,2024-05,0.010621046372815322,0.38901219013247196,6580
rv_z_GC,PL,2024-06,0.02888482567062111,0.049524655224800616,4624
rv_z_GC,PL,2024-07,0.12579933521184047,6.288674881042149e-21,5524
rv_z_GC,PL,2024-08,-0.04034682652408221,0.0027159895729885336,5520
