feature,root,horizon,spearman_ic,pvalue,observations,bh_qvalue
rv_z_GC,PA,50,-0.018953774445959692,1.5664433877133797e-20,240113,1.2297312576441485e-19
rv_z_SI,GC,1,0.054649513927300004,3.094728588636663e-158,240162,9.284185765909989e-157
rv_z_SI,GC,2,0.0531082819662825,1.5485289495798805e-149,240161,4.19601392789387e-148
rv_z_SI,GC,5,0.054113820978940616,3.506805123641955e-155,240158,1.0157642427100834e-153
rv_z_SI,GC,10,0.05207775684438923,7.442024101420359e-144,240153,1.894333407634273e-142
rv_z_SI,GC,20,0.05214191434302652,3.368544785632465e-144,240143,8.84243006228522e-143
rv_z_SI,GC,50,0.04824040263649897,1.1234536522257357e-123,240113,2.6213918551933835e-122
rv_z_SI,SI,1,-0.0822749263297937,0.0,240162,0.0
rv_z_SI,SI,2,-0.08095801622535623,0.0,240161,0.0
rv_z_SI,SI,5,-0.07812154539546798,0.0,240158,0.0
rv_z_SI,SI,10,-0.07350555975772186,6.626243827035327e-285,240153,2.5300203703225797e-283
rv_z_SI,SI,20,-0.06501144278072493,3.44341078480882e-223,240143,1.1569860236957635e-221
rv_z_SI,SI,50,-0.04720011082164128,1.7722352298127689e-118,240113,3.917572613270331e-117
rv_z_SI,HG,1,0.04405567533744489,1.779028595463887e-103,240162,3.320853378199256e-102
rv_z_SI,HG,2,0.04360379058190249,2.112513353981897e-101,240161,3.775555781584667e-100
rv_z_SI,HG,5,0.043040965846584005,7.57774950832636e-99,240158,1.3261061639571128e-97
rv_z_SI,HG,10,0.04139418972015863,1.4532885615668637e-91,240153,2.3936517484630696e-90
rv_z_SI,HG,20,0.041873481784954376,1.1922691926466573e-93,240143,2.003012243646384e-92
rv_z_SI,HG,50,0.04229645039215822,1.674814938258398e-95,240113,2.871111322728682e-94
rv_z_SI,PL,1,0.040152350610761285,2.8978062717953678e-86,240162,4.4257404878329257e-85
rv_z_SI,PL,2,0.0410707120498137,3.599579956334833e-90,240161,5.704994647775962e-89
rv_z_SI,PL,5,0.04480216370837149,6.006727777691838e-107,240158,1.2013455555383675e-105
rv_z_SI,PL,10,0.045727129707965344,2.490668573248811e-111,240153,5.2304040038225033e-110
rv_z_SI,PL,20,0.046751934040790574,2.74577806145108e-116,240143,5.913983516971557e-115
rv_z_SI,PL,50,0.05083611868384689,3.8541184165926794e-137,240113,9.249884199822431e-136
rv_z_SI,PA,1,0.011778146108652743,7.823998745704391e-09,240162,4.440647936751141e-08
rv_z_SI,PA,2,0.015029083064040999,1.7639981589950775e-13,240161,1.175998772663385e-12
rv_z_SI,PA,5,0.01621683810771534,1.900189881294922e-15,240158,1.3526775426167242e-14
rv_z_SI,PA,10,0.014797803666607509,4.1040924757797416e-13,240153,2.7145178579960496e-12
rv_z_SI,PA,20,0.01608902776807712,3.1504275633132358e-15,240143,2.1870736803166266e-14
rv_z_SI,PA,50,0.016633382054949193,3.606309671703512e-16,240113,2.634174021070391e-15
rv_z_HG,GC,1,0.0054245178636632045,0.007852135298870562,240162,0.024519679000190604
rv_z_HG,GC,2,0.006248596656707345,0.0021970541225462084,240161,0.007989287718349848
rv_z_HG,GC,5,0.010348327908930659,3.9489462907565176e-07,240158,2.0476017803922684e-06
rv_z_HG,GC,10,0.012346794041572838,1.4413196389871945e-09,240153,8.466492984260443e-09
rv_z_HG,GC,20,0.014236020627265152,3.0242652948848804e-12,240143,1.9245324603812873e-11
rv_z_HG,GC,50,0.019709293167791353,4.515446932002946e-22,240113,3.612357545602357e-21
rv_z_HG,SI,1,0.02702450826004943,4.754649557528702e-40,240162,4.644076312004778e-39
rv_z_HG,SI,2,0.02947459567033312,2.6014056439294696e-47,240161,2.8015137703855826e-46
rv_z_HG,SI,5,0.03170388084923873,1.8424097984822515e-54,240158,2.0634989743001215e-53
rv_z_HG,SI,10,0.0313758342481085,2.244620429657967e-53,240153,2.480896264358806e-52
rv_z_HG,SI,20,0.03253780892348834,2.8906152267203096e-57,240143,3.3723844311736944e-56
rv_z_HG,SI,50,0.03761389029096909,6.542699845410719e-76,240113,9.475634258870696e-75
rv_z_HG,HG,1,-0.14974921373460098,0.0,240162,0.0
rv_z_HG,HG,2,-0.1505066853873811,0.0,240161,0.0
rv_z_HG,HG,5,-0.14865612051758514,0.0,240158,0.0
rv_z_HG,HG,10,-0.1474273800879931,0.0,240153,0.0
rv_z_HG,HG,20,-0.14225081673619044,0.0,240143,0.0
rv_z_HG,HG,50,-0.12714340560982007,0.0,240113,0.0
rv_z_HG,PL,1,0.01180139624211911,7.311781404045158e-09,240162,4.178160802311519e-08
rv_z_HG,PL,2,0.01238199132461316,1.2939410377176394e-09,240161,7.654299096357867e-09
rv_z_HG,PL,5,0.015059191285234703,1.5796294745313372e-13,240158,1.0615110068850586e-12
rv_z_HG,PL,10,0.01611348854302449,2.8580563973798174e-15,240153,2.0006394781658722e-14
rv_z_HG,PL,20,0.022022188365920674,3.7109361959744174e-27,240143,3.247069171477615e-26
rv_z_HG,PL,50,0.026911369511485934,1.0118974649905838e-39,240113,9.770044489564258e-39
rv_z_HG,PA,1,0.003411882483958741,0.09451753489121278,240162,0.2100389664249173
rv_z_HG,PA,2,0.005771740017698135,0.004676367936916393,240161,0.01561852448292052
rv_z_HG,PA,5,0.005030048673141352,0.013700396336600851,240158,0.0402389263033032
rv_z_HG,PA,10,0.004806125483739855,0.018509613153825245,240153,0.05182691683071069
rv_z_HG,PA,20,0.00123366856394915,0.5454788300403806,240143,0.7269588063563308
rv_z_HG,PA,50,0.004818495466519762,0.018219435423905674,240113,0.05152971635044029
rv_z_PL,GC,1,0.02008260489272964,7.371442189353119e-23,240162,5.9538571529390575e-22
rv_z_PL,GC,2,0.0208238312562112,1.863395358465641e-24,240161,1.5497545555555827e-23
rv_z_PL,GC,5,0.020990056442637475,8.0274459549332535e-25,240158,6.743054602143933e-24
rv_z_PL,GC,10,0.022625159363960638,1.4200240327779648e-28,240153,1.282602352186549e-27
rv_z_PL,GC,20,0.023058817856964616,1.2932488470726466e-29,240143,1.1937681665285968e-28
rv_z_PL,GC,50,0.0284235181427676,4.126255490543426e-44,240113,4.332568265070598e-43
rv_z_PL,SI,1,0.0318845927389873,4.5939638975848075e-55,240162,5.214769829690863e-54
