label,observations,total_gross_return,total_cost_return,total_net_return,mean_net_bps,event_tstat,annualized_sharpe,hit_rate,max_drawdown
baseline_trend,702,-0.0009136346869019971,0.019571078431372547,-0.020484713118274545,-0.29180503017485104,-1.8173703438967233,-9.616619940109324,0.3603988603988604,-0.020488133736972825
flow_filtered_trend,702,0.0005325929552318573,0.022430392156862742,-0.02189779920163088,-0.31193446156169347,-2.7415954175559114,-14.507159340814454,0.26638176638176636,-0.021972621028974588
