variant,root,events,mean_event_return,median_event_return,event_tstat,win_rate,mean_duration_days
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_hold,PL,48,0.006250567213860349,0.00457182025855758,2.0198457451181606,0.7083333333333334,1.75
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_exit,PL,48,0.006201347704489521,0.00457182025855758,1.9910273013111053,0.7083333333333334,1.7083333333333333
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_hold,PL,28,0.006185580968628757,0.004851634161052698,1.3556796492404533,0.6785714285714286,1.7857142857142858
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_hold,PL,28,0.006185580968628757,0.004851634161052698,1.3556796492404533,0.6785714285714286,1.7857142857142858
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,HG,50,0.006144196902324258,0.0012100234623900906,1.9873936211668417,0.58,1.52
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_exit,SI,12,0.0061376711093677865,0.0014855503897398396,1.1014122417220344,0.5833333333333334,1.5833333333333333
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_hold,SI,12,0.0061376711093677865,0.0014855503897398396,1.1014122417220344,0.5833333333333334,1.5833333333333333
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_exit,SI,12,0.0061376711093677865,0.0014855503897398396,1.1014122417220344,0.5833333333333334,1.5833333333333333
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_hold,SI,12,0.0061376711093677865,0.0014855503897398396,1.1014122417220344,0.5833333333333334,1.5833333333333333
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_exit,PL,28,0.006101204666850193,0.004851634161052698,1.3254173569274417,0.6785714285714286,1.7142857142857142
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_exit,PL,28,0.006101204666850193,0.004851634161052698,1.3254173569274417,0.6785714285714286,1.7142857142857142
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_hold,HG,45,0.006026343722927813,0.001509917021669957,1.7346290528172732,0.6,1.5333333333333334
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,SI,32,0.006017741479872921,0.004904801659454699,2.307910912193815,0.71875,1.46875
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,SI,32,0.006017741479872921,0.004904801659454699,2.307910912193815,0.71875,1.46875
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,SI,32,0.006017741479872921,0.004904801659454699,2.307910912193815,0.71875,1.46875
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,SI,32,0.006017741479872921,0.004904801659454699,2.307910912193815,0.71875,1.46875
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,PL,37,0.006010336420712639,0.005177268663496973,1.521016873887117,0.6486486486486487,1.7027027027027026
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,PL,37,0.005946484084231563,0.005177268663496973,1.494830228539701,0.6486486486486487,1.6486486486486487
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,HG,50,0.005881269295270417,0.0012100234623900906,1.8490493860740722,0.58,1.46
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,HG,50,0.005881269295270417,0.0012100234623900906,1.8490493860740722,0.58,1.46
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,HG,9,0.005829680212959986,0.0011261846678883966,1.0617389996619735,0.5555555555555556,1.4444444444444444
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,HG,9,0.005829680212959986,0.0011261846678883966,1.0617389996619735,0.5555555555555556,1.4444444444444444
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,HG,9,0.005829680212959986,0.0011261846678883966,1.0617389996619735,0.5555555555555556,1.4444444444444444
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,HG,9,0.005829680212959986,0.0011261846678883966,1.0617389996619735,0.5555555555555556,1.4444444444444444
