variant,root,events,mean_event_return,median_event_return,event_tstat,win_rate,mean_duration_days
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,HG,50,0.005760127414598189,0.0012100234623900906,1.7981524859499065,0.58,1.5
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_exit,HG,45,0.005734201937312435,0.001509917021669957,1.6052990185365674,0.6,1.4666666666666666
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_hold,HG,45,0.005734201937312435,0.001509917021669957,1.6052990185365674,0.6,1.4666666666666666
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,SI,36,0.005715941185150003,0.003939597966857731,2.4365028970583538,0.6944444444444444,1.5277777777777777
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,SI,36,0.005715941185150003,0.003939597966857731,2.4365028970583538,0.6944444444444444,1.5277777777777777
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,SI,36,0.005715941185150003,0.003939597966857731,2.4365028970583538,0.6944444444444444,1.5277777777777777
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,SI,36,0.005715941185150003,0.003939597966857731,2.4365028970583538,0.6944444444444444,1.5277777777777777
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_hold,PL,48,0.0056812044553597235,0.004127495176464664,1.8473149409748766,0.6875,1.6875
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_exit,PL,48,0.0056319849459888945,0.004127495176464664,1.8194765811604394,0.6875,1.6458333333333333
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_hold,HG,55,0.005619645379580917,0.0012938622568917845,1.880238622414267,0.5818181818181818,1.5272727272727273
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,SI,13,0.005619191988197959,0.0010742177381120517,1.0906495068305813,0.5384615384615384,1.6153846153846154
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,SI,13,0.005619191988197959,0.0010742177381120517,1.0906495068305813,0.5384615384615384,1.6153846153846154
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,SI,13,0.005619191988197959,0.0010742177381120517,1.0906495068305813,0.5384615384615384,1.6153846153846154
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,SI,13,0.005619191988197959,0.0010742177381120517,1.0906495068305813,0.5384615384615384,1.6153846153846154
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_exit,HG,45,0.005599599847676626,0.001509917021669957,1.5567920311558563,0.6,1.511111111111111
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_exit,SI,40,0.005544845881088689,0.005943890930360116,2.843172939109905,0.775,1.45
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_hold,SI,40,0.005544845881088689,0.005943890930360116,2.843172939109905,0.775,1.45
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_exit,SI,40,0.005544845881088689,0.005943890930360116,2.843172939109905,0.775,1.45
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_hold,SI,40,0.005544845881088689,0.005943890930360116,2.843172939109905,0.775,1.45
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_exit,HG,55,0.005380620282259243,0.0012938622568917845,1.7559520788471654,0.5818181818181818,1.4727272727272727
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_hold,HG,55,0.005380620282259243,0.0012938622568917845,1.7559520788471654,0.5818181818181818,1.4727272727272727
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,PL,31,0.005378257812896195,0.004899921142233152,1.3404718617268254,0.6774193548387096,1.8064516129032258
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,PL,31,0.005302046959676846,0.004899921142233152,1.3094204227901727,0.6774193548387096,1.7419354838709677
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_exit,HG,55,0.005270491299829946,0.0012938622568917845,1.7093662678239652,0.5818181818181818,1.509090909090909
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_exit,SI,45,0.0052234173332938805,0.004052593584280157,2.9655414522381203,0.7555555555555555,1.511111111111111
neg_z2_root1.5_exit0.25_mdq90_normq50_all_topo_hold,SI,45,0.0052234173332938805,0.004052593584280157,2.9655414522381203,0.7555555555555555,1.511111111111111
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_exit,SI,45,0.0052234173332938805,0.004052593584280157,2.9655414522381203,0.7555555555555555,1.511111111111111
neg_z2_root1.5_exit0.5_mdq90_normq50_all_topo_hold,SI,45,0.0052234173332938805,0.004052593584280157,2.9655414522381203,0.7555555555555555,1.511111111111111
neg_z3_root2_exit0.25_mdq90_normq50_all_topo_hold,PL,27,0.004897761995829142,0.004011270978047322,1.0782233696501446,0.6666666666666666,1.8148148148148149
neg_z3_root2_exit0.5_mdq90_normq50_all_topo_hold,PL,27,0.004897761995829142,0.004011270978047322,1.0782233696501446,0.6666666666666666,1.8148148148148149
neg_z2_root2_exit0.25_mdq95_normq50_all_topo_exit,SI,30,0.004826644057532132,0.0061604919916430426,2.467505960623647,0.8,1.5
neg_z2_root2_exit0.25_mdq95_normq50_all_topo_hold,SI,30,0.004826644057532132,0.0061604919916430426,2.467505960623647,0.8,1.5
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,SI,30,0.004826644057532132,0.0061604919916430426,2.467505960623647,0.8,1.5
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,SI,30,0.004826644057532132,0.0061604919916430426,2.467505960623647,0.8,1.5
neg_z3_root2_exit0.25_mdq90_normq50_all_topo_exit,PL,27,0.004810260645836556,0.004011270978047322,1.04906063231434,0.6666666666666666,1.7407407407407407
neg_z3_root2_exit0.5_mdq90_normq50_all_topo_exit,PL,27,0.004810260645836556,0.004011270978047322,1.04906063231434,0.6666666666666666,1.7407407407407407
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_hold,PL,39,0.004779280208045545,0.0037044922299471353,1.495967777989351,0.717948717948718,1.794871794871795
neg_z2_root2_exit0.25_mdq95_normq50_post2020_topo_exit,SI,11,0.004773896407592127,0.004052593584280157,1.1557533527130797,0.7272727272727273,1.4545454545454546
neg_z2_root2_exit0.25_mdq95_normq50_post2020_topo_hold,SI,11,0.004773896407592127,0.004052593584280157,1.1557533527130797,0.7272727272727273,1.4545454545454546
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,SI,11,0.004773896407592127,0.004052593584280157,1.1557533527130797,0.7272727272727273,1.4545454545454546
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,SI,11,0.004773896407592127,0.004052593584280157,1.1557533527130797,0.7272727272727273,1.4545454545454546
neg_z2_root2_exit0.25_mdq90_normq50_all_topo_exit,PL,39,0.004718702350358371,0.0037044922299471353,1.4637996189461673,0.717948717948718,1.7435897435897436
neg_z2_root1.5_exit0.25_mdq95_normq50_all_topo_exit,SI,34,0.004647219912806783,0.005943890930360116,2.630866916776307,0.7647058823529411,1.5588235294117647
neg_z2_root1.5_exit0.25_mdq95_normq50_all_topo_hold,SI,34,0.004647219912806783,0.005943890930360116,2.630866916776307,0.7647058823529411,1.5588235294117647
neg_z2_root1.5_exit0.5_mdq95_normq50_all_topo_exit,SI,34,0.004647219912806783,0.005943890930360116,2.630866916776307,0.7647058823529411,1.5588235294117647
neg_z2_root1.5_exit0.5_mdq95_normq50_all_topo_hold,SI,34,0.004647219912806783,0.005943890930360116,2.630866916776307,0.7647058823529411,1.5588235294117647
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,PL,31,0.0044966638642500644,0.004011270978047322,1.1330469983190263,0.6451612903225806,1.7096774193548387
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,PL,31,0.004420453011030716,0.004011270978047322,1.1036142433224683,0.6451612903225806,1.6451612903225807
neg_z2_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,SI,12,0.004325858584806119,0.0029747383128238924,1.139228169368181,0.6666666666666666,1.5
neg_z2_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,SI,12,0.004325858584806119,0.0029747383128238924,1.139228169368181,0.6666666666666666,1.5
neg_z2_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,SI,12,0.004325858584806119,0.0029747383128238924,1.139228169368181,0.6666666666666666,1.5
neg_z2_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,SI,12,0.004325858584806119,0.0029747383128238924,1.139228169368181,0.6666666666666666,1.5
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_hold,PL,39,0.004078526043737082,0.0029678572037117484,1.2917051268159643,0.6923076923076923,1.7179487179487178
neg_z2_root2_exit0.5_mdq90_normq50_all_topo_exit,PL,39,0.0040179481860499085,0.0029678572037117484,1.2610133965755734,0.6923076923076923,1.6666666666666667
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,SI,25,0.004012431711314442,0.004052593584280157,1.7320865706297617,0.76,1.52
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,SI,25,0.004012431711314442,0.004052593584280157,1.7320865706297617,0.76,1.52
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,SI,25,0.004012431711314442,0.004052593584280157,1.7320865706297617,0.76,1.52
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,SI,25,0.004012431711314442,0.004052593584280157,1.7320865706297617,0.76,1.52
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,SI,29,0.003914377520425093,0.0038266023494353046,1.917061953791797,0.7241379310344828,1.5862068965517242
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,SI,29,0.003914377520425093,0.0038266023494353046,1.917061953791797,0.7241379310344828,1.5862068965517242
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,SI,29,0.003914377520425093,0.0038266023494353046,1.917061953791797,0.7241379310344828,1.5862068965517242
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,SI,29,0.003914377520425093,0.0038266023494353046,1.917061953791797,0.7241379310344828,1.5862068965517242
neg_z3_root2_exit0.25_mdq95_normq50_all_topo_exit,SI,19,0.003550387291287224,0.0038266023494353046,1.4255694503075456,0.7368421052631579,1.4736842105263157
neg_z3_root2_exit0.25_mdq95_normq50_all_topo_hold,SI,19,0.003550387291287224,0.0038266023494353046,1.4255694503075456,0.7368421052631579,1.4736842105263157
neg_z3_root2_exit0.5_mdq95_normq50_all_topo_exit,SI,19,0.003550387291287224,0.0038266023494353046,1.4255694503075456,0.7368421052631579,1.4736842105263157
neg_z3_root2_exit0.5_mdq95_normq50_all_topo_hold,SI,19,0.003550387291287224,0.0038266023494353046,1.4255694503075456,0.7368421052631579,1.4736842105263157
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_exit,SI,8,0.0034519217374999155,0.0014855503897398396,0.6048001103240387,0.625,1.625
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_hold,SI,8,0.0034519217374999155,0.0014855503897398396,0.6048001103240387,0.625,1.625
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_exit,SI,8,0.0034519217374999155,0.0014855503897398396,0.6048001103240387,0.625,1.625
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_hold,SI,8,0.0034519217374999155,0.0014855503897398396,0.6048001103240387,0.625,1.625
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,SI,20,0.00340598237668627,0.003096071382945348,1.4388785978937542,0.75,1.5
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,SI,20,0.00340598237668627,0.003096071382945348,1.4388785978937542,0.75,1.5
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,SI,20,0.00340598237668627,0.003096071382945348,1.4388785978937542,0.75,1.5
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,SI,20,0.00340598237668627,0.003096071382945348,1.4388785978937542,0.75,1.5
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,SI,9,0.0030014240482399276,0.0010742177381120517,0.593906526122533,0.5555555555555556,1.6666666666666667
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,SI,9,0.0030014240482399276,0.0010742177381120517,0.593906526122533,0.5555555555555556,1.6666666666666667
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,SI,9,0.0030014240482399276,0.0010742177381120517,0.593906526122533,0.5555555555555556,1.6666666666666667
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,SI,9,0.0030014240482399276,0.0010742177381120517,0.593906526122533,0.5555555555555556,1.6666666666666667
neg_z2_root2_exit0.25_mdq95_normq50_post2020_topo_exit,HG,9,0.0010594536087258277,0.0011261846678883966,0.13612409672011838,0.5555555555555556,1.6666666666666667
neg_z2_root2_exit0.25_mdq95_normq50_post2020_topo_hold,HG,9,0.0010594536087258277,0.0011261846678883966,0.13612409672011838,0.5555555555555556,1.6666666666666667
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,HG,9,0.0010594536087258277,0.0011261846678883966,0.13612409672011838,0.5555555555555556,1.6666666666666667
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,HG,9,0.0010594536087258277,0.0011261846678883966,0.13612409672011838,0.5555555555555556,1.6666666666666667
neg_z2_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,HG,10,0.000893125846603337,0.00026118032769465653,0.12826164356884792,0.5,1.6
neg_z2_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,HG,10,0.000893125846603337,0.00026118032769465653,0.12826164356884792,0.5,1.6
neg_z2_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,HG,10,0.000893125846603337,0.00026118032769465653,0.12826164356884792,0.5,1.6
neg_z2_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,HG,10,0.000893125846603337,0.00026118032769465653,0.12826164356884792,0.5,1.6
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root2_exit0.25_mdq95_normq50_post2020_topo_exit,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root2_exit0.25_mdq95_normq50_post2020_topo_hold,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root2_exit0.5_mdq95_normq50_post2020_topo_exit,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root2_exit0.5_mdq95_normq50_post2020_topo_hold,SI,6,-0.0005805452300550244,-0.0004993843967621063,-0.09760990037110208,0.5,1.6666666666666667
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,HG,23,-0.001953410976182637,-0.0006038240124990836,-0.43707302337658016,0.4782608695652174,1.7826086956521738
neg_z3_root2_exit0.25_mdq95_normq50_all_topo_hold,HG,20,-0.002128866238325057,-0.00022055769118745658,-0.413092159891324,0.5,1.8
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,HG,22,-0.0024231627409085146,-0.002430369473667279,-0.5177454789640457,0.45454545454545453,1.8181818181818181
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,HG,23,-0.002524992730647511,-0.0006038240124990836,-0.5352706433420371,0.4782608695652174,1.6521739130434783
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,HG,23,-0.002524992730647511,-0.0006038240124990836,-0.5352706433420371,0.4782608695652174,1.6521739130434783
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,HG,26,-0.0026979722750682398,-0.002349181524096063,-0.678361424501129,0.4230769230769231,1.7692307692307692
neg_z3_root2_exit0.5_mdq95_normq50_all_topo_exit,HG,20,-0.0027861852559596624,-0.00022055769118745658,-0.5123177684937428,0.5,1.65
neg_z3_root2_exit0.5_mdq95_normq50_all_topo_hold,HG,20,-0.0027861852559596624,-0.00022055769118745658,-0.5123177684937428,0.5,1.65
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,HG,23,-0.0027883446451523524,-0.0006038240124990836,-0.5845996969909908,0.4782608695652174,1.7391304347826086
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,HG,22,-0.0030207254842127013,-0.002430369473667279,-0.6118858570248001,0.45454545454545453,1.6818181818181819
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,HG,22,-0.0030207254842127013,-0.002430369473667279,-0.6118858570248001,0.45454545454545453,1.6818181818181819
neg_z3_root2_exit0.25_mdq95_normq50_all_topo_exit,HG,20,-0.0030890399576402284,-0.00022055769118745658,-0.5618331693863681,0.5,1.75
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,HG,26,-0.00320360228863332,-0.002349181524096063,-0.764448839193207,0.4230769230769231,1.6538461538461537
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,HG,26,-0.00320360228863332,-0.002349181524096063,-0.764448839193207,0.4230769230769231,1.6538461538461537
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,HG,22,-0.003296047940285943,-0.002430369473667279,-0.6604899217931556,0.45454545454545453,1.7727272727272727
neg_z2_root2_exit0.25_mdq95_normq50_all_topo_hold,HG,24,-0.003323925858355819,-0.002430369473667279,-0.7078864196638366,0.4583333333333333,1.8333333333333333
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,HG,26,-0.003436567443772218,-0.002349181524096063,-0.8114242950619166,0.4230769230769231,1.7307692307692308
neg_z2_root1.5_exit0.25_mdq95_normq50_all_topo_hold,HG,28,-0.003450425694725951,-0.002349181524096063,-0.854575034116226,0.42857142857142855,1.7857142857142858
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,HG,24,-0.003871691706384657,-0.002430369473667279,-0.7891331307144944,0.4583333333333333,1.7083333333333333
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,HG,24,-0.003871691706384657,-0.002430369473667279,-0.7891331307144944,0.4583333333333333,1.7083333333333333
neg_z2_root1.5_exit0.5_mdq95_normq50_all_topo_exit,HG,28,-0.003919939278750667,-0.002349181524096063,-0.9297346865387028,0.42857142857142855,1.6785714285714286
neg_z2_root1.5_exit0.5_mdq95_normq50_all_topo_hold,HG,28,-0.003919939278750667,-0.002349181524096063,-0.9297346865387028,0.42857142857142855,1.6785714285714286
neg_z2_root2_exit0.25_mdq95_normq50_all_topo_exit,HG,24,-0.004124070624451796,-0.002430369473667279,-0.8332226351499358,0.4583333333333333,1.7916666666666667
neg_z2_root1.5_exit0.25_mdq95_normq50_all_topo_exit,HG,28,-0.004136264065665359,-0.002349181524096063,-0.9725721756876334,0.42857142857142855,1.75
