variant,split,start,end,bars,net_return_after_all_costs,carry_adjusted_net,total_cost_return,sharpe_after_all_costs,tstat_after_all_costs,max_drawdown,events
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2234634841187476,0.22344083982063778,0.02499314627664335,0.9959237259699312,2.4499697954272657,-0.04450133571269982,48
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.0360677657830821,0.0360451214849723,0.0066940737743693335,0.8181768050670702,1.0921192530984245,-0.02784476014211878,14
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.22228241499624585,0.22227264407747532,0.024992947174245193,0.6080017243078971,2.4347196776591424,-0.04450133571269982,48
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.22228241499624585,0.22227264407747532,0.024992947174245193,0.990722267027096,2.43717421985275,-0.04450133571269982,48
neg_z2_root2_exit0.5_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03488669666058036,0.03487692574180985,0.006693874671971176,0.7918230362385232,1.0569416996025123,-0.02808971088131678,14
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09011625596680697,0.09009548914885615,0.04057961101464051,0.23308458387617706,0.9333783116623805,-0.05523452225983993,76
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.008757394094295618,-0.008757394094295618,0.026874608630789165,-0.04194248858156871,-0.13252848793199315,-0.05523452225983993,50
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.5710777885554933,1.4048498859064227,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04324549782107563,0.043224731003124815,0.004613841397503097,1.4260248685529808,1.9034873693543448,-0.0023491041937688355,10
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09011625596680697,0.09009548914885615,0.04057961101464051,0.23308458387617706,0.9333783116623805,-0.05523452225983993,76
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.008757394094295618,-0.008757394094295618,0.026874608630789165,-0.04194248858156871,-0.13252848793199315,-0.05523452225983993,50
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.5710777885554933,1.4048498859064227,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04324549782107563,0.043224731003124815,0.004613841397503097,1.4260248685529808,1.9034873693543448,-0.0023491041937688355,10
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.3507514266084817,1.4045706881880873,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.5710777885554933,1.4048498859064227,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04324549782107563,0.043224731003124815,0.004613841397503097,1.4260248685529808,1.9034873693543448,-0.0023491041937688355,10
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.3507514266084817,1.4045706881880873,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.0988736500611026,0.09885288324315178,0.01370500238385134,0.5710777885554933,1.4048498859064227,-0.04446356996688167,26
neg_z2_root2_exit0.5_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04324549782107563,0.043224731003124815,0.004613841397503097,1.4260248685529808,1.9034873693543448,-0.0023491041937688355,10
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.3131549322629684,0.31323193612114214,0.06818511990055008,0.6539414464364692,2.6186835398997466,-0.0412325648160501,123
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.022972191422611296,0.022972191422611296,0.04266263396943842,0.09726635281197851,0.3073390039735491,-0.0412325648160501,76
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2901827408403571,0.29025974469853083,0.025522485931111664,1.2656250407548646,3.113434333704625,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04878083338173812,0.04885783723991186,0.006550187419324208,0.8386771605890824,1.1194835499378057,-0.027844760142118778,12
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.3023811751792991,0.3024710524168121,0.06817587156616779,0.6334759391386294,2.5367301977640024,-0.05082525277721769,123
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.013379503461443709,0.013379503461443709,0.042653584737454286,0.05712101682333576,0.18048909935356763,-0.05082525277721769,76
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.28900167171785535,0.2890915489553684,0.025522286828713506,1.2605422294055963,3.100930630904057,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.047599764259236385,0.047689641496749424,0.00654998831692605,0.8186170184376985,1.0927068589735325,-0.02808971088131678,12
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2901827408403571,0.29025974469853083,0.025522485931111664,0.7761148705464829,3.107922349388732,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2901827408403571,0.29025974469853083,0.025522485931111664,1.2656250407548646,3.113434333704625,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04878083338173812,0.04885783723991186,0.006550187419324208,0.8386771605890824,1.1194835499378057,-0.027844760142118778,12
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2890016717178554,0.28909154895536837,0.025522286828713506,0.7730101769204217,3.0954897223709734,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.28900167171785535,0.2890915489553684,0.025522286828713506,1.2605422294055963,3.100930630904057,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.047599764259236385,0.047689641496749424,0.00654998831692605,0.8186170184376985,1.0927068589735325,-0.02808971088131678,12
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09419975271778351,0.09419536816620608,0.03990778123482721,0.2527740256059273,1.012223928878541,-0.07978605298749397,76
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.03325856406676156,-0.03325856406676156,0.027309164124014754,-0.151876323527869,-0.4798937829040439,-0.0788671209369784,51
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08460706475661592,0.08460268020503849,0.03989873200284308,0.2282414265321103,0.9139840730999462,-0.08937874094866155,76
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.042851252027929145,-0.042851252027929145,0.027300114892030623,-0.19758687692321011,-0.6243284773842687,-0.08845980889814598,51
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.5125742665655262,2.0525840687201806,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.5125742665655262,2.0525840687201806,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.29292661882384974,0.29300362268202346,0.06817553695930768,0.6178831353027789,2.474289410491171,-0.047796288000955256,123
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.01640846823770614,0.01640846823770614,0.04265316697799752,0.07011135745593648,0.22153554795453703,-0.047796288000955256,76
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2765181505861436,0.2765951544443173,0.025522369981310165,1.2188457534580166,2.998357407690763,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04878083338173812,0.04885783723991186,0.006550187419324208,0.8386771605890824,1.1194835499378057,-0.027844760142118778,12
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.291745549701348,0.291835426938861,0.06817533785690953,0.6154186384717341,2.4644204270817833,-0.047796288000955256,123
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.01640846823770614,0.01640846823770614,0.04265316697799752,0.07011135745593648,0.22153554795453703,-0.047796288000955256,76
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.27533708146364183,0.2754269587011549,0.025522170878912006,1.2137085690850682,2.9857199473922775,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.047599764259236385,0.047689641496749424,0.00654998831692605,0.8186170184376985,1.0927068589735325,-0.02808971088131678,12
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2765181505861436,0.2765951544443173,0.025522369981310165,0.7475355516761065,2.9934775587805995,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2765181505861436,0.2765951544443173,0.025522369981310165,1.2188457534580166,2.998357407690763,-0.02784476014211873,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.04878083338173812,0.04885783723991186,0.006550187419324208,0.8386771605890824,1.1194835499378057,-0.027844760142118778,12
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2753370814636419,0.27542695870115486,0.02552217087891201,0.7443963001659978,2.9809065460363793,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.27533708146364183,0.2754269587011549,0.025522170878912006,1.2137085690850682,2.9857199473922775,-0.028089710881316732,47
neg_z2.5_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.047599764259236385,0.047689641496749424,0.00654998831692605,0.8186170184376985,1.0927068589735325,-0.02808971088131678,12
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08763602953287834,0.08763164498130091,0.039898314243386315,0.23654102726307538,0.9472195071596065,-0.08634977617239914,76
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.03982228725166672,-0.03982228725166672,0.02729969713257386,-0.18379752244897254,-0.5807573312784545,-0.08543084412188356,51
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08763602953287834,0.08763164498130091,0.039898314243386315,0.23654102726307538,0.9472195071596065,-0.08634977617239914,76
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.03982228725166672,-0.03982228725166672,0.02729969713257386,-0.18379752244897254,-0.5807573312784545,-0.08543084412188356,51
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.5125742665655262,2.0525840687201806,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.5125742665655262,2.0525840687201806,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.12745831678454506,0.12745393223296764,0.012598617110812456,0.834932825958274,2.053932596912809,-0.023131836015140073,25
neg_z2.5_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.265432892163854,0.26549597415416387,0.057121970670028416,0.6078040354556172,2.4339280402024435,-0.03579448009708296,104
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.034462066575846446,0.034462066575846446,0.0359691907338638,0.15394999753450692,0.486446109431573,-0.03579448009708296,64
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23097082558800758,0.23103390757831743,0.021152779936164615,1.1336305731349121,2.788728284034563,-0.027844760142118813,40
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.018552961819497234,0.01861604380980708,0.005525773630561703,0.4495451307619105,0.6000621007600978,-0.02784476014211878,11
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.25465913508018473,0.25473509044983383,0.05711272233564613,0.5853992804874002,2.3442090548552486,-0.04538716805825057,104
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.024869378614678857,0.024869378614678857,0.035960141501879664,0.11212586995947196,0.354291614692557,-0.04538716805825057,64
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.22978975646550584,0.22986571183515497,0.02115258083376646,1.127918799391102,2.774677335366761,-0.028089710881316815,40
neg_z2.5_root2_exit0.25_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.017371892696995496,0.017447848066644643,0.005525574528163546,0.42121366280151035,0.5622446737241924,-0.02808971088131678,11
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.23097082558800758,0.2310339075783174,0.021152779936164618,0.6954435897342552,2.784877287240138,-0.027844760142118813,40
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23097082558800758,0.23103390757831743,0.021152779936164615,1.1336305731349121,2.788728284034563,-0.027844760142118813,40
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.018552961819497234,0.01861604380980708,0.005525773630561703,0.4495451307619105,0.6000621007600978,-0.02784476014211878,11
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2297897564655058,0.22986571183515497,0.02115258083376646,0.6919506260972811,2.770889847796657,-0.028089710881316815,40
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.22978975646550584,0.22986571183515497,0.02115258083376646,1.127918799391102,2.774677335366761,-0.028089710881316815,40
neg_z2.5_root2_exit0.25_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.017371892696995496,0.017447848066644643,0.005525574528163546,0.42121366280151035,0.5622446737241924,-0.02808971088131678,11
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09550014301468725,0.09549575846310981,0.0362547553028025,0.26951539038964206,1.0792640845889196,-0.058163423539805255,67
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.014911283481388139,-0.014911283481388139,0.024768340920377725,-0.07138122127761856,-0.22554802165026863,-0.058163423539805255,45
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08590745505351965,0.08590307050194222,0.03624570607081837,0.2438717005887888,0.9765749084406183,-0.06775611150097285,67
