variant,split,start,end,bars,net_return_after_all_costs,carry_adjusted_net,total_cost_return,sharpe_after_all_costs,tstat_after_all_costs,max_drawdown,events
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.024503971442555728,-0.024503971442555728,0.024759291688393595,-0.1185569531362982,-0.3746123385697806,-0.06775611150097285,45
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.4688121537574121,1.8773403598127083,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.4688121537574121,1.8773403598127083,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.25_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.24520457872473533,0.24526766071504516,0.05711238772878602,0.5683413076316073,2.2759010542155287,-0.04538716805825057,104
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.027898343390941282,0.027898343390941282,0.03595972374242291,0.1259003579751083,0.3978157862542762,-0.04538716805825057,64
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.21730623533379403,0.2173693173241039,0.02115266398636312,1.0810664976188071,2.6594207939317482,-0.027844760142118813,40
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.018552961819497234,0.01861604380980708,0.005525773630561703,0.4495451307619105,0.6000621007600978,-0.02784476014211878,11
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.24402350960223357,0.24409946497188273,0.05711218862638786,0.5656342008720406,2.26506054861574,-0.04538716805825057,104
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.027898343390941282,0.027898343390941282,0.03595972374242291,0.1259003579751083,0.3978157862542762,-0.04538716805825057,64
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2161251662112923,0.21620112158094146,0.02115246488396496,1.0752758543483771,2.6451758264320224,-0.028089710881316815,40
neg_z2.5_root2_exit0.5_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.017371892696995496,0.017447848066644643,0.005525574528163546,0.42121366280151035,0.5622446737241924,-0.02808971088131678,11
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.217306235333794,0.21736931732410386,0.02115266398636312,0.6632924833544805,2.65612941000269,-0.027844760142118813,40
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.21730623533379403,0.2173693173241039,0.02115266398636312,1.0810664976188071,2.6594207939317482,-0.027844760142118813,40
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.018552961819497234,0.01861604380980708,0.005525773630561703,0.4495451307619105,0.6000621007600978,-0.02784476014211878,11
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2161251662112923,0.21620112158094143,0.02115246488396496,0.6597497663384818,2.64194273505362,-0.028089710881316815,40
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.2161251662112923,0.21620112158094146,0.02115246488396496,1.0752758543483771,2.6451758264320224,-0.028089710881316815,40
neg_z2.5_root2_exit0.5_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.017371892696995496,0.017447848066644643,0.005525574528163546,0.42121366280151035,0.5622446737241924,-0.02808971088131678,11
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08893641982978208,0.08893203527820465,0.036245288311361604,0.2526222131228675,1.0116160015897808,-0.06472714672471042,67
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.021475006666293296,-0.021475006666293296,0.02475887392893683,-0.10401293079582245,-0.32865661790518935,-0.06472714672471042,45
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.08893641982978208,0.08893203527820465,0.036245288311361604,0.2526222131228675,1.0116160015897808,-0.06472714672471042,67
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.021475006666293296,-0.021475006666293296,0.02475887392893683,-0.10401293079582245,-0.32865661790518935,-0.06472714672471042,45
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.4688121537574121,1.8773403598127083,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.4688121537574121,1.8773403598127083,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11041142649607538,0.11040704194449795,0.01148641438242477,0.7635411200597849,1.8783091846630582,-0.023131836015140073,22
neg_z2.5_root2_exit0.5_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.03607548173413749,0.03607109718256006,0.0038350812534903196,1.2226911773277085,1.632073369818528,-0.0023491041937688355,8
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.2596952558580311,0.2597552208998261,0.05300357625919985,0.5889119871875776,2.358275554641088,-0.04139938364207565,93
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.01936576916307936,0.01936576916307936,0.032985155879507885,0.08773969684897451,0.2772369916103617,-0.04139938364207565,57
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.24032948669495172,0.24038945173674675,0.02001842037969196,1.1489926871533829,2.826519044870699,-0.03241555675572316,36
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0006856996952180634,-0.0006257346534230364,0.0034923063149909393,-0.01986065284747094,-0.026510408532113058,-0.027844760142118778,7
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.24892149877436176,0.2489943371954961,0.052994327924817564,0.566631700637952,2.2690549983211077,-0.05099207160324324,93
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.009773081201911777,0.009773081201911777,0.03297610664752376,0.04470089215237397,0.14124440028502594,-0.05099207160324324,57
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23914841757244998,0.23922125599358432,0.020018221277293802,1.143426762884944,2.812826885535876,-0.032660507494921165,36
neg_z3_root1.5_exit0.25_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0018667688177198011,-0.0017939303965854745,0.003492107212592782,-0.05412589825965056,-0.0722483639410496,-0.02808971088131678,7
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.24032948669495174,0.24038945173674675,0.02001842037969196,0.7048372660254857,2.8224939050841966,-0.03241555675572316,36
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.24032948669495172,0.24038945173674675,0.02001842037969196,1.1489926871533829,2.826519044870699,-0.03241555675572316,36
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0006856996952180634,-0.0006257346534230364,0.0034923063149909393,-0.01986065284747094,-0.026510408532113058,-0.027844760142118778,7
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.23914841757244998,0.23922125599358432,0.020018221277293802,0.7014339369940852,2.8088654039944476,-0.032660507494921165,36
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23914841757244998,0.23922125599358432,0.020018221277293802,1.143426762884944,2.812826885535876,-0.032660507494921165,36
neg_z3_root1.5_exit0.25_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0018667688177198011,-0.0017939303965854745,0.003492107212592782,-0.05412589825965056,-0.0722483639410496,-0.02808971088131678,7
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.10275267443066415,0.10278181870789162,0.03512560123214371,0.2856677209510667,1.1439454752588587,-0.05509493189650243,63
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.014005360397054412,-0.014005360397054412,0.023711963762131597,-0.06672425202846391,-0.21083308427272182,-0.054175999845986846,42
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09315998646949655,0.09318913074672402,0.03511655200015958,0.26047840753689916,1.0430758319926174,-0.06468761985767002,63
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.023598048358222,-0.023598048358222,0.023702914530147466,-0.11361672167260463,-0.35900235861725394,-0.06376868780715443,42
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11675803482771856,0.11678717910494602,0.011413637470012117,0.4822640563562296,1.9312079898701346,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11675803482771856,0.11678717910494602,0.011413637470012117,0.4822640563562296,1.9312079898701346,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.25_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.25313153267312594,0.25319149771492094,0.05299410926775896,0.5764142132409552,2.3082286963210477,-0.05099207160324324,93
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.012802045978174205,0.012802045978174205,0.032975688888067,0.058611383807375815,0.1851983116473129,-0.05099207160324324,57
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.24032948669495172,0.24038945173674675,0.02001842037969196,1.1489926871533829,2.826519044870699,-0.03241555675572316,36
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0006856996952180634,-0.0006257346534230364,0.0034923063149909393,-0.01986065284747094,-0.026510408532113058,-0.027844760142118778,7
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.25195046355062417,0.25202330197175854,0.0529939101653608,0.5737544188529956,2.297577651305897,-0.05099207160324324,93
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.012802045978174205,0.012802045978174205,0.032975688888067,0.058611383807375815,0.1851983116473129,-0.05099207160324324,57
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23914841757244998,0.23922125599358432,0.020018221277293802,1.143426762884944,2.812826885535876,-0.032660507494921165,36
neg_z3_root1.5_exit0.5_mdq90_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0018667688177198011,-0.0017939303965854745,0.003492107212592782,-0.05412589825965056,-0.0722483639410496,-0.02808971088131678,7
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.24032948669495174,0.24038945173674675,0.02001842037969196,0.7048372660254857,2.8224939050841966,-0.03241555675572316,36
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.24032948669495172,0.24038945173674675,0.02001842037969196,1.1489926871533829,2.826519044870699,-0.03241555675572316,36
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0006856996952180634,-0.0006257346534230364,0.0034923063149909393,-0.01986065284747094,-0.026510408532113058,-0.027844760142118778,7
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.23914841757244998,0.23922125599358432,0.020018221277293802,0.7014339369940852,2.8088654039944476,-0.032660507494921165,36
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.23914841757244998,0.23922125599358432,0.020018221277293802,1.143426762884944,2.812826885535876,-0.032660507494921165,36
neg_z3_root1.5_exit0.5_mdq90_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,-0.0018667688177198011,-0.0017939303965854745,0.003492107212592782,-0.05412589825965056,-0.0722483639410496,-0.02808971088131678,7
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09618895124575898,0.09621809552298645,0.035116134240702826,0.26910472444038025,1.0776195884836652,-0.06165865508140758,63
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.020569083581959573,-0.020569083581959573,0.023702496770690702,-0.0991380055446286,-0.3132529903625422,-0.06073972303089201,42
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.09618895124575898,0.09621809552298645,0.035116134240702826,0.26910472444038025,1.0776195884836652,-0.06165865508140758,63
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,-0.020569083581959573,-0.020569083581959573,0.023702496770690702,-0.0991380055446286,-0.3132529903625422,-0.06073972303089201,42
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_all_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11675803482771856,0.11678717910494602,0.011413637470012117,0.4822640563562296,1.9312079898701346,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_hold,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,full,2011-11-07 00:00:00+00:00,2024-11-29 00:00:00+00:00,4041,0.11675803482771856,0.11678717910494602,0.011413637470012117,0.4822640563562296,1.9312079898701346,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,pre_2020,2011-11-07 00:00:00+00:00,2019-12-31 00:00:00+00:00,2516,0.0,0.0,0.0,,,0.0,0
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,post_2020,2020-01-01 00:00:00+00:00,2024-11-29 00:00:00+00:00,1525,0.11675803482771856,0.11678717910494602,0.011413637470012115,0.7854828065484042,1.9322856767940177,-0.023131836015140073,21
neg_z3_root1.5_exit0.5_mdq95_normq50_post2020_topo_exit,trade_overlap,2023-06-22 00:00:00+00:00,2024-11-29 00:00:00+00:00,449,0.02345494446706073,0.023484088744288194,0.0025530153289379707,1.052869470379008,1.4053918572113469,-0.00036783212088899696,5
