threshold,threshold_m,bars,bars_per_day,median_duration_seconds,mean_duration_seconds,median_trades,mean_trades,median_dominant_share,mean_hhi
100000000.0,100.0,15465,550.6997097529697,73.160169912,156.46435203542597,213.0,212.8840607824119,0.7523408302437198,0.6105431510469964
250000000.0,250.0,6204,220.94123121614945,192.90351217,390.6127254781379,531.0,530.6147646679561,0.7450805602772446,0.5989332289379395
500000000.0,500.0,3105,110.59498393094135,396.98487205,780.761147666562,1061.0,1060.0937198067634,0.7408503605340538,0.5926933800679086
1000000000.0,1000.0,1553,55.32781230456998,818.145683972,1561.2232284489653,2116.0,2119.144236960721,0.7387701277440207,0.5872744932509206
