index,root,relative_bar,mean,median,count
250,PA,17,1.8829460105700615e-05,-0.000703609688914586,306
251,PA,18,0.0001999097023883794,-0.0003698974770265373,306
252,PA,19,8.799928363012248e-06,-0.0005621946193916649,306
253,PA,20,0.00010669909560504443,-0.00038055176120987966,306
254,PA,21,3.663212741877138e-05,-0.0007296608372624469,306
255,PA,22,-0.0002493971940466496,-0.0009385220831488184,306
256,PA,23,-0.0003493705175267363,-0.000786471312330228,306
257,PA,24,-8.165470251235692e-05,-0.0007908415282189551,306
258,PA,25,-0.00018665592193572092,-0.0009457540319197655,306
259,PA,26,-0.0003975650377588979,-0.0009358781258721471,306
260,PA,27,-0.0005359469236515688,-0.0013079853040274259,306
261,PA,28,-0.0005541760938620514,-0.001227353643342255,306
262,PA,29,-0.0007803724656755585,-0.0014731877657778725,306
263,PA,30,-0.0007209636394841359,-0.0014920091998336105,306
264,PA,31,-0.0005905303658108179,-0.0015086138637214752,306
265,PA,32,-0.0007689820145991763,-0.0016756494537419897,306
266,PA,33,-0.0006139646642554022,-0.0011439469069052244,306
267,PA,34,-0.0010048974696095525,-0.0015157259438458581,305
268,PA,35,-0.001221522104166873,-0.0018191745966582573,305
269,PA,36,-0.0012010950744323447,-0.0015898254540998025,305
270,PA,37,-0.0012902093867829829,-0.0015015017835970923,305
271,PA,38,-0.001207584322631448,-0.0007945967839617651,305
272,PA,39,-0.0011477277773525411,-0.001064396055786787,305
273,PA,40,-0.001174916238017952,-0.0011430749958671882,305
274,PA,41,-0.00120833906948261,-0.0007165890668519026,305
275,PA,42,-0.001236221559463461,-0.0010867597519519379,305
276,PA,43,-0.0012312791533390676,-0.0012237407197170924,305
277,PA,44,-0.0014025191718953195,-0.0015100040619238086,305
278,PA,45,-0.0018696257349122682,-0.0019073055562675023,305
279,PA,46,-0.0018027819107285243,-0.0019413712173879105,305
280,PA,47,-0.001962878565448587,-0.0018857256200828232,305
281,PA,48,-0.0018920496014241538,-0.001825151081580323,305
282,PA,49,-0.0020142515432568977,-0.002362021485598831,304
