split,gross_return,cost_return,net_return,sharpe,tstat,max_drawdown,events,bars
full,0.10638452356345807,0.04540085242956662,0.06536363742694105,2.6476315763528375,4.584262725714075,-0.00914549558411869,196,930
2023,0.008285328471295378,0.004281276438158269,0.004377368059487624,2.4477410067841565,1.765416380042672,-0.0011593179218290003,27,163
2024,0.024910551282984264,0.01617652566318912,0.010959061972945754,1.0968872719121454,1.0950087172334066,-0.009145495584118687,59,310
2025,0.0433093919653616,0.016253184744194044,0.028528183632289417,3.6860485324415087,3.6746776615459242,-0.0036168873921490763,68,311
2026,0.029879251843816845,0.008689865584025187,0.021499023762218267,5.26603437225271,3.6031855932421335,-0.0013754577353711772,42,146
