variant,target_months,min_volume,lookback,entry_z,exit_z,side_mode,cost_multiplier,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
target1m_minv1000_lb126_entry2p0_exit0p25_both_costx3p0,1,1000.0,126,2.0,0.25,both,3.0,0.019594101008538364,0.02315414476460339,-0.003463997653936056,-0.0011575710366881467,0.005259056605679235,-0.2201100165832195,-0.3807630309090184,-0.009069394330425324,0.1353846153846154,0.2707692307692308,0.026153846153846156,0.48846153846153845,48,0.8125,0.0001141598813319915,1.5148866267990042,780,260.6541628545288
target3m_minv500_lb126_entry2p0_exit0p25_contango_only_costx3p0,3,500.0,126,2.0,0.25,contango_only,3.0,0.008325850836414246,0.012465219477648427,-0.003639694543297054,-0.0012162840182426797,0.0033702295770965058,-0.3608905537202375,-0.6242959007228913,-0.0067926055130157585,0.04993429697766097,0.09986859395532194,0.009986859395532195,0.24178712220762155,20,0.6,-1.697329008649149e-05,-0.04559792922118393,761,254.30489478499544
target1m_minv500_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,1,500.0,252,2.0,0.25,backwardation_only,3.0,0.01850836959089912,0.02217138739196014,-0.003663017801061012,-0.0012240779980215322,0.0051493278173559325,-0.23771607507600273,-0.4112193286193003,-0.008439829760496863,0.14069478908188587,0.28138957816377175,0.022332506203473945,0.5248138957816377,45,0.5555555555555556,8.65226076753076e-05,1.4913130267802435,806,269.3426349496798
target1m_minv1000_lb126_entry1p5_exit0p25_contango_only_costx3p0,1,1000.0,126,1.5,0.25,contango_only,3.0,0.008815678813990813,0.012594234879601903,-0.0037785560656110892,-0.0012626876513855904,0.0017257261984597453,-0.7316848133339872,-1.265723984395846,-0.005589538366939572,0.06948717948717949,0.13897435897435897,0.016923076923076926,0.3153846153846154,33,0.5757575757575758,4.455348215107546e-05,0.8380176205361713,780,260.6541628545288
target3m_minv1000_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,3,1000.0,252,2.0,0.25,backwardation_only,3.0,0.0022633581320636127,0.006317542491671551,-0.004054184359607938,-0.001354794910655809,0.005453746696886711,-0.24841544463904025,-0.4297279110403896,-0.008299525788678593,0.08249999999999999,0.16499999999999998,0.006562500000000001,0.3578125,11,0.5454545454545454,-0.00019401221060619375,-0.8044846942590537,640,213.8700823421775
target6m_minv10_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,6,10.0,126,1.5,0.25,backwardation_only,3.0,0.027103298879675993,0.04051336157559775,-0.004145942303898951,-0.0013854578467512278,0.006541035113877167,-0.2118101833472661,-0.36640534874617053,-0.01413615842413523,0.13232908458864426,0.2646581691772885,0.039397450753186555,0.49710312862108924,85,0.4470588235294118,6.851969806422146e-06,0.06288798437343386,863,288.39043915828
target6m_minv500_lb126_entry1p5_exit0p25_contango_only_costx1p0,6,500.0,126,1.5,0.25,contango_only,1.0,-0.003839675828709943,0.0005442612453974893,-0.004287890971978464,-0.0014474604228420832,0.0015721911007632128,-0.9206644294955112,-1.5846008417522561,-0.004967484409782775,0.027272727272727275,0.05454545454545455,0.007692307692307693,0.13636363636363635,6,0.16666666666666666,-0.0007039767062043028,-1.2628312136687176,286,96.54482439926063
target6m_minv500_lb252_entry1p5_exit0p25_contango_only_costx1p0,6,500.0,252,1.5,0.25,contango_only,1.0,-0.003839675828709943,0.0005442612453974893,-0.004287890971978464,-0.0014474604228420832,0.0015721911007632128,-0.9206644294955112,-1.5846008417522561,-0.004967484409782775,0.027272727272727275,0.05454545454545455,0.007692307692307693,0.13636363636363635,6,0.16666666666666666,-0.0007039767062043028,-1.2628312136687176,286,96.54482439926063
target3m_minv500_lb252_entry1p5_exit0p25_backwardation_only_costx3p0,3,500.0,252,1.5,0.25,backwardation_only,3.0,0.011511258719404536,0.016302736731970274,-0.004434947851556433,-0.0014820354096806837,0.006003526386213394,-0.24686081385168165,-0.4270385925817027,-0.010659518973670751,0.14717477003942184,0.2943495400788437,0.011826544021024968,0.5492772667542707,23,0.4782608695652174,-3.98816826128396e-05,-0.17146781105203274,761,254.30489478499544
target3m_minv1000_lb126_entry1p5_exit0p25_contango_only_costx3p0,3,1000.0,126,1.5,0.25,contango_only,3.0,0.003555210937006525,0.008091531949172743,-0.004440274910037248,-0.0014838155634868298,0.002181303694383942,-0.6802425390408091,-1.1767352296777345,-0.008415797113613016,0.044062500000000004,0.08812500000000001,0.009687499999999998,0.215625,16,0.4375,-9.291150269947479e-05,-0.30864763521886784,640,213.8700823421775
