root,frequency,horizon,horizon_steps,n,carry_change_mean,carry_change_std,forward_return_mean_bp,pearson_corr,spearman_corr,beta_bp_per_1pct_carry_change,hac_t,hac_p,low_decile_forward_bp,middle_forward_bp,high_decile_forward_bp,high_minus_low_bp,high_positive_fraction,low_positive_fraction
PL,1h,1d,24,16742,0.0002888696171441961,0.18296298744557496,2.223975031904336,0.002142394331324116,0.012863427580181276,2.5586012529183964,0.4447536211303496,0.6564978142776932,1.7090916970460162,1.4300250319530932,9.086666366372832,7.377574669326815,0.5301492537313433,0.5164179104477612
PL,1h,3d,72,16725,0.00028021418659139054,0.18304669072343194,6.5281728417649445,-0.0016269664701325185,0.008536330335527562,-3.0101739453250755,-0.3987947658321781,0.6900444340890375,6.902382944358923,6.875787664850335,3.374083051149798,-3.5282998932091245,0.5373580394500896,0.5409444112372983
PL,1h,5d,120,16679,0.00024400409271772117,0.18323674170313833,18.751852797014887,-0.0017736669466092703,0.0063047498220514826,-4.174347371141643,-0.4274649736262447,0.6690406917806397,18.588132885223775,19.57757820643718,12.310264472641949,-6.2778684125818245,0.5227817745803357,0.5323741007194245
PL,1d,1d,1,892,0.0029545102319764815,0.33809625454324305,3.56353109861768,-0.04328349507707841,0.00506035455258709,-28.307547398200267,-1.2097936269748182,0.22635809229655712,39.01645556321921,-0.46695811523962105,-0.003745363023869667,-39.020200926243085,0.4666666666666667,0.5
PL,1d,3d,3,891,0.0028155105292831236,0.3382606404521598,12.943189529440605,0.002676797794470725,0.014692736381003844,2.7408890276162365,0.059836902319431236,0.9522855344190992,53.647795657031594,6.644018525503667,22.002034332951425,-31.645761324080173,0.5,0.6111111111111112
PL,1d,5d,5,889,0.002431795320892425,0.33850123733948706,20.35824384176773,0.014683919074278993,0.025255638755992765,18.87268841124655,0.5022468335674949,0.6154939027198727,37.09664214164139,11.885382612119876,71.30753469110336,34.21089254946197,0.550561797752809,0.550561797752809
PL,1d,10d,10,885,0.002900655929812746,0.3390441691657214,45.2921750795426,0.06287499686389282,0.05872263397340536,113.37611826910816,1.7433284374315665,0.08127626072228487,50.695552106741275,21.055182879254765,232.42310687934958,181.7275547726083,0.5393258426966292,0.5056179775280899
PL,1d,20d,20,876,0.0028754250521884277,0.3405691765473042,100.94578458125014,0.012872734523621783,0.023147386906528435,30.79641754214231,0.4135416344165326,0.6792098251878043,286.04607605593213,48.88076171454506,329.9990840917221,43.95300803578996,0.6136363636363636,0.6136363636363636
PA,5m,5m,1,25450,0.00034542599879862926,0.8443936511840903,0.0894412821619022,0.03331130079234981,0.03961430803806752,1.029399892865432,3.3254415422171597,0.0008827861011502426,-1.1084359558640857,-0.049884208750795016,2.4019224474894676,3.5103584033535533,0.4954813359528487,0.45461689587426324
PA,5m,15m,3,25450,0.00034542599879862926,0.8443936511840903,0.282537238843828,0.017939039950127803,0.024291984636757007,0.9009631387378076,2.3062883123200906,0.02109452777397251,-1.6374457254497559,0.3201912080427318,1.9012884495461806,3.5387341749959362,0.5017681728880157,0.4671905697445973
PA,5m,30m,6,25450,0.00034542599879862926,0.8443936511840903,0.09425243057286202,0.006068794333439912,0.013701140286970089,0.4165760734253149,0.858521036351812,0.39060481963000004,-1.5743296710634256,0.2818934931252142,0.26170603179033236,1.836035702853758,0.4888015717092338,0.47858546168958743
PA,5m,1h,12,25450,0.00034542599879862926,0.8443936511840903,-0.28519025731114284,0.009613191699796322,0.009954268075244799,0.9002788073488776,1.570951160680981,0.11619399362182228,-2.7780057268199774,0.07557017607212405,-0.6784582548684438,2.0995474719515332,0.4962671905697446,0.4943025540275049
PA,5m,4h,48,25450,0.00034542599879862926,0.8443936511840903,-2.1460806484856114,-0.0012387786685811892,0.0069680703404257,-0.19432496602229518,-0.24992791837122427,0.8026430924716756,-4.446626271700865,-1.6260389174729888,-4.005868873371336,0.44075739832952904,0.4943025540275049,0.49390962671905697
PA,5m,1d,288,25450,0.00034542599879862926,0.8443936511840903,-15.658644678805652,8.336743342805113e-05,0.005166919695154284,0.028333127988945148,0.023005255910564192,0.9816460804494886,-20.676140164211006,-13.784656211287919,-25.63305693354212,-4.956916769331115,0.48212180746561883,0.48330058939096265
PA,1h,1h,1,8997,-0.0022399188540637724,0.6027258972337219,0.14215557429995135,0.006014837131680751,0.002152151576051106,0.6606116458817678,0.4887154298264634,0.6250431783592412,-0.18095969467973994,0.12704661199945766,0.586092178475924,0.7670518731556639,0.49666666666666665,0.48444444444444446
PA,1h,4h,4,8997,-0.0022399188540637724,0.6027258972337219,0.7069324389645479,0.0063606975218997285,0.0020800886191744985,1.3050412791723451,0.6406765033143341,0.5217328832183221,-1.0949418784144151,0.35170091066550824,5.3494748776415,6.444416756055915,0.5177777777777778,0.48444444444444446
PA,1h,1d,24,8997,-0.0022399188540637724,0.6027258972337219,-6.577086241116932,-0.0029259832066220407,-0.001142407053035057,-1.3202859761243975,-0.5326329180822863,0.594287710571006,3.2175681866589474,-9.454066119392982,6.634508424388012,3.4169402377290647,0.5166666666666667,0.5044444444444445
PA,1h,3d,72,8990,-0.002134001593098887,0.6027993883074756,-20.171213886143995,0.0006198846703673625,0.0016205151572952037,0.4255523260666277,0.17153041025989216,0.8638067208439472,-9.002069773816501,-24.016726304697567,-0.5762586500429285,8.425811123773574,0.5216907675194661,0.4938820912124583
PA,1h,5d,120,8966,-0.002069485229884019,0.6031016567943497,-22.391624698899268,-0.003294788896481984,-0.00552382890637668,-2.7950346180190455,-0.8941963016348567,0.37121687068331866,23.0177437688242,-31.70925448444964,6.6984949292159355,-16.319248839608267,0.4927536231884058,0.5083612040133779
PA,1d,1d,1,719,0.0012728751460280713,0.45350013893215146,-10.156918069329139,0.01289979370462311,0.01936370948828294,7.201862900269991,0.3598840468061335,0.7189338476314969,-33.928314568278815,-10.657740239570462,17.61409992807556,51.542414496354375,0.4583333333333333,0.3611111111111111
PA,1d,3d,3,718,0.0009816380380745086,0.4537489872178206,-21.155332293299814,0.012353508726305433,0.030515823047425047,10.8186990335008,0.3448365978118519,0.7302172176363926,-60.587997075095544,-22.746075057925797,30.959087306486392,91.54708438158195,0.5555555555555556,0.4305555555555556
PA,1d,5d,5,716,0.000733342762254032,0.45421472386340156,-28.13248515740942,0.016375388125933463,0.016086434034193752,16.97373395977858,0.4807094208819484,0.6307230345523447,-73.93172889161303,-31.390131981493642,43.54695279035216,117.47868168196518,0.5277777777777778,0.4166666666666667
PA,1d,10d,10,713,0.0010614799460242359,0.45497011974243684,-53.67933668781633,0.027041229205217232,0.017212807528316464,40.014083135311076,0.7919321275746757,0.42840025264843473,-141.15341117094917,-58.43371673567202,71.3675467846205,212.52095795556966,0.5416666666666666,0.4166666666666667
PA,1d,20d,20,705,0.001552241945051952,0.4565811108739854,-41.65585076475899,0.038008303418158605,0.053596231212367174,71.68554455125184,1.463595859811757,0.14330440446083798,-168.3330401832802,-40.70515096417389,77.48269093926345,245.81573112254364,0.5633802816901409,0.4225352112676056
