variant,split,start_ts,end_ts,nobs_5m,years,cum_log_return,gross_cum_log_return,cost_cum_log_return,total_return_pct,cagr,annual_log_return,annual_vol,sharpe_0rf,max_drawdown,calmar,avg_scale,p10_scale,p50_scale,p90_scale,risk_off_fraction,annual_turnover
VOL12_DD_HARD,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.03823774823120343,-0.028283006684873446,0.009954741546329984,-3.7515915201510395,-0.019054695377103994,-0.01923857568784767,0.09371329045512637,-0.20529185982493978,-0.16574925126145734,-0.11496097407430579,0.6305837973211748,0.25,0.7240786741446787,0.8662254327215371,0.9675831923293853,70.69642165183248
VOL10_DD_HARD,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.01376751757264335,-0.009843487797239543,0.003924029775403749,-1.3673178736033222,-0.00690292200940301,-0.006926857388504122,0.09321469057587636,-0.0743107909891702,-0.1567250718586657,-0.04404478445942618,0.6513437043627232,0.5,0.7163065983901197,0.7786869367127909,0.9929498025944726,25.51398084350676
VOL14_TSMOM60_HALF,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.011215009403879157,0.0019210930654622628,0.013136102469341377,-1.1152355625554298,-0.00562672315154222,-0.005642612790686865,0.10336983157579888,-0.05458664974750644,-0.17958264645460398,-0.03133222091681658,0.6934878433976361,0.5,0.5,1.0,0.7099760293288212,82.12194750992805
VOL12_TSMOM60_HALF,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.005664219298561857,0.00548246866843333,0.011146687966995132,-0.5648207853473601,-0.0028457842934401906,-0.0028498412361799303,0.09677662247941396,-0.029447620336059365,-0.16851073163616137,-0.01688785198312855,0.6580696083984501,0.5,0.5,0.9563822472377712,0.9249929498025945,71.19586668102512
VOL12_TSMOM60_DD_SOFT,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,0.0023831717734552303,0.011129075063393827,0.008745903289938583,0.2386013784524542,0.0011997654435144175,0.0011990463000994983,0.09305023495185018,0.012886010451450847,-0.1590500995966745,0.007543317775699795,0.6311906775818872,0.5,0.5,0.9066635838635402,0.970093062605753,52.59179636043333
VOL12_TSMOM60_DD_HARD,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.031136201720156412,-0.02021930861519316,0.010916893104963247,-3.0656462172758516,-0.015543504540199721,-0.015665571356435218,0.08617748926658472,-0.1817826382476141,-0.16338219070457127,-0.09513585583085726,0.5818692566148925,0.5,0.5,0.8637568260140805,0.970093062605753,70.00898247984
VOL_TARGET_12_DAILY,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.006591586310343858,-0.005475061309874171,0.0011165250004696742,-0.6569909459728412,-0.0033109345509107495,-0.0033164278233059484,0.12095537027894951,-0.027418607505045385,-0.2078519418944238,-0.015929293326460734,0.8516373765079589,0.6713234238382885,0.8799443855112719,1.0,0.858248730964467,4.975212325851155
VOL14_TSMOM60_HALF_DAILY,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,0.0008727465638400378,0.0025383597184684033,0.0016656131546283549,0.08731275179397849,0.00043920179714728916,0.00043910537626909603,0.10394527185019602,0.00422439008964185,-0.16427226305906018,0.0026736211516693153,0.6941272023760909,0.5,0.5,1.0,0.7108079526226735,8.51460719832455
VOL12_TSMOM60_DD_SOFT_DAILY,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,0.008294608407317838,0.009636371924090444,0.001341763516772542,0.8329103981431085,0.004181990324896946,0.004173270106816109,0.09391511700282677,0.044436617234800406,-0.15122313132537257,0.02765443545735706,0.6331343484670012,0.5,0.5,0.9216376157558304,0.9687817258883249,6.64604764748119
VOL12_TSMOM60_DD_HARD_DAILY,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,0.0020051578583999974,0.003251704963671064,0.0012465471052709853,0.20071695317680663,0.001009365053181097,0.001008855986802882,0.09003377730897011,0.011205305574826406,-0.14928586448491932,0.006761290204291659,0.6073690071331447,0.5,0.5,0.8747955090855781,0.9687817258883249,6.044701932823267
VOL10_DD_HARD_DAILY,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,0.007601469450345469,0.008545761334043583,0.0009442918836981223,0.7630433963688709,0.00383185363800119,0.003824530787615643,0.09438205887369104,0.04052179866868458,-0.15274765102531462,0.025086170636863955,0.6587993261737183,0.5,0.7151844329647098,0.7850364086727555,0.9921319796954314,4.199948519097617
BASE_MINVAR,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.2427320891190617,0.24376384048356078,0.0010317513644990915,27.472706511584484,0.12932860323456924,0.12162329971378513,0.1311552097771597,0.9273234354962351,-0.15234083982599977,0.8489424331800023,1.0,1.0,1.0,1.0,0.0,4.81595441104985
VOL_TARGET_16,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.2399315925611994,0.2410666437393555,0.001135051178156079,27.11621903973405,0.12774502220543735,0.12022008337992314,0.13010627293540766,0.9240145049701592,-0.15234083982599989,0.8385474463140987,0.994578095877118,1.0,1.0,1.0,0.07899725845895793,5.428685998472669
VOL_TARGET_14,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.23469492349280208,0.23602634179128684,0.0013314182984847291,26.452293364140626,0.12478982823636743,0.11759619885802464,0.1264186580521143,0.9302123647725106,-0.1506715838087711,0.8282240425291327,0.9726963228324035,0.8865318277689785,1.0,1.0,0.27299123975445944,6.840224381186146
VOL_TARGET_12,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.21636397439031388,0.21804596532235518,0.0016819909320413004,24.155419070134183,0.11450604366310191,0.1084112965864651,0.11631234207287286,0.9320704463034754,-0.14294615531022747,0.8010431859086822,0.9053823548362894,0.7598844238019815,0.9234283364067696,1.0,0.679232650414755,9.5766576272992
VOL_TARGET_10,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1902853506727913,0.19194917652553334,0.0016638258527421049,20.95947070797768,0.10003758321142052,0.09534434577649822,0.10024463921774206,0.9511166534242308,-0.13198328588887764,0.7579564528772713,0.787928556765728,0.6332370198349846,0.769523613672308,0.9923731071310519,0.9034892981232072,9.947515211456558
TSMOM_20D_HALF,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.21207099256999493,0.23508673079836637,0.02301573822837147,23.623564550889142,0.11211127229780604,0.10626025583823351,0.10867788811804564,0.9777541474012993,-0.11720453580948198,0.9565438020252465,0.7717896131537588,0.5,1.0,1.0,0.45642077369248224,155.8699461692318
TSMOM_60D_HALF,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.19661791610906182,0.21562367172138105,0.019005755612319326,21.72788492014181,0.10353353944268735,0.09851733994800599,0.11621738383761543,0.8476988269298782,-0.11313561190694998,0.9151277630233706,0.8265711003516784,0.5,1.0,1.0,0.3468577992966432,139.16141810081422
TSMOM_60D_FLAT,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.14804492874923428,0.18502519569072123,0.03698026694148701,15.95649929974381,0.07699996650934385,0.07417936707800576,0.1107930623121523,0.6695307948886744,-0.12279070812331938,0.6270830072256962,0.6531422007033568,0.0,1.0,1.0,0.3468577992966432,273.50872772520034
DD_SOFT,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1577701424349539,0.16482186275149224,0.007051720316538306,17.089702423450955,0.082260902284627,0.07905228101028237,0.10962698908205677,0.7211023642281286,-0.10170471398198344,0.8088209392064085,0.7711077517249156,0.5,0.75,1.0,0.638905920741978,50.04067390208975
DD_HARD,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.13326489894298132,0.1407667254127415,0.007501826469760211,14.255261922828083,0.06905351097702028,0.06677368783127523,0.09032294380829506,0.7392771428375753,-0.08219865220637834,0.8400808179147,0.6295607191435679,0.5,0.5,1.0,0.8505402033955642,48.05811842530276
VOL12_DD_SOFT,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.17566831045896936,0.17971675486072092,0.004048444401751574,19.204260500583274,0.09201032681415174,0.08802033406751439,0.1036443011327448,0.8492539686748464,-0.11384042984819986,0.8082394535653334,0.7833496778956275,0.7475007793940233,0.75,0.9268181926023288,0.9818029332374851,27.32875079926158
VOL12_DD_HARD,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1454034284646023,0.14954938007731533,0.0041459516127130315,15.65060436248627,0.07557544645922373,0.07285581739004399,0.08646024656962017,0.84265104809039,-0.08011107439129539,0.9433832592243391,0.6147440662456699,0.5,0.5,0.8974782326759606,0.9954824477944337,28.130185920969886
VOL10_DD_HARD,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1172066200807475,0.1233687820907779,0.006162162010030397,12.435171933489547,0.060486249969728206,0.058727529327728484,0.08114543608585705,0.7237317606573833,-0.08883395328987775,0.6808911202268914,0.5935449730146043,0.5,0.5,0.7504357899225936,1.0,43.66732029993932
VOL14_TSMOM60_HALF,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.19071231779954814,0.2093741589886082,0.0186618411890601,21.01112745272108,0.10027294611156075,0.09555828185315766,0.11128131368269996,0.858709146134149,-0.11201934995805352,0.895139510710504,0.801352999495722,0.5,0.9161242230537682,1.0,0.5811291766214911,136.5777491977005
VOL12_TSMOM60_HALF,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.18205344760307096,0.19839030516275952,0.01633685755968856,19.967831209660833,0.0955096292207996,0.09121966981009837,0.10218337868208656,0.8927055553124884,-0.10046604097384848,0.9506658000553735,0.7478384882318967,0.5,0.7852493340460869,1.0,0.8703300420745502,120.00047110041278
VOL12_TSMOM60_DD_SOFT,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.17055555557159208,0.18503175394096763,0.01447619836937554,18.596353698585585,0.08921639927858327,0.08545853796429874,0.09714291511016288,0.879719718801791,-0.09799013634668585,0.9104630588831779,0.704705424660288,0.5,0.75,0.9275185214885325,0.9628658618235124,104.58431316532631
VOL12_TSMOM60_DD_HARD,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1402853567706748,0.15120650346740033,0.010921146696725498,15.060208411084327,0.07282070981356312,0.07029135724863328,0.08293736253528666,0.8475234212894943,-0.0789204863503915,0.9227098460880414,0.5916443517166645,0.5,0.5,0.8848893250857318,0.9954824477944337,75.35515359791093
VOL_TARGET_12_DAILY,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.21445305425390632,0.21547288651787105,0.0010198322639646987,23.918394519409226,0.11343943119953044,0.10745381126459072,0.11653146971598828,0.9221012274751041,-0.1432220821454463,0.7920526604572703,0.9053104920808558,0.7603367703252248,0.923009380138408,1.0,0.6768293972133539,5.3926962383143024
VOL14_TSMOM60_HALF_DAILY,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1854718062797436,0.18775071258182616,0.002278906302082601,20.37862600836283,0.09738762841063366,0.09293247203320387,0.11208437770521319,0.8291295712737089,-0.12060643067392907,0.8074828835116624,0.8032600303359708,0.5,0.9191300519478004,1.0,0.5791487832209231,15.064965934850727
VOL12_TSMOM60_DD_SOFT_DAILY,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.17253524409530024,0.17430853878369176,0.0017732946883916045,18.83137009182891,0.09029737525041646,0.08645048036273785,0.09878626858008627,0.875126488785759,-0.101403875027819,0.8904726296272643,0.7131169379870692,0.5,0.75,0.9355705783077534,0.9514556948643678,11.51385257147312
VOL12_TSMOM60_DD_HARD_DAILY,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.1496072254611824,0.15101493193117377,0.0014077064699913404,16.137799342683305,0.07784337659782517,0.07496217120550588,0.09140997996805346,0.8200655030413981,-0.09704244695059316,0.8021580148062142,0.6517818401503558,0.5,0.6812915552418753,0.8920763545025767,0.9941645347485041,8.747170374534381
VOL10_DD_HARD_DAILY,2023_2024,2023-01-02 23:00:00+00:00,2024-12-31 21:55:00+00:00,141891,1.9957696402768272,0.13992283573910713,0.1409635907170207,0.0010407549779134985,15.01850422541769,0.0726258552862373,0.07010971252158082,0.08867062408852763,0.7906757535797219,-0.09917841408434025,0.732274819644495,0.6564954684021064,0.5,0.7040064484635266,0.7602337137251683,1.0,6.148795755755234
